surface	component_recipe	atomic_pocket_gloss_de	workshop_composition_de	image_composition_de	events	physical_pages	registers	observed_channels	channel_class	event_ids	visible_owner_examples
torshor	T+OR+SH+OR	EINSTELLUNG + EINTRAG + HALT + EINTRAG	Arbeitsgang einstellen; Ansatz oder Zubereitung; Arbeitsgegenstand halten; Ansatz oder Zubereitung	Platz oder Wert einstellen; Eintragsklasse; Bezug festhalten; Eintragsklasse	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0152	grosse abgebildete Pflanze mit Knollenwurzel
tshey	SH+E+Y	HALT + KURZ + DIES	Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1323	mehrere lokale Bad- und Leitungsstationen
tshol	T+SH+OL	EINSTELLUNG + HALT + WEITER	Arbeitsgang einstellen; Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren	Platz oder Wert einstellen; Bezug festhalten; dieselbe Reihe fortführen	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0093	abgebildeter Pflanzenartikel f11r
tshy	T+Y	EINSTELLUNG + DIES	Arbeitsgang einstellen; dieser Arbeitsgegenstand	Platz oder Wert einstellen; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0188	grosse abgebildete Pflanze mit Knollenwurzel
yar	Y+AR	DIES + QUELLE	dieser Arbeitsgegenstand; Entnahmestelle	dieser Bildplatz; Quell- oder Bezugsstelle	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0938	gemeinsames Bad- und Beckenfeld
ycheody	Y+CHEO+D_ADDR+Y	DIES + AUSZUG + UNTER + DIES	dieser Arbeitsgegenstand; Auszug; bezeichneter Teil; dieser Arbeitsgegenstand	dieser Bildplatz; lokaler Eintrag; Unterplatz; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1861	zwei lokale Himmelsraeder
ycheor	Y+CHEO+R	DIES + AUSZUG + MARKE	dieser Arbeitsgegenstand; Auszug; Zustand kennzeichnen	dieser Bildplatz; lokaler Eintrag; Zustandsmarke	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0044	abgebildeter Pflanzenartikel f10r
ychocphy	Y+CH+O+CPH+Y	DIES + AUSWAHL + GANG + GEGENLAUF + DIES	dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; umleiten; dieser Arbeitsgegenstand	dieser Bildplatz; Klasse oder Figur kennzeichnen; Reihe aufrufen; Gegenplatz; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0342	abgebildeter Pflanzenartikel f56r
ychty	Y+CH+T+Y	DIES + AUSWAHL + EINSTELLUNG + DIES	dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; Arbeitsgang einstellen; dieser Arbeitsgegenstand	dieser Bildplatz; Klasse oder Figur kennzeichnen; Platz oder Wert einstellen; dieser Bildplatz	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E0854	mehrstufige Becken-, Figuren- und Laufseite
ydain	Y+AIN	DIES + EINHEIT	dieser Arbeitsgegenstand; Portion	dieser Bildplatz; Einheit oder Index	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0619	mehrstufige Becken-, Figuren- und Laufseite
ydal	Y+AL	DIES + ZIEL	dieser Arbeitsgegenstand; Ziel- oder Anschlussstelle	dieser Bildplatz; Zielplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0165	grosse abgebildete Pflanze mit Knollenwurzel
ydam	Y+DA+AM_ADDR	DIES + ZWEIT + INNEN	dieser Arbeitsgegenstand; zweite Arbeitsstufe; Innenstelle	dieser Bildplatz; zweite Bildstufe; Innenplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1810	zwei lokale Himmelsraeder
ydchos	Y+D_ADDR+CH+O+S	DIES + UNTER + AUSWAHL + GANG + WAHL	dieser Arbeitsgegenstand; bezeichneter Teil; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	dieser Bildplatz; Unterplatz; Klasse oder Figur kennzeichnen; Reihe aufrufen; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1795	zwei lokale Himmelsraeder
ydoly	Y+D_ADDR+OL+Y	DIES + UNTER + WEITER + DIES	dieser Arbeitsgegenstand; bezeichneter Teil; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	dieser Bildplatz; Unterplatz; dieselbe Reihe fortführen; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1911	zwei lokale Himmelsraeder
ydy	Y+DY	DIES + ENDE	dieser Arbeitsgegenstand; Arbeitsschritt schließen	dieser Bildplatz; Bildeintrag schließen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1312	mehrere lokale Bad- und Leitungsstationen
yekees	Y+E+K+EE+S	DIES + KURZ + ZUORDNUNG + LANG + WAHL	dieser Arbeitsgegenstand; kurz oder direkt; Material zugeben; länger oder gehalten; Arbeitsvariante auswählen	dieser Bildplatz; erster Grad; Wert zuordnen; zweiter Grad; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1864	zwei lokale Himmelsraeder
yetey	Y+E+T+E+Y	DIES + KURZ + EINSTELLUNG + KURZ + DIES	dieser Arbeitsgegenstand; kurz oder direkt; Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand	dieser Bildplatz; erster Grad; Platz oder Wert einstellen; erster Grad; dieser Bildplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2062	drei getrennte heterogene Himmelsraeder
yfain	Y+LOCAL_CHAR_F+AIN	DIES + F + EINHEIT	dieser Arbeitsgegenstand; lokales Schreibzeichen; Portion	dieser Bildplatz; lokales Bildzeichen; Einheit oder Index	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1866	zwei lokale Himmelsraeder
yka	Y+K+A_ADDR	DIES + ZUORDNUNG + ADRESSE	dieser Arbeitsgegenstand; Material zugeben; lokale Arbeitsstelle	dieser Bildplatz; Wert zuordnen; lokale Bildadresse	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2044	drei getrennte heterogene Himmelsraeder
ykady	Y+K+A_ADDR+Y	DIES + ZUORDNUNG + ADRESSE + DIES	dieser Arbeitsgegenstand; Material zugeben; lokale Arbeitsstelle; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; lokale Bildadresse; dieser Bildplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2048	drei getrennte heterogene Himmelsraeder
ykaky	Y+K+A_ADDR+K+Y	DIES + ZUORDNUNG + ADRESSE + ZUORDNUNG + DIES	dieser Arbeitsgegenstand; Material zugeben; lokale Arbeitsstelle; Material zugeben; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; lokale Bildadresse; Wert zuordnen; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0294	abgebildeter Pflanzenartikel f55v
ykaly	Y+K+AL+Y	DIES + ZUORDNUNG + ZIEL + DIES	dieser Arbeitsgegenstand; Material zugeben; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; Zielplatz; dieser Bildplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1768	zwei lokale Himmelsraeder
ykan	Y+K+AN	DIES + ZUORDNUNG + ZUSATZ	dieser Arbeitsgegenstand; Material zugeben; weiteren Posten zugeben	dieser Bildplatz; Wert zuordnen; zusätzlicher Eintrag	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0262	abgebildeter Pflanzenartikel f55v
ykary	Y+K+AR+Y	DIES + ZUORDNUNG + QUELLE + DIES	dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; Quell- oder Bezugsstelle; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2273	Fischrad mit Stern tragenden Figuren
ykchdy	Y+K+CHD+Y	DIES + ZUORDNUNG + WECHSEL + DIES	dieser Arbeitsgegenstand; Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1991	mehrteiliger Sternatlas mit lokalen Zentren
ykcho	Y+K+CH+O	DIES + ZUORDNUNG + AUSWAHL + GANG	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Arbeitsgang ausführen	dieser Bildplatz; Wert zuordnen; Klasse oder Figur kennzeichnen; Reihe aufrufen	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0371	abgebildeter Pflanzenartikel f56r
ykchor	Y+K+CH+OR	DIES + ZUORDNUNG + AUSWAHL + EINTRAG	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	dieser Bildplatz; Wert zuordnen; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0142	abgebildeter Pflanzenartikel f11r
ykchos	Y+K+CH+O+S	DIES + ZUORDNUNG + AUSWAHL + GANG + WAHL	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	dieser Bildplatz; Wert zuordnen; Klasse oder Figur kennzeichnen; Reihe aufrufen; Bildklasse auswählen	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1776	zwei lokale Himmelsraeder
ykchys	Y+K+CH+Y+S	DIES + ZUORDNUNG + AUSWAHL + DIES + WAHL	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand; Arbeitsvariante auswählen	dieser Bildplatz; Wert zuordnen; Klasse oder Figur kennzeichnen; dieser Bildplatz; Bildklasse auswählen	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1765	zwei lokale Himmelsraeder
ykecho	Y+K+E+CH+O	DIES + ZUORDNUNG + KURZ + AUSWAHL + GANG	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; bezeichneten Anteil entnehmen; Arbeitsgang ausführen	dieser Bildplatz; Wert zuordnen; erster Grad; Klasse oder Figur kennzeichnen; Reihe aufrufen	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1752	zwei lokale Himmelsraeder
ykeday	Y+K+E+DA+Y	DIES + ZUORDNUNG + KURZ + ZWEIT + DIES	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; zweite Arbeitsstufe; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; erster Grad; zweite Bildstufe; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0979	gemeinsames Bad- und Beckenfeld
ykedy	Y+K+E+DY	DIES + ZUORDNUNG + KURZ + ENDE	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; Arbeitsschritt schließen	dieser Bildplatz; Wert zuordnen; erster Grad; Bildeintrag schließen	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0981	gemeinsames Bad- und Beckenfeld
ykeeal	Y+K+EE+AL	DIES + ZUORDNUNG + LANG + ZIEL	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Ziel- oder Anschlussstelle	dieser Bildplatz; Wert zuordnen; zweiter Grad; Zielplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2052	drei getrennte heterogene Himmelsraeder
ykeedy	Y+K+EE+D_ADDR+Y	DIES + ZUORDNUNG + LANG + UNTER + DIES	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; zweiter Grad; Unterplatz; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0984	gemeinsames Bad- und Beckenfeld
ykeeey	Y+K+EEE+Y	DIES + ZUORDNUNG + VOLL + DIES	dieser Arbeitsgegenstand; Material zugeben; vollständig; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; dritter oder voller Grad; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2499	drei Gefaesse mit Wurzel- und Blattreihen
ykeeody	Y+K+EE+O+Y	DIES + ZUORDNUNG + LANG + GANG + DIES	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Arbeitsgang ausführen; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; zweiter Grad; Reihe aufrufen; dieser Bildplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2074	drei getrennte heterogene Himmelsraeder
ykeeos	Y+K+EE+O+S_ADDR	DIES + ZUORDNUNG + LANG + GANG + STERNORT	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Arbeitsgang ausführen; bezeichnete s-Stelle	dieser Bildplatz; Wert zuordnen; zweiter Grad; Reihe aufrufen; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2322	Fischrad mit Stern tragenden Figuren
ykees	Y+K+EE+S	DIES + ZUORDNUNG + LANG + WAHL	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Arbeitsvariante auswählen	dieser Bildplatz; Wert zuordnen; zweiter Grad; Bildklasse auswählen	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1775	zwei lokale Himmelsraeder
ykeesan	Y+K+EE+S+AN	DIES + ZUORDNUNG + LANG + WAHL + ZUSATZ	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Arbeitsvariante auswählen; weiteren Posten zugeben	dieser Bildplatz; Wert zuordnen; zweiter Grad; Bildklasse auswählen; zusätzlicher Eintrag	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0239	abgebildeter Pflanzenartikel f55v
ykeor	Y+K+E+OR	DIES + ZUORDNUNG + KURZ + EINTRAG	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; Ansatz oder Zubereitung	dieser Bildplatz; Wert zuordnen; erster Grad; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2412	drei Gefaesse mit Wurzel- und Blattreihen
ykeshey	Y+K+E+SH+E+Y	DIES + ZUORDNUNG + KURZ + HALT + KURZ + DIES	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; erster Grad; Bezug festhalten; erster Grad; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0974	gemeinsames Bad- und Beckenfeld
ykey	Y+K+E+Y	DIES + ZUORDNUNG + KURZ + DIES	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; erster Grad; dieser Bildplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2066	drei getrennte heterogene Himmelsraeder
ykeydy	Y+K+E+Y+DY	DIES + ZUORDNUNG + KURZ + DIES + ENDE	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; dieser Arbeitsgegenstand; Arbeitsschritt schließen	dieser Bildplatz; Wert zuordnen; erster Grad; dieser Bildplatz; Bildeintrag schließen	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2126	drei getrennte heterogene Himmelsraeder
ykoaiin	Y+K+O+AIIN	DIES + ZUORDNUNG + GANG + SOLLWERT	dieser Arbeitsgegenstand; Material zugeben; Arbeitsgang ausführen; Sollmaß	dieser Bildplatz; Wert zuordnen; Reihe aufrufen; verzeichneter Sollwert	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1910	zwei lokale Himmelsraeder
ykol	Y+K+OL	DIES + ZUORDNUNG + WEITER	dieser Arbeitsgegenstand; Material zugeben; im selben Arbeitsgang fortfahren	dieser Bildplatz; Wert zuordnen; dieselbe Reihe fortführen	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0929	gemeinsames Bad- und Beckenfeld
ykolaiin	Y+K+OL+AIIN	DIES + ZUORDNUNG + WEITER + SOLLWERT	dieser Arbeitsgegenstand; Material zugeben; im selben Arbeitsgang fortfahren; Sollmaß	dieser Bildplatz; Wert zuordnen; dieselbe Reihe fortführen; verzeichneter Sollwert	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2338	Fischrad mit Stern tragenden Figuren
ykoly	Y+K+OL+Y	DIES + ZUORDNUNG + WEITER + DIES	dieser Arbeitsgegenstand; Material zugeben; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; dieselbe Reihe fortführen; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0223	grosse abgebildete Pflanze mit Knollenwurzel
ykshy	Y+K+Y	DIES + ZUORDNUNG + DIES	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; dieser Bildplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1749	zwei lokale Himmelsraeder
yky	Y+K+Y	DIES + ZUORDNUNG + DIES	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; dieser Bildplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1967	mehrteiliger Sternatlas mit lokalen Zentren
ykychy	Y+K+Y+CH+Y	DIES + ZUORDNUNG + DIES + AUSWAHL + DIES	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	dieser Bildplatz; Wert zuordnen; dieser Bildplatz; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0114	abgebildeter Pflanzenartikel f11r
yokeody	Y+OK+E+O+D_ADDR+Y	DIES + START + KURZ + GANG + UNTER + DIES	dieser Arbeitsgegenstand; Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	dieser Bildplatz; Bildplatz aktivieren; erster Grad; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY	P912-E2408	drei Gefaesse mit Wurzel- und Blattreihen
ypair	Y+P+AIR	DIES + EINSATZ + LAUFWEG	dieser Arbeitsgegenstand; Material einsetzen; Flüssigkeits- oder Stationslauf	dieser Bildplatz; Platz besetzen; Ringlauf	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1909	zwei lokale Himmelsraeder
ypch	Y+P+CH	DIES + EINSATZ + AUSWAHL	dieser Arbeitsgegenstand; Material einsetzen; bezeichneten Anteil entnehmen	dieser Bildplatz; Platz besetzen; Klasse oder Figur kennzeichnen	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0007	abgebildeter Pflanzenartikel f10r
ypsharal	Y+P+SH+AR+AL	DIES + EINSATZ + HALT + QUELLE + ZIEL	dieser Arbeitsgegenstand; Material einsetzen; Arbeitsgegenstand halten; Entnahmestelle; Ziel- oder Anschlussstelle	dieser Bildplatz; Platz besetzen; Bezug festhalten; Quell- oder Bezugsstelle; Zielplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E2196	Widderrad mit Stern tragenden Figuren
ysheor	Y+SH+E+OR	DIES + HALT + KURZ + EINTRAG	dieser Arbeitsgegenstand; Arbeitsgegenstand halten; kurz oder direkt; Ansatz oder Zubereitung	dieser Bildplatz; Bezug festhalten; erster Grad; Eintragsklasse	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0626	mehrstufige Becken-, Figuren- und Laufseite
yt	Y+T	DIES + EINSTELLUNG	dieser Arbeitsgegenstand; Arbeitsgang einstellen	dieser Bildplatz; Platz oder Wert einstellen	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0391	abgebildeter Pflanzenartikel f56r
ytain	Y+T+AIN	DIES + EINSTELLUNG + EINHEIT	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Portion	dieser Bildplatz; Platz oder Wert einstellen; Einheit oder Index	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0494	mehrstufige Becken-, Figuren- und Laufseite
ytalchos	Y+T+AL+CH+O+S	DIES + EINSTELLUNG + ZIEL + AUSWAHL + GANG + WAHL	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	dieser Bildplatz; Platz oder Wert einstellen; Zielplatz; Klasse oder Figur kennzeichnen; Reihe aufrufen; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1912	zwei lokale Himmelsraeder
ytchodly	Y+T+CH+O+D_ADDR+L+Y	DIES + EINSTELLUNG + AUSWAHL + GANG + UNTER + VERBINDUNG + DIES	dieser Arbeitsgegenstand; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; entlang des Arbeitswegs führen; dieser Arbeitsgegenstand	dieser Bildplatz; Platz oder Wert einstellen; Klasse oder Figur kennzeichnen; Reihe aufrufen; Unterplatz; Bildverbindung; dieser Bildplatz	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1888	zwei lokale Himmelsraeder
ytchody	Y+T+CH+O+D_ADDR+Y	DIES + EINSTELLUNG + AUSWAHL + GANG + UNTER + DIES	dieser Arbeitsgegenstand; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	dieser Bildplatz; Platz oder Wert einstellen; Klasse oder Figur kennzeichnen; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f68r1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1980	mehrteiliger Sternatlas mit lokalen Zentren
ytchoky	Y+T+OK+Y	DIES + EINSTELLUNG + START + DIES	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	dieser Bildplatz; Platz oder Wert einstellen; Bildplatz aktivieren; dieser Bildplatz	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0107	abgebildeter Pflanzenartikel f11r
yteey	Y+T+EE+Y	DIES + EINSTELLUNG + LANG + DIES	dieser Arbeitsgegenstand; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	dieser Bildplatz; Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0235	abgebildeter Pflanzenartikel f55v
yteody	Y+T+E+O+DY	DIES + EINSTELLUNG + KURZ + GANG + ENDE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Arbeitsschritt schließen	dieser Bildplatz; Platz oder Wert einstellen; erster Grad; Reihe aufrufen; Bildeintrag schließen	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1953	mehrteiliger Sternatlas mit lokalen Zentren
yteoor	Y+T+E+O+OR	DIES + EINSTELLUNG + KURZ + GANG + EINTRAG	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Ansatz oder Zubereitung	dieser Bildplatz; Platz oder Wert einstellen; erster Grad; Reihe aufrufen; Eintragsklasse	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1811	zwei lokale Himmelsraeder
ytey	T+E+Y	EINSTELLUNG + KURZ + DIES	Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand	Platz oder Wert einstellen; erster Grad; dieser Bildplatz	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E1073	gemeinsames Bad- und Beckenfeld
ytoaiin	Y+T+O+AIIN	DIES + EINSTELLUNG + GANG + SOLLWERT	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; Sollmaß	dieser Bildplatz; Platz oder Wert einstellen; Reihe aufrufen; verzeichneter Sollwert	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1840	zwei lokale Himmelsraeder
ytodal	Y+T+O+DA+L	DIES + EINSTELLUNG + GANG + ZWEIT + VERBINDUNG	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; zweite Arbeitsstufe; entlang des Arbeitswegs führen	dieser Bildplatz; Platz oder Wert einstellen; Reihe aufrufen; zweite Bildstufe; Bildverbindung	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY	P912-E1880	zwei lokale Himmelsraeder
ytoeopchey	Y+T+O+E+O+P+CH+E+Y	DIES + EINSTELLUNG + GANG + KURZ + GANG + EINSATZ + AUSWAHL + KURZ + DIES	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; kurz oder direkt; Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	dieser Bildplatz; Platz oder Wert einstellen; Reihe aufrufen; erster Grad; Reihe aufrufen; Platz besetzen; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY	P912-E1849	zwei lokale Himmelsraeder
ytoiin	Y+T+O+IIN	DIES + EINSTELLUNG + GANG + STUFE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; Arbeitsstufe	dieser Bildplatz; Platz oder Wert einstellen; Reihe aufrufen; Wertstufe	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY	P912-E0083	abgebildeter Pflanzenartikel f10r
