target_recipe	target_is_exact_catalog_key	target_identity_route	source_neighbor_edge_count	distinct_source_recipe_count	source_recipes	mutation_families	unique_sampled_context_count	sampled_page_count	sampled_pages	green_context_count	amber_context_count	stop_context_count	observed_context_robustness	stop_factor_rules	deck_instruction	identity_is_not_inferred_from_robustness	occurrence_is_not_predicted_from_robustness
T+S+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	T+CH+O|T+O+S|T+SH+O	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	5	4	f17r|f56r|f88v|f89r	0	0	5	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+S+O+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+O+DY	SAME_CLASS_SUBSTITUTION	3	2	f11r|f95v	0	0	3	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+S+O+D_ADDR+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+O+D_ADDR+AR	SAME_CLASS_SUBSTITUTION	1	1	f24v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+S+O+D_ADDR+EE+S+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+S+O+D_ADDR+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+O+D_ADDR+OL	SAME_CLASS_SUBSTITUTION	1	1	f89r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+S+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+OL	SAME_CLASS_SUBSTITUTION	1	1	f11r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+S+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	T+CH+OR|T+SH+OR	SAME_CLASS_SUBSTITUTION	3	3	f13r|f18r|f95v	0	0	3	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+S+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	3	3	OK+S+Y|T+CHD+Y|T+OK+Y	SAME_CLASS_SUBSTITUTION	7	4	f56r|f75r|f83r|f95v	0	0	7	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+SH	NO	IDENTITY_NEW_VISIBLE_RECIPE	5	5	OK+SH|T+CHD|T+SH+O|T+SH+OL|T+SH+OR	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	5	4	f11r|f17r|f81v|f95v	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+AIIN	YES	IDENTITY_EXACT_NARROW_APPENDIX	2	2	T+CHD+AIIN|T+SH+OR	SAME_CLASS_SUBSTITUTION	2	1	f95v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+OR	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	OK+SH+AL|T+SH+D_ADDR+AL	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	2	2	f18r|f95v	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+AL+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+D_ADDR+AL	ADJACENT_SWAP	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	P+SH+AR|T+CH+AR	SAME_CLASS_SUBSTITUTION	2	2	f24v|f75r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	OK+SH+DY	SAME_CLASS_SUBSTITUTION	1	1	f75r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+D_ADDR+AL	ATOM_DELETION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+D_ADDR+AIR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+D_ADDR+AL	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+D_ADDR+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+D_ADDR+AL	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+D_ADDR+EE+S+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	ATOM_DELETION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+D_ADDR+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+D_ADDR+AL	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+D_ADDR+O+EE+S+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	ADJACENT_SWAP	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	R+SH+D_ADDR+Y	SAME_CLASS_SUBSTITUTION	1	1	f81v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+E+S	ATOM_DELETION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	R+SH+E+AL	SAME_CLASS_SUBSTITUTION	1	1	f82r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+E+S	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+CH+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	S+SH+E+CH+K+Y	SAME_CLASS_SUBSTITUTION	1	1	f75r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+CHD	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+E+S	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	6	6	K+SH+E+DY|OK+SH+E+DY|P+SH+E+DY|R+SH+E+DY|S+SH+E+DY|Y+T+SH+E+DY	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	12	7	f75r|f76r|f77r|f81v|f82r|f83r|f95v	12	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	K+SH+E+D_ADDR	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+D_ADDR+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	P+SH+E+D_ADDR+AR	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+E+S	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	K+SH+E+O	SAME_CLASS_SUBSTITUTION	1	1	f17r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+O+L	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+E+O+L	SAME_CLASS_SUBSTITUTION	2	2	f82r|f89r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+OK	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+E+S	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	S+SH+E+OL	SAME_CLASS_SUBSTITUTION	1	1	f75r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+P	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+E+S	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+E+S	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+SH	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+E+S	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+T	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+E+S	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	4	4	K+SH+E+Y|OK+SH+E+Y|S+SH+E+Y|T+CH+E+Y	SAME_CLASS_SUBSTITUTION	5	4	f1r|f67r2|f75r|f95v	5	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+EE+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	R+SH+EE+D_ADDR+Y	SAME_CLASS_SUBSTITUTION	2	2	f82r|f83r	2	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+EE+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+E+S	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+EEE+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+E+S	SAME_CLASS_SUBSTITUTION	1	1	f95v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O	YES	IDENTITY_EXACT_OBSERVED	3	3	K+SH+O|OK+SH+O|T+CH+O	SAME_CLASS_SUBSTITUTION	4	4	f17r|f1r|f24v|f56r	4	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+O+DY	SAME_CLASS_SUBSTITUTION	3	2	f11r|f95v	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+O+D_ADDR+AR	SAME_CLASS_SUBSTITUTION	1	1	f24v	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+E+S+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+EE+CH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+EE+CHD+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+EE+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+EE+OK+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+EE+P+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+EE+R+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	0	1	0	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	NONE	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	YES	YES
T+SH+O+D_ADDR+EE+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	ATOM_DELETION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+EE+S+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+EE+S+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+EE+S+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+EE+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+EE+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+EE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	ATOM_DELETION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+EE+Y+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	ADJACENT_SWAP	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+EEE+S+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	0	1	0	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	NONE	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	YES	YES
T+SH+O+D_ADDR+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+CH+O+D_ADDR+OL	SAME_CLASS_SUBSTITUTION	1	1	f89r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+S+EE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	ADJACENT_SWAP	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+D_ADDR+S+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	ATOM_DELETION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+EE+D_ADDR+S+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	ADJACENT_SWAP	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+EE+S+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+O+D_ADDR+EE+S+Y	ATOM_DELETION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+L+SH+E+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	S+SH+O+L+SH+E+CH+T+Y	SAME_CLASS_SUBSTITUTION	1	1	f82r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+O+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	K+SH+O+Y	SAME_CLASS_SUBSTITUTION	1	1	f1r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+OL	YES	IDENTITY_EXACT_OBSERVED	2	2	P+SH+OL|SH+T+OL	ADJACENT_SWAP|SAME_CLASS_SUBSTITUTION	3	3	f1r|f75r|f89r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+OR	YES	IDENTITY_EXACT_OBSERVED	2	2	T+CH+OR|T+OR+SH+OR	ATOM_DELETION|SAME_CLASS_SUBSTITUTION	3	2	f13r|f18r	3	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+OR+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+OR+SH+OR	ADJACENT_SWAP	1	1	f13r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+OT	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+OL	SAME_CLASS_SUBSTITUTION	1	1	f11r	1	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+SH+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+E+S	ATOM_DELETION	1	1	f95v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:SH>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+SH+S+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	T+SH+E+S	ADJACENT_SWAP	1	1	f95v	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:SH>S	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+SH+Y	YES	IDENTITY_EXACT_NARROW_APPENDIX	5	5	K+SH+Y|OK+SH+Y|T+CHD+Y|T+OK+Y|T+SH+OR	SAME_CLASS_SUBSTITUTION	10	6	f11r|f1r|f56r|f75r|f83r|f95v	10	0	0	OBSERVED_CONTEXT_ALL_GREEN	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	YES	YES
T+T	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+T|T+CHD	SAME_CLASS_SUBSTITUTION	2	2	f10r|f81v	0	0	2	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>T	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+T+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+T+AIIN|T+CHD+AIIN	SAME_CLASS_SUBSTITUTION	5	4	f10r|f18r|f1r|f95v	0	0	5	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>T	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+T+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	R+T+AIN	SAME_CLASS_SUBSTITUTION	1	1	f83r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>T	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+T+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+T+AL	SAME_CLASS_SUBSTITUTION	6	4	f18r|f1r|f83r|f95v	0	0	6	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>T	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+T+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	2	2	CH+T+AR|T+CH+AR	SAME_CLASS_SUBSTITUTION	7	5	f17r|f18r|f1r|f24v|f76r	0	0	7	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>T	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
T+T+CH+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	1	1	CH+T+CH+OR	SAME_CLASS_SUBSTITUTION	1	1	f10r	0	0	1	OBSERVED_CONTEXT_ALL_STOP	PAIR:T>T	STOP_UNDER_ALL_SAMPLED_CONTEXTS	YES	YES
