dictionary_entry_id	surfaces	component_recipe	abstract_composition_de	workshop_prose_composition_de	owner_address_composition_de	observed_events	physical_pages	registers	observed_channel	observed_channel_reading_de	composition_status
P912-D0155	cheos	CHEO+S	LOKALINHALT → AUSWAHL	Auszug; Arbeitsvariante auswählen	lokaler Eintrag; Bildklasse auswählen	1	f88r	PHARMA	WORKSHOP_PROSE	Auszug; Arbeitsvariante auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0374	doleeey	D_ADDR+OL+EEE+Y	UNTERADRESSE → FORTSETZUNG → GRAD_3 → REFERENT	bezeichneter Teil; im selben Arbeitsgang fortfahren; vollständig; dieser Arbeitsgegenstand	Unterplatz; dieselbe Reihe fortführen; dritter oder voller Grad; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	bezeichneter Teil; im selben Arbeitsgang fortfahren; vollständig; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0150	cheom	CHEO+AM_ADDR	LOKALINHALT → INNENADRESSE	Auszug; Innenstelle	lokaler Eintrag; Innenplatz	3	f88r	PHARMA	WORKSHOP_PROSE	Auszug; Innenstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0142	cheojam	CHEO+LOCAL_CHAR_J+A_ADDR+AM_ADDR	LOKALINHALT → J → ADRESSE → INNENADRESSE	Auszug; lokales Schreibzeichen; lokale Arbeitsstelle; Innenstelle	lokaler Eintrag; lokales Bildzeichen; lokale Bildadresse; Innenplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Auszug; lokales Schreibzeichen; lokale Arbeitsstelle; Innenstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1346	yokeody	Y+OK+E+O+D_ADDR+Y	REFERENT → AKTIVIEREN → GRAD_1 → LAUF → UNTERADRESSE → REFERENT	dieser Arbeitsgegenstand; Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	dieser Bildplatz; Bildplatz aktivieren; erster Grad; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0995	qoor	CARRIER_Q+O+OR	EINTRITT → LAUF → EINTRAG	neuen Kartenblock beginnen; Arbeitsgang ausführen; Ansatz oder Zubereitung	Eintrittsform einer Bildkarte; Reihe aufrufen; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0113	cheeb	CH+EE+LOCAL_CHAR_B	AUSWAHL_ENTNAHME → GRAD_2 → B	bezeichneten Anteil entnehmen; länger oder gehalten; lokales Schreibzeichen	Klasse oder Figur kennzeichnen; zweiter Grad; lokales Bildzeichen	1	f88r	PHARMA	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; länger oder gehalten; lokales Schreibzeichen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1333	ykeor	Y+K+E+OR	REFERENT → ZUORDNUNG → GRAD_1 → EINTRAG	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; Ansatz oder Zubereitung	dieser Bildplatz; Wert zuordnen; erster Grad; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1188	shy	Y	REFERENT	dieser Arbeitsgegenstand	dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0777	otaldy	OT+AL+DY	NAECHSTER → ZIEL → ABSCHLUSS	danach oder nächster Posten; Ziel- oder Anschlussstelle; Arbeitsschritt schließen	nächster Bildplatz; Zielplatz; Bildeintrag schließen	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Zielplatz; Bildeintrag schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0744	oram	OR+A_ADDR+AM_ADDR	EINTRAG → ADRESSE → INNENADRESSE	Ansatz oder Zubereitung; lokale Arbeitsstelle; Innenstelle	Eintragsklasse; lokale Bildadresse; Innenplatz	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	Eintragsklasse; lokale Bildadresse; Innenplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0334	dary	DA+R+Y	STUFE_2 → MARKE → REFERENT	zweite Arbeitsstufe; Zustand kennzeichnen; dieser Arbeitsgegenstand	zweite Bildstufe; Zustandsmarke; dieser Bildplatz	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	zweite Bildstufe; Zustandsmarke; dieser Bildplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0654	okol	OK+OL	AKTIVIEREN → FORTSETZUNG	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; dieselbe Reihe fortführen	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; dieselbe Reihe fortführen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1217	sorory	S+OR+OR+Y	AUSWAHL → EINTRAG → EINTRAG → REFERENT	Arbeitsvariante auswählen; Ansatz oder Zubereitung; Ansatz oder Zubereitung; dieser Arbeitsgegenstand	Bildklasse auswählen; Eintragsklasse; Eintragsklasse; dieser Bildplatz	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen; Eintragsklasse; Eintragsklasse; dieser Bildplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0871	otyda	OT+Y+DA	NAECHSTER → REFERENT → STUFE_2	danach oder nächster Posten; dieser Arbeitsgegenstand; zweite Arbeitsstufe	nächster Bildplatz; dieser Bildplatz; zweite Bildstufe	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; dieser Bildplatz; zweite Bildstufe	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0442	koay	K+O+A_ADDR+Y	ZUORDNUNG → LAUF → ADRESSE → REFERENT	Material zugeben; Arbeitsgang ausführen; lokale Arbeitsstelle; dieser Arbeitsgegenstand	Wert zuordnen; Reihe aufrufen; lokale Bildadresse; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Material zugeben; Arbeitsgang ausführen; lokale Arbeitsstelle; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0263	cphol	CPH+OL	GEGENLAUF → FORTSETZUNG	umleiten; im selben Arbeitsgang fortfahren	Gegenplatz; dieselbe Reihe fortführen	1	f88r	PHARMA	WORKSHOP_PROSE	umleiten; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0747	orchor	OR+CH+OR	EINTRAG → AUSWAHL_ENTNAHME → EINTRAG	Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Eintragsklasse; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0884	pcheoly	P+CHEO+L+Y	EINSETZUNG → LOKALINHALT → VERBINDUNG → REFERENT	Material einsetzen; Auszug; entlang des Arbeitswegs führen; dieser Arbeitsgegenstand	Platz besetzen; lokaler Eintrag; Bildverbindung; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Material einsetzen; Auszug; entlang des Arbeitswegs führen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0799	otchol	OT+CH+OL	NAECHSTER → AUSWAHL_ENTNAHME → FORTSETZUNG	danach oder nächster Posten; bezeichneten Anteil entnehmen; im selben Arbeitsgang fortfahren	nächster Bildplatz; Klasse oder Figur kennzeichnen; dieselbe Reihe fortführen	1	f88r	PHARMA	WORKSHOP_PROSE	danach oder nächster Posten; bezeichneten Anteil entnehmen; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0692	oldy	OL+DY	FORTSETZUNG → ABSCHLUSS	im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	dieselbe Reihe fortführen; Bildeintrag schließen	1	f88r	PHARMA	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1086	salsaly	S+AL+S+AL+Y	AUSWAHL → ZIEL → AUSWAHL → ZIEL → REFERENT	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	Bildklasse auswählen; Zielplatz; Bildklasse auswählen; Zielplatz; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0343	dchey	CH+E+Y	AUSWAHL_ENTNAHME → GRAD_1 → REFERENT	bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0210	chokol	OK+OL	AKTIVIEREN → FORTSETZUNG	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; dieselbe Reihe fortführen	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0927	qoekol	CARRIER_Q+O+E+K+OL	EINTRITT → LAUF → GRAD_1 → ZUORDNUNG → FORTSETZUNG	neuen Kartenblock beginnen; Arbeitsgang ausführen; kurz oder direkt; Material zugeben; im selben Arbeitsgang fortfahren	Eintrittsform einer Bildkarte; Reihe aufrufen; erster Grad; Wert zuordnen; dieselbe Reihe fortführen	2	f88r	PHARMA	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; kurz oder direkt; Material zugeben; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0917	qockhol	CARRIER_Q+O+CKH+OL	EINTRITT → LAUF → DURCHLASS → FORTSETZUNG	neuen Kartenblock beginnen; Arbeitsgang ausführen; durch einen Durchlass führen; im selben Arbeitsgang fortfahren	Eintrittsform einer Bildkarte; Reihe aufrufen; Verbindung oder Durchlass; dieselbe Reihe fortführen	1	f88r	PHARMA	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; durch einen Durchlass führen; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0655	okol	OK+OL	AKTIVIEREN → FORTSETZUNG	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; dieselbe Reihe fortführen	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0386	dsheol	SH+E+OL	HALTEN → GRAD_1 → FORTSETZUNG	Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren	Bezug festhalten; erster Grad; dieselbe Reihe fortführen	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0964	qokeey	OK+EE+Y	AKTIVIEREN → GRAD_2 → REFERENT	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	Bildplatz aktivieren; zweiter Grad; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0249	chy	Y	REFERENT	dieser Arbeitsgegenstand	dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0227	chor	CH+OR	AUSWAHL_ENTNAHME → EINTRAG	bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Klasse oder Figur kennzeichnen; Eintragsklasse	2	f88r	PHARMA	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0830	oteor	OT+E+OR	NAECHSTER → GRAD_1 → EINTRAG	danach oder nächster Posten; kurz oder direkt; Ansatz oder Zubereitung	nächster Bildplatz; erster Grad; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	danach oder nächster Posten; kurz oder direkt; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0232	chosals	CH+O+S+AL+S	AUSWAHL_ENTNAHME → LAUF → AUSWAHL → ZIEL → AUSWAHL	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsvariante auswählen	Klasse oder Figur kennzeichnen; Reihe aufrufen; Bildklasse auswählen; Zielplatz; Bildklasse auswählen	1	f88r	PHARMA	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsvariante auswählen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1258	teol	E+OL	GRAD_1 → FORTSETZUNG	kurz oder direkt; im selben Arbeitsgang fortfahren	erster Grad; dieselbe Reihe fortführen	1	f88r	PHARMA	WORKSHOP_PROSE	kurz oder direkt; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0716	olsheody	O+LSH+E+O+D_ADDR+Y	LAUF → SPUELUNG → GRAD_1 → LAUF → UNTERADRESSE → REFERENT	Arbeitsgang ausführen; spülen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Reihe aufrufen; Spülklasse; erster Grad; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgang ausführen; spülen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1182	shoy	SH+O+Y	HALTEN → LAUF → REFERENT	Arbeitsgegenstand halten; Arbeitsgang ausführen; dieser Arbeitsgegenstand	Bezug festhalten; Reihe aufrufen; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgegenstand halten; Arbeitsgang ausführen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0675	ol	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	dieselbe Reihe fortführen	2	f88r	PHARMA	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1137	sheeol	SH+EE+OL	HALTEN → GRAD_2 → FORTSETZUNG	Arbeitsgegenstand halten; länger oder gehalten; im selben Arbeitsgang fortfahren	Bezug festhalten; zweiter Grad; dieselbe Reihe fortführen	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgegenstand halten; länger oder gehalten; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1155	sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	HALTEN → GRAD_1 → FORTSETZUNG → UNTERADRESSE → G-LOKALZEICHEN	Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren; bezeichneter Teil; lokales Schreibzeichen	Bezug festhalten; erster Grad; dieselbe Reihe fortführen; Unterplatz; lokales Bildzeichen	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren; bezeichneter Teil; lokales Schreibzeichen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1280	ychey	Y+Y	REFERENT → REFERENT	dieser Arbeitsgegenstand; dieser Arbeitsgegenstand	dieser Bildplatz; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	dieser Arbeitsgegenstand; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0571	okaiin	OK+AIIN	AKTIVIEREN → SOLLWERT	Arbeitsgang ansetzen; Sollmaß	Bildplatz aktivieren; verzeichneter Sollwert	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgang ansetzen; Sollmaß	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0216	chol	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren	dieselbe Reihe fortführen	6	f88r	PHARMA	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0152	cheor	CHEO+R	LOKALINHALT → MARKE	Auszug; Zustand kennzeichnen	lokaler Eintrag; Zustandsmarke	2	f88r	PHARMA	WORKSHOP_PROSE	Auszug; Zustand kennzeichnen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0228	chorcholsal	CH+OR+OL+S+AL	AUSWAHL_ENTNAHME → EINTRAG → FORTSETZUNG → AUSWAHL → ZIEL	bezeichneten Anteil entnehmen; Ansatz oder Zubereitung; im selben Arbeitsgang fortfahren; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle	Klasse oder Figur kennzeichnen; Eintragsklasse; dieselbe Reihe fortführen; Bildklasse auswählen; Zielplatz	1	f88r	PHARMA	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Ansatz oder Zubereitung; im selben Arbeitsgang fortfahren; Arbeitsvariante auswählen; Ziel- oder Anschlussstelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0560	ofyskydal	O+LOCAL_CHAR_F+Y+S+K+Y+DA+L	LAUF → F → REFERENT → AUSWAHL → ZUORDNUNG → REFERENT → STUFE_2 → VERBINDUNG	Arbeitsgang ausführen; lokales Schreibzeichen; dieser Arbeitsgegenstand; Arbeitsvariante auswählen; Material zugeben; dieser Arbeitsgegenstand; zweite Arbeitsstufe; entlang des Arbeitswegs führen	Reihe aufrufen; lokales Bildzeichen; dieser Bildplatz; Bildklasse auswählen; Wert zuordnen; dieser Bildplatz; zweite Bildstufe; Bildverbindung	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; lokales Bildzeichen; dieser Bildplatz; Bildklasse auswählen; Wert zuordnen; dieser Bildplatz; zweite Bildstufe; Bildverbindung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0858	otor	OT+OR	NAECHSTER → EINTRAG	danach oder nächster Posten; Ansatz oder Zubereitung	nächster Bildplatz; Eintragsklasse	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Eintragsklasse	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0034	am	AM_ADDR	INNENADRESSE	Innenstelle	Innenplatz	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	Innenplatz	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0554	ofaldo	O+LOCAL_CHAR_F+AL+D_ADDR+O	LAUF → F → ZIEL → UNTERADRESSE → LAUF	Arbeitsgang ausführen; lokales Schreibzeichen; Ziel- oder Anschlussstelle; bezeichneter Teil; Arbeitsgang ausführen	Reihe aufrufen; lokales Bildzeichen; Zielplatz; Unterplatz; Reihe aufrufen	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; lokales Bildzeichen; Zielplatz; Unterplatz; Reihe aufrufen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0892	poeear	P+O+EE+AR	EINSETZUNG → LAUF → GRAD_2 → QUELLE	Material einsetzen; Arbeitsgang ausführen; länger oder gehalten; Entnahmestelle	Platz besetzen; Reihe aufrufen; zweiter Grad; Quell- oder Bezugsstelle	1	f88r	PHARMA	WORKSHOP_PROSE	Material einsetzen; Arbeitsgang ausführen; länger oder gehalten; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1153	sheoky	SH+E+OK+Y	HALTEN → GRAD_1 → AKTIVIEREN → REFERENT	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; Bildplatz aktivieren; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0701	olkeey	SOLK+EE+Y	SAMMELSTELLE → GRAD_2 → REFERENT	auffangen; länger oder gehalten; dieser Arbeitsgegenstand	Sammelstelle; zweiter Grad; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	auffangen; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0274	cthol	CTH+OL	BEREITSTATUS → FORTSETZUNG	bis bereit führen; im selben Arbeitsgang fortfahren	Bereitschaftsklasse; dieselbe Reihe fortführen	1	f88r	PHARMA	WORKSHOP_PROSE	bis bereit führen; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0894	poldy	P+OL+D_ADDR+Y	EINSETZUNG → FORTSETZUNG → UNTERADRESSE → REFERENT	Material einsetzen; im selben Arbeitsgang fortfahren; bezeichneter Teil; dieser Arbeitsgegenstand	Platz besetzen; dieselbe Reihe fortführen; Unterplatz; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Material einsetzen; im selben Arbeitsgang fortfahren; bezeichneter Teil; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0659	okoldy	OK+OL+DY	AKTIVIEREN → FORTSETZUNG → ABSCHLUSS	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	Bildplatz aktivieren; dieselbe Reihe fortführen; Bildeintrag schließen	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0976	qokol	OK+OL	AKTIVIEREN → FORTSETZUNG	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	Bildplatz aktivieren; dieselbe Reihe fortführen	5	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0124	cheey	SH+EE+Y	HALTEN → GRAD_2 → REFERENT	Arbeitsgegenstand halten; länger oder gehalten; dieser Arbeitsgegenstand	Bezug festhalten; zweiter Grad; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgegenstand halten; länger oder gehalten; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0688	oldal	OL+DA+L	FORTSETZUNG → STUFE_2 → VERBINDUNG	im selben Arbeitsgang fortfahren; zweite Arbeitsstufe; entlang des Arbeitswegs führen	dieselbe Reihe fortführen; zweite Bildstufe; Bildverbindung	1	f88r	PHARMA	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; zweite Arbeitsstufe; entlang des Arbeitswegs führen	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1305	ykar	Y+K+AR	REFERENT → ZUORDNUNG → QUELLE	dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle	dieser Bildplatz; Wert zuordnen; Quell- oder Bezugsstelle	1	f88r	PHARMA	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0168	chey	Y	REFERENT	dieser Arbeitsgegenstand	dieser Bildplatz	2	f88r	PHARMA	WORKSHOP_PROSE	dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0256	ckhey	CKH+E+Y	DURCHLASS → GRAD_1 → REFERENT	durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	Verbindung oder Durchlass; erster Grad; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D1120	shear	SH+E+AR	HALTEN → GRAD_1 → QUELLE	Arbeitsgegenstand halten; kurz oder direkt; Entnahmestelle	Bezug festhalten; erster Grad; Quell- oder Bezugsstelle	1	f88r	PHARMA	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0042	ar	AR	QUELLE	Entnahmestelle	Quell- oder Bezugsstelle	1	f88r	PHARMA	WORKSHOP_PROSE	Entnahmestelle	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0028	alsy	AL+S+Y	ZIEL → AUSWAHL → REFERENT	Ziel- oder Anschlussstelle; Arbeitsvariante auswählen; dieser Arbeitsgegenstand	Zielplatz; Bildklasse auswählen; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	Ziel- oder Anschlussstelle; Arbeitsvariante auswählen; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0447	kor	K+OR	ZUORDNUNG → EINTRAG	Material zugeben; Ansatz oder Zubereitung	Wert zuordnen; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	Material zugeben; Ansatz oder Zubereitung	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
P912-D0197	chody	CH+O+D_ADDR+Y	AUSWAHL_ENTNAHME → LAUF → UNTERADRESSE → REFERENT	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Klasse oder Figur kennzeichnen; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	FULLY_COMPOSED_NO_NEW_WHOLE_GLOSS
