event_id	dictionary_entry_id	physical_page	locus	surface	channel	visible_owner_de	component_recipe	abstract_composition_de	register_composition_de	current_fluent_or_address_de
P912-E2223	P912-D0022	f70v	f70v1.15	alals	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	AL+AL+S_ADDR	ZIEL → ZIEL → STERNADRESSE	Zielplatz; Zielplatz; Stern- oder s-Stelle	Widderrad mit Stern tragenden Figuren: Zielplatz, Sternbezug.
P912-E2224	P912-D0048	f70v	f70v1.15	araly	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	AR+AL+Y	QUELLE → ZIEL → REFERENT	Quell- oder Bezugsstelle; Zielplatz; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, Zielplatz, dieser Platz.
P912-E2225	P912-D0828	f70v	f70v1.16	oteoeey	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+E+O+EE+Y	NAECHSTER → GRAD_1 → LAUF → GRAD_2 → REFERENT	nächster Bildplatz; erster Grad; Reihe aufrufen; zweiter Grad; dieser Bildplatz	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, zweiter Grad, dieser Platz.
P912-E2226	P912-D0766	f70v	f70v1.16	otal	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+AL	NAECHSTER → ZIEL	nächster Bildplatz; Zielplatz	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.
P912-E2227	P912-D0607	f70v	f70v1.16	okealar	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OK+E+AL+AR	AKTIVIEREN → GRAD_1 → ZIEL → QUELLE	Bildplatz aktivieren; erster Grad; Zielplatz; Quell- oder Bezugsstelle	Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Zielplatz, Quell- oder Bezugsstelle.
P912-E2228	P912-D0805	f70v	f70v1.17	otear	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	OT+E+AR	NAECHSTER → GRAD_1 → QUELLE	nächster Bildplatz; erster Grad; Quell- oder Bezugsstelle	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Quell- oder Bezugsstelle.
P912-E2229	P912-D0052	f70v	f70v1.17	araydy	OWNER_ADDRESS_OR_DIAGRAM	Widderrad mit Stern tragenden Figuren	AR+A_ADDR+Y+DY	QUELLE → ADRESSE → REFERENT → ABSCHLUSS	Quell- oder Bezugsstelle; lokale Bildadresse; dieser Bildplatz; Bildeintrag schließen	Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, lokale Adresse, dieser Platz, Eintrag schließen.
P912-E2230	P912-D0597	f70v	f70v2.1	okcheo	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OK+CHEO	AKTIVIEREN → LOKALINHALT	Bildplatz aktivieren; lokaler Eintrag	Fischrad mit Stern tragenden Figuren: Platz aktivieren, lokaler Eintrag.
P912-E2231	P912-D0325	f70v	f70v2.1	dar	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	D_ADDR+AR	UNTERADRESSE → QUELLE	Unterplatz; Quell- oder Bezugsstelle	Fischrad mit Stern tragenden Figuren: Unterplatz, Quell- oder Bezugsstelle.
P912-E2232	P912-D0838	f70v	f70v2.1	otey	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+E+Y	NAECHSTER → GRAD_1 → REFERENT	nächster Bildplatz; erster Grad; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, dieser Platz.
P912-E2233	P912-D1329	f70v	f70v2.1	ykeey	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	Y+K+EE+Y	REFERENT → ZUORDNUNG → GRAD_2 → REFERENT	dieser Bildplatz; Wert zuordnen; zweiter Grad; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, zweiter Grad, dieser Platz.
P912-E2234	P912-D1251	f70v	f70v2.1	tchy	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	T+Y	EINSTELLUNG → REFERENT	Platz oder Wert einstellen; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: Platz einstellen, dieser Platz.
P912-E2235	P912-D0864	f70v	f70v2.1	otsheo	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+SH+E+O	NAECHSTER → HALTEN → GRAD_1 → LAUF	nächster Bildplatz; Bezug festhalten; erster Grad; Reihe aufrufen	Fischrad mit Stern tragenden Figuren: nächster Platz, Bezug halten, erster Grad, Reihe aufrufen.
P912-E2236	P912-D0836	f70v	f70v2.1	oteotey	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+E+O+T+E+Y	NAECHSTER → GRAD_1 → LAUF → EINSTELLUNG → GRAD_1 → REFERENT	nächster Bildplatz; erster Grad; Reihe aufrufen; Platz oder Wert einstellen; erster Grad; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Platz einstellen, erster Grad, dieser Platz.
P912-E2237	P912-D1164	f70v	f70v2.1	shey	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	SH+E+Y	HALTEN → GRAD_1 → REFERENT	Bezug festhalten; erster Grad; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, dieser Platz.
P912-E2238	P912-D1125	f70v	f70v2.1	shecth	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	SH+E+CTH	HALTEN → GRAD_1 → BEREITSTATUS	Bezug festhalten; erster Grad; Bereitschaftsklasse	Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Bereitschaftsklasse.
P912-E2239	P912-D0725	f70v	f70v2.1	opcheoldair	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	O+P+CH+E+OL+D_ADDR+AIR	LAUF → EINSETZUNG → AUSWAHL_ENTNAHME → GRAD_1 → FORTSETZUNG → UNTERADRESSE → LAUFWEG	Reihe aufrufen; Platz besetzen; Klasse oder Figur kennzeichnen; erster Grad; dieselbe Reihe fortführen; Unterplatz; Ringlauf	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, Klassenkennung, erster Grad, gleiche Reihe weiter, Unterplatz, Ringlauf.
P912-E2240	P912-D0336	f70v	f70v2.1	dateey	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	DA+T+EE+Y	STUFE_2 → EINSTELLUNG → GRAD_2 → REFERENT	zweite Bildstufe; Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: zweite Stufe, Platz einstellen, zweiter Grad, dieser Platz.
P912-E2241	P912-D1078	f70v	f70v2.1	sal	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	S+AL	AUSWAHL → ZIEL	Bildklasse auswählen; Zielplatz	Fischrad mit Stern tragenden Figuren: Klasse wählen, Zielplatz.
P912-E2242	P912-D0541	f70v	f70v2.1	ody	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	O+DY	LAUF → ABSCHLUSS	Reihe aufrufen; Bildeintrag schließen	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag schließen.
P912-E2243	P912-D0235	f70v	f70v2.1	choteey	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	CH+OT+EE+Y	AUSWAHL_ENTNAHME → NAECHSTER → GRAD_2 → REFERENT	Klasse oder Figur kennzeichnen; nächster Bildplatz; zweiter Grad; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: Klassenkennung, nächster Platz, zweiter Grad, dieser Platz.
P912-E2244	P912-D0200	f70v	f70v2.1	choeteedy	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	HO+E+T+EE+DY	TEIL → GRAD_1 → EINSTELLUNG → GRAD_2 → ABSCHLUSS	Teil oder Mitglied der Bildklasse; erster Grad; Platz oder Wert einstellen; zweiter Grad; Bildeintrag schließen	Fischrad mit Stern tragenden Figuren: Teil, erster Grad, Platz einstellen, zweiter Grad, Eintrag schließen.
P912-E2245	P912-D0835	f70v	f70v2.1	oteoteotsho	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+E+O+T+E+O+T+SH+O	NAECHSTER → GRAD_1 → LAUF → EINSTELLUNG → GRAD_1 → LAUF → EINSTELLUNG → HALTEN → LAUF	nächster Bildplatz; erster Grad; Reihe aufrufen; Platz oder Wert einstellen; erster Grad; Reihe aufrufen; Platz oder Wert einstellen; Bezug festhalten; Reihe aufrufen	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Platz einstellen, erster Grad, Reihe aufrufen, Platz einstellen, Bezug halten, Reihe aufrufen.
P912-E2246	P912-D1368	f70v	f70v2.1	yteos	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	Y+T+E+O+S_ADDR	REFERENT → EINSTELLUNG → GRAD_1 → LAUF → STERNADRESSE	dieser Bildplatz; Platz oder Wert einstellen; erster Grad; Reihe aufrufen; Stern- oder s-Stelle	Fischrad mit Stern tragenden Figuren: dieser Platz, Platz einstellen, erster Grad, Reihe aufrufen, Sternbezug.
P912-E2247	P912-D0021	f70v	f70v2.1	alain	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	AL+AIN	ZIEL → EINHEIT	Zielplatz; Einheit oder Index	Fischrad mit Stern tragenden Figuren: Zielplatz, Einheit.
P912-E2248	P912-D1150	f70v	f70v2.1	sheodaly	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	SH+E+O+AL+Y	HALTEN → GRAD_1 → LAUF → ZIEL → REFERENT	Bezug festhalten; erster Grad; Reihe aufrufen; Zielplatz; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Reihe aufrufen, Zielplatz, dieser Platz.
P912-E2249	P912-D0508	f70v	f70v2.1	o	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	O	LAUF	Reihe aufrufen	Fischrad mit Stern tragenden Figuren: Reihe aufrufen.
P912-E2250	P912-D0006	f70v	f70v2.1	aiin	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	AIIN	SOLLWERT	verzeichneter Sollwert	Fischrad mit Stern tragenden Figuren: verzeichneter Sollwert.
P912-E2251	P912-D0220	f70v	f70v2.1	cholkal	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OL+K+AL	FORTSETZUNG → ZUORDNUNG → ZIEL	dieselbe Reihe fortführen; Wert zuordnen; Zielplatz	Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, Wert zuordnen, Zielplatz.
P912-E2252	P912-D0208	f70v	f70v2.1	chokear	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OK+E+AR	AKTIVIEREN → GRAD_1 → QUELLE	Bildplatz aktivieren; erster Grad; Quell- oder Bezugsstelle	Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Quell- oder Bezugsstelle.
P912-E2253	P912-D0827	f70v	f70v2.1	oteody	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+E+O+Y	NAECHSTER → GRAD_1 → LAUF → REFERENT	nächster Bildplatz; erster Grad; Reihe aufrufen; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, dieser Platz.
P912-E2254	P912-D0219	f70v	f70v2.1	cholaiin	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OL+AIIN	FORTSETZUNG → SOLLWERT	dieselbe Reihe fortführen; verzeichneter Sollwert	Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, verzeichneter Sollwert.
P912-E2255	P912-D0815	f70v	f70v2.1	oteeoal	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+EE+O+AL	NAECHSTER → GRAD_2 → LAUF → ZIEL	nächster Bildplatz; zweiter Grad; Reihe aufrufen; Zielplatz	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Zielplatz.
P912-E2256	P912-D0019	f70v	f70v2.1	al	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	AL	ZIEL	Zielplatz	Fischrad mit Stern tragenden Figuren: Zielplatz.
P912-E2257	P912-D1138	f70v	f70v2.1	sheeos	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	SH+EE+O+S_ADDR	HALTEN → GRAD_2 → LAUF → STERNADRESSE	Bezug festhalten; zweiter Grad; Reihe aufrufen; Stern- oder s-Stelle	Fischrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, Reihe aufrufen, Sternbezug.
P912-E2258	P912-D0643	f70v	f70v2.1	okey	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OK+E+Y	AKTIVIEREN → GRAD_1 → REFERENT	Bildplatz aktivieren; erster Grad; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, dieser Platz.
P912-E2259	P912-D0218	f70v	f70v2.1	chol	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OL	FORTSETZUNG	dieselbe Reihe fortführen	Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter.
P912-E2260	P912-D0394	f70v	f70v2.1	dy	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	Y	REFERENT	dieser Bildplatz	Fischrad mit Stern tragenden Figuren: dieser Platz.
P912-E2261	P912-D0818	f70v	f70v2.1	otees	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+EE+S_ADDR	NAECHSTER → GRAD_2 → STERNADRESSE	nächster Bildplatz; zweiter Grad; Stern- oder s-Stelle	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Sternbezug.
P912-E2262	P912-D0185	f70v	f70v2.1	cho	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	HO	TEIL	Teil oder Mitglied der Bildklasse	Fischrad mit Stern tragenden Figuren: Teil.
P912-E2263	P912-D1063	f70v	f70v2.1	s	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	S	AUSWAHL	Bildklasse auswählen	Fischrad mit Stern tragenden Figuren: Klasse wählen.
P912-E2264	P912-D0681	f70v	f70v2.1	olar	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OL+AR	FORTSETZUNG → QUELLE	dieselbe Reihe fortführen; Quell- oder Bezugsstelle	Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, Quell- oder Bezugsstelle.
P912-E2265	P912-D0839	f70v	f70v2.1	otoaiin	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+O+AIIN	NAECHSTER → LAUF → SOLLWERT	nächster Bildplatz; Reihe aufrufen; verzeichneter Sollwert	Fischrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, verzeichneter Sollwert.
P912-E2266	P912-D0816	f70v	f70v2.1	oteeody	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+EE+O+DY	NAECHSTER → GRAD_2 → LAUF → ABSCHLUSS	nächster Bildplatz; zweiter Grad; Reihe aufrufen; Bildeintrag schließen	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Eintrag schließen.
P912-E2267	P912-D1218	f70v	f70v2.1	sos	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	S_ADDR+O+S_ADDR	STERNADRESSE → LAUF → STERNADRESSE	Stern- oder s-Stelle; Reihe aufrufen; Stern- oder s-Stelle	Fischrad mit Stern tragenden Figuren: Sternbezug, Reihe aufrufen, Sternbezug.
P912-E2268	P912-D1263	f70v	f70v2.1	todaiin	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	T+O+AIIN	EINSTELLUNG → LAUF → SOLLWERT	Platz oder Wert einstellen; Reihe aufrufen; verzeichneter Sollwert	Fischrad mit Stern tragenden Figuren: Platz einstellen, Reihe aufrufen, verzeichneter Sollwert.
P912-E2269	P912-D0202	f70v	f70v2.1	chokain	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OK+AIN	AKTIVIEREN → EINHEIT	Bildplatz aktivieren; Einheit oder Index	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Einheit.
P912-E2270	P912-D0769	f70v	f70v2.1	otalal	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+AL+AL	NAECHSTER → ZIEL → ZIEL	nächster Bildplatz; Zielplatz; Zielplatz	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.
P912-E2271	P912-D0809	f70v	f70v2.1	oteeam	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+EE+AM_ADDR	NAECHSTER → GRAD_2 → INNENADRESSE	nächster Bildplatz; zweiter Grad; Innenplatz	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Innenplatz.
P912-E2272	P912-D0770	f70v	f70v2.2	otalalg	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+AL+AL+G_LABEL	NAECHSTER → ZIEL → ZIEL → G	nächster Bildplatz; Zielplatz; Zielplatz; lokales Bildzeichen	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, g-Zeichen.
P912-E2273	P912-D1308	f70v	f70v2.3	ykary	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	Y+K+AR+Y	REFERENT → ZUORDNUNG → QUELLE → REFERENT	dieser Bildplatz; Wert zuordnen; Quell- oder Bezugsstelle; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, Quell- oder Bezugsstelle, dieser Platz.
P912-E2274	P912-D0786	f70v	f70v2.4	otar	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+AR	NAECHSTER → QUELLE	nächster Bildplatz; Quell- oder Bezugsstelle	Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle.
P912-E2275	P912-D0869	f70v	f70v2.5	oty	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+Y	NAECHSTER → REFERENT	nächster Bildplatz; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: nächster Platz, dieser Platz.
P912-E2276	P912-D0670	f70v	f70v2.6	oky	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OK+Y	AKTIVIEREN → REFERENT	Bildplatz aktivieren; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: Platz aktivieren, dieser Platz.
P912-E2277	P912-D0540	f70v	f70v2.6	ody	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	O+DY	LAUF → ABSCHLUSS	Reihe aufrufen; Bildeintrag schließen	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag schließen.
P912-E2278	P912-D0869	f70v	f70v2.7	oty	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+Y	NAECHSTER → REFERENT	nächster Bildplatz; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: nächster Platz, dieser Platz.
P912-E2279	P912-D0043	f70v	f70v2.7	ar	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	AR	QUELLE	Quell- oder Bezugsstelle	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.
P912-E2280	P912-D0580	f70v	f70v2.8	okala	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OK+AL+A_ADDR	AKTIVIEREN → ZIEL → ADRESSE	Bildplatz aktivieren; Zielplatz; lokale Bildadresse	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Zielplatz, lokale Adresse.
P912-E2281	P912-D0845	f70v	f70v2.9	otody	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+O+DY	NAECHSTER → LAUF → ABSCHLUSS	nächster Bildplatz; Reihe aufrufen; Bildeintrag schließen	Fischrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, Eintrag schließen.
P912-E2282	P912-D0774	f70v	f70v2.10	otald	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+AL+D_LABEL	NAECHSTER → ZIEL → D	nächster Bildplatz; Zielplatz; lokales Bildzeichen	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, d-Zeichen.
P912-E2283	P912-D0776	f70v	f70v2.11	otaldar	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+AL+D_ADDR+AR	NAECHSTER → ZIEL → UNTERADRESSE → QUELLE	nächster Bildplatz; Zielplatz; Unterplatz; Quell- oder Bezugsstelle	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, Unterplatz, Quell- oder Bezugsstelle.
P912-E2284	P912-D0649	f70v	f70v2.12	okody	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OK+O+Y	AKTIVIEREN → LAUF → REFERENT	Bildplatz aktivieren; Reihe aufrufen; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Reihe aufrufen, dieser Platz.
P912-E2285	P912-D0734	f70v	f70v2.13	opysam	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	O+P+Y+S_ADDR+AM_ADDR	LAUF → EINSETZUNG → REFERENT → STERNADRESSE → INNENADRESSE	Reihe aufrufen; Platz besetzen; dieser Bildplatz; Stern- oder s-Stelle; Innenplatz	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, dieser Platz, Sternbezug, Innenplatz.
P912-E2286	P912-D0250	f70v	f70v2.14	chy	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	Y	REFERENT	dieser Bildplatz	Fischrad mit Stern tragenden Figuren: dieser Platz.
P912-E2287	P912-D0780	f70v	f70v2.15	otaly	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+AL+Y	NAECHSTER → ZIEL → REFERENT	nächster Bildplatz; Zielplatz; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, dieser Platz.
P912-E2288	P912-D0766	f70v	f70v2.16	otal	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+AL	NAECHSTER → ZIEL	nächster Bildplatz; Zielplatz	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.
P912-E2289	P912-D0050	f70v	f70v2.16	arar	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	AR+AR	QUELLE → QUELLE	Quell- oder Bezugsstelle; Quell- oder Bezugsstelle	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.
P912-E2290	P912-D0778	f70v	f70v2.17	otaldy	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+AL+DY	NAECHSTER → ZIEL → ABSCHLUSS	nächster Bildplatz; Zielplatz; Bildeintrag schließen	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, Eintrag schließen.
P912-E2291	P912-D0638	f70v	f70v2.18	okeoly	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OK+E+OL+Y	AKTIVIEREN → GRAD_1 → FORTSETZUNG → REFERENT	Bildplatz aktivieren; erster Grad; dieselbe Reihe fortführen; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, gleiche Reihe weiter, dieser Platz.
P912-E2292	P912-D0672	f70v	f70v2.19	okydy	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OK+Y+DY	AKTIVIEREN → REFERENT → ABSCHLUSS	Bildplatz aktivieren; dieser Bildplatz; Bildeintrag schließen	Fischrad mit Stern tragenden Figuren: Platz aktivieren, dieser Platz, Eintrag schließen.
P912-E2293	P912-D0624	f70v	f70v2.20	okees	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OK+EE+S_LABEL	AKTIVIEREN → GRAD_2 → S	Bildplatz aktivieren; zweiter Grad; lokales Bildzeichen	Fischrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, s-Zeichen.
P912-E2294	P912-D0284	f70v	f70v2.21	daii	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	DA+IIN	STUFE_2 → STUFE	zweite Bildstufe; Wertstufe	Fischrad mit Stern tragenden Figuren: zweite Stufe, Indexstufe.
P912-E2295	P912-D0038	f70v	f70v2.21	amdy	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	AM_ADDR+DY	INNENADRESSE → ABSCHLUSS	Innenplatz; Bildeintrag schließen	Fischrad mit Stern tragenden Figuren: Innenplatz, Eintrag schließen.
P912-E2296	P912-D0787	f70v	f70v2.21	otar	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+AR	NAECHSTER → QUELLE	nächster Bildplatz; Quell- oder Bezugsstelle	Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle.
P912-E2297	P912-D0037	f70v	f70v2.21	am	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	AM_ADDR	INNENADRESSE	Innenplatz	Fischrad mit Stern tragenden Figuren: Innenplatz.
P912-E2298	P912-D0047	f70v	f70v2.21	aral	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	AR+AL	QUELLE → ZIEL	Quell- oder Bezugsstelle; Zielplatz	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, Zielplatz.
P912-E2299	P912-D0762	f70v	f70v2.21	otair	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+AIR	NAECHSTER → LAUFWEG	nächster Bildplatz; Ringlauf	Fischrad mit Stern tragenden Figuren: nächster Platz, Ringlauf.
P912-E2300	P912-D0102	f70v	f70v2.21	chedaiin	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	CHD+AIIN	WECHSEL → SOLLWERT	zu Gegen- oder Folgeplatz wechseln; verzeichneter Sollwert	Fischrad mit Stern tragenden Figuren: zum nächsten Platz wechseln, verzeichneter Sollwert.
P912-E2301	P912-D0820	f70v	f70v2.21	oteey	OWNER_ADDRESS_OR_DIAGRAM	Fischrad mit Stern tragenden Figuren	OT+EE+Y	NAECHSTER → GRAD_2 → REFERENT	nächster Bildplatz; zweiter Grad; dieser Bildplatz	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, dieser Platz.
