paragraph_id	paragraph_ordinal	page	physical_folio	paragraph_ordinal_on_page	start_locus	end_locus	start_line_number	end_line_number	section	language	hand	source_line_count	source_token_count	common_masked_line_count	common_masked_loci	surviving_line_count	surviving_loci	basis_retained_token_count	basis_nonempty_retained_lines	post_mask_length_bin	basis_eligible_12_tokens_2_lines	exact_feature_token_count	exact_feature_type_count	exact_feature_counts	ed1_feature_token_count	ed1_feature_type_count	ed1_feature_counts	raw_target_memberships	stable_target_memberships	lcs_audit_target_memberships	raw_target_membership_count	stable_target_membership_count	lcs_audit_target_membership_count	semantic_credit
G807-P0614	614	f114r	f114r	8	f114r.24	f114r.27	24	27	S	B	3	4	44	0	NONE	4	f114r.24|f114r.25|f114r.26|f114r.27	44	4	5	1	44	43	aiir=2|airoy=1|airy=1|aiy=1|chcphey=1|chedy=1|cheeo=1|cheey=1|cheody=1|chey=1|chodaiin=1|chodal=1|chopo=1|chor=1|chos=1|chpcheey=1|chty=1|cphochy=1|cphy=1|daiin=1|dair=1|kais=1|ksam=1|oaiil=1|okaiin=1|okar=1|okol=1|olam=1|olchedy=1|oldal=1|olkaiin=1|olkaiir=1|or=1|otair=1|qodaiin=1|qoeey=1|qokaiin=1|qokeedy=1|qokodaiin=1|sair=1|sheedy=1|tchedaiin=1|ycheeodaiin=1	41	40	aiir=2|airoy=1|airy=1|aiy=1|chcphey=1|chedy=1|cheeo=1|cheey=1|cheody=1|chey=1|chodaiin=1|chodal=1|chopo=1|chor=1|chos=1|chpcheey=1|chty=1|cphochy=1|cphy=1|daiin=1|dair=1|kais=1|ksam=1|oaiil=1|okaiin=1|olam=1|olchedy=1|oldal=1|olkaiin=1|olkaiir=1|otair=1|qodaiin=1|qoeey=1|qokaiin=1|qokeedy=1|qokodaiin=1|sair=1|sheedy=1|tchedaiin=1|ycheeodaiin=1	NONE	NONE	NONE	0	0	0	0
G807-P0615	615	f114r	f114r	9	f114r.28	f114r.31	28	31	S	B	3	4	46	0	NONE	4	f114r.28|f114r.29|f114r.30|f114r.31	46	4	5	1	46	45	aiin=2|aiir=1|aim=1|ain=1|air=1|ald=1|ar=1|chdy=1|chedar=1|chedy=1|cheedain=1|cheey=1|cheodeey=1|chol=1|chotar=1|daiiin=1|keedeedy=1|keedy=1|lkeedy=1|oeail=1|oeedaiin=1|oeedy=1|okaiin=1|okair=1|okeedy=1|okeey=1|olkaiin=1|olkeedy=1|opdaiin=1|orain=1|otchedy=1|otedy=1|otoldair=1|pchedairs=1|qoaiin=1|qoain=1|qokeedain=1|qokeedair=1|qoty=1|ram=1|sair=1|shol=1|tedair=1|y=1|ykedy=1	45	44	aiin=2|aiir=1|aim=1|ain=1|air=1|ald=1|ar=1|chdy=1|chedar=1|chedy=1|cheedain=1|cheey=1|cheodeey=1|chotar=1|daiiin=1|keedeedy=1|keedy=1|lkeedy=1|oeail=1|oeedaiin=1|oeedy=1|okaiin=1|okair=1|okeedy=1|okeey=1|olkaiin=1|olkeedy=1|opdaiin=1|orain=1|otchedy=1|otedy=1|otoldair=1|pchedairs=1|qoaiin=1|qoain=1|qokeedain=1|qokeedair=1|qoty=1|ram=1|sair=1|shol=1|tedair=1|y=1|ykedy=1	NONE	NONE	NONE	0	0	0	0
G807-P0616	616	f114r	f114r	10	f114r.32	f114r.34	32	34	S	B	3	3	32	0	NONE	3	f114r.32|f114r.33|f114r.34	32	3	5	1	31	29	aiin=3|al=1|alkam=1|chaiin=1|chdar=1|chdy=1|chedy=1|cheo=1|daiin=1|dair=1|dal=1|kaiin=1|kar=1|l=1|o=1|odaiin=1|odaiis=1|otaiin=1|otalkain=1|otchedain=1|oteed=1|qokaiin=1|qotar=1|qotcho=1|saiin=1|tcheodaiin=1|y=1|ytain=1|yteey=1	26	24	aiin=3|alkam=1|chaiin=1|chdar=1|chdy=1|chedy=1|daiin=1|dair=1|dal=1|kaiin=1|kar=1|odaiin=1|odaiis=1|otaiin=1|otalkain=1|otchedain=1|oteed=1|qokaiin=1|qotcho=1|saiin=1|tcheodaiin=1|y=1|ytain=1|yteey=1	NONE	NONE	NONE	0	0	0	0
G807-P0617	617	f114r	f114r	11	f114r.35	f114r.38	35	38	S	B	3	4	45	2	f114r.35|f114r.37	2	f114r.36|f114r.38	19	2	4	1	19	18	ady=1|aiin=1|ain=2|al=1|ar=1|cheey=1|chol=1|otar=1|otchedy=1|qoeedaiin=1|qoeedy=1|qokal=1|qokar=1|qokchedy=1|raiin=1|sain=1|ychedar=1|ykeodaiin=1	15	14	ady=1|aiin=1|ain=2|ar=1|cheey=1|otchedy=1|qoeedaiin=1|qoeedy=1|qokar=1|qokchedy=1|raiin=1|sain=1|ychedar=1|ykeodaiin=1	ol|otal	ol|otal	ol|otal	2	2	2	0
G807-P0618	618	f114r	f114r	12	f114r.39	f114r.41	39	41	S	B	3	3	30	0	NONE	3	f114r.39|f114r.40|f114r.41	30	3	4	1	30	29	cheey=1|cheoltchedaiin=1|chos=1|daiin=2|o=1|oeda=1|okar=1|opchedy=1|oqotaiiin=1|oshey=1|otchdy=1|otees=1|qcho=1|qetchar=1|qoedaiin=1|qoeedain=1|qoeeosain=1|qokaiin=1|qokchedy=1|qokeeedy=1|qotar=1|qoteeedy=1|qotey=1|qoty=1|sheody=1|taiin=1|teedy=1|todaiin=1|yteedy=1	27	26	cheey=1|cheoltchedaiin=1|chos=1|daiin=2|oeda=1|opchedy=1|oqotaiiin=1|oshey=1|otchdy=1|otees=1|qcho=1|qetchar=1|qoedaiin=1|qoeedain=1|qoeeosain=1|qokaiin=1|qokchedy=1|qokeeedy=1|qoteeedy=1|qotey=1|qoty=1|sheody=1|taiin=1|teedy=1|todaiin=1|yteedy=1	NONE	NONE	NONE	0	0	0	0
G807-P0619	619	f114r	f114r	13	f114r.42	f114r.45	42	45	S	B	3	4	40	0	NONE	4	f114r.42|f114r.43|f114r.44|f114r.45	40	4	5	1	39	36	ar=1|chdar=1|ched=1|chedy=2|cheey=1|cheo=1|cheody=1|cheopy=1|chocthy=1|chodaiin=1|chol=1|chos=1|chotal=1|da=1|daiiral=1|dain=2|okain=1|okeedy=1|opaiin=1|oral=1|otaiin=1|otain=1|poedair=1|qoal=1|qodaiin=1|qokair=1|qoodaiin=1|qopaiin=1|qotaiin=1|qotar=2|qotchdy=1|qotchey=1|qotol=1|tedy=1|ycheedy=1|ydaiin=1	32	30	ar=1|chdar=1|ched=1|chedy=2|cheey=1|cheody=1|cheopy=1|chocthy=1|chodaiin=1|chos=1|chotal=1|da=1|daiiral=1|dain=2|okain=1|okeedy=1|opaiin=1|otaiin=1|otain=1|poedair=1|qodaiin=1|qokair=1|qoodaiin=1|qopaiin=1|qotaiin=1|qotchdy=1|qotchey=1|tedy=1|ycheedy=1|ydaiin=1	NONE	NONE	NONE	0	0	0	0
G807-P0620	620	f114v	f114v	1	f114v.1	f114v.5	1	5	S	B	3	5	48	1	f114v.3	4	f114v.1|f114v.2|f114v.4|f114v.5	36	4	5	1	35	32	chedaiin=1|chedain=2|chedar=1|chedol=1|chedy=1|cheedain=1|cheocthedy=1|chodalr=1|choddy=1|daiin=2|dar=1|dchedy=1|dl=1|dshedal=1|fcheey=1|okaly=1|okeedy=1|oky=1|otain=1|otdady=1|otol=1|pchdol=1|qocphdy=1|qokedy=1|qokeedy=1|qotched=1|qoted=1|qotedar=1|qotedol=1|qotedy=1|qoteody=1|shedy=2	31	28	chedaiin=1|chedain=2|chedar=1|chedy=1|cheedain=1|cheocthedy=1|chodalr=1|choddy=1|daiin=2|dar=1|dchedy=1|dshedal=1|fcheey=1|okeedy=1|oky=1|otain=1|otdady=1|pchdol=1|qocphdy=1|qokedy=1|qokeedy=1|qotched=1|qoted=1|qotedar=1|qotedol=1|qotedy=1|qoteody=1|shedy=2	ol	ol	ol	1	1	1	0
G807-P0621	621	f114v	f114v	2	f114v.6	f114v.7	6	7	S	B	3	2	20	0	NONE	2	f114v.6|f114v.7	20	2	4	1	20	20	aiin=1|chedaiin=1|chedar=1|chedky=1|cheedar=1|cheey=1|cheo=1|chokchedy=1|cthedy=1|dairy=1|opchedy=1|otaiin=1|qepoepy=1|qotaiin=1|qotchedy=1|s=1|shedy=1|shod=1|tedcheo=1|ytedshedy=1	19	19	aiin=1|chedaiin=1|chedar=1|chedky=1|cheedar=1|cheey=1|chokchedy=1|cthedy=1|dairy=1|opchedy=1|otaiin=1|qepoepy=1|qotaiin=1|qotchedy=1|s=1|shedy=1|shod=1|tedcheo=1|ytedshedy=1	NONE	NONE	NONE	0	0	0	0
G807-P0622	622	f114v	f114v	3	f114v.8	f114v.10	8	10	S	B	3	3	27	1	f114v.9	2	f114v.8|f114v.10	16	2	4	1	16	14	chcthdy=1|chdaiin=1|chedaiin=1|chedain=2|dain=1|olchedaiin=1|olkees=1|pchedchdy=1|qoeedy=1|qokedain=1|qokedy=1|qotaiin=2|qoteedy=1|qotey=1	16	14	chcthdy=1|chdaiin=1|chedaiin=1|chedain=2|dain=1|olchedaiin=1|olkees=1|pchedchdy=1|qoeedy=1|qokedain=1|qokedy=1|qotaiin=2|qoteedy=1|qotey=1	qotal	qotal	qotal	1	1	1	0
G807-P0623	623	f114v	f114v	4	f114v.11	f114v.13	11	13	S	B	3	3	26	0	NONE	3	f114v.11|f114v.12|f114v.13	26	3	4	1	24	23	ch=1|chcthain=1|chdy=1|chepched=1|choaiin=1|daiin=1|dain=1|dar=1|ochedy=1|oiiin=1|otchedy=1|otol=1|pol=1|qotaiin=2|qotedy=1|qoteeo=1|s=1|shedain=1|sheedy=1|tchedy=1|tedaiin=1|yog=1|ytar=1	22	21	ch=1|chcthain=1|chdy=1|chepched=1|choaiin=1|daiin=1|dain=1|dar=1|ochedy=1|oiiin=1|otchedy=1|qotaiin=2|qotedy=1|qoteeo=1|s=1|shedain=1|sheedy=1|tchedy=1|tedaiin=1|yog=1|ytar=1	NONE	NONE	NONE	0	0	0	0
G807-P0624	624	f114v	f114v	5	f114v.14	f114v.17	14	17	S	B	3	4	38	2	f114v.15|f114v.16	2	f114v.14|f114v.17	15	2	3	1	15	14	alchedy=1|chcphedy=1|cheo=1|chos=1|ckhor=1|oaiir=1|ofcheds=1|okary=1|qokchedy=1|qopchedy=2|qotaiin=1|sheoal=1|shody=1|tsheodar=1	14	13	alchedy=1|chcphedy=1|chos=1|ckhor=1|oaiir=1|ofcheds=1|okary=1|qokchedy=1|qopchedy=2|qotaiin=1|sheoal=1|shody=1|tsheodar=1	cheol|okal|ol|qokol	cheol|okal|ol|qokol	cheol|okal|ol|qokol	4	4	4	0
G807-P0625	625	f114v	f114v	6	f114v.18	f114v.19	18	19	S	B	3	2	13	0	NONE	2	f114v.18|f114v.19	13	2	3	1	13	13	aiin=1|cheo=1|chotain=1|choypshedy=1|dorkcheky=1|o=1|otody=1|qokalsheody=1|qotaiin=1|qotar=1|qoto=1|shsodaiin=1|shxam=1	10	10	aiin=1|chotain=1|choypshedy=1|dorkcheky=1|otody=1|qokalsheody=1|qotaiin=1|qoto=1|shsodaiin=1|shxam=1	NONE	NONE	NONE	0	0	0	0
G807-P0626	626	f114v	f114v	7	f114v.20	f114v.22	20	22	S	B	3	3	28	1	f114v.20	2	f114v.21|f114v.22	18	2	4	1	18	18	aral=1|chdaiin=1|cheeo=1|chockhy=1|chy=1|dain=1|dair=1|olkedy=1|otcheodaiin=1|otechy=1|otedal=1|qokaiin=1|qokchdy=1|qokedy=1|qotchey=1|shod=1|ychedar=1|ykedckhy=1	18	18	aral=1|chdaiin=1|cheeo=1|chockhy=1|chy=1|dain=1|dair=1|olkedy=1|otcheodaiin=1|otechy=1|otedal=1|qokaiin=1|qokchdy=1|qokedy=1|qotchey=1|shod=1|ychedar=1|ykedckhy=1	qokol	qokol	qokol	1	1	1	0
G807-P0627	627	f114v	f114v	8	f114v.23	f114v.25	23	25	S	B	3	3	23	0	NONE	3	f114v.23|f114v.24|f114v.25	23	3	4	1	23	22	aiin=2|alkain=1|am=1|cheeos=1|cheotaiin=1|okaiin=1|okeedy=1|olkaiin=1|olteody=1|otaiin=1|otchedy=1|otoydy=1|pshedy=1|qodeedy=1|qokod=1|qopcheos=1|qotchdar=1|qotchedy=1|qoteody=1|sheoeed=1|sor=1|yteedy=1	22	21	aiin=2|alkain=1|am=1|cheeos=1|cheotaiin=1|okaiin=1|okeedy=1|olkaiin=1|olteody=1|otaiin=1|otchedy=1|otoydy=1|pshedy=1|qodeedy=1|qopcheos=1|qotchdar=1|qotchedy=1|qoteody=1|sheoeed=1|sor=1|yteedy=1	NONE	NONE	NONE	0	0	0	0
G807-P0628	628	f114v	f114v	9	f114v.26	f114v.28	26	28	S	B	3	3	29	0	NONE	3	f114v.26|f114v.27|f114v.28	29	3	4	1	29	28	aiin=1|ar=1|araiin=1|chcthey=1|chdy=1|chees=1|cheo=1|chetam=1|chokaiin=1|chokeey=1|chopcheod=1|kchee=1|l=2|o=1|okeey=1|pchdal=1|pcheodal=1|qoeedy=1|qokaiin=1|qota=1|qotched=1|qoteor=1|qoto=1|s=1|shdo=1|sheeo=1|tainary=1|tchedy=1	24	24	aiin=1|ar=1|araiin=1|chcthey=1|chdy=1|chees=1|chetam=1|chokaiin=1|chokeey=1|chopcheod=1|kchee=1|okeey=1|pchdal=1|pcheodal=1|qoeedy=1|qokaiin=1|qotched=1|qoteor=1|qoto=1|s=1|shdo=1|sheeo=1|tainary=1|tchedy=1	NONE	NONE	NONE	0	0	0	0
G807-P0629	629	f114v	f114v	10	f114v.29	f114v.32	29	32	S	B	3	4	36	3	f114v.30|f114v.31|f114v.32	1	f114v.29	10	1	3	0	10	10	chedy=1|ocpheody=1|opchdy=1|otcheed=1|pchdair=1|qopairam=1|qopcheo=1|qopchey=1|r=1|sho=1	10	10	chedy=1|ocpheody=1|opchdy=1|otcheed=1|pchdair=1|qopairam=1|qopcheo=1|qopchey=1|r=1|sho=1	cheol|otal	otal	otal	2	1	1	0
G807-P0630	630	f114v	f114v	11	f114v.33	f114v.35	33	35	S	B	3	3	27	1	f114v.34	2	f114v.33|f114v.35	17	2	4	1	17	17	chckhy=1|cheo=1|chodaiin=1|ctheey=1|kaiin=1|kair=1|lkealy=1|oaiin=1|olkaim=1|qokaiin=1|qokeeedy=1|qokeeo=1|qoteey=1|sheey=1|sheol=1|yshey=1|yteeey=1	15	15	chckhy=1|chodaiin=1|ctheey=1|kaiin=1|kair=1|lkealy=1|oaiin=1|olkaim=1|qokaiin=1|qokeeedy=1|qokeeo=1|qoteey=1|sheey=1|yshey=1|yteeey=1	ol	ol	ol	1	1	1	0
G807-P0631	631	f114v	f114v	12	f114v.36	f114v.41	36	41	S	B	3	6	61	2	f114v.37|f114v.38	4	f114v.36|f114v.39|f114v.40|f114v.41	42	4	5	1	41	36	al=2|cheo=2|cheody=1|choty=2|daiin=2|dm=1|eecheedy=1|eeo=1|kain=1|kal=1|kecheokeo=1|l=1|o=1|odaiin=1|oidal=1|okaiin=1|okeey=1|ooy=1|op=1|otain=1|otchey=1|oteeey=1|oteey=2|oteo=1|qo=1|qokaiin=1|qopaiin=1|qopchol=1|qotaiin=1|qotar=1|ram=1|shoko=1|teeedy=1|tshey=1|y=1|yaiin=1	32	29	cheody=1|choty=2|daiin=2|dm=1|eecheedy=1|eeo=1|kain=1|kecheokeo=1|odaiin=1|oidal=1|okaiin=1|okeey=1|ooy=1|otain=1|otchey=1|oteeey=1|oteey=2|oteo=1|qo=1|qokaiin=1|qopaiin=1|qopchol=1|qotaiin=1|ram=1|shoko=1|teeedy=1|tshey=1|y=1|yaiin=1	okal|ol|otal	okal|ol|otal	okal|ol|otal	3	3	3	0
G807-P0632	632	f115r	f115r	1	f115r.1	f115r.3	1	3	S	B	@	3	32	2	f115r.1|f115r.3	1	f115r.2	11	1	3	0	11	10	cheody=1|dcheeos=1|kcheody=1|qokchy=1|qokeeo=2|qokeeor=1|qokeo=1|qoky=1|rorol=1|shedy=1	10	9	cheody=1|dcheeos=1|kcheody=1|qokchy=1|qokeeo=2|qokeeor=1|qoky=1|rorol=1|shedy=1	cheol|ol	NONE	NONE	2	0	0	0
G807-P0633	633	f115r	f115r	2	f115r.4	f115r.7	4	7	S	B	@	4	42	0	NONE	4	f115r.4|f115r.5|f115r.6|f115r.7	42	4	5	1	41	36	chd=1|chedar=3|chedy=2|cheo=1|chey=1|chl=1|chody=1|chor=1|chorar=1|ckhdy=1|dar=1|dardyr=1|dchedain=1|kchor=1|lchedar=1|okeeeosaiin=1|olkeechdy=1|olkees=1|orchedar=1|otain=1|otar=1|qodain=1|qokar=1|qokedy=2|qokeed=1|qokeedy=1|qotar=1|qotchdy=1|qotchedy=1|qotchy=1|qoteedy=2|ro=1|sheed=1|sheod=1|shey=1|ycheedy=1	38	33	chd=1|chedar=3|chedy=2|chey=1|chl=1|chody=1|chor=1|chorar=1|ckhdy=1|dar=1|dardyr=1|dchedain=1|kchor=1|lchedar=1|okeeeosaiin=1|olkeechdy=1|olkees=1|orchedar=1|otain=1|qodain=1|qokar=1|qokedy=2|qokeed=1|qokeedy=1|qotchdy=1|qotchedy=1|qotchy=1|qoteedy=2|ro=1|sheed=1|sheod=1|shey=1|ycheedy=1	NONE	NONE	NONE	0	0	0	0
G807-P0634	634	f115r	f115r	3	f115r.8	f115r.9	8	9	S	B	@	2	24	1	f115r.8	1	f115r.9	10	1	3	0	10	10	ar=1|cheo=1|cheody=1|cheor=1|dchedaiin=1|lor=1|qokeedy=1|qoteeedy=1|qoteo=1|r=1	8	8	ar=1|cheody=1|dchedaiin=1|lor=1|qokeedy=1|qoteeedy=1|qoteo=1|r=1	cheol	cheol	cheol	1	1	1	0
G807-P0635	635	f115r	f115r	4	f115r.10	f115r.12	10	12	S	B	@	3	31	0	NONE	3	f115r.10|f115r.11|f115r.12	31	3	4	1	31	29	chedaiin=1|chedy=2|cheo=1|chey=1|chkain=1|cho=1|chol=2|daiin=1|dair=1|dsheo=1|kechedy=1|keedy=1|lory=1|o=1|or=1|qekor=1|qodaiin=1|qokcheedy=1|qokchey=1|qokechdy=1|qokeedaiin=1|qokoiin=1|qokor=1|qotchedy=1|qotcheedy=1|qototeeey=1|rain=1|ro=1|tchedy=1	25	24	chedaiin=1|chedy=2|chey=1|chkain=1|cho=1|daiin=1|dair=1|dsheo=1|kechedy=1|keedy=1|lory=1|qekor=1|qodaiin=1|qokcheedy=1|qokchey=1|qokechdy=1|qokeedaiin=1|qokoiin=1|qotchedy=1|qotcheedy=1|qototeeey=1|rain=1|ro=1|tchedy=1	NONE	NONE	NONE	0	0	0	0
G807-P0636	636	f115r	f115r	5	f115r.13	f115r.18	13	18	S	B	@	6	63	2	f115r.15|f115r.18	4	f115r.13|f115r.14|f115r.16|f115r.17	44	4	5	1	44	41	airorlchy=1|as=1|chdy=1|cheedy=1|cheey=2|cheocthy=2|chodar=1|chol=1|chtar=1|cpholrory=1|daiin=2|dam=1|dar=1|dolkeedy=1|dshedy=1|kaiin=1|lar=1|lkain=1|lodar=1|lpchedy=1|okeedain=1|oltedy=1|otchdy=1|oteeedchey=1|qo=1|qokchedy=1|qol=1|qoolkeedy=1|qotaiin=1|qotar=1|qotchd=1|qotcho=1|qotchy=1|qotolchd=1|qotor=1|qotshedy=1|rcheeo=1|saiin=1|tchedy=1|tcheo=1|ycheeo=1	41	38	airorlchy=1|as=1|chdy=1|cheedy=1|cheey=2|cheocthy=2|chodar=1|chtar=1|cpholrory=1|daiin=2|dam=1|dar=1|dolkeedy=1|dshedy=1|kaiin=1|lar=1|lkain=1|lodar=1|lpchedy=1|okeedain=1|oltedy=1|otchdy=1|oteeedchey=1|qo=1|qokchedy=1|qoolkeedy=1|qotaiin=1|qotchd=1|qotcho=1|qotchy=1|qotolchd=1|qotor=1|qotshedy=1|rcheeo=1|saiin=1|tchedy=1|tcheo=1|ycheeo=1	cheol	cheol	cheol	1	1	1	0
G807-P0637	637	f115r	f115r	6	f115r.19	f115r.21	19	21	S	B	@	3	33	0	NONE	3	f115r.19|f115r.20|f115r.21	33	3	5	1	33	31	al=2|alor=1|chedy=1|cheey=1|cheockhy=1|cheody=1|chockhy=1|chol=1|chor=1|chy=1|darailchedy=1|keo=1|lcheod=1|lkchedy=1|oaiin=1|oeeody=1|or=1|pcheodain=1|pchody=1|polchedy=1|qofchedy=1|qokchedy=1|qokchey=1|qoky=1|qol=1|qotchedy=2|r=1|ram=1|rodaiin=1|shey=1|yches=1	28	27	alor=1|chedy=1|cheey=1|cheockhy=1|cheody=1|chockhy=1|chor=1|chy=1|darailchedy=1|keo=1|lcheod=1|lkchedy=1|oaiin=1|oeeody=1|pcheodain=1|pchody=1|polchedy=1|qofchedy=1|qokchedy=1|qokchey=1|qoky=1|qotchedy=2|r=1|ram=1|rodaiin=1|shey=1|yches=1	NONE	NONE	NONE	0	0	0	0
G807-P0638	638	f115r	f115r	7	f115r.22	f115r.25	22	25	S	B	@	4	46	1	f115r.24	3	f115r.22|f115r.23|f115r.25	32	3	5	1	32	28	chdor=1|checthy=1|chedy=2|cheedy=2|cheey=2|cheodain=1|choar=1|chody=1|chsho=1|dar=1|dchey=1|keeey=1|keey=1|ldy=1|lkam=1|lol=1|okchdar=1|psheody=1|qepchey=1|qokchedy=1|qokcho=1|qokeeey=1|qokeeody=1|qokeod=1|qotchedy=1|s=1|tchdy=1|y=2	30	26	chdor=1|checthy=1|chedy=2|cheedy=2|cheey=2|cheodain=1|choar=1|chody=1|chsho=1|dar=1|dchey=1|keeey=1|keey=1|ldy=1|lkam=1|okchdar=1|psheody=1|qepchey=1|qokchedy=1|qokcho=1|qokeeey=1|qokeeody=1|qotchedy=1|s=1|tchdy=1|y=2	ol|qokeol	ol|qokeol	ol|qokeol	2	2	2	0
G807-P0639	639	f115r	f115r	8	f115r.26	f115r.28	26	28	S	B	@	3	31	0	NONE	3	f115r.26|f115r.27|f115r.28	31	3	4	1	31	29	aiiin=1|al=1|ar=2|arorochees=1|cheo=1|cheody=1|chey=1|chol=2|chos=1|chotchdy=1|dal=1|dalom=1|kchedshedy=1|ksheoary=1|llsan=1|los=1|otchey=1|pchedy=1|qodair=1|qoetar=1|qokaiin=1|qokaram=1|qoky=1|qoteeo=1|s=1|saiin=1|sheol=1|shey=1|ysheeo=1	26	25	aiiin=1|ar=2|arorochees=1|cheody=1|chey=1|chos=1|chotchdy=1|dal=1|dalom=1|kchedshedy=1|ksheoary=1|llsan=1|los=1|otchey=1|pchedy=1|qodair=1|qoetar=1|qokaiin=1|qokaram=1|qoky=1|qoteeo=1|s=1|saiin=1|shey=1|ysheeo=1	NONE	NONE	NONE	0	0	0	0
G807-P0640	640	f115r	f115r	9	f115r.29	f115r.34	29	34	S	B	@	6	59	2	f115r.29|f115r.30	4	f115r.31|f115r.32|f115r.33|f115r.34	39	4	5	1	39	35	aiin=1|chckhey=1|chdy=1|chedy=2|cheeo=1|cheey=2|cheky=1|chety=1|chey=1|chokchaiin=1|chokeeey=1|daiin=1|dchol=1|dlchd=1|keeey=1|l=1|laiin=1|lchea=1|lkeedy=1|okaiin=1|okeey=1|oky=1|qoaiin=1|qokairor=1|qokeedy=1|qokeey=1|qoky=1|qopol=1|qotaiin=2|qotchedy=1|raiin=2|shod=1|sor=1|y=1|ykaiin=1	37	33	aiin=1|chckhey=1|chdy=1|chedy=2|cheeo=1|cheey=2|cheky=1|chety=1|chey=1|chokchaiin=1|chokeeey=1|daiin=1|dchol=1|dlchd=1|keeey=1|laiin=1|lchea=1|lkeedy=1|okaiin=1|okeey=1|oky=1|qoaiin=1|qokairor=1|qokeedy=1|qokeey=1|qoky=1|qotaiin=2|qotchedy=1|raiin=2|shod=1|sor=1|y=1|ykaiin=1	ol|qotal	qotal	qotal	2	1	1	0
G807-P0641	641	f115r	f115r	10	f115r.35	f115r.36	35	36	S	B	@	2	20	0	NONE	2	f115r.35|f115r.36	20	2	4	1	20	20	al=1|ar=1|aral=1|chaiin=1|chcphy=1|cheey=1|chody=1|chpchar=1|chsi=1|daiin=1|dar=1|dy=1|odaiin=1|oranol=1|otais=1|posheos=1|qodain=1|qoek=1|sheey=1|shkchedy=1	19	19	ar=1|aral=1|chaiin=1|chcphy=1|cheey=1|chody=1|chpchar=1|chsi=1|daiin=1|dar=1|dy=1|odaiin=1|oranol=1|otais=1|posheos=1|qodain=1|qoek=1|sheey=1|shkchedy=1	NONE	NONE	NONE	0	0	0	0
G807-P0642	642	f115r	f115r	11	f115r.37	f115r.39	37	39	S	B	@	3	28	1	f115r.38	2	f115r.37|f115r.39	16	2	4	1	16	16	aiin=1|cheody=1|cheos=1|chey=1|chkshy=1|keey=1|lkshey=1|okchey=1|pchar=1|qodain=1|qokcho=1|qokor=1|qos=1|raiin=1|sorols=1|y=1	14	14	aiin=1|cheody=1|chey=1|chkshy=1|keey=1|lkshey=1|okchey=1|pchar=1|qodain=1|qokcho=1|qos=1|raiin=1|sorols=1|y=1	cheol	cheol	cheol	1	1	1	0
G807-P0643	643	f115r	f115r	12	f115r.40	f115r.41	40	41	S	B	@	2	15	0	NONE	2	f115r.40|f115r.41	15	2	3	1	15	15	aiir=1|ar=1|dar=1|lchy=1|lkcheo=1|okchor=1|olchey=1|olchy=1|opchdain=1|paiinody=1|qokar=1|qokchedy=1|qokl=1|qolcheor=1|sheedy=1	14	14	aiir=1|ar=1|dar=1|lchy=1|lkcheo=1|okchor=1|olchey=1|olchy=1|opchdain=1|paiinody=1|qokar=1|qokchedy=1|qolcheor=1|sheedy=1	NONE	NONE	NONE	0	0	0	0
G807-P0644	644	f115r	f115r	13	f115r.42	f115r.45	42	45	S	B	@	4	37	1	f115r.42	3	f115r.43|f115r.44|f115r.45	27	3	4	1	27	24	aloky=1|ar=2|cheor=1|chols=1|chotar=1|dain=1|dchedy=1|dcheo=1|dcheos=1|kody=1|oiin=1|olchdy=1|orar=1|otar=2|qokain=1|qokchedy=2|qokeedy=1|qoor=1|qotchedy=1|shedar=1|sheol=1|shody=1|y=1|ytar=1	23	21	aloky=1|ar=2|chols=1|chotar=1|dain=1|dchedy=1|dcheo=1|dcheos=1|kody=1|oiin=1|olchdy=1|orar=1|qokain=1|qokchedy=2|qokeedy=1|qoor=1|qotchedy=1|shedar=1|shody=1|y=1|ytar=1	qokol	qokol	qokol	1	1	1	0
G807-P0645	645	f115v	f115v	1	f115v.1	f115v.5	1	5	S	B	3	5	46	1	f115v.1	4	f115v.2|f115v.3|f115v.4|f115v.5	35	4	5	1	35	35	al=1|chdar=1|cheky=1|chl=1|chodaiin=1|chokeedy=1|dair=1|dalchdy=1|dsheol=1|lched=1|lkchedy=1|lkedain=1|okchdy=1|okchedam=1|oleed=1|or=1|otaiin=1|otar=1|otchd=1|otechdy=1|qokam=1|qokar=1|qokchdy=1|qokchedy=1|qokeedy=1|qokshedy=1|qor=1|qotar=1|qotchey=1|qotedy=1|qoteey=1|ykcheodain=1|ykeeochody=1|ytchedy=1|yteedy=1	31	31	chdar=1|cheky=1|chl=1|chodaiin=1|chokeedy=1|dair=1|dalchdy=1|dsheol=1|lched=1|lkchedy=1|lkedain=1|okchdy=1|okchedam=1|oleed=1|otaiin=1|otchd=1|otechdy=1|qokam=1|qokar=1|qokchdy=1|qokchedy=1|qokeedy=1|qokshedy=1|qor=1|qotchey=1|qotedy=1|qoteey=1|ykcheodain=1|ykeeochody=1|ytchedy=1|yteedy=1	ol	ol	ol	1	1	1	0
