template_replay_ordinal	event_id	statement_id	physical_page	register	surface	recipe	state_marker_sequence	state_frame_role	sentence_prefix_de	sentence_suffix_de	base_mode	effective_action_roots	action_topology	generated_action_chain_de	effective_argument_roots	argument_topology	generated_argument_phrase_de	modifier_atoms	modifier_type_sequence	generated_modifier_phrase_de	outer_template_signature	structural_template_signature	generated_microphrase_de	source_microphrase_de	exact_replay	replay_status	written_atom_alignment	guard	outer_template_id	structural_template_id
1188	G407-E3550	G407-S579	f83r	BIOLOGICAL	shedy	SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte die Einheit	OR	SINGLE	die Einheit	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte die Einheit; auf Grad I; abschließen.	Halte die Einheit; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1189	G407-E3554	G407-S580	f83r	BIOLOGICAL	qokedy	OK+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad I; abschließen.	Setze den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1190	G407-E3556	G407-S581	f83r	BIOLOGICAL	sheedy	SH+EE+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	EE	GRADE	auf Grad II	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte den Posten; auf Grad II; abschließen.	Halte den Posten; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:EE=auf Grad II | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1191	G407-E3557	G407-S582	f83r	BIOLOGICAL	lchedy	L+CHD+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	L	RELATION	über die Verbindung	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || RELATION	Bearbeite den Posten; über die Verbindung; abschließen.	Bearbeite den Posten; über die Verbindung; abschließen.	YES	EXACT_SOURCE_REPLAY	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T024
1192	G407-E3559	G407-S583	f83r	BIOLOGICAL	qockhol	CARRIER_Q+O+CH+K+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	CH|K	A+A	nimm den Posten und gib den Posten	Y	SINGLE	den Posten	CARRIER_Q+O	FORMAL_CONTROL+FORMAL_CONTROL	am Beginn; zur Ausführung	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A+A || SINGLE || FORMAL_CONTROL+FORMAL_CONTROL	Weiter: nimm den Posten und gib den Posten; am Beginn; zur Ausführung.	Weiter: nimm den Posten und gib den Posten; am Beginn; zur Ausführung.	YES	EXACT_SOURCE_REPLAY	1:CARRIER_Q=am Beginn | 2:O=zur Ausführung | 3:CH=nehmen | 4:K=geben | 5:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T080
1193	G407-E3561	G407-S583	f83r	BIOLOGICAL	otal	OT+AL	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	AL	RELATION	zum Zielort	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || RELATION	Danach: gib den Posten; zum Zielort.	Danach: gib den Posten; zum Zielort.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:AL=zum Zielort	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T140
1194	G407-E3565	G407-S583	f83r	BIOLOGICAL	okedy	OK+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad I; abschließen.	Setze den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1195	G407-E3566	G407-S584	f83r	BIOLOGICAL	qokedy	OK+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad I; abschließen.	Setze den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1196	G407-E3570	G407-S585	f83r	BIOLOGICAL	shedy	SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte den Posten; auf Grad I; abschließen.	Halte den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1197	G407-E3574	G407-S586	f83r	BIOLOGICAL	qokedy	OK+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad I; abschließen.	Setze den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1198	G407-E3575	G407-S587	f83r	BIOLOGICAL	qedy	CARRIER_Q+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	CARRIER_Q+E	FORMAL_CONTROL+GRADE	am Beginn; auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL+GRADE	Setze den Posten; am Beginn; auf Grad I; abschließen.	Setze den Posten; am Beginn; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:CARRIER_Q=am Beginn | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T009
1199	G407-E3576	G407-S588	f83r	BIOLOGICAL	lchcphedy	L+CH+CH+P+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	CH|CH|P	Ax2+A	nimm den Posten zweimal und setze den Posten ein	Y	SINGLE	den Posten	L+E	RELATION+GRADE	über die Verbindung; auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || Ax2+A || SINGLE || RELATION+GRADE	Nimm den Posten zweimal und setze den Posten ein; über die Verbindung; auf Grad I; abschließen.	Nimm den Posten zweimal und setze den Posten ein; über die Verbindung; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:L=über die Verbindung | 2:CH=nehmen | 3:CH=nehmen | 4:P=einsetzen | 5:E=auf Grad I | 6:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T046
1200	G407-E3579	G407-S589	f83r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	EE	GRADE	auf Grad II	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad II; abschließen.	Setze den Posten; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1201	G407-E3580	G407-S590	f83r	BIOLOGICAL	shedy	SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte den Posten; auf Grad I; abschließen.	Halte den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1202	G407-E3581	G407-S591	f83r	BIOLOGICAL	qokshedy	OK+SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK|SH	A+A	setze den Posten und halte den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A+A || SINGLE || GRADE	Setze den Posten und halte den Posten; auf Grad I; abschließen.	Setze den Posten und halte den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T034
1203	G407-E3583	G407-S592	f83r	BIOLOGICAL	lchedy	L+CHD+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	L	RELATION	über die Verbindung	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || RELATION	Bearbeite den Posten; über die Verbindung; abschließen.	Bearbeite den Posten; über die Verbindung; abschließen.	YES	EXACT_SOURCE_REPLAY	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T024
1204	G407-E3594	G407-S593	f83r	BIOLOGICAL	dalchdy	AL+CHD+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	AL	RELATION	zum Zielort	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || RELATION	Bearbeite den Posten; zum Zielort; abschließen.	Bearbeite den Posten; zum Zielort; abschließen.	YES	EXACT_SOURCE_REPLAY	1:AL=zum Zielort | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T024
1205	G407-E3595	G407-S594	f83r	BIOLOGICAL	qotchedy	OT+CHD+DY	OT+DY	ADVANCE_THEN_CLOSE	Danach	abschließen	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	OT+DY || ACTION_CHAIN || A || SINGLE || NONE	Danach: bearbeite den Posten; abschließen.	Danach: bearbeite den Posten; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O06	GDT565-T160
1206	G407-E3596	G407-S595	f83r	BIOLOGICAL	lchedy	L+CHD+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	L	RELATION	über die Verbindung	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || RELATION	Bearbeite den Posten; über die Verbindung; abschließen.	Bearbeite den Posten; über die Verbindung; abschließen.	YES	EXACT_SOURCE_REPLAY	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T024
1207	G407-E3598	G407-S596	f83r	BIOLOGICAL	qokchdy	OK+CHD+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK|CHD	A+A	setze den Posten und bearbeite den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	NO_PREFIX__ACTION_CHAIN__NO_MODIFIER__SUFFIX	DY || ACTION_CHAIN || A+A || SINGLE || NONE	Setze den Posten und bearbeite den Posten; abschließen.	Setze den Posten und bearbeite den Posten; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O02	GDT565-T037
1208	G407-E3612	G407-S597	f83r	BIOLOGICAL	shocphedy	SH+O+CH+P+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH|CH|P	A+A+A	halte den Posten und nimm den Posten und setze den Posten ein	Y	SINGLE	den Posten	O+E	FORMAL_CONTROL+GRADE	zur Ausführung; auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A+A+A || SINGLE || FORMAL_CONTROL+GRADE	Halte den Posten und nimm den Posten und setze den Posten ein; zur Ausführung; auf Grad I; abschließen.	Halte den Posten und nimm den Posten und setze den Posten ein; zur Ausführung; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:O=zur Ausführung | 3:CH=nehmen | 4:P=einsetzen | 5:E=auf Grad I | 6:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T040
1209	G407-E3613	G407-S598	f83r	BIOLOGICAL	otor	OT+OR	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	P	A	setze die Einheit ein	OR	SINGLE	die Einheit	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || NONE	Danach: setze die Einheit ein.	Danach: setze die Einheit ein.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:OR=die Einheit	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T139
1210	G407-E3614	G407-S598	f83r	BIOLOGICAL	shedy	SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte die Einheit	OR	SINGLE	die Einheit	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte die Einheit; auf Grad I; abschließen.	Halte die Einheit; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1211	G407-E3616	G407-S599	f83r	BIOLOGICAL	otshdy	OT+SH+D_ADDR+Y	OT	ADVANCE_TO_NEXT_OPERATION	Danach	NONE	ACTION_CHAIN	SH	A	halte den Posten	Y	SINGLE	den Posten	D_ADDR	LOCAL_OR_CLASS_SIGN	hier	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OT || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN	Danach: halte den Posten; hier.	Danach: halte den Posten; hier.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:SH=halten | 3:D_ADDR=hier | 4:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T136
1212	G407-E3617	G407-S599	f83r	BIOLOGICAL	qokedol	OK+E+D_ADDR+OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E+D_ADDR	GRADE+LOCAL_OR_CLASS_SIGN	auf Grad I; hier	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || GRADE+LOCAL_OR_CLASS_SIGN	Weiter: setze den Posten; auf Grad I; hier.	Weiter: setze den Posten; auf Grad I; hier.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:D_ADDR=hier | 4:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T065
1213	G407-E3619	G407-S599	f83r	BIOLOGICAL	soldy	S+OL+D_ADDR+Y	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	S	A	wähle den Posten	Y	SINGLE	den Posten	D_ADDR	LOCAL_OR_CLASS_SIGN	hier	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN	Weiter: wähle den Posten; hier.	Weiter: wähle den Posten; hier.	YES	EXACT_SOURCE_REPLAY	1:S=wählen | 2:OL=weiter | 3:D_ADDR=hier | 4:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T068
1214	G407-E3625	G407-S599	f83r	BIOLOGICAL	shedy	SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Anteil	AIN	SINGLE	den Anteil	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte den Anteil; auf Grad I; abschließen.	Halte den Anteil; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1215	G407-E3628	G407-S600	f83r	BIOLOGICAL	shedy	SH+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	SH	A	halte den Anteil	AIN	SINGLE	den Anteil	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Halte den Anteil; auf Grad I; abschließen.	Halte den Anteil; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1216	G407-E3630	G407-S601	f83r	BIOLOGICAL	lchedy	L+CHD+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	CHD	A	bearbeite den Posten	Y	SINGLE	den Posten	L	RELATION	über die Verbindung	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || RELATION	Bearbeite den Posten; über die Verbindung; abschließen.	Bearbeite den Posten; über die Verbindung; abschließen.	YES	EXACT_SOURCE_REPLAY	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T024
1217	G407-E3631	G407-S602	f83r	BIOLOGICAL	solkeedy	OL+K+EE+D_ADDR+Y	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	EE+D_ADDR	GRADE+LOCAL_OR_CLASS_SIGN	auf Grad II; hier	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || GRADE+LOCAL_OR_CLASS_SIGN	Weiter: gib den Posten; auf Grad II; hier.	Weiter: gib den Posten; auf Grad II; hier.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:K=geben | 3:EE=auf Grad II | 4:D_ADDR=hier | 5:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T065
1218	G407-E3632	G407-S602	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	OT+DY	ADVANCE_THEN_CLOSE	Danach	abschließen	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	EE	GRADE	auf Grad II	PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	OT+DY || ACTION_CHAIN || A || SINGLE || GRADE	Danach: gib den Posten; auf Grad II; abschließen.	Danach: gib den Posten; auf Grad II; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:EE=auf Grad II | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O04	GDT565-T157
1219	G407-E3634	G407-S603	f83r	BIOLOGICAL	qokedy	OK+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad I; abschließen.	Setze den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1220	G407-E3635	G407-S604	f83r	BIOLOGICAL	sol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
1221	G407-E3637	G407-S604	f83r	BIOLOGICAL	qokedy	OK+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad I; abschließen.	Setze den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1222	G407-E3640	G407-S605	f83r	BIOLOGICAL	solkeedy	OL+K+EE+D_ADDR+Y	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	K	A	gib den Posten	Y	SINGLE	den Posten	EE+D_ADDR	GRADE+LOCAL_OR_CLASS_SIGN	auf Grad II; hier	PREFIX__ACTION_CHAIN__MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || GRADE+LOCAL_OR_CLASS_SIGN	Weiter: gib den Posten; auf Grad II; hier.	Weiter: gib den Posten; auf Grad II; hier.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter | 2:K=geben | 3:EE=auf Grad II | 4:D_ADDR=hier | 5:Y=den Posten	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O03	GDT565-T065
1223	G407-E3641	G407-S605	f83r	BIOLOGICAL	qokedy	OK+E+DY	DY	CLOSE_CURRENT_OPERATION	NONE	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	NO_PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	DY || ACTION_CHAIN || A || SINGLE || GRADE	Setze den Posten; auf Grad I; abschließen.	Setze den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O01	GDT565-T012
1224	G407-E3642	G407-S606	f83r	BIOLOGICAL	otedy	OT+E+DY	OT+DY	ADVANCE_THEN_CLOSE	Danach	abschließen	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	E	GRADE	auf Grad I	PREFIX__ACTION_CHAIN__MODIFIER__SUFFIX	OT+DY || ACTION_CHAIN || A || SINGLE || GRADE	Danach: setze den Posten; auf Grad I; abschließen.	Danach: setze den Posten; auf Grad I; abschließen.	YES	EXACT_SOURCE_REPLAY	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O04	GDT565-T157
1225	G407-E3643	G407-S607	f83r	BIOLOGICAL	sol	OL	OL	CONTINUE_CURRENT_OPERATION	Weiter	NONE	ACTION_CHAIN	OK	A	setze den Posten	Y	SINGLE	den Posten	NONE	NONE	NONE	PREFIX__ACTION_CHAIN__NO_MODIFIER__NO_SUFFIX	OL || ACTION_CHAIN || A || SINGLE || NONE	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_SOURCE_REPLAY	1:OL=weiter	ATOMIC_TEMPLATE_REPLAY__NO_LEARNED_LONG_PHRASE	GDT565-O05	GDT565-T072
