recipe_context_cell_ordinal	recipe_context_cell_id	gdt564_source_cell_id	recipe	portable_route	event_count	effective_action_signatures	effective_argument_signatures	state_marker_sequence	base_mode	action_topology	argument_topology	modifier_atoms	modifier_type_sequence	outer_template_id	structural_template_id	generated_owner_free_microphrase_de	source_microphrases_de	event_ids	physical_page_count	physical_pages	register_count	registers	exact_replay_event_count	normalized_event_count	all_events_accounted	guard
634	GDT565-C0634	GDT564-C0382	SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	22	SH	AIIN	DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O01	GDT565-T012	Halte den Wert; auf Grad I; abschließen.	Halte den Wert; auf Grad I; abschließen.	G407-E1947 || G407-E2266 || G407-E2357 || G407-E2389 || G407-E2414 || G407-E2416 || G407-E2444 || G407-E2448 || G407-E2450 || G407-E2461 || G407-E2503 || G407-E2552 || G407-E2597 || G407-E2634 || G407-E2906 || G407-E3224 || G407-E3227 || G407-E3336 || G407-E3489 || G407-E4553 || G515-E0401 || G515-E0523	7	f66r || f76r || f77r || f81r || f82r || f83r || f95v	3	BIOLOGICAL || HERBAL || SOURCE_SECTION_T	22	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
635	GDT565-C0635	GDT564-C0385	SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	10	SH	OR	DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O01	GDT565-T012	Halte die Einheit; auf Grad I; abschließen.	Halte die Einheit; auf Grad I; abschließen.	G407-E1560 || G407-E1852 || G407-E2313 || G407-E2336 || G407-E2881 || G407-E2997 || G407-E3067 || G407-E3550 || G407-E3614 || G515-E0434	6	f66r || f75r || f76r || f81r || f81v || f83r	2	BIOLOGICAL || SOURCE_SECTION_T	10	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
636	GDT565-C0636	GDT564-C0384	SH+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	5	SH	NONE	DY	ACTION_CHAIN	A	NONE	E	GRADE	GDT565-O01	GDT565-T002	Halte; auf Grad I; abschließen.	Halte; auf Grad I; abschließen.	G515-E0204 || G515-E0436 || G515-E0447 || G515-E0457 || G515-E0458	2	f31r || f66r	2	HERBAL || SOURCE_SECTION_T	5	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
637	GDT565-C0637	FIXED_RECIPE	SH+E+K+OL	FIXED_RECIPE	1	SH|K	Y	OL	ACTION_CHAIN	A+A	SINGLE	E	GRADE	GDT565-O03	GDT565-T085	Weiter: halte den Posten und gib den Posten; auf Grad I.	Weiter: halte den Posten und gib den Posten; auf Grad I.	G515-E0568	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
638	GDT565-C0638	FIXED_RECIPE	SH+E+K+Y+DY	FIXED_RECIPE	1	SH|K	Y	DY	ACTION_CHAIN	A+A	SINGLE	E	GRADE	GDT565-O01	GDT565-T034	Halte den Posten und gib den Posten; auf Grad I; abschließen.	Halte den Posten und gib den Posten; auf Grad I; abschließen.	G407-E4432	1	f95v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
639	GDT565-C0639	GDT564-C0388	SH+E+OL	WRITTEN_ACTION__SELECT_ARGUMENT	1	SH	AIN	OL	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O03	GDT565-T064	Weiter: halte den Anteil; auf Grad I.	Weiter: halte den Anteil; auf Grad I.	G407-E1648	1	f75r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
640	GDT565-C0640	GDT564-C0390	SH+E+OL	WRITTEN_ACTION__SELECT_ARGUMENT	13	SH	Y	OL	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O03	GDT565-T064	Weiter: halte den Posten; auf Grad I.	Weiter: halte den Posten; auf Grad I.	G407-E1316 || G407-E1413 || G407-E1826 || G407-E2182 || G407-E3170 || G407-E3333 || G407-E4035 || G407-E4173 || G407-E4294 || G515-E0199 || G515-E0249 || G515-E0424 || G515-E0488	9	f31r || f66r || f72r || f75r || f76r || f81v || f82r || f88v || f89r	5	BIOLOGICAL || CELESTIAL || HERBAL || PHARMA || SOURCE_SECTION_T	13	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
641	GDT565-C0641	GDT564-C0387	SH+E+OL	WRITTEN_ACTION__SELECT_ARGUMENT	6	SH	AIIN	OL	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O03	GDT565-T064	Weiter: halte den Wert; auf Grad I.	Weiter: halte den Wert; auf Grad I.	G407-E3763 || G407-E3858 || G407-E4339 || G515-E0355 || G515-E0544 || G515-E0571	4	f66r || f83r || f88r || f89r	3	BIOLOGICAL || PHARMA || SOURCE_SECTION_T	6	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
642	GDT565-C0642	GDT564-C0389	SH+E+OL	WRITTEN_ACTION__SELECT_ARGUMENT	3	SH	NONE	OL	ACTION_CHAIN	A	NONE	E	GRADE	GDT565-O03	GDT565-T052	Weiter: halte; auf Grad I.	Weiter: halte; auf Grad I.	G407-E2205 || G407-E4110 || G515-E0003	3	f4r || f76r || f89r	3	BIOLOGICAL || HERBAL || PHARMA	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
643	GDT565-C0643	FIXED_RECIPE	SH+E+OL+AIIN	FIXED_RECIPE	1	SH	AIIN	OL	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O03	GDT565-T064	Weiter: halte den Wert; auf Grad I.	Weiter: halte den Wert; auf Grad I.	G407-E1186	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
644	GDT565-C0644	FIXED_RECIPE	SH+E+OL+D_ADDR+LOCAL_CHAR_G	FIXED_RECIPE	1	SH	Y	OL	ACTION_CHAIN	A	SINGLE	E+D_ADDR+LOCAL_CHAR_G	GRADE+LOCAL_OR_CLASS_SIGN+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T066	Weiter: halte den Posten; auf Grad I; hier; als Variante.	Weiter: halte den Posten; auf Grad I; hier; als Variante.	G407-E3875	1	f88r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
645	GDT565-C0645	FIXED_RECIPE	SH+E+OL+T+E+Y	FIXED_RECIPE	1	SH|T	Y	OL	ACTION_CHAIN	A+A	SINGLE	E+E	GRADE+GRADE	GDT565-O03	GDT565-T087	Weiter: halte den Posten und stelle den Posten ein; auf Grad I; auf Grad I.	Weiter: halte den Posten und stelle den Posten ein; auf Grad I; auf Grad I.	G407-E1152	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
646	GDT565-C0646	FIXED_RECIPE	SH+E+OL+Y	FIXED_RECIPE	1	SH	Y	OL	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O03	GDT565-T064	Weiter: halte den Posten; auf Grad I.	Weiter: halte den Posten; auf Grad I.	G407-E1344	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
647	GDT565-C0647	FIXED_RECIPE	SH+E+P+CH+OL	FIXED_RECIPE	1	SH|P|CH	Y	OL	ACTION_CHAIN	A+A+A	SINGLE	E	GRADE	GDT565-O03	GDT565-T098	Weiter: halte den Posten und setze den Posten ein und nimm den Posten; auf Grad I.	Weiter: halte den Posten und setze den Posten ein und nimm den Posten; auf Grad I.	G407-E1112	1	f71v	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
648	GDT565-C0648	FIXED_RECIPE	SH+EE+AL+O+DY	FIXED_RECIPE	1	SH	Y	DY	ACTION_CHAIN	A	SINGLE	EE+AL+O	GRADE+RELATION+FORMAL_CONTROL	GDT565-O01	GDT565-T015	Halte den Posten; auf Grad II; zum Zielort; zur Ausführung; abschließen.	Halte den Posten; auf Grad II; zum Zielort; zur Ausführung; abschließen.	G407-E1077	1	f71v	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
649	GDT565-C0649	GDT564-C0392	SH+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	1	SH	AIN	DY	ACTION_CHAIN	A	SINGLE	EE	GRADE	GDT565-O01	GDT565-T012	Halte den Anteil; auf Grad II; abschließen.	Halte den Anteil; auf Grad II; abschließen.	G407-E2608	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
650	GDT565-C0650	GDT564-C0395	SH+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	10	SH	Y	DY	ACTION_CHAIN	A	SINGLE	EE	GRADE	GDT565-O01	GDT565-T012	Halte den Posten; auf Grad II; abschließen.	Halte den Posten; auf Grad II; abschließen.	G407-E1352 || G407-E1565 || G407-E1582 || G407-E1673 || G407-E2049 || G407-E2788 || G407-E2897 || G407-E3234 || G407-E3379 || G407-E3556	6	f72r || f75r || f76r || f81r || f82r || f83r	2	BIOLOGICAL || CELESTIAL	10	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
651	GDT565-C0651	GDT564-C0391	SH+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	3	SH	AIIN	DY	ACTION_CHAIN	A	SINGLE	EE	GRADE	GDT565-O01	GDT565-T012	Halte den Wert; auf Grad II; abschließen.	Halte den Wert; auf Grad II; abschließen.	G407-E2431 || G407-E2641 || G515-E0583	2	f66r || f77r	2	BIOLOGICAL || SOURCE_SECTION_T	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
652	GDT565-C0652	GDT564-C0394	SH+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	3	SH	OR	DY	ACTION_CHAIN	A	SINGLE	EE	GRADE	GDT565-O01	GDT565-T012	Halte die Einheit; auf Grad II; abschließen.	Halte die Einheit; auf Grad II; abschließen.	G407-E2828 || G407-E2998 || G407-E4043	3	f81r || f81v || f88v	2	BIOLOGICAL || PHARMA	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
653	GDT565-C0653	GDT564-C0393	SH+EE+DY	WRITTEN_ACTION__SELECT_ARGUMENT	1	SH	NONE	DY	ACTION_CHAIN	A	NONE	EE	GRADE	GDT565-O01	GDT565-T002	Halte; auf Grad II; abschließen.	Halte; auf Grad II; abschließen.	G407-E2034	1	f76r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
654	GDT565-C0654	GDT564-C0397	SH+EE+OL	WRITTEN_ACTION__SELECT_ARGUMENT	1	SH	AIN	OL	ACTION_CHAIN	A	SINGLE	EE	GRADE	GDT565-O03	GDT565-T064	Weiter: halte den Anteil; auf Grad II.	Weiter: halte den Anteil; auf Grad II.	G407-E2441	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
655	GDT565-C0655	GDT564-C0398	SH+EE+OL	WRITTEN_ACTION__SELECT_ARGUMENT	3	SH	Y	OL	ACTION_CHAIN	A	SINGLE	EE	GRADE	GDT565-O03	GDT565-T064	Weiter: halte den Posten; auf Grad II.	Weiter: halte den Posten; auf Grad II.	G407-E2253 || G407-E3874 || G407-E3996	3	f76r || f88r || f88v	2	BIOLOGICAL || PHARMA	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
656	GDT565-C0656	GDT564-C0396	SH+EE+OL	WRITTEN_ACTION__SELECT_ARGUMENT	3	SH	AIIN	OL	ACTION_CHAIN	A	SINGLE	EE	GRADE	GDT565-O03	GDT565-T064	Weiter: halte den Wert; auf Grad II.	Weiter: halte den Wert; auf Grad II.	G407-E2562 || G407-E2647 || G515-E0564	2	f66r || f77r	2	BIOLOGICAL || SOURCE_SECTION_T	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
657	GDT565-C0657	FIXED_RECIPE	SH+K+CHD+DY	FIXED_RECIPE	1	SH|K|CHD	Y	DY	ACTION_CHAIN	A+A+A	SINGLE	NONE	NONE	GDT565-O02	GDT565-T044	Halte den Posten und gib den Posten und bearbeite den Posten; abschließen.	Halte den Posten und gib den Posten und bearbeite den Posten; abschließen.	G407-E3076	1	f81v	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
658	GDT565-C0658	FIXED_RECIPE	SH+L+DY	FIXED_RECIPE	1	SH	Y	DY	ACTION_CHAIN	A	SINGLE	L	RELATION	GDT565-O01	GDT565-T024	Halte den Posten; über die Verbindung; abschließen.	Halte den Posten; über die Verbindung; abschließen.	G407-E1122	1	f71v	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
659	GDT565-C0659	FIXED_RECIPE	SH+O+CH+P+E+DY	FIXED_RECIPE	1	SH|CH|P	Y	DY	ACTION_CHAIN	A+A+A	SINGLE	O+E	FORMAL_CONTROL+GRADE	GDT565-O01	GDT565-T040	Halte den Posten und nimm den Posten und setze den Posten ein; zur Ausführung; auf Grad I; abschließen.	Halte den Posten und nimm den Posten und setze den Posten ein; zur Ausführung; auf Grad I; abschließen.	G407-E3612	1	f83r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
660	GDT565-C0660	GDT564-C0400	SH+O+DY	WRITTEN_ACTION__SELECT_ARGUMENT	1	SH	AIN	DY	ACTION_CHAIN	A	SINGLE	O	FORMAL_CONTROL	GDT565-O01	GDT565-T006	Halte den Anteil; zur Ausführung; abschließen.	Halte den Anteil; zur Ausführung; abschließen.	G407-E4071	1	f89r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
661	GDT565-C0661	GDT564-C0403	SH+O+DY	WRITTEN_ACTION__SELECT_ARGUMENT	2	SH	Y	DY	ACTION_CHAIN	A	SINGLE	O	FORMAL_CONTROL	GDT565-O01	GDT565-T006	Halte den Posten; zur Ausführung; abschließen.	Halte den Posten; zur Ausführung; abschließen.	G407-E0056 || G407-E0200	1	f1r	1	SOURCE_SECTION_T	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
662	GDT565-C0662	GDT564-C0399	SH+O+DY	WRITTEN_ACTION__SELECT_ARGUMENT	2	SH	AIIN	DY	ACTION_CHAIN	A	SINGLE	O	FORMAL_CONTROL	GDT565-O01	GDT565-T006	Halte den Wert; zur Ausführung; abschließen.	Halte den Wert; zur Ausführung; abschließen.	G407-E0068 || G407-E2649	2	f1r || f77r	2	BIOLOGICAL || SOURCE_SECTION_T	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
663	GDT565-C0663	GDT564-C0402	SH+O+DY	WRITTEN_ACTION__SELECT_ARGUMENT	1	SH	OR	DY	ACTION_CHAIN	A	SINGLE	O	FORMAL_CONTROL	GDT565-O01	GDT565-T006	Halte die Einheit; zur Ausführung; abschließen.	Halte die Einheit; zur Ausführung; abschließen.	G407-E4299	1	f89r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
664	GDT565-C0664	GDT564-C0401	SH+O+DY	WRITTEN_ACTION__SELECT_ARGUMENT	1	SH	NONE	DY	ACTION_CHAIN	A	NONE	O	FORMAL_CONTROL	GDT565-O01	GDT565-T001	Halte; zur Ausführung; abschließen.	Halte; zur Ausführung; abschließen.	G407-E4401	1	f95v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
665	GDT565-C0665	FIXED_RECIPE	SH+O+LOCAL_CHAR_F+OL	FIXED_RECIPE	1	SH	Y	OL	ACTION_CHAIN	A	SINGLE	O+LOCAL_CHAR_F	FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T062	Weiter: halte den Posten; zur Ausführung; hier.	Weiter: halte den Posten; zur Ausführung; hier.	G515-E0453	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
666	GDT565-C0666	GDT564-C0407	SH+OL	WRITTEN_ACTION__SELECT_ARGUMENT	13	SH	Y	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: halte den Posten.	Weiter: halte den Posten.	G407-E0137 || G407-E0368 || G407-E0371 || G407-E0651 || G407-E0850 || G407-E1159 || G407-E1865 || G407-E2318 || G407-E2716 || G407-E3130 || G407-E3151 || G515-E0088 || G515-E0489	10	f13r || f1r || f20v || f24v || f56r || f66r || f72r || f76r || f81r || f81v	4	BIOLOGICAL || CELESTIAL || HERBAL || SOURCE_SECTION_T	13	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
667	GDT565-C0667	GDT564-C0404	SH+OL	WRITTEN_ACTION__SELECT_ARGUMENT	5	SH	AIIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: halte den Wert.	Weiter: halte den Wert.	G407-E0005 || G407-E2432 || G407-E3465 || G407-E4537 || G515-E0097	5	f1r || f20v || f77r || f83r || f95v	3	BIOLOGICAL || HERBAL || SOURCE_SECTION_T	5	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
668	GDT565-C0668	GDT564-C0406	SH+OL	WRITTEN_ACTION__SELECT_ARGUMENT	7	SH	OR	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: halte die Einheit.	Weiter: halte die Einheit.	G407-E0470 || G407-E1376 || G515-E0011 || G515-E0012 || G515-E0044 || G515-E0045 || G515-E0102	4	f17r || f20v || f4r || f72r	2	CELESTIAL || HERBAL	7	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
669	GDT565-C0669	GDT564-C0405	SH+OL	WRITTEN_ACTION__SELECT_ARGUMENT	2	SH	NONE	OL	ACTION_CHAIN	A	NONE	NONE	NONE	GDT565-O05	GDT565-T054	Weiter: halte.	Weiter: halte.	G407-E0048 || G515-E0498	2	f1r || f66r	1	SOURCE_SECTION_T	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
670	GDT565-C0670	FIXED_RECIPE	SH+OL+D_ADDR+Y	FIXED_RECIPE	4	SH	Y	OL	ACTION_CHAIN	A	SINGLE	D_ADDR	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T068	Weiter: halte den Posten; hier.	Weiter: halte den Posten; hier.	G407-E0010 || G407-E0568 || G407-E4300 || G515-E0388	4	f18r || f1r || f66r || f89r	3	HERBAL || PHARMA || SOURCE_SECTION_T	4	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
671	GDT565-C0671	FIXED_RECIPE	SH+OL+LOCAL_CHAR_F+CH+OR	FIXED_RECIPE	1	SH|CH	OR	OL	ACTION_CHAIN	A+A	SINGLE	LOCAL_CHAR_F	LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T090	Weiter: halte die Einheit und nimm die Einheit; hier.	Weiter: halte die Einheit und nimm die Einheit; hier.	G407-E3801	1	f88r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
672	GDT565-C0672	FIXED_RECIPE	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	FIXED_RECIPE	1	SH	OR|AIIN	OL	ACTION_CHAIN	A	PAIR	LOCAL_CHAR_F+D_ADDR	LOCAL_OR_CLASS_SIGN+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T056	Weiter: halte die Einheit und den Wert; hier; hier.	Weiter: halte die Einheit und den Wert; hier; hier.	G515-E0415	1	f66r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
673	GDT565-C0673	FIXED_RECIPE	SH+OT+EE+Y	FIXED_RECIPE	1	SH	Y	OT	ACTION_CHAIN	A	SINGLE	EE	GRADE	GDT565-O03	GDT565-T127	Danach: halte den Posten; auf Grad II.	Danach: halte den Posten; auf Grad II.	G407-E1382	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
674	GDT565-C0674	FIXED_RECIPE	SH+OT+SH+E+Y	FIXED_RECIPE	1	SH|SH	Y	OT	ACTION_CHAIN	A+A	SINGLE	E	GRADE	GDT565-O03	GDT565-T145	Danach: halte den Posten und halte den Posten; auf Grad I.	Danach: halte den Posten und halte den Posten; auf Grad I.	G407-E4562	1	f95v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
675	GDT565-C0675	FIXED_RECIPE	SH+T+OL	FIXED_RECIPE	1	SH|T	OR	OL	ACTION_CHAIN	A+A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T094	Weiter: halte die Einheit und stelle die Einheit ein.	Weiter: halte die Einheit und stelle die Einheit ein.	G407-E1655	1	f75r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
676	GDT565-C0676	FIXED_RECIPE	SH+Y+SH+OL	FIXED_RECIPE	1	SH|SH	Y	OL	ACTION_CHAIN	A+A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T094	Weiter: halte den Posten und halte den Posten.	Weiter: halte den Posten und halte den Posten.	G515-E0055	1	f4r	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
677	GDT565-C0677	GDT564-C0409	T+CH+O+DY	WRITTEN_ACTION__SELECT_ARGUMENT	2	T|CH	Y	DY	ACTION_CHAIN	A+A	SINGLE	O	FORMAL_CONTROL	GDT565-O01	GDT565-T032	Stelle den Posten ein und nimm den Posten; zur Ausführung; abschließen.	Stelle den Posten ein und nimm den Posten; zur Ausführung; abschließen.	G407-E0313 || G407-E4479	2	f11r || f95v	1	HERBAL	2	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
678	GDT565-C0678	GDT564-C0408	T+CH+O+DY	WRITTEN_ACTION__SELECT_ARGUMENT	1	T|CH	NONE	DY	ACTION_CHAIN	A+A	NONE	O	FORMAL_CONTROL	GDT565-O01	GDT565-T029	Stelle ein und nimm; zur Ausführung; abschließen.	Stelle ein und nimm; zur Ausführung; abschließen.	G407-E4399	1	f95v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
679	GDT565-C0679	FIXED_RECIPE	T+CH+O+D_ADDR+OL	FIXED_RECIPE	1	T|CH	Y	OL	ACTION_CHAIN	A+A	SINGLE	O+D_ADDR	FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	GDT565-O03	GDT565-T083	Weiter: stelle den Posten ein und nimm den Posten; zur Ausführung; hier.	Weiter: stelle den Posten ein und nimm den Posten; zur Ausführung; hier.	G407-E4212	1	f89r	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
680	GDT565-C0680	GDT564-C0411	T+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	3	T	Y	DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O01	GDT565-T012	Stelle den Posten ein; auf Grad I; abschließen.	Stelle den Posten ein; auf Grad I; abschließen.	G407-E1511 || G407-E2786 || G407-E3173	3	f75r || f81r || f81v	1	BIOLOGICAL	3	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
681	GDT565-C0681	GDT564-C0410	T+E+DY	WRITTEN_ACTION__SELECT_ARGUMENT	1	T	AIIN	DY	ACTION_CHAIN	A	SINGLE	E	GRADE	GDT565-O01	GDT565-T012	Stelle den Wert ein; auf Grad I; abschließen.	Stelle den Wert ein; auf Grad I; abschließen.	G407-E2433	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
682	GDT565-C0682	FIXED_RECIPE	T+E+O+DY	FIXED_RECIPE	1	T	AIN	DY	ACTION_CHAIN	A	SINGLE	E+O	GRADE+FORMAL_CONTROL	GDT565-O01	GDT565-T013	Stelle den Anteil ein; auf Grad I; zur Ausführung; abschließen.	Stelle den Anteil ein; auf Grad I; zur Ausführung; abschließen.	G407-E0071	1	f1r	1	SOURCE_SECTION_T	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
683	GDT565-C0683	FIXED_RECIPE	T+EE+O+DY	FIXED_RECIPE	1	T	OR	DY	ACTION_CHAIN	A	SINGLE	EE+O	GRADE+FORMAL_CONTROL	GDT565-O01	GDT565-T013	Stelle die Einheit ein; auf Grad II; zur Ausführung; abschließen.	Stelle die Einheit ein; auf Grad II; zur Ausführung; abschließen.	G407-E1191	1	f72r	1	CELESTIAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
684	GDT565-C0684	FIXED_RECIPE	T+EE+OL+AIN	FIXED_RECIPE	1	T	AIN	OL	ACTION_CHAIN	A	SINGLE	EE	GRADE	GDT565-O03	GDT565-T064	Weiter: stelle den Anteil ein; auf Grad II.	Weiter: stelle den Anteil ein; auf Grad II.	G407-E2620	1	f77r	1	BIOLOGICAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
685	GDT565-C0685	FIXED_RECIPE	T+O+CH+OL	FIXED_RECIPE	1	T|CH	OR	OL	ACTION_CHAIN	A+A	SINGLE	O	FORMAL_CONTROL	GDT565-O03	GDT565-T079	Weiter: stelle die Einheit ein und nimm die Einheit; zur Ausführung.	Weiter: stelle die Einheit ein und nimm die Einheit; zur Ausführung.	G407-E0641	1	f24v	1	HERBAL	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
686	GDT565-C0686	GDT564-C0413	T+OL	WRITTEN_ACTION__SELECT_ARGUMENT	1	T	AIN	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: stelle den Anteil ein.	Weiter: stelle den Anteil ein.	G407-E4032	1	f88v	1	PHARMA	1	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
687	GDT565-C0687	GDT564-C0415	T+OL	WRITTEN_ACTION__SELECT_ARGUMENT	5	T	Y	OL	ACTION_CHAIN	A	SINGLE	NONE	NONE	GDT565-O05	GDT565-T072	Weiter: stelle den Posten ein.	Weiter: stelle den Posten ein.	G407-E0150 || G407-E0852 || G407-E0880 || G407-E3683 || G407-E4218	4	f1r || f56r || f83r || f89r	4	BIOLOGICAL || HERBAL || PHARMA || SOURCE_SECTION_T	5	0	YES	RECIPE_CONTEXT_CELL_GENERATED_FROM_RENDERER_CARDS
