assignment_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	bracket_ordinal_in_clause	bracket_marker	host_class	argument_root	explicit_argument_phrase_de	replacement_card_id	source_fragment_de	target_fragment_de	context_source_layer	inherited_argument_source_event_id	guard
1402	G515-E0079	G515-S007	f20v	HERBAL	choiin	CH+O+IIN	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0076	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1403	G515-E0086	G515-S007	f20v	HERBAL	sho	SH+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0085	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1404	G515-E0094	G515-S007	f20v	HERBAL	sho	SH+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0093	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1405	G515-E0108	G515-S008	f20v	HERBAL	doiiin	D_ADDR+O+IIN	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0107	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1406	G515-E0112	G515-S008	f20v	HERBAL	shos	SH+O+S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0111	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1407	G515-E0112	G515-S008	f20v	HERBAL	shos	SH+O+S	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0111	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1408	G515-E0113	G515-S008	f20v	HERBAL	cheos	CH+E+O+S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0111	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1409	G515-E0113	G515-S008	f20v	HERBAL	cheos	CH+E+O+S	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0111	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1410	G515-E0114	G515-S008	f20v	HERBAL	char	AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0111	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1411	G515-E0117	G515-S008	f20v	HERBAL	sho	SH+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0116	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1412	G515-E0122	G515-S008	f20v	HERBAL	s	S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0121	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1413	G515-E0126	G515-S008	f20v	HERBAL	sho	SH+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0125	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1414	G515-E0127	G515-S008	f20v	HERBAL	ar	AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0125	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1415	G515-E0130	G515-S008	f20v	HERBAL	d	D_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT539_CURRENT4	G515-E0129	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1416	G515-E0131	G515-S008	f20v	HERBAL	s	S	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT539_CURRENT4	G515-E0129	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1417	G515-E0132	G515-S008	f20v	HERBAL	ykchy	Y+K+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1418	G515-E0132	G515-S008	f20v	HERBAL	ykchy	Y+K+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1419	G515-E0134	G515-S008	f20v	HERBAL	cho	HO	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0133	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1420	G515-E0137	G515-S008	f20v	HERBAL	shd	SH+D_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0135	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1421	G515-E0139	G515-S008	f20v	HERBAL	d	D_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0138	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1422	G515-E0147	G515-S008	f20v	HERBAL	okoiin	OK+O+IIN	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0146	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1423	G515-E0153	G515-S009	f31r	HERBAL	shee	SH+EE	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0152	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1424	G515-E0154	G515-S009	f31r	HERBAL	s	S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0152	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1425	G515-E0156	G515-S009	f31r	HERBAL	qokee	OK+EE	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT539_CURRENT4	G515-E0155	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1426	G515-E0157	G515-S009	f31r	HERBAL	chepakeo	CH+E+P+A_ADDR+K+E+O	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT539_CURRENT4	G515-E0155	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1427	G515-E0157	G515-S009	f31r	HERBAL	chepakeo	CH+E+P+A_ADDR+K+E+O	2	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT539_CURRENT4	G515-E0155	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1428	G515-E0157	G515-S009	f31r	HERBAL	chepakeo	CH+E+P+A_ADDR+K+E+O	3	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT539_CURRENT4	G515-E0155	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1429	G515-E0157	G515-S009	f31r	HERBAL	chepakeo	CH+E+P+A_ADDR+K+E+O	4	[außen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S03	[außen]	im äußeren Zweig	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1430	G515-E0157	G515-S009	f31r	HERBAL	chepakeo	CH+E+P+A_ADDR+K+E+O	5	[innen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S04	[innen]	im inneren Zweig	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1431	G515-E0165	G515-S010	f31r	HERBAL	qef	E+LOCAL_CHAR_F	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0164	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1432	G515-E0170	G515-S010	f31r	HERBAL	sair	S+AIR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0169	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1433	G515-E0172	G515-S010	f31r	HERBAL	s	S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0171	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1434	G515-E0174	G515-S010	f31r	HERBAL	da	DA	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT539_CURRENT4	G515-E0173	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1435	G515-E0177	G515-S010	f31r	HERBAL	dar	D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0176	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1436	G515-E0178	G515-S010	f31r	HERBAL	lo	L+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0176	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1437	G515-E0179	G515-S010	f31r	HERBAL	r	R	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0176	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1438	G515-E0180	G515-S010	f31r	HERBAL	ar	AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0176	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1439	G515-E0195	G515-S013	f31r	HERBAL	dal	AL	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT539_CURRENT4	G515-E0194	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1440	G515-E0198	G515-S013	f31r	HERBAL	checkhey	CH+E+CH+K+E+Y	1	[außen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S03	[außen]	im äußeren Zweig	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1441	G515-E0198	G515-S013	f31r	HERBAL	checkhey	CH+E+CH+K+E+Y	2	[innen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S04	[innen]	im inneren Zweig	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1442	G515-E0201	G515-S014	f31r	HERBAL	ykeedy	Y+K+EE+D_ADDR+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1443	G515-E0201	G515-S014	f31r	HERBAL	ykeedy	Y+K+EE+D_ADDR+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1444	G515-E0209	G515-S017	f31r	HERBAL	cheol	CH+E+O+L	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0208	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1445	G515-E0211	G515-S017	f31r	HERBAL	daiir	DA+IIN+R	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0210	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1446	G515-E0212	G515-S017	f31r	HERBAL	sheeo	SH+EE+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0210	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1447	G515-E0222	G515-S022	f31r	HERBAL	shedshey	SH+E+D_ADDR+SH+E+Y	1	[außen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S03	[außen]	im äußeren Zweig	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1448	G515-E0222	G515-S022	f31r	HERBAL	shedshey	SH+E+D_ADDR+SH+E+Y	2	[innen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S04	[innen]	im inneren Zweig	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1449	G515-E0225	G515-S022	f31r	HERBAL	dal	AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0224	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1450	G515-E0230	G515-S022	f31r	HERBAL	okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0229	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1451	G515-E0231	G515-S022	f31r	HERBAL	ykeey	Y+K+EE+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S01	den Pflanzenposten [außen]	den äußeren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1452	G515-E0231	G515-S022	f31r	HERBAL	ykeey	Y+K+EE+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den Pflanzenposten	GDT572-S02	den Pflanzenposten [innen]	den inneren Pflanzenposten	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1453	G515-E0237	G515-S023	f31r	HERBAL	dar	D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	AIIN	den Arbeitswert	GDT572-A06	den Arbeitswert [wie zuvor]	denselben Arbeitswert	GDT539_CURRENT4	G515-E0236	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1454	G515-E0251	G515-S027	f31r	HERBAL	okedam	OK+E+D_ADDR+AM_ADDR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den Pflanzenposten	GDT572-A05	den Pflanzenposten [wie zuvor]	denselben Pflanzenposten	GDT539_CURRENT4	G515-E0250	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1455	G515-E0308	G515-S031	f66r	SOURCE_SECTION_T	okedals	OK+AL+S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0306	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1456	G515-E0308	G515-S031	f66r	SOURCE_SECTION_T	okedals	OK+AL+S	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0306	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1457	G515-E0309	G515-S031	f66r	SOURCE_SECTION_T	sair	S+AIR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0306	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1458	G515-E0310	G515-S031	f66r	SOURCE_SECTION_T	shekey	SH+E+K+E+Y	1	[außen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S03	[außen]	im äußeren Zweig	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1459	G515-E0310	G515-S031	f66r	SOURCE_SECTION_T	shekey	SH+E+K+E+Y	2	[innen]	NON_NOMINAL_SCOPE	NOT_APPLICABLE	NON_NOMINAL_HOST	GDT572-S04	[innen]	im inneren Zweig	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1460	G515-E0311	G515-S031	f66r	SOURCE_SECTION_T	qokeedar	OK+EE+D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0310	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1461	G515-E0312	G515-S031	f66r	SOURCE_SECTION_T	okal	OK+AL	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0310	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1462	G515-E0321	G515-S036	f66r	SOURCE_SECTION_T	qokees	OK+EE+S	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0320	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1463	G515-E0321	G515-S036	f66r	SOURCE_SECTION_T	qokees	OK+EE+S	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0320	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1464	G515-E0322	G515-S036	f66r	SOURCE_SECTION_T	cheeo	CH+EE+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0320	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1465	G515-E0323	G515-S036	f66r	SOURCE_SECTION_T	okcho	OK+CH+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0320	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1466	G515-E0323	G515-S036	f66r	SOURCE_SECTION_T	okcho	OK+CH+O	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0320	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1467	G515-E0338	G515-S038	f66r	SOURCE_SECTION_T	ar	AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0336	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1468	G515-E0342	G515-S038	f66r	SOURCE_SECTION_T	qokar	OK+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0341	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1469	G515-E0352	G515-S041	f66r	SOURCE_SECTION_T	dyky	D_ADDR+Y+K+Y	1	[außen]	NOMINAL_ARGUMENT_SCOPE	Y	den laufenden Eintrag	GDT572-S01	den laufenden Eintrag [außen]	den äußeren laufenden Eintrag	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1470	G515-E0352	G515-S041	f66r	SOURCE_SECTION_T	dyky	D_ADDR+Y+K+Y	2	[innen]	NOMINAL_ARGUMENT_SCOPE	Y	den laufenden Eintrag	GDT572-S02	den laufenden Eintrag [innen]	den inneren laufenden Eintrag	GDT539_CURRENT4	NOT_APPLICABLE	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1471	G515-E0353	G515-S041	f66r	SOURCE_SECTION_T	chctho	CH+CH+T+O	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0352	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1472	G515-E0353	G515-S041	f66r	SOURCE_SECTION_T	chctho	CH+CH+T+O	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0352	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1473	G515-E0353	G515-S041	f66r	SOURCE_SECTION_T	chctho	CH+CH+T+O	3	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0352	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1474	G515-E0370	G515-S042	f66r	SOURCE_SECTION_T	shekair	SH+E+K+AIR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0369	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1475	G515-E0370	G515-S042	f66r	SOURCE_SECTION_T	shekair	SH+E+K+AIR	2	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0369	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
1476	G515-E0372	G515-S042	f66r	SOURCE_SECTION_T	dar	D_ADDR+AR	1	[wie zuvor]	INHERITED_ARGUMENT	Y	den laufenden Eintrag	GDT572-A01	den laufenden Eintrag [wie zuvor]	denselben laufenden Eintrag	GDT539_CURRENT4	G515-E0371	BRACKET_VOICE_ONLY__ROOTS_RECIPE_AND_BOUNDARY_UNCHANGED
