change_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	bracket_signature	bracket_occurrence_count	before_clause_de	after_clause_de	guard
978	G407-E4324	G407-S685	f89r	PHARMA	cheol	CH+E+O+L	[wie zuvor]	1	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm denselben Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
979	G407-E4338	G407-S685	f89r	PHARMA	dal	AL	[wie zuvor]	1	Im laufenden Gang wähle den Mengenwert [wie zuvor]; zum Zielgefäß.	Im laufenden Gang wähle denselben Mengenwert; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
980	G407-E4340	G407-S685	f89r	PHARMA	s	S	[wie zuvor]	1	Wähle den Mengenwert [wie zuvor].	Wähle denselben Mengenwert.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
981	G407-E4343	G407-S685	f89r	PHARMA	daiiin	DA+IIN	[wie zuvor]	1	Im laufenden Gang nimm den Drogenposten [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe.	Im laufenden Gang nimm denselben Drogenposten; auf der zweiten Stufe und auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
982	G407-E4347	G407-S685	f89r	PHARMA	cheol	CH+E+O+L	[wie zuvor]	1	Nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; auf Grad I und als Ausführung.	Nimm denselben Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
983	G407-E4349	G407-S685	f89r	PHARMA	qo	O	[wie zuvor]	1	Im laufenden Gang gib den Drogenposten [wie zuvor] zu; als Ausführung.	Im laufenden Gang gib denselben Drogenposten zu; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
984	G407-E4351	G407-S685	f89r	PHARMA	cheo	CH+E+O	[wie zuvor]	1	Nimm den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Nimm denselben Drogenposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
985	G407-E4352	G407-S685	f89r	PHARMA	loiiin	L+O+IIN	[wie zuvor]	1	Im laufenden Gang nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; als Ausführung und auf der bezeichneten Stufe.	Im laufenden Gang nimm denselben Drogenposten; über die Gefäßverbindung; als Ausführung und auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
986	G407-E4353	G407-S685	f89r	PHARMA	doigom	D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL	[wie zuvor]	1	Im laufenden Gang nimm den Drogenposten [wie zuvor]; als Ausführung und als Ausführung; an der bezeichneten Stelle, mit der lokalen Variante, mit der lokalen Variante und an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Drogenposten; als Ausführung und als Ausführung; an der bezeichneten Stelle, mit der lokalen Variante, mit der lokalen Variante und an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
987	G407-E4354	G407-S685	f89r	PHARMA	scheor	S+CH+E+O+R	[wie zuvor]|[wie zuvor]|[wie zuvor]	3	Wähle den Drogenposten [wie zuvor], nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Wähle denselben Drogenposten, nimm denselben Drogenposten und markiere denselben Drogenposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
988	G407-E4358	G407-S685	f89r	PHARMA	cheor	CH+E+O+R	[wie zuvor]|[wie zuvor]	2	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Nimm denselben Drogenposten und markiere denselben Drogenposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
989	G407-E4363	G407-S685	f89r	PHARMA	ycheary	CH+E+AR	[wie zuvor]	1	Nimm den Mengenwert [wie zuvor]; vom Ausgangsgefäß; auf Grad I.	Nimm denselben Mengenwert; vom Ausgangsgefäß; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
990	G407-E4370	G407-S685	f89r	PHARMA	cheor	CH+E+O+R	[wie zuvor]|[wie zuvor]	2	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Nimm denselben Drogenposten und markiere denselben Drogenposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
991	G407-E4371	G407-S685	f89r	PHARMA	okoiin	OK+O+IIN	[wie zuvor]	1	Setze den Drogenposten [wie zuvor] als Ansatz an; als Ausführung und auf der bezeichneten Stufe.	Setze denselben Drogenposten als Ansatz an; als Ausführung und auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
992	G407-E4374	G407-S685	f89r	PHARMA	cheor	CH+E+O+R	[wie zuvor]|[wie zuvor]	2	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.	Nimm denselben Drogenposten und markiere denselben Drogenposten; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
993	G407-E4377	G407-S685	f89r	PHARMA	cheal	AL	[wie zuvor]	1	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	Im laufenden Gang setze denselben Drogenposten als Ansatz an; zum Zielgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
994	G407-E4378	G407-S685	f89r	PHARMA	s	S	[wie zuvor]	1	Wähle den Drogenposten [wie zuvor].	Wähle denselben Drogenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
995	G407-E4380	G407-S685	f89r	PHARMA	ocheol	O+CH+E+O+L	[wie zuvor]	1	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; als Ausführung, auf Grad I und als Ausführung.	Nimm denselben Mengenwert; über die Gefäßverbindung; als Ausführung, auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
996	G407-E4381	G407-S685	f89r	PHARMA	soiiin	S+O+LOCAL_CHAR_I+IIN	[wie zuvor]	1	Wähle den Mengenwert [wie zuvor]; als Ausführung und auf der bezeichneten Stufe; mit der lokalen Variante.	Wähle denselben Mengenwert; als Ausführung und auf der bezeichneten Stufe; mit der lokalen Variante.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
997	G407-E4382	G407-S685	f89r	PHARMA	dair	D_ADDR+AIR	[wie zuvor]	1	Im laufenden Gang wähle den Mengenwert [wie zuvor]; entlang der Transferbahn; an der bezeichneten Stelle.	Im laufenden Gang wähle denselben Mengenwert; entlang der Transferbahn; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
998	G407-E4385	G407-S685	f89r	PHARMA	o	O	[wie zuvor]	1	Im laufenden Gang wähle den Mengenwert [wie zuvor]; als Ausführung.	Im laufenden Gang wähle denselben Mengenwert; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
999	G407-E4386	G407-S685	f89r	PHARMA	r	R	[wie zuvor]	1	Markiere den Mengenwert [wie zuvor].	Markiere denselben Mengenwert.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1000	G407-E4388	G407-S685	f89r	PHARMA	ar	AR	[wie zuvor]	1	Im laufenden Gang markiere den Drogenanteil [wie zuvor]; vom Ausgangsgefäß.	Im laufenden Gang markiere denselben Drogenanteil; vom Ausgangsgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1001	G407-E4396	G407-S685	f89r	PHARMA	okar	OK+AR	[wie zuvor]	1	Setze den Mengenwert [wie zuvor] als Ansatz an; vom Ausgangsgefäß.	Setze denselben Mengenwert als Ansatz an; vom Ausgangsgefäß.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1002	G407-E4397	G407-S685	f89r	PHARMA	dair	D_ADDR+AIR	[wie zuvor]	1	Im laufenden Gang setze den Mengenwert [wie zuvor] als Ansatz an; entlang der Transferbahn; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Mengenwert als Ansatz an; entlang der Transferbahn; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1003	G407-E4412	G407-S690	f95v	HERBAL	chdyty	CHD+Y+T+Y	[außen]|[innen]|[außen]|[innen]	4	Bearbeite den Pflanzenposten [außen] und den Pflanzenposten [innen] und stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	Bearbeite den äußeren Pflanzenposten und den inneren Pflanzenposten und stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1004	G407-E4420	G407-S690	f95v	HERBAL	shekoiin	SH+E+K+O+IIN	[wie zuvor]|[wie zuvor]	2	Halte den Arbeitswert [wie zuvor] und gib den Arbeitswert [wie zuvor] zu; auf Grad I, als Ausführung und auf der bezeichneten Stufe.	Halte denselben Arbeitswert und gib denselben Arbeitswert zu; auf Grad I, als Ausführung und auf der bezeichneten Stufe.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1005	G407-E4421	G407-S690	f95v	HERBAL	okar	OK+AR	[wie zuvor]	1	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Setze denselben Arbeitswert im Arbeitsgang an; vom Ausgangsmaterial.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1006	G407-E4425	G407-S690	f95v	HERBAL	okal	OK+AL	[wie zuvor]	1	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	Setze denselben Pflanzenposten im Arbeitsgang an; zur Zielstelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1007	G407-E4430	G407-S691	f95v	HERBAL	qokan	OK+AN	[wie zuvor]	1	Setze den Materialanteil [wie zuvor] im Arbeitsgang an; in der bezeichneten Klasse.	Setze denselben Materialanteil im Arbeitsgang an; in der bezeichneten Klasse.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1008	G407-E4431	G407-S691	f95v	HERBAL	shar	SH+AR	[wie zuvor]	1	Halte den Materialanteil [wie zuvor]; vom Ausgangsmaterial.	Halte denselben Materialanteil; vom Ausgangsmaterial.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1009	G407-E4436	G407-S692	f95v	HERBAL	s	S	[wie zuvor]	1	Wähle den Arbeitswert [wie zuvor].	Wähle denselben Arbeitswert.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1010	G407-E4437	G407-S692	f95v	HERBAL	tar	T+AR	[wie zuvor]	1	Stelle den Arbeitswert [wie zuvor] ein; vom Ausgangsmaterial.	Stelle denselben Arbeitswert ein; vom Ausgangsmaterial.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1011	G407-E4439	G407-S692	f95v	HERBAL	shos	SH+O+S	[wie zuvor]|[wie zuvor]	2	Halte den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; als Ausführung.	Halte denselben Pflanzenposten und wähle denselben Pflanzenposten; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1012	G407-E4441	G407-S692	f95v	HERBAL	okar	OK+AR	[wie zuvor]	1	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Setze denselben Arbeitswert im Arbeitsgang an; vom Ausgangsmaterial.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1013	G407-E4445	G407-S692	f95v	HERBAL	ar	AR	[wie zuvor]	1	Im laufenden Gang setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Im laufenden Gang setze denselben Arbeitswert im Arbeitsgang an; vom Ausgangsmaterial.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1014	G407-E4447	G407-S692	f95v	HERBAL	ykaly	Y+K+AL+Y	[außen]|[innen]	2	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu; zur Zielstelle.	Gib den äußeren Pflanzenposten und den inneren Pflanzenposten zu; zur Zielstelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1015	G407-E4448	G407-S692	f95v	HERBAL	chals	CH+AL+S	[wie zuvor]|[wie zuvor]	2	Nimm den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; zur Zielstelle.	Nimm denselben Pflanzenposten und wähle denselben Pflanzenposten; zur Zielstelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1016	G407-E4455	G407-S693	f95v	HERBAL	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Pflanzenposten im Arbeitsgang an; vom Ausgangsmaterial; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1017	G407-E4466	G407-S695	f95v	HERBAL	ar	AR	[wie zuvor]	1	Im laufenden Gang setze den Materialanteil [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Im laufenden Gang setze denselben Materialanteil im Arbeitsgang an; vom Ausgangsmaterial.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1018	G407-E4467	G407-S695	f95v	HERBAL	alfshed	AL+LOCAL_CHAR_F+SH+E+D_ADDR	[wie zuvor]	1	Halte den Materialanteil [wie zuvor]; zur Zielstelle; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	Halte denselben Materialanteil; zur Zielstelle; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1019	G407-E4470	G407-S695	f95v	HERBAL	qoksh	OK+SH	[wie zuvor]|[wie zuvor]	2	Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an und halte die Arbeitseinheit [wie zuvor].	Setze dieselbe Arbeitseinheit im Arbeitsgang an und halte dieselbe Arbeitseinheit.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1020	G407-E4476	G407-S696	f95v	HERBAL	ytchdy	Y+T+CHD+Y	[außen]|[innen]|[außen]|[innen]	4	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und bearbeite den Pflanzenposten [außen] und den Pflanzenposten [innen].	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein und bearbeite den äußeren Pflanzenposten und den inneren Pflanzenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1021	G407-E4477	G407-S696	f95v	HERBAL	qokar	OK+AR	[wie zuvor]	1	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Setze denselben Pflanzenposten im Arbeitsgang an; vom Ausgangsmaterial.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1022	G407-E4478	G407-S696	f95v	HERBAL	am	AM_ADDR	[wie zuvor]	1	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Pflanzenposten im Arbeitsgang an; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1023	G407-E4482	G407-S697	f95v	HERBAL	char	AR	[wie zuvor]	1	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Im laufenden Gang setze denselben Pflanzenposten im Arbeitsgang an; vom Ausgangsmaterial.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1024	G407-E4489	G407-S698	f95v	HERBAL	al	AL	[wie zuvor]	1	Im laufenden Gang stelle den Materialanteil [wie zuvor] ein; zur Zielstelle.	Im laufenden Gang stelle denselben Materialanteil ein; zur Zielstelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1025	G407-E4491	G407-S698	f95v	HERBAL	qokal	OK+AL	[wie zuvor]	1	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	Setze denselben Pflanzenposten im Arbeitsgang an; zur Zielstelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1026	G407-E4497	G407-S700	f95v	HERBAL	okarar	OK+AR+AR	[wie zuvor]|[außen]|[innen]	3	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial [außen] und vom Ausgangsmaterial [innen].	Setze denselben Pflanzenposten im Arbeitsgang an; vom Ausgangsmaterial im äußeren Zweig und vom Ausgangsmaterial im inneren Zweig.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1027	G407-E4498	G407-S700	f95v	HERBAL	yty	Y+T+Y	[außen]|[innen]	2	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1028	G407-E4504	G407-S702	f95v	HERBAL	tshdal	T+SH+D_ADDR+AL	[wie zuvor]|[wie zuvor]	2	Stelle den Pflanzenposten [wie zuvor] ein und halte den Pflanzenposten [wie zuvor]; zur Zielstelle; an der bezeichneten Stelle.	Stelle denselben Pflanzenposten ein und halte denselben Pflanzenposten; zur Zielstelle; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1029	G407-E4509	G407-S704	f95v	HERBAL	chefar	CH+E+LOCAL_CHAR_F+AR	[wie zuvor]	1	Nimm den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	Nimm denselben Pflanzenposten; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1030	G407-E4512	G407-S705	f95v	HERBAL	shedar	SH+E+D_ADDR+AR	[wie zuvor]	1	Halte den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	Halte denselben Pflanzenposten; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1031	G407-E4513	G407-S705	f95v	HERBAL	chdam	CHD+AM_ADDR	[wie zuvor]	1	Bearbeite den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	Bearbeite denselben Pflanzenposten; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1032	G407-E4516	G407-S705	f95v	HERBAL	qokar	OK+AR	[wie zuvor]	1	Setze den Materialanteil [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Setze denselben Materialanteil im Arbeitsgang an; vom Ausgangsmaterial.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1033	G407-E4519	G407-S705	f95v	HERBAL	tar	T+AR	[wie zuvor]	1	Stelle den Pflanzenposten [wie zuvor] ein; vom Ausgangsmaterial.	Stelle denselben Pflanzenposten ein; vom Ausgangsmaterial.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1034	G407-E4526	G407-S707	f95v	HERBAL	sheos	SH+E+O+S	[wie zuvor]|[wie zuvor]	2	Halte den Materialanteil [wie zuvor] und wähle den Materialanteil [wie zuvor]; auf Grad I und als Ausführung.	Halte denselben Materialanteil und wähle denselben Materialanteil; auf Grad I und als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1035	G407-E4529	G407-S707	f95v	HERBAL	chtal	CH+T+AL	[wie zuvor]|[wie zuvor]	2	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein; zur Zielstelle.	Nimm denselben Arbeitswert und stelle denselben Arbeitswert ein; zur Zielstelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1036	G407-E4530	G407-S707	f95v	HERBAL	dar	D_ADDR+AR	[wie zuvor]	1	Im laufenden Gang stelle den Arbeitswert [wie zuvor] ein; vom Ausgangsmaterial; an der bezeichneten Stelle.	Im laufenden Gang stelle denselben Arbeitswert ein; vom Ausgangsmaterial; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1037	G407-E4536	G407-S709	f95v	HERBAL	k	K	[wie zuvor]	1	Gib den Arbeitswert [wie zuvor] zu.	Gib denselben Arbeitswert zu.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1038	G407-E4538	G407-S709	f95v	HERBAL	kshed	K+SH+E+D_ADDR	[wie zuvor]|[wie zuvor]	2	Gib den Arbeitswert [wie zuvor] zu und halte den Arbeitswert [wie zuvor]; auf Grad I; an der bezeichneten Stelle.	Gib denselben Arbeitswert zu und halte denselben Arbeitswert; auf Grad I; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1039	G407-E4539	G407-S709	f95v	HERBAL	qokeeod	OK+EE+O+D_ADDR	[wie zuvor]	1	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II und als Ausführung; an der bezeichneten Stelle.	Setze denselben Arbeitswert im Arbeitsgang an; auf Grad II und als Ausführung; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1040	G407-E4542	G407-S709	f95v	HERBAL	qoko	OK+O	[wie zuvor]	1	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; als Ausführung.	Setze denselben Pflanzenposten im Arbeitsgang an; als Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1041	G407-E4547	G407-S710	f95v	HERBAL	k	K	[wie zuvor]	1	Gib den Pflanzenposten [wie zuvor] zu.	Gib denselben Pflanzenposten zu.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1042	G407-E4552	G407-S711	f95v	HERBAL	pshedar	P+SH+E+D_ADDR+AR	[wie zuvor]|[wie zuvor]	2	Setze den Arbeitswert [wie zuvor] ein und halte den Arbeitswert [wie zuvor]; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	Setze denselben Arbeitswert ein und halte denselben Arbeitswert; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1043	G407-E4560	G407-S713	f95v	HERBAL	tshes	T+SH+E+S	[wie zuvor]|[wie zuvor]|[wie zuvor]	3	Stelle den Materialanteil [wie zuvor] ein, halte den Materialanteil [wie zuvor] und wähle den Materialanteil [wie zuvor]; auf Grad I.	Stelle denselben Materialanteil ein, halte denselben Materialanteil und wähle denselben Materialanteil; auf Grad I.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1044	G407-E4563	G407-S713	f95v	HERBAL	s	S	[wie zuvor]	1	Wähle den Pflanzenposten [wie zuvor].	Wähle denselben Pflanzenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1045	G407-E4571	G407-S714	f95v	HERBAL	dal	AL	[wie zuvor]	1	Im laufenden Gang bearbeite den Arbeitswert [wie zuvor]; zur Zielstelle.	Im laufenden Gang bearbeite denselben Arbeitswert; zur Zielstelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1046	G407-E4572	G407-S714	f95v	HERBAL	lshee	L+SH+EE	[wie zuvor]	1	Halte den Arbeitswert [wie zuvor]; über die Verbindung im Pflanzenartikel; auf Grad II.	Halte denselben Arbeitswert; über die Verbindung im Pflanzenartikel; auf Grad II.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1047	G515-E0007	G515-S002	f4r	HERBAL	doiin	D_ADDR+O+IIN	[wie zuvor]	1	Im laufenden Satz halte den Pflanzenposten [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	Im laufenden Satz halte denselben Pflanzenposten; zur Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1048	G515-E0009	G515-S002	f4r	HERBAL	ytoy	Y+T+O+Y	[außen]|[innen]	2	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein; zur Ausführung.	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein; zur Ausführung.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1049	G515-E0016	G515-S002	f4r	HERBAL	s	S	[wie zuvor]	1	Wähle den Arbeitswert [wie zuvor].	Wähle denselben Arbeitswert.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1050	G515-E0018	G515-S002	f4r	HERBAL	chom	HO+M_LOCAL	[wie zuvor]	1	Im laufenden Satz nimm den Arbeitswert [wie zuvor]; in der bezeichneten Klasse und an der bezeichneten Stelle.	Im laufenden Satz nimm denselben Arbeitswert; in der bezeichneten Klasse und an der bezeichneten Stelle.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1051	G515-E0028	G515-S002	f4r	HERBAL	yty	Y+T+Y	[außen]|[innen]	2	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	Stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
1052	G515-E0037	G515-S004	f4r	HERBAL	shytchy	SH+Y+T+CH+Y	[außen]|[innen]|[außen]|[innen]|[außen]|[innen]	6	Halte den Pflanzenposten [außen] und den Pflanzenposten [innen], stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen].	Halte den äußeren Pflanzenposten und den inneren Pflanzenposten, stelle den äußeren Pflanzenposten und den inneren Pflanzenposten ein und nimm den äußeren Pflanzenposten und den inneren Pflanzenposten.	ALL_BRACKETS_NATURALIZED__SEMANTIC_ROOTS_UNCHANGED
