group_serial	diagram_id	page	locus	opaque_local_id	visible_owner	visible_surface	namespace_id	local_content_class	detected_literal_atoms	detected_cues	covered_characters	residual_pattern	transfer_class	exact_prose_master_card_id	exact_prose_short_default_de	forward_prediction	forward_predicted_reading_de	existing_astro_component_parse	existing_astro_reading_de	cross_register_reading_de	orientation_rule	crosspage_rule
337	A3	f69v	f69v.3	A3:G082	A3_RIGHT_WHEEL_RING_TEXT	chdy	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	CHD	CHD=chd@0-3	3/4	···y	EXACT_PROSE_SURFACE	MC074	laufenden Posten umsetzen	NONE	NONE	auf den bezeichneten Diagrammplatz uebertragen	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: auf den bezeichneten Diagrammplatz uebertragen.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: auf den bezeichneten Diagrammplatz uebertragen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
338	A3	f69v	f69v.3	A3:G083	A3_RIGHT_WHEEL_RING_TEXT	otoar	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	OT+AR	OT=ot@0-2|AR=ar@3-5	4/5	··o··	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
339	A3	f69v	f69v.3	A3:G084	A3_RIGHT_WHEEL_RING_TEXT	ar	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	AR	AR=ar@0-2	2/2	··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
340	A3	f69v	f69v.3	A3:G085	A3_RIGHT_WHEEL_RING_TEXT	chy	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	NONE	NONE	0/3	chy	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
341	A3	f69v	f69v.3	A3:G086	A3_RIGHT_WHEEL_RING_TEXT	qoteor	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	OT+OR	OT=ot@1-3|OR=or@4-6	4/6	q··e··	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest q/e.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest q/e.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
342	A3	f69v	f69v.3	A3:G087	A3_RIGHT_WHEEL_RING_TEXT	cho	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	HO	HO=cho@0-3	3/3	···	EXACT_PROSE_SURFACE	MC034	Zutat	NONE	NONE	Eingangsobjekt oder Eingangsbedingung	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Eingangsobjekt oder Eingangsbedingung.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Eingangsobjekt oder Eingangsbedingung.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
343	A3	f69v	f69v.3	A3:G088	A3_RIGHT_WHEEL_RING_TEXT	qotair	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	OT+AIR	OT=ot@1-3|AIR=air@3-6	5/6	q·····	FORWARD_PREDICTED_EXACT	NONE	NONE	OT+AIR	nächsten Wasserlauf nehmen	naechster Platz oder folgende Bedingung + Himmels-, Ring- oder Zeigerlauf	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest q.	A3_RIGHT_WHEEL_RING_TEXT: nächsten Wasserlauf nehmen als Himmels-/Kalenderwert	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
344	A3	f69v	f69v.3	A3:G089	A3_RIGHT_WHEEL_RING_TEXT	chda	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	CHD	CHD=chd@0-3	3/4	···a	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Wert oder Platzbezug uebertragen	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Wert oder Platzbezug uebertragen; lokaler Namensrest a.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Wert oder Platzbezug uebertragen; lokaler Namensrest a.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
345	A3	f69v	f69v.3	A3:G090	A3_RIGHT_WHEEL_RING_TEXT	oteeal	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	OT+AL	OT=ot@0-2|AL=al@4-6	4/6	··ee··	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
346	A3	f69v	f69v.3	A3:G091	A3_RIGHT_WHEEL_RING_TEXT	cheor	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	CHEO	CHEO=cheo@0-4	4/5	····r	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Bedingungs-, Tabellen- oder Wahlansatz	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
347	A3	f69v	f69v.3	A3:G092	A3_RIGHT_WHEEL_RING_TEXT	ar	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	AR	AR=ar@0-2	2/2	··	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Ausgangssektor, Ursprung oder Bezugswert	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
348	A3	f69v	f69v.3	A3:G093	A3_RIGHT_WHEEL_RING_TEXT	air	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	AIR	AIR=air@0-3	3/3	···	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmels-, Ring- oder Zeigerlauf	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
349	A3	f69v	f69v.3	A3:G094	A3_RIGHT_WHEEL_RING_TEXT	oteody	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	OT	OT=ot@0-2	2/6	··eody	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	naechster Platz oder folgende Bedingung	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest eody.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest eody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
350	A3	f69v	f69v.3	A3:G095	A3_RIGHT_WHEEL_RING_TEXT	ytyd	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	TY	TY=ty@1-3	2/4	y··d	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Teilsektor oder Untereintrag	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Teilsektor oder Untereintrag; lokaler Namensrest y/d.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Teilsektor oder Untereintrag; lokaler Namensrest y/d.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
351	A3	f69v	f69v.3	A3:G096	A3_RIGHT_WHEEL_RING_TEXT	a	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	NONE	NONE	0/1	a	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A3_RIGHT_WHEEL_RING_TEXT: Hauptwert.	A3_RIGHT_WHEEL_RING_TEXT: Hauptwert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
352	A3	f69v	f69v.3	A3:G097	A3_RIGHT_WHEEL_RING_TEXT	dchy	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	NONE	NONE	0/4	dchy	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A3_RIGHT_WHEEL_RING_TEXT: fester Zustand.	A3_RIGHT_WHEEL_RING_TEXT: fester Zustand.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
353	A3	f69v	f69v.3	A3:G098	A3_RIGHT_WHEEL_RING_TEXT	otoly	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	OT+OL	OT=ot@0-2|OL=ol@2-4	4/5	····y	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
354	A3	f69v	f69v.3	A3:G099	A3_RIGHT_WHEEL_RING_TEXT	okeodal	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	OK+AL	OK=ok@0-2|AL=al@5-7	4/7	··eod··	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest eod.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest eod.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
355	A3	f69v	f69v.3	A3:G100	A3_RIGHT_WHEEL_RING_TEXT	oteoarar	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	OT+AR+AR	OT=ot@0-2|AR=ar@4-6|AR=ar@6-8	6/8	··eo····	NEW_MULTI_ATOM_CANDIDATE	NONE	NONE	NONE	NONE	naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert + Ausgangssektor, Ursprung oder Bezugswert	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest eo.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest eo.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
356	A3	f69v	f69v.3	A3:G101	A3_RIGHT_WHEEL_RING_TEXT	cheteeser	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	NONE	NONE	0/9	cheteeser	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	lange oder volle Diagrammstufe	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest chet/ser.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest chet/ser.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
357	A3	f69v	f69v.3	A3:G102	A3_RIGHT_WHEEL_RING_TEXT	dair	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	AIR	AIR=air@1-4	3/4	d···	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmels-, Ring- oder Zeigerlauf	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
358	A3	f69v	f69v.3	A3:G103	A3_RIGHT_WHEEL_RING_TEXT	chey	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	NONE	NONE	0/4	chey	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
359	A3	f69v	f69v.3	A3:G104	A3_RIGHT_WHEEL_RING_TEXT	okody	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	OK	OK=ok@0-2	2/5	··ody	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
360	A3	f69v	f69v.3	A3:G105	A3_RIGHT_WHEEL_RING_TEXT	dal	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	AL	AL=al@1-3	2/3	d··	EXACT_PROSE_SURFACE	MC154	dorthin	NONE	NONE	zum bezeichneten Zielplatz	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
361	A3	f69v	f69v.3	A3:G106	A3_RIGHT_WHEEL_RING_TEXT	oteey	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	OT	OT=ot@0-2	2/5	··eey	EXACT_PROSE_SURFACE	MC063	langer Folgeposten	NONE	NONE	naechster Diagrammposten in langer Stufe	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
362	A3	f69v	f69v.3	A3:G107	A3_RIGHT_WHEEL_RING_TEXT	oteey	F69_RIGHT_WHEEL_NS	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	OT	OT=ot@0-2	2/5	··eey	EXACT_PROSE_SURFACE	MC063	langer Folgeposten	NONE	NONE	naechster Diagrammposten in langer Stufe	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
363	A3	f69v	f69v.4	A3:G108	A3_LEFT_RADIAL_SLOT_01	okeey	F69_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	OK	OK=ok@0-2	2/5	··eey	EXACT_PROSE_SURFACE	MC002	länger ansetzen	NONE	NONE	in langer Stufe setzen	Radstelle A3_LEFT_RADIAL_SLOT_01: in langer Stufe setzen.	Radstelle A3_LEFT_RADIAL_SLOT_01: in langer Stufe setzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
364	A3	f69v	f69v.4	A3:G109	A3_LEFT_RADIAL_SLOT_01	sar	F69_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	AR	AR=ar@1-3	2/3	s··	EXACT_PROSE_SURFACE	MC055	aus dem Ansatz	NONE	NONE	vom bezeichneten Ausgangsplatz	Radstelle A3_LEFT_RADIAL_SLOT_01: vom bezeichneten Ausgangsplatz.	Radstelle A3_LEFT_RADIAL_SLOT_01: vom bezeichneten Ausgangsplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
365	A3	f69v	f69v.5	A3:G110	A3_LEFT_RADIAL_SLOT_02	okeo	F69_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	OK	OK=ok@0-2	2/4	··eo	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren	Radstelle A3_LEFT_RADIAL_SLOT_02: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.	Radstelle A3_LEFT_RADIAL_SLOT_02: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
366	A3	f69v	f69v.5	A3:G111	A3_LEFT_RADIAL_SLOT_02	dy	F69_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	NONE	NONE	0/2	dy	EXACT_PROSE_SURFACE	MC123	dieser Posten	NONE	NONE	dieser lokale Diagrammposten	Radstelle A3_LEFT_RADIAL_SLOT_02: dieser lokale Diagrammposten.	Radstelle A3_LEFT_RADIAL_SLOT_02: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
367	A3	f69v	f69v.6	A3:G112	A3_LEFT_RADIAL_SLOT_03	ochoyk	F69_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	HO	HO=cho@1-4	3/6	o···yk	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Himmelsobjekt oder Eingangsbedingung	Radstelle A3_LEFT_RADIAL_SLOT_03: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oc/yk.	Radstelle A3_LEFT_RADIAL_SLOT_03: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oc/yk.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
368	A3	f69v	f69v.7	A3:G113	A3_LEFT_RADIAL_SLOT_04	ykeey	F69_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	NONE	NONE	0/5	ykeey	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	lange oder volle Diagrammstufe	Radstelle A3_LEFT_RADIAL_SLOT_04: lange oder volle Diagrammstufe; lokaler Namensrest yk/y.	Radstelle A3_LEFT_RADIAL_SLOT_04: lange oder volle Diagrammstufe; lokaler Namensrest yk/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
369	A3	f69v	f69v.8	A3:G114	A3_LEFT_RADIAL_SLOT_05	ytory	F69_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	OR	OR=or@2-4	2/5	yt··y	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Bedingungs-, Tabellen- oder Wahlansatz	Radstelle A3_LEFT_RADIAL_SLOT_05: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt/y.	Radstelle A3_LEFT_RADIAL_SLOT_05: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
370	A3	f69v	f69v.9	A3:G115	A3_LEFT_RADIAL_SLOT_06	oeesy	F69_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	NONE	NONE	0/5	oeesy	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	lange oder volle Diagrammstufe	Radstelle A3_LEFT_RADIAL_SLOT_06: lange oder volle Diagrammstufe; lokaler Namensrest o/sy.	Radstelle A3_LEFT_RADIAL_SLOT_06: lange oder volle Diagrammstufe; lokaler Namensrest o/sy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
371	A3	f69v	f69v.10	A3:G116	A3_LEFT_RADIAL_SLOT_07	ytody	F69_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	NONE	NONE	0/5	ytody	LOCAL_ASTRO_NOMENCLATOR	NONE	NONE	NONE	NONE	gelerntes lokales Namen- oder Wertsegment	A3_LEFT_RADIAL_SLOT_07: Platz fest eingetragen.	A3_LEFT_RADIAL_SLOT_07: Platz fest eingetragen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
372	A3	f69v	f69v.11	A3:G117	A3_LEFT_RADIAL_SLOT_08	okody	F69_LEFT_WHEEL_NS	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	OK	OK=ok@0-2	2/5	··ody	SINGLE_CUE_LOCAL_VALUE	NONE	NONE	NONE	NONE	Diagrammposten setzen oder aktivieren	Radstelle A3_LEFT_RADIAL_SLOT_08: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.	Radstelle A3_LEFT_RADIAL_SLOT_08: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
