running_event_ordinal	event_id	statement_id	physical_page	register	owner_de	locus	card_ordinal_in_statement	surface	component_recipe	action_heads_de	active_head_before_de	arguments_de	relations_de	grades_de	sequence_de	local_channels_de	binding_trace_de	active_head_after_de	closes_gang	duplicate_rule	scope_status
3443	P1003-E0442	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.8	4	qoeey	O+EE+Y	NONE	NEHMEN	AKTIVER POSTEN	NONE	AUSFÜHRUNG+GRAD II	NONE	NONE	AUSFÜHRUNG→NEHMEN | GRAD II→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3444	P1003-E0443	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.8	5	key	K+E+Y	GEBEN	NEHMEN	AKTIVER POSTEN	NONE	GRAD I	NONE	NONE	GEBEN=KOPF | GRAD I→GEBEN | AKTIVER POSTEN→GEBEN	GEBEN	NO	NONE	SELF_CONTAINED
3445	P1003-E0444	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.8	6	cheokam	CH+E+O+K+AM_ADDR	NEHMEN+GEBEN	GEBEN	NONE	NONE	GRAD I+AUSFÜHRUNG	NONE	HIER	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→GEBEN | GEBEN=KOPF | HIER→BESITZER	NEHMEN	NO	NONE	SELF_CONTAINED
3446	P1003-E0445	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.9	7	choeey	HO+EE+Y	NONE	NEHMEN	AKTIVER POSTEN	NONE	GRAD II	NONE	KLASSE	KLASSE→BESITZER | GRAD II→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3447	P1003-E0446	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.9	8	keeod	K+EE+O+D_ADDR	GEBEN	NEHMEN	NONE	NONE	GRAD II+AUSFÜHRUNG	NONE	HIER	GEBEN=KOPF | GRAD II→GEBEN | AUSFÜHRUNG→GEBEN | HIER→BESITZER	GEBEN	NO	NONE	SELF_CONTAINED
3448	P1003-E0447	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.9	9	y	Y	NONE	GEBEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
3449	P1003-E0448	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.9	10	s	S	WÄHLEN	GEBEN	NONE	NONE	NONE	NONE	NONE	WÄHLEN=KOPF	WÄHLEN	NO	NONE	SELF_CONTAINED
3450	P1003-E0449	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.9	11	aiin	AIIN	NONE	WÄHLEN	WERT	NONE	NONE	NONE	NONE	WERT→WÄHLEN	WÄHLEN	NO	NONE	CARRIED_SCOPE
3451	P1003-E0450	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.9	12	chody	CH+O+D_ADDR+Y	NEHMEN	WÄHLEN	AKTIVER POSTEN	NONE	AUSFÜHRUNG	NONE	HIER	NEHMEN=KOPF | AUSFÜHRUNG→NEHMEN | HIER→BESITZER | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
3452	P1003-E0451	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.9	13	okearcheol	OK+E+AR+CH+E+O+L	SETZEN+NEHMEN	NEHMEN	NONE	AUSGANG+VERBINDUNG	GRAD I+GRAD I+AUSFÜHRUNG	NONE	NONE	SETZEN=KOPF | GRAD I→SETZEN | AUSGANG→SETZEN | NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | VERBINDUNG→NEHMEN	SETZEN	NO	NONE	SELF_CONTAINED
3453	P1003-E0452	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.9	14	archeey	AR+CH+EE+Y	NEHMEN	SETZEN	AKTIVER POSTEN	AUSGANG	GRAD II	NONE	NONE	AUSGANG→SETZEN | NEHMEN=KOPF | GRAD II→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3454	P1003-E0453	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.9	15	sairal	S+AIR+AL	WÄHLEN	NEHMEN	NONE	LAUF+ZIELORT	NONE	NONE	NONE	WÄHLEN=KOPF | LAUF→WÄHLEN | ZIELORT→WÄHLEN	WÄHLEN	NO	NONE	SELF_CONTAINED
3455	P1003-E0454	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.10	16	dar	D_ADDR+AR	NONE	WÄHLEN	NONE	AUSGANG	NONE	NONE	HIER	HIER→BESITZER | AUSGANG→WÄHLEN	WÄHLEN	NO	NONE	CARRIED_SCOPE
3456	P1003-E0455	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.10	17	cheorol	CH+E+O+R+OL	NEHMEN+MARKIEREN	WÄHLEN	NONE	NONE	GRAD I+AUSFÜHRUNG	FORTSETZEN	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→MARKIEREN | MARKIEREN=KOPF | FORTSETZEN→WÄHLEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3457	P1003-E0456	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.10	18	chekol	CH+K+OL	NEHMEN+GEBEN	NEHMEN	NONE	NONE	NONE	FORTSETZEN	NONE	NEHMEN=KOPF | GEBEN=KOPF | FORTSETZEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3458	P1003-E0457	P1009-S596	f88v	PHARMA	erste Gefaess-/Zutatengruppe	f88v.10	19	daraly	D_ADDR+AR+AL+Y	NONE	NEHMEN	AKTIVER POSTEN	AUSGANG+ZIELORT	NONE	NONE	HIER	HIER→BESITZER | AUSGANG→NEHMEN | ZIELORT→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3459	P1003-E0462	P1009-S597	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.15	1	kosholdy	K+O+SH+OL+DY	GEBEN+HALTEN	NONE	NONE	NONE	AUSFÜHRUNG	FORTSETZEN	NONE	GEBEN=KOPF | AUSFÜHRUNG→GEBEN | HALTEN=KOPF | FORTSETZEN→HALTEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
3460	P1003-E0463	P1009-S598	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.15	1	qotody	OT+O+DY	NONE	NONE	NONE	NONE	AUSFÜHRUNG	DANACH	NONE	DANACH→LOKALE HANDLUNG | AUSFÜHRUNG→LOKALE HANDLUNG | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
3461	P1003-E0464	P1009-S599	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.15	1	opykey	O+P+Y+K+E+Y	EINSETZEN+GEBEN	NONE	AKTIVER POSTEN+AKTIVER POSTEN	NONE	AUSFÜHRUNG+GRAD I	NONE	NONE	AUSFÜHRUNG→EINSETZEN | EINSETZEN=KOPF | AKTIVER POSTEN→EINSETZEN | GEBEN=KOPF | GRAD I→GEBEN | AKTIVER POSTEN→GEBEN	EINSETZEN	NO	NONE	SELF_CONTAINED
3462	P1003-E0465	P1009-S599	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.15	2	oldaiin	OL+D_ADDR+AIIN	NONE	EINSETZEN	WERT	NONE	NONE	FORTSETZEN	HIER	FORTSETZEN→EINSETZEN | HIER→BESITZER | WERT→EINSETZEN	EINSETZEN	NO	NONE	CARRIED_SCOPE
3463	P1003-E0466	P1009-S599	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.15	3	qoteody	OT+E+O+DY	NONE	EINSETZEN	NONE	NONE	GRAD I+AUSFÜHRUNG	DANACH	NONE	DANACH→EINSETZEN | GRAD I→EINSETZEN | AUSFÜHRUNG→EINSETZEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
3464	P1003-E0467	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.15	1	yfolaiin	Y+LOCAL_CHAR_F+OL+AIIN	NONE	NONE	AKTIVER POSTEN+WERT	NONE	NONE	FORTSETZEN	HIER	AKTIVER POSTEN→HALTEN | HIER→BESITZER | FORTSETZEN→HALTEN | WERT→HALTEN	NONE	NO	NONE	CARRIED_SCOPE
3465	P1003-E0468	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.15	2	oraiin	OR+AIIN	NONE	NONE	EINHEIT+WERT	NONE	NONE	NONE	NONE	EINHEIT→HALTEN | WERT→HALTEN	NONE	NO	NONE	CARRIED_SCOPE
3466	P1003-E0469	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.16	3	ysheod	Y+SH+E+O+D_ADDR	HALTEN	NONE	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG	NONE	HIER	AKTIVER POSTEN→HALTEN | HALTEN=KOPF | GRAD I→HALTEN | AUSFÜHRUNG→HALTEN | HIER→BESITZER	HALTEN	NO	NONE	SELF_CONTAINED
3467	P1003-E0470	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.16	4	sheo	SH+E+O	HALTEN	HALTEN	NONE	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | AUSFÜHRUNG→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
3468	P1003-E0471	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.16	5	sheody	SH+E+O+D_ADDR+Y	HALTEN	HALTEN	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG	NONE	HIER	HALTEN=KOPF | GRAD I→HALTEN | AUSFÜHRUNG→HALTEN | HIER→BESITZER | AKTIVER POSTEN→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
3469	P1003-E0472	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.16	6	qokeody	OK+E+O+D_ADDR+Y	SETZEN	HALTEN	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG	NONE	HIER	SETZEN=KOPF | GRAD I→SETZEN | AUSFÜHRUNG→SETZEN | HIER→BESITZER | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
3470	P1003-E0473	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.16	7	qoky	OK+Y	SETZEN	SETZEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	SETZEN=KOPF | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
3471	P1003-E0474	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.16	8	chees	SH+EE+S_ADDR	HALTEN	SETZEN	NONE	NONE	GRAD II	NONE	HIER	HALTEN=KOPF | GRAD II→HALTEN | HIER→BESITZER	HALTEN	NO	NONE	SELF_CONTAINED
3472	P1003-E0475	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.16	9	cheody	CH+E+O+Y	NEHMEN	HALTEN	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
3473	P1003-E0476	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.16	10	qokeody	OK+E+O+D_ADDR+Y	SETZEN	NEHMEN	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG	NONE	HIER	SETZEN=KOPF | GRAD I→SETZEN | AUSFÜHRUNG→SETZEN | HIER→BESITZER | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
3474	P1003-E0477	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.16	11	dal	AL	NONE	SETZEN	NONE	ZIELORT	NONE	NONE	NONE	ZIELORT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
3475	P1003-E0478	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.17	12	qokeey	OK+EE+Y	SETZEN	SETZEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
3476	P1003-E0479	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.17	13	qokeody	OK+E+O+D_ADDR+Y	SETZEN	SETZEN	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG	NONE	HIER	SETZEN=KOPF | GRAD I→SETZEN | AUSFÜHRUNG→SETZEN | HIER→BESITZER | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
3477	P1003-E0480	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.17	14	chor	CH+OR	NEHMEN	SETZEN	EINHEIT	NONE	NONE	NONE	NONE	NEHMEN=KOPF | EINHEIT→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
3478	P1003-E0481	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.17	15	oteody	OT+E+O+Y	NONE	NEHMEN	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG	DANACH	NONE	DANACH→NEHMEN | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3479	P1003-E0482	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.17	16	qockhol	CARRIER_Q+O+CH+K+OL	NEHMEN+GEBEN	NONE	NONE	NONE	AUSFÜHRUNG	FORTSETZEN	NONE	BEGINNMARKER→GANG | AUSFÜHRUNG→NEHMEN | NEHMEN=KOPF | GEBEN=KOPF | FORTSETZEN→SETZEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3480	P1003-E0483	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.17	17	okol	OK+OL	SETZEN	NEHMEN	NONE	NONE	NONE	FORTSETZEN	NONE	SETZEN=KOPF | FORTSETZEN→NEHMEN	SETZEN	NO	NONE	CARRIED_SCOPE
3481	P1003-E0484	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.17	18	cheedy	CH+EE+D_ADDR+Y	NEHMEN	SETZEN	AKTIVER POSTEN	NONE	GRAD II	NONE	HIER	NEHMEN=KOPF | GRAD II→NEHMEN | HIER→BESITZER | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
3482	P1003-E0485	P1009-S600	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.17	19	qokody	OK+O+DY	SETZEN	NEHMEN	NONE	NONE	AUSFÜHRUNG	NONE	NONE	SETZEN=KOPF | AUSFÜHRUNG→SETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
3483	P1003-E0486	P1009-S601	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.18	1	ykeeor	Y+K+EE+OR	GEBEN	NONE	AKTIVER POSTEN+EINHEIT	NONE	GRAD II	NONE	NONE	AKTIVER POSTEN→GEBEN | GEBEN=KOPF | GRAD II→GEBEN | EINHEIT→GEBEN	GEBEN	NO	NONE	SELF_CONTAINED
3484	P1003-E0487	P1009-S601	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.18	2	chockhy	HO+CH+K+Y	NEHMEN+GEBEN	GEBEN	AKTIVER POSTEN	NONE	NONE	NONE	KLASSE	KLASSE→BESITZER | NEHMEN=KOPF | GEBEN=KOPF | AKTIVER POSTEN→GEBEN	NEHMEN	NO	NONE	SELF_CONTAINED
3485	P1003-E0488	P1009-S601	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.18	3	otol	OT+OL	NONE	NEHMEN	NONE	NONE	NONE	DANACH+FORTSETZEN	NONE	DANACH→NEHMEN | FORTSETZEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3486	P1003-E0489	P1009-S601	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.18	4	cheeol	SH+EE+OL	HALTEN	NEHMEN	NONE	NONE	GRAD II	FORTSETZEN	NONE	HALTEN=KOPF | GRAD II→HALTEN | FORTSETZEN→NEHMEN	HALTEN	NO	NONE	CARRIED_SCOPE
3487	P1003-E0490	P1009-S601	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.18	5	cheody	CH+E+O+Y	NEHMEN	HALTEN	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
3488	P1003-E0491	P1009-S601	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.18	6	qotody	OT+O+DY	NONE	NEHMEN	NONE	NONE	AUSFÜHRUNG	DANACH	NONE	DANACH→NEHMEN | AUSFÜHRUNG→NEHMEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
3489	P1003-E0492	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.18	1	soteol	S+OT+E+OL	WÄHLEN	NONE	NONE	NONE	GRAD I	DANACH+FORTSETZEN	NONE	WÄHLEN=KOPF | DANACH→NEHMEN | GRAD I→WÄHLEN | FORTSETZEN→NEHMEN	WÄHLEN	NO	NONE	CARRIED_SCOPE
3490	P1003-E0493	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.18	2	chotam	CH+OT+AM_ADDR	NEHMEN	WÄHLEN	NONE	NONE	NONE	DANACH	HIER	NEHMEN=KOPF | DANACH→WÄHLEN | HIER→BESITZER	NEHMEN	NO	NONE	CARRIED_SCOPE
3491	P1003-E0494	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.19	3	odaiin	O+D_ADDR+AIIN	NONE	NEHMEN	WERT	NONE	AUSFÜHRUNG	NONE	HIER	AUSFÜHRUNG→NEHMEN | HIER→BESITZER | WERT→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3492	P1003-E0495	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.19	4	sheo	SH+E+O	HALTEN	NEHMEN	NONE	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	HALTEN=KOPF | GRAD I→HALTEN | AUSFÜHRUNG→HALTEN	HALTEN	NO	NONE	SELF_CONTAINED
3493	P1003-E0496	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.19	5	ol	OL	NONE	HALTEN	NONE	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→HALTEN	HALTEN	NO	NONE	CARRIED_SCOPE
3494	P1003-E0497	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.19	6	qokeey	OK+EE+Y	SETZEN	HALTEN	AKTIVER POSTEN	NONE	GRAD II	NONE	NONE	SETZEN=KOPF | GRAD II→SETZEN | AKTIVER POSTEN→SETZEN	SETZEN	NO	NONE	SELF_CONTAINED
3495	P1003-E0498	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.19	7	olaiin	OL+AIIN	NONE	SETZEN	WERT	NONE	NONE	FORTSETZEN	NONE	FORTSETZEN→SETZEN | WERT→SETZEN	SETZEN	NO	NONE	CARRIED_SCOPE
3496	P1003-E0499	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.19	8	cheody	CH+E+O+Y	NEHMEN	SETZEN	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
3497	P1003-E0500	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.19	9	chocthey	CH+O+CH+T+E+Y	NEHMEN+NEHMEN+EINSTELLEN	NEHMEN	AKTIVER POSTEN	NONE	AUSFÜHRUNG+GRAD I	NONE	NONE	NEHMEN=KOPF | AUSFÜHRUNG→NEHMEN | NEHMEN=KOPF | EINSTELLEN=KOPF | GRAD I→EINSTELLEN | AKTIVER POSTEN→EINSTELLEN	NEHMEN	NO	NONE	SELF_CONTAINED
3498	P1003-E0501	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.19	10	oteody	OT+E+O+Y	NONE	NEHMEN	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG	DANACH	NONE	DANACH→NEHMEN | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3499	P1003-E0502	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.19	11	dy	Y	NONE	NEHMEN	AKTIVER POSTEN	NONE	NONE	NONE	NONE	AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3500	P1003-E0503	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.20	12	sqokeodaiin	S+OK+E+O+D_ADDR+AIIN	WÄHLEN+SETZEN	NEHMEN	WERT	NONE	GRAD I+AUSFÜHRUNG	NONE	HIER	WÄHLEN=KOPF | SETZEN=KOPF | GRAD I→SETZEN | AUSFÜHRUNG→SETZEN | HIER→BESITZER | WERT→SETZEN	WÄHLEN	NO	NONE	SELF_CONTAINED
3501	P1003-E0504	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.20	13	cheody	CH+E+O+Y	NEHMEN	WÄHLEN	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
3502	P1003-E0505	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.20	14	oteol	OT+E+OL	NONE	NEHMEN	NONE	NONE	GRAD I	DANACH+FORTSETZEN	NONE	DANACH→NEHMEN | GRAD I→NEHMEN | FORTSETZEN→NEHMEN	NEHMEN	NO	NONE	CARRIED_SCOPE
3503	P1003-E0506	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.20	15	cheockhy	CH+E+O+CH+K+Y	NEHMEN+NEHMEN+GEBEN	NEHMEN	AKTIVER POSTEN	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→NEHMEN | NEHMEN=KOPF | GEBEN=KOPF | AKTIVER POSTEN→GEBEN	NEHMEN	NO	NONE	SELF_CONTAINED
3504	P1003-E0507	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.20	16	chody	CH+O+D_ADDR+Y	NEHMEN	NEHMEN	AKTIVER POSTEN	NONE	AUSFÜHRUNG	NONE	HIER	NEHMEN=KOPF | AUSFÜHRUNG→NEHMEN | HIER→BESITZER | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
3505	P1003-E0508	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.21	17	toairy	T+O+AIR+Y	EINSTELLEN	NEHMEN	AKTIVER POSTEN	LAUF	AUSFÜHRUNG	NONE	NONE	EINSTELLEN=KOPF | AUSFÜHRUNG→EINSTELLEN | LAUF→EINSTELLEN | AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NO	NONE	SELF_CONTAINED
3506	P1003-E0509	P1009-S602	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.21	18	oteeody	OT+EE+O+DY	NONE	EINSTELLEN	NONE	NONE	GRAD II+AUSFÜHRUNG	DANACH	NONE	DANACH→EINSTELLEN | GRAD II→EINSTELLEN | AUSFÜHRUNG→EINSTELLEN | SCHLUSS→GANG	NONE	YES	NONE	CARRIED_SCOPE
3507	P1003-E0510	P1009-S603	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.21	1	cpheody	CH+P+E+O+DY	NEHMEN+EINSETZEN	NONE	NONE	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | EINSETZEN=KOPF | GRAD I→EINSETZEN | AUSFÜHRUNG→EINSETZEN | SCHLUSS→GANG	NONE	YES	NONE	SELF_CONTAINED
3508	P1003-E0511	P1009-S604	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.21	1	ykchey	Y+K+CH+E+Y	GEBEN+NEHMEN	NONE	AKTIVER POSTEN+AKTIVER POSTEN	NONE	GRAD I	NONE	NONE	AKTIVER POSTEN→GEBEN | GEBEN=KOPF | NEHMEN=KOPF | GRAD I→NEHMEN | AKTIVER POSTEN→NEHMEN	GEBEN	NO	NONE	SELF_CONTAINED
3509	P1003-E0512	P1009-S604	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.21	2	dam	DA+AM_ADDR	NONE	GEBEN	NONE	NONE	ZWEITE STUFE	NONE	HIER	ZWEITE STUFE→GEBEN | HIER→BESITZER	GEBEN	NO	NONE	CARRIED_SCOPE
3510	P1003-E0513	P1009-S604	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.21	3	cheor	CH+E+O+R	NEHMEN+MARKIEREN	GEBEN	NONE	NONE	GRAD I+AUSFÜHRUNG	NONE	NONE	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→MARKIEREN | MARKIEREN=KOPF	NEHMEN	NO	NONE	SELF_CONTAINED
3511	P1003-E0514	P1009-S604	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.21	4	chaly	CH+AL+Y	NEHMEN	NEHMEN	AKTIVER POSTEN	ZIELORT	NONE	NONE	NONE	NEHMEN=KOPF | ZIELORT→NEHMEN | AKTIVER POSTEN→NEHMEN	NEHMEN	NO	NONE	SELF_CONTAINED
3512	P1003-E0515	P1009-S604	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.21	5	korain	K+OR+AIN	GEBEN	NEHMEN	EINHEIT+ANTEIL	NONE	NONE	NONE	NONE	GEBEN=KOPF | EINHEIT→GEBEN | ANTEIL→GEBEN	GEBEN	NO	NONE	SELF_CONTAINED
3513	P1003-E0516	P1009-S604	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	f88v.22	6	dairodain	D_ADDR+AIR+O+D_ADDR+AIN	NONE	GEBEN	ANTEIL	LAUF	AUSFÜHRUNG	NONE	HIER+HIER	HIER→BESITZER | LAUF→GEBEN | AUSFÜHRUNG→GEBEN | HIER→BESITZER | ANTEIL→GEBEN	GEBEN	NO	NONE	CARRIED_SCOPE
