book_statement_ordinal	statement_id	physical_page	register	owner_de	event_count	predicate_realization	seed_action_de	inheritance_source_statement_id	action_chain_de	arguments_de	relations_de	grades_de	end_mode	binding_origins	scope_skeleton_de	unbound_modifier_count	scope_result
520	P1009-S520	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > SETZEN > UMSETZEN	AKTIVER POSTEN×1	VERBINDUNG×1	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×3+GANG_CLOSE×1+SAME_CARD_NEAREST×2+SAME_CARD_RIGHT_FRAME×1+VISIBLE_OWNER×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[HALTEN > SETZEN > UMSETZEN] > ARG[AKTIVER POSTEN×1] > REL[VERBINDUNG×1] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
521	P1009-S521	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	19	EXPLICIT_OPERATION_ROOT	NONE	NONE	MARKIEREN > HALTEN > GEBEN > EINSETZEN > HALTEN > EINSETZEN > GEBEN > MARKIEREN > NEHMEN > WÄHLEN > NEHMEN > WÄHLEN > GEBEN > NEHMEN > EINSTELLEN > WÄHLEN > NEHMEN > GEBEN > WÄHLEN > HALTEN	AKTIVER POSTEN×5+WERT×2+ANTEIL×1+EINHEIT×1	ZIELORT×3+VERBINDUNG×1	GRAD I×3+AUSFÜHRUNG×2+GRAD II×2	LICENSED_DY_CLOSE	ACTION_HEAD×22+GANG_BOUNDARY×2+GANG_CLOSE×1+RUNNING_ACTION×5+SAME_CARD_LEFT×2+SAME_CARD_NEAREST×13+SAME_CARD_NEXT_STEP×2+VISIBLE_OWNER×4	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[MARKIEREN > HALTEN > GEBEN > EINSETZEN > HALTEN > EINSETZEN > GEBEN > MARKIEREN > NEHMEN > WÄHLEN > NEHMEN > WÄHLEN > GEBEN > NEHMEN > EINSTELLEN > WÄHLEN > NEHMEN > GEBEN > WÄHLEN > HALTEN] > ARG[AKTIVER POSTEN×5+WERT×2+ANTEIL×1+EINHEIT×1] > REL[ZIELORT×3+VERBINDUNG×1] > GRAD[GRAD I×3+AUSFÜHRUNG×2+GRAD II×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
522	P1009-S522	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > NEHMEN > GEBEN > HALTEN > NEHMEN > EINSTELLEN > SETZEN	WERT×1+ANTEIL×1+AKTIVER POSTEN×1	NONE	GRAD I×2	LICENSED_DY_CLOSE	ACTION_HEAD×7+GANG_CLOSE×1+SAME_CARD_NEAREST×5	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN > NEHMEN > GEBEN > HALTEN > NEHMEN > EINSTELLEN > SETZEN] > ARG[WERT×1+ANTEIL×1+AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
523	P1009-S523	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > HALTEN	NONE	LAUF×1	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN > HALTEN] > ARG[NONE] > REL[LAUF×1] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
524	P1009-S524	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN	NONE	VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_RIGHT_FRAME×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[UMSETZEN] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
525	P1009-S525	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	8	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > GEBEN > HALTEN > NEHMEN > GEBEN > SETZEN > HALTEN > NEHMEN > GEBEN > SETZEN	AKTIVER POSTEN×2	VERBINDUNG×1+ZIELORT×3	AUSFÜHRUNG×2+GRAD I×4	LICENSED_DY_CLOSE	ACTION_HEAD×10+FORWARD_TO_NEXT_ACTION×3+GANG_BOUNDARY×1+GANG_CLOSE×1+RUNNING_ACTION×3+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×7+VISIBLE_OWNER×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NEHMEN > GEBEN > HALTEN > NEHMEN > GEBEN > SETZEN > HALTEN > NEHMEN > GEBEN > SETZEN] > ARG[AKTIVER POSTEN×2] > REL[VERBINDUNG×1+ZIELORT×3] > GRAD[AUSFÜHRUNG×2+GRAD I×4] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
526	P1009-S526	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
527	P1009-S527	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > WÄHLEN > NEHMEN > EINSTELLEN > HALTEN	NONE	ZIELORT×2+VERBINDUNG×1+AUSGANG×1	GRAD I×2+AUSFÜHRUNG×1	LICENSED_DY_CLOSE	ACTION_HEAD×5+GANG_CLOSE×1+SAME_CARD_LEFT×3+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×3	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN > WÄHLEN > NEHMEN > EINSTELLEN > HALTEN] > ARG[NONE] > REL[ZIELORT×2+VERBINDUNG×1+AUSGANG×1] > GRAD[GRAD I×2+AUSFÜHRUNG×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
528	P1009-S528	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	WÄHLEN > EINSTELLEN > WÄHLEN > SETZEN	AKTIVER POSTEN×1	ZIELORT×1+LAUF×1	GRAD I×2	LICENSED_DY_CLOSE	ACTION_HEAD×4+GANG_CLOSE×1+RUNNING_ACTION×1+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×3+VISIBLE_OWNER×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[WÄHLEN > EINSTELLEN > WÄHLEN > SETZEN] > ARG[AKTIVER POSTEN×1] > REL[ZIELORT×1+LAUF×1] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
529	P1009-S529	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	GANG_BOUNDARY×1+GANG_CLOSE×1+MASTER_HEAD_AT_CLOSE×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[EINSETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
530	P1009-S530	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > EINSETZEN	NONE	VERBINDUNG×1	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×3+GANG_CLOSE×1+SAME_CARD_NEAREST×1+SAME_CARD_RIGHT_FRAME×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NEHMEN > EINSETZEN] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
531	P1009-S531	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	MARKIEREN > SETZEN > UMSETZEN > SETZEN	AKTIVER POSTEN×1	VERBINDUNG×1	ZWEITE STUFE×1+GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×4+GANG_CLOSE×1+SAME_CARD_NEAREST×3+SAME_CARD_RIGHT_FRAME×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[MARKIEREN > SETZEN > UMSETZEN > SETZEN] > ARG[AKTIVER POSTEN×1] > REL[VERBINDUNG×1] > GRAD[ZWEITE STUFE×1+GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
532	P1009-S532	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[HALTEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
533	P1009-S533	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > HALTEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN > HALTEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
534	P1009-S534	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN	NONE	ZIELORT×1+VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×1+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+SAME_CARD_RIGHT_FRAME×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[UMSETZEN] > ARG[NONE] > REL[ZIELORT×1+VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
535	P1009-S535	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	11	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > HALTEN > NEHMEN > EINSTELLEN > WÄHLEN > HALTEN > NEHMEN > EINSTELLEN > HALTEN > NEHMEN > EINSTELLEN > UMSETZEN	WERT×2+AKTIVER POSTEN×5	ZIELORT×4	GRAD I×2	LICENSED_DY_CLOSE	ACTION_HEAD×14+GANG_CLOSE×1+RUNNING_ACTION×4+SAME_CARD_LEFT×2+SAME_CARD_NEAREST×7	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN > HALTEN > NEHMEN > EINSTELLEN > WÄHLEN > HALTEN > NEHMEN > EINSTELLEN > HALTEN > NEHMEN > EINSTELLEN > UMSETZEN] > ARG[WERT×2+AKTIVER POSTEN×5] > REL[ZIELORT×4] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
536	P1009-S536	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN	NONE	NONE	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEXT_STEP×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[UMSETZEN] > ARG[NONE] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
537	P1009-S537	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN	NONE	VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_RIGHT_FRAME×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[UMSETZEN] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
538	P1009-S538	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSTELLEN > UMSETZEN > SETZEN > UMSETZEN	AKTIVER POSTEN×1	NONE	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×4+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[EINSTELLEN > UMSETZEN > SETZEN > UMSETZEN] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
539	P1009-S539	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	14	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN > SETZEN > NEHMEN > EINSTELLEN > MARKIEREN > NEHMEN > GEBEN > HALTEN > NEHMEN > GEBEN > EINSTELLEN > HALTEN > NEHMEN > WÄHLEN > NEHMEN > EINSTELLEN > EINSETZEN > HALTEN > NEHMEN > EINSETZEN	WERT×2+AKTIVER POSTEN×8+ANTEIL×1+EINHEIT×1	AUSGANG×1+VERBINDUNG×3+ZIELORT×1	GRAD II×2+GRAD I×6+AUSFÜHRUNG×2+ZWEITE STUFE×1	LICENSED_DY_CLOSE	ACTION_HEAD×22+FORWARD_TO_NEXT_ACTION×4+GANG_CLOSE×1+RUNNING_ACTION×1+SAME_CARD_NEAREST×21+SAME_CARD_RIGHT_FRAME×2+VISIBLE_OWNER×4	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[UMSETZEN > SETZEN > NEHMEN > EINSTELLEN > MARKIEREN > NEHMEN > GEBEN > HALTEN > NEHMEN > GEBEN > EINSTELLEN > HALTEN > NEHMEN > WÄHLEN > NEHMEN > EINSTELLEN > EINSETZEN > HALTEN > NEHMEN > EINSETZEN] > ARG[WERT×2+AKTIVER POSTEN×8+ANTEIL×1+EINHEIT×1] > REL[AUSGANG×1+VERBINDUNG×3+ZIELORT×1] > GRAD[GRAD II×2+GRAD I×6+AUSFÜHRUNG×2+ZWEITE STUFE×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
540	P1009-S540	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN	EINHEIT×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+FORWARD_TO_NEXT_ACTION×2+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[HALTEN] > ARG[EINHEIT×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
541	P1009-S541	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	11	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSETZEN > HALTEN > SETZEN > HALTEN > WÄHLEN > HALTEN > NEHMEN > GEBEN > WÄHLEN > UMSETZEN > HALTEN	AKTIVER POSTEN×5+WERT×1+ANTEIL×1	AUSGANG×1	AUSFÜHRUNG×2+GRAD I×5	LICENSED_DY_CLOSE	ACTION_HEAD×13+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×14+SAME_CARD_NEXT_STEP×1+VISIBLE_OWNER×4	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[EINSETZEN > HALTEN > SETZEN > HALTEN > WÄHLEN > HALTEN > NEHMEN > GEBEN > WÄHLEN > UMSETZEN > HALTEN] > ARG[AKTIVER POSTEN×5+WERT×1+ANTEIL×1] > REL[AUSGANG×1] > GRAD[AUSFÜHRUNG×2+GRAD I×5] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
542	P1009-S542	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSTELLEN > HALTEN	NONE	ZIELORT×2	GRAD I×2	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_BOUNDARY×1+GANG_CLOSE×1+RUNNING_ACTION×1+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×2	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[EINSTELLEN > HALTEN] > ARG[NONE] > REL[ZIELORT×2] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
543	P1009-S543	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	HALTEN > UMSETZEN	AKTIVER POSTEN×1	VERBINDUNG×1	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_NEAREST×2+SAME_CARD_RIGHT_FRAME×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[HALTEN > UMSETZEN] > ARG[AKTIVER POSTEN×1] > REL[VERBINDUNG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
544	P1009-S544	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	FUSED_PATH_OPERATION	NONE	NONE	GEBEN	AKTIVER POSTEN×1	NONE	GRAD II×2	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_NEAREST×2+SAME_CARD_NEXT_STEP×1+VISIBLE_OWNER×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[GEBEN] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD II×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
545	P1009-S545	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	AKTIVER POSTEN×1	NONE	GRAD II×1+GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_NEAREST×3	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD II×1+GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
546	P1009-S546	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSTELLEN > SETZEN	AKTIVER POSTEN×1	NONE	GRAD III×1+GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+SAME_CARD_NEAREST×3	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[EINSTELLEN > SETZEN] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD III×1+GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
547	P1009-S547	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > WÄHLEN > GEBEN > SETZEN	AKTIVER POSTEN×2+WERT×1	NONE	GRAD II×1+GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×4+GANG_CLOSE×1+SAME_CARD_NEAREST×5+SAME_CARD_NEXT_STEP×1+VISIBLE_OWNER×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN > WÄHLEN > GEBEN > SETZEN] > ARG[AKTIVER POSTEN×2+WERT×1] > REL[NONE] > GRAD[GRAD II×1+GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
548	P1009-S548	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	ANAPHORIC_ACTION_INHERITANCE	SETZEN	P1009-S547	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	GANG_CLOSE×1+RUNNING_ACTION×2	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
549	P1009-S549	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	3	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN > GEBEN	AKTIVER POSTEN×1	VERBINDUNG×1	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+FORWARD_TO_NEXT_ACTION×1+GANG_CLOSE×1+SAME_CARD_NEAREST×2+SAME_CARD_RIGHT_FRAME×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[UMSETZEN > GEBEN] > ARG[AKTIVER POSTEN×1] > REL[VERBINDUNG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
550	P1009-S550	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > UMSETZEN > SETZEN	AKTIVER POSTEN×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×3+GANG_CLOSE×1+SAME_CARD_NEAREST×2	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN > UMSETZEN > SETZEN] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
551	P1009-S551	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	4	EXPLICIT_OPERATION_ROOT	NONE	NONE	NEHMEN > GEBEN > WÄHLEN > UMSETZEN	AKTIVER POSTEN×1	AUSGANG×1+LAUF×1	NONE	LICENSED_DY_CLOSE	ACTION_HEAD×6+GANG_CLOSE×1+SAME_CARD_LEFT×1+SAME_CARD_LEFT_FALLBACK×1+SAME_CARD_NEAREST×1+SAME_CARD_NEXT_STEP×1+VISIBLE_OWNER×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[NEHMEN > GEBEN > WÄHLEN > UMSETZEN] > ARG[AKTIVER POSTEN×1] > REL[AUSGANG×1+LAUF×1] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
552	P1009-S552	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
553	P1009-S553	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	5	EXPLICIT_OPERATION_ROOT	NONE	NONE	UMSETZEN	ANTEIL×1+AKTIVER POSTEN×1+WERT×2	NONE	GRAD I×2	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+RUNNING_ACTION×7+SAME_CARD_NEAREST×2	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[UMSETZEN] > ARG[ANTEIL×1+AKTIVER POSTEN×1+WERT×2] > REL[NONE] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
554	P1009-S554	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	FUSED_PATH_OPERATION	NONE	NONE	FORTSETZEN	NONE	VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	GANG_CLOSE×1+MASTER_HEAD_AT_CLOSE×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[FORTSETZEN] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
555	P1009-S555	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	EINSTELLEN > UMSETZEN	AKTIVER POSTEN×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+RUNNING_ACTION×2+SAME_CARD_NEAREST×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[EINSTELLEN > UMSETZEN] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
556	P1009-S556	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	2	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN > HALTEN	NONE	ZIELORT×1	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×2+GANG_CLOSE×1+SAME_CARD_LEFT×1+SAME_CARD_NEAREST×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN > HALTEN] > ARG[NONE] > REL[ZIELORT×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
557	P1009-S557	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	1	EXPLICIT_OPERATION_ROOT	NONE	NONE	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	ACTION_HEAD×1+GANG_CLOSE×1+SAME_CARD_NEAREST×1	BESITZER[Variantenatlas lokaler Becken und Anwendungen] > HANDLUNG[SETZEN] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	0	COMPLETE_SCOPE_READING
