astro_serial	page	locus	diagram_id	group_index_in_locus	surface	astro_token_id	FORMAL_VALUE	ATOMIC_OR_WHOLE_CARD_MNEMONIC	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	source_class	confidence	source_lineage
344	f69v	f69v.3	A3	11	chda	ASTRO_f69v_003_11	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	inspect the pictured schedule	Arbeitsalmanach-Regel: inspect the pictured schedule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
345	f69v	f69v.3	A3	12	oteeal	ASTRO_f69v_003_12	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if the condition is favourable	Arbeitsalmanach-Regel: if the condition is favourable	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
346	f69v	f69v.3	A3	13	cheor	ASTRO_f69v_003_13	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply the remedy	Arbeitsalmanach-Regel: execute the work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
347	f69v	f69v.3	A3	14	ar	ASTRO_f69v_003_14	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if adverse, withhold it	Arbeitsalmanach-Regel: if adverse, withhold it	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
348	f69v	f69v.3	A3	15	air	ASTRO_f69v_003_15	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	keep the usual measure	Arbeitsalmanach-Regel: keep the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
349	f69v	f69v.3	A3	16	oteody	ASTRO_f69v_003_16	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	continue to the next station	Arbeitsalmanach-Regel: continue to the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
350	f69v	f69v.3	A3	17	ytyd	ASTRO_f69v_003_17	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	repeat only once	Arbeitsalmanach-Regel: repeat only once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
351	f69v	f69v.3	A3	18	a	ASTRO_f69v_003_18	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	close the consultation	Arbeitsalmanach-Regel: close the consultation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
352	f69v	f69v.3	A3	19	dchy	ASTRO_f69v_003_19	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon reaches the station	Arbeitsalmanach-Regel: when the calendar cycle reaches the station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
353	f69v	f69v.3	A3	20	otoly	ASTRO_f69v_003_20	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	inspect the pictured schedule	Arbeitsalmanach-Regel: inspect the pictured schedule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
354	f69v	f69v.3	A3	21	okeodal	ASTRO_f69v_003_21	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if the condition is favourable	Arbeitsalmanach-Regel: if the condition is favourable	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
355	f69v	f69v.3	A3	22	oteoarar	ASTRO_f69v_003_22	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	apply the remedy	Arbeitsalmanach-Regel: execute the work order	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
356	f69v	f69v.3	A3	23	cheteeser	ASTRO_f69v_003_23	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	if adverse, withhold it	Arbeitsalmanach-Regel: if adverse, withhold it	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
357	f69v	f69v.3	A3	24	dair	ASTRO_f69v_003_24	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	keep the usual measure	Arbeitsalmanach-Regel: keep the usual measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
358	f69v	f69v.3	A3	25	chey	ASTRO_f69v_003_25	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	continue to the next station	Arbeitsalmanach-Regel: continue to the next station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
359	f69v	f69v.3	A3	26	okody	ASTRO_f69v_003_26	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	repeat only once	Arbeitsalmanach-Regel: repeat only once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
360	f69v	f69v.3	A3	27	dal	ASTRO_f69v_003_27	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	close the consultation	Arbeitsalmanach-Regel: close the consultation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
361	f69v	f69v.3	A3	28	oteey	ASTRO_f69v_003_28	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	when the Moon reaches the station	Arbeitsalmanach-Regel: when the calendar cycle reaches the station	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
362	f69v	f69v.3	A3	29	oteey	ASTRO_f69v_003_29	ASTRO_LOCAL_SLOT:SCHEDULE_RULE_PROSE	NOT_APPLICABLE_ASTRO_LOCAL	inspect the pictured schedule	Arbeitsalmanach-Regel: inspect the pictured schedule	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	SCHEDULE_RULE_PROSE	.17	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
363	f69v	f69v.4	A3	1	okeey	ASTRO_f69v_004_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE	NOT_APPLICABLE_ASTRO_LOCAL	favorable for a warm bath	Arbeitsalmanach-Regel: favorable for a warm washhouse operation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
364	f69v	f69v.4	A3	2	sar	ASTRO_f69v_004_02	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE	NOT_APPLICABLE_ASTRO_LOCAL	especially after sunset	Arbeitsalmanach-Regel: especially after sunset	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
365	f69v	f69v.5	A3	1	okeo	ASTRO_f69v_005_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	use a cool washing	Arbeitsalmanach-Regel: run a cool washing pass	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
366	f69v	f69v.5	A3	2	dy	ASTRO_f69v_005_02	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE	NOT_APPLICABLE_ASTRO_LOCAL	then stop	Arbeitsalmanach-Regel: then stop	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
367	f69v	f69v.6	A3	1	ochoyk	ASTRO_f69v_006_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	avoid bloodletting	Arbeitsalmanach-Regel: avoid cutting work	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
368	f69v	f69v.7	A3	1	ykeey	ASTRO_f69v_007_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	favorable for anointing	Arbeitsalmanach-Regel: favorable for surface finishing	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
369	f69v	f69v.8	A3	1	ytory	ASTRO_f69v_008_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	apply to the upper body	Arbeitsalmanach-Regel: apply to the upper installation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
370	f69v	f69v.9	A3	1	oeesy	ASTRO_f69v_009_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	rest and give no purge	Arbeitsalmanach-Regel: rest and do not drain	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
371	f69v	f69v.10	A3	1	ytody	ASTRO_f69v_010_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	complete a single rinse	Arbeitsalmanach-Regel: complete a single rinse	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
372	f69v	f69v.11	A3	1	okody	ASTRO_f69v_011_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE	NOT_APPLICABLE_ASTRO_LOCAL	draw off excess fluid	Arbeitsalmanach-Regel: draw off excess fluid	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
373	f69v	f69v.12	A3	1	otody	ASTRO_f69v_012_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	avoid a hot bath	Arbeitsalmanach-Regel: avoid the hot washhouse operation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
374	f69v	f69v.13	A3	1	okeal	ASTRO_f69v_013_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	apply below the waist	Arbeitsalmanach-Regel: apply lower installation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
375	f69v	f69v.14	A3	1	okeod	ASTRO_f69v_014_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE	NOT_APPLICABLE_ASTRO_LOCAL	favorable for bathing	Arbeitsalmanach-Regel: ordinary work permitted	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
376	f69v	f69v.15	A3	1	oteeys	ASTRO_f69v_015_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	repeat the wash once	Arbeitsalmanach-Regel: repeat the wash once	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
377	f69v	f69v.16	A3	1	oteol	ASTRO_f69v_016_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	use the same preparation	Arbeitsalmanach-Regel: use the same preparation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
378	f69v	f69v.17	A3	1	ykeydy	ASTRO_f69v_017_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	bathe until gently warm	Arbeitsalmanach-Regel: warm the work charge gently	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
379	f69v	f69v.18	A3	1	okeod	ASTRO_f69v_018_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE	NOT_APPLICABLE_ASTRO_LOCAL	favorable for bathing	Arbeitsalmanach-Regel: ordinary work permitted	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
380	f69v	f69v.19	A3	1	saral	ASTRO_f69v_019_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	anoint the affected place	Arbeitsalmanach-Regel: finish the marked worksite	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
381	f69v	f69v.20	A3	1	saiir	ASTRO_f69v_020_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	keep the patient at rest	Arbeitsalmanach-Regel: leave the crew and installation idle	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
382	f69v	f69v.21	A3	1	okolar	ASTRO_f69v_021_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	use a smaller measure	Arbeitsalmanach-Regel: use a smaller measure	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
383	f69v	f69v.22	A3	1	ykeody	ASTRO_f69v_022_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	rinse and finish	Arbeitsalmanach-Regel: rinse and finish	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
384	f69v	f69v.23	A3	1	sarydy	ASTRO_f69v_023_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	avoid a second application	Arbeitsalmanach-Regel: avoid a second work pass	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
385	f69v	f69v.24	A3	1	otchy	ASTRO_f69v_024_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	use the dried herb	Arbeitsalmanach-Regel: use the dried plant material	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
386	f69v	f69v.25	A3	1	okeey	ASTRO_f69v_025_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE	NOT_APPLICABLE_ASTRO_LOCAL	favorable for a warm bath	Arbeitsalmanach-Regel: favorable for a warm washhouse operation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
387	f69v	f69v.25	A3	2	dy	ASTRO_f69v_025_02	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE	NOT_APPLICABLE_ASTRO_LOCAL	then stop	Arbeitsalmanach-Regel: then stop	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
388	f69v	f69v.26	A3	1	okey	ASTRO_f69v_026_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	make the ordinary bath	Arbeitsalmanach-Regel: run the ordinary washhouse operation	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
389	f69v	f69v.26	A3	2	d	ASTRO_f69v_026_02	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE|CONTEXT_DEFAULT	NOT_APPLICABLE_ASTRO_LOCAL	under the stated limit	Arbeitsalmanach-Regel: under the stated limit	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE|CONTEXT_DEFAULT	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
390	f69v	f69v.27	A3	1	okeod	ASTRO_f69v_027_01	ASTRO_LOCAL_SLOT:MANSION_ELECTION_RULE	NOT_APPLICABLE_ASTRO_LOCAL	favorable for bathing	Arbeitsalmanach-Regel: ordinary work permitted	ASTRO_LOCAL_EXEMPLAR;SEMANTICS_UNANCHORED;NO_PROSE_CARD_IMPORT;NO_DIRECT_28_TO_28_JOIN	MANSION_ELECTION_RULE	0.24	V22_395_GROUP_LEDGER>V55_LOCAL_DIAGRAM_STATUS>V58_WORK_ALMANAC_RIVAL>V59_R1
