event_serial	event_id	section	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display_only	image_owner_id	owner_break_before	owner_reset	literal_visible_layer	autonomous_primary_token	optional_questioned_master_gloss	occurrence_bound_exemplar	source_token_count	read_action	line_crossing	terminal_status	source_class	source_expansion_confidence	strongest_rival	strongest_contradiction	semantic_ceiling	source_lineage
341	E341	BIOLOGICAL	B4	f83r	f83r.35	F120	B4-S011	1645e612504fcef59ced	okain	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:1645e612504fcef59ced; SURFACE:okain]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.35→f83r.37; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_PARAMETER_BOOKING_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Rückgabe an die Vorstation buchen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
342	E342	BIOLOGICAL	B4	f83r	f83r.35	F120	B4-S011	6f7ff8287eddf4da9fdb	chdy	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb; SURFACE:chdy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.35→f83r.37; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_PARAMETER_BOOKING_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
343	E343	BIOLOGICAL	B4	f83r	f83r.37	F121	B4-S011	dcda95c81a5460feb191	sol	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:dcda95c81a5460feb191; SURFACE:sol]	[FORMAL_LINK_OR_SLOT]	ET?=UND/AUCH?__OPTIONAL_QUESTIONED_MASTER_GLOSS_ONLY	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	1	READ_ONE_VISIBLE_SOURCE_TOKEN	YES:f83r.35→f83r.37; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_PARAMETER_BOOKING_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F121; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
344	E344	BIOLOGICAL	B4	f83r	f83r.37	F121	B4-S011	b958a512ca6a3559e86e	lkedy	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:b958a512ca6a3559e86e; SURFACE:lkedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Wasche zweimal und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.35→f83r.37; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	TERMINAL	LOCAL_PARAMETER_BOOKING_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge in den Sammellauf ablassen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
345	E345	BIOLOGICAL	B4	f83r	f83r.37	F122	B4-S012	de7321bface5628e35d6	lchedy	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:de7321bface5628e35d6; SURFACE:lchedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.37	TERMINAL	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Unterlauf von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
346	E346	BIOLOGICAL	B4	f83r	f83r.37	F123	B4-S013	232195d6ff2f326322f7	qokol	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:232195d6ff2f326322f7; SURFACE:qokol]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse die Mischung einlaufen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.37	NONCLOSE	TYPED_EXEMPLAR_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
347	E347	BIOLOGICAL	B4	f83r	f83r.37	F123	B4-S013	bc4f1f5c006c74a4d26d	shedy	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d; SURFACE:shedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.37	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: klaren Oberlauf abnehmen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
348	E348	BIOLOGICAL	B4	f83r	f83r.38	F124	B4-S014	7a4bb8136330ee4e6e56	or	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:7a4bb8136330ee4e6e56; SURFACE:or]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.38	NONCLOSE	RECORD_LOCAL_LINK_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F124; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
349	E349	BIOLOGICAL	B4	f83r	f83r.38	F124	B4-S014	b921a237be883a820352	chey	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:b921a237be883a820352; SURFACE:chey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Diese aktive Portion]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.38	NONCLOSE	RECORD_LOCAL_LINK_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge in den Sammellauf ablassen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
350	E350	BIOLOGICAL	B4	f83r	f83r.38	F124	B4-S014	ecce30bc8dcc400bf2c8	qockhey	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:ecce30bc8dcc400bf2c8; SURFACE:qockhey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Über der örtlich bezeichneten Stelle]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.38	NONCLOSE	RECORD_LOCAL_LINK_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Restlauf am Auslass beobachten; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
351	E351	BIOLOGICAL	B4	f83r	f83r.38	F124	B4-S014	8aedd154964a78e555d6	dairydy	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:8aedd154964a78e555d6; SURFACE:dairydy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Gebrauche sie sofort und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.38	TERMINAL	RECORD_LOCAL_LINK_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Ablauf wieder schließen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
352	E352	BIOLOGICAL	B4	f83r	f83r.39	F125	B4-S015	1645e612504fcef59ced	qokain	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:1645e612504fcef59ced; SURFACE:qokain]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.39→f83r.41; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
353	E353	BIOLOGICAL	B4	f83r	f83r.39	F125	B4-S015	b5df9126607030b95175	shey	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:b5df9126607030b95175; SURFACE:shey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Den örtlichen Prüfzustand der Charge feststellen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.39→f83r.41; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Arbeitsstand der Charge an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
354	E354	BIOLOGICAL	B4	f83r	f83r.39	F125	B4-S015	9da1b6ac2c929daea697	kain	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:9da1b6ac2c929daea697; SURFACE:kain]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Ein abgemessener Anteil]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.39→f83r.41; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Bodensatz zurückhalten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
355	E355	BIOLOGICAL	B4	f83r	f83r.39	F125	B4-S015	21ed2873b71e57269c08	chckhal	B4_MAIN_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:21ed2873b71e57269c08; SURFACE:chckhal]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Für die angegebene Dauer]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.39→f83r.41; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Klarstand im Register buchen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
356	E356	BIOLOGICAL	B4	f83r	f83r.41	F126	B4-S015	42cdc187d5b9ffc60063	solkey	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	YES__CLEAR_SUBSTANCE_TARGET_DIRECTION	[OWNER:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION; EXEMPLAR] > [OPAQUE_CARD:42cdc187d5b9ffc60063; SURFACE:solkey]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Öffne danach den oberen Lauf]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.39→f83r.41; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: unteren Ablauf öffnen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
357	E357	BIOLOGICAL	B4	f83r	f83r.41	F126	B4-S015	de7321bface5628e35d6	lchedy	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION; EXEMPLAR] > [OPAQUE_CARD:de7321bface5628e35d6; SURFACE:lchedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.39→f83r.41; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	TERMINAL	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Unterlauf von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
358	E358	BIOLOGICAL	B4	f83r	f83r.41	F127	B4-S016	94df4847b7b16c98394a	qolkain	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION; EXEMPLAR] > [OPAQUE_CARD:94df4847b7b16c98394a; SURFACE:qolkain]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Das untere Becken]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.41→f83r.44; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: Rücklaufleitung öffnen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
359	E359	BIOLOGICAL	B4	f83r	f83r.41	F127	B4-S016	dd0ecaf5e27d81befffc	dal	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION; EXEMPLAR] > [OPAQUE_CARD:dd0ecaf5e27d81befffc; SURFACE:dal]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.41→f83r.44; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.46	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
360	E360	BIOLOGICAL	B4	f83r	f83r.44	F128	B4-S016	883a6708116c342cb10b	skar	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION; EXEMPLAR] > [OPAQUE_CARD:883a6708116c342cb10b; SURFACE:skar]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Gieße das erwärmte Wasser ein]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.41→f83r.44; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NONCLOSE	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.34	Badehaus-technischer Rivale am selben Besitzer: fertige Charge markieren; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
361	E361	BIOLOGICAL	B4	f83r	f83r.44	F128	B4-S016	bc4f1f5c006c74a4d26d	shedy	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION; EXEMPLAR] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d; SURFACE:shedy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	YES:f83r.41→f83r.44; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	TERMINAL	LOCAL_TARGET_ASSIGNMENT_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Zielstation bestätigen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
362	E362	BIOLOGICAL	B5	f83r	f83r.47	F129	B5-S001	601b77449028deed39de	otchdy	B5_LEFT_OPEN_FRINGE_STATION	RECORD_START__RESET_ALL_LOCAL_STATE	NO	[OWNER:B5_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:601b77449028deed39de; SURFACE:otchdy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Ziehe es ab und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.47	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: unteren Ablauf öffnen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
363	E363	BIOLOGICAL	B5	f83r	f83r.47	F130	B5-S002	87411f84689b4f93a303	qokchdy	B5_LEFT_OPEN_FRINGE_STATION	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NO	[OWNER:B5_LEFT_OPEN_FRINGE_STATION; EXEMPLAR] > [OPAQUE_CARD:87411f84689b4f93a303; SURFACE:qokchdy]	[EXEMPLARWERT UNBEKANNT]	NONE	[EXEMPLAR:Erwärme es einmal und beende den Schritt]	1	LOOK_UP_OCCURRENCE_IN_MASTER_EXEMPLAR	NO:f83r.47	TERMINAL	TYPED_EXEMPLAR_ENTRY	0.40	Badehaus-technischer Rivale am selben Besitzer: Wärmequelle am Becken anlegen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	EXACT_FORM_PLUS_OCCURRENCE_EXEMPLAR__NO_PORTABLE_CONTENT_GLOSS	V69_R4_FORM__V73_OR_V74_OWNER_CONTENT__V78_SELECTION__V79_REPAIR
