seam_ordinal	statement_id	physical_page	register	left_event_id	right_event_id	direction	mixed_state_nonstate	state_endpoint_event_id	state_endpoint_changed	shared_action_contacts	shared_action_contact_count	full_action_frame_exact_before	full_action_frame_exact_after	action_head_exact_before	action_head_exact_after	left_gdt567_clause_de	right_gdt567_clause_de	left_action_voice_clause_de	right_action_voice_clause_de	guard
3734	G407-S690	f95v	HERBAL	G407-E4423	G407-E4424	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an.	Nimm den Pflanzenposten und gib den Pflanzenposten zu.	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an.	Nimm den Pflanzenposten und gib den Pflanzenposten zu.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3735	G407-S690	f95v	HERBAL	G407-E4424	G407-E4425	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Nimm den Pflanzenposten und gib den Pflanzenposten zu.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	Nimm den Pflanzenposten und gib den Pflanzenposten zu.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3736	G407-S690	f95v	HERBAL	G407-E4425	G407-E4426	NONSTATE_TO_STATE	YES	G407-E4426	YES	OK:setze	1	0	1	1	1	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	Danach: setze den Materialanteil.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	Danach: setze den Materialanteil im Arbeitsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3737	G407-S690	f95v	HERBAL	G407-E4426	G407-E4427	STATE_TO_STATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Danach: setze den Materialanteil.	Setze den Materialanteil; zur Zielstelle; zur Ausführung; schließe den Schritt.	Danach: setze den Materialanteil im Arbeitsgang an.	Setze den Materialanteil im Arbeitsgang an; zur Zielstelle; zur Ausführung; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3738	G407-S691	f95v	HERBAL	G407-E4428	G407-E4429	NONSTATE_TO_STATE	YES	G407-E4429	YES	NONE	0	0	0	0	0	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an.	Weiter: gib den Materialanteil.	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an.	Weiter: gib den Materialanteil zu.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3739	G407-S691	f95v	HERBAL	G407-E4429	G407-E4430	STATE_TO_NONSTATE	YES	G407-E4429	YES	NONE	0	0	0	0	0	Weiter: gib den Materialanteil.	Setze den Materialanteil [wie zuvor] im Arbeitsgang an; in der bezeichneten Klasse.	Weiter: gib den Materialanteil zu.	Setze den Materialanteil [wie zuvor] im Arbeitsgang an; in der bezeichneten Klasse.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3740	G407-S691	f95v	HERBAL	G407-E4430	G407-E4431	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Materialanteil [wie zuvor] im Arbeitsgang an; in der bezeichneten Klasse.	Halte den Materialanteil [wie zuvor]; vom Ausgangsmaterial.	Setze den Materialanteil [wie zuvor] im Arbeitsgang an; in der bezeichneten Klasse.	Halte den Materialanteil [wie zuvor]; vom Ausgangsmaterial.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3741	G407-S691	f95v	HERBAL	G407-E4431	G407-E4432	NONSTATE_TO_STATE	YES	G407-E4432	YES	SH:halte	1	1	1	1	1	Halte den Materialanteil [wie zuvor]; vom Ausgangsmaterial.	Halte den Pflanzenposten und gib den Pflanzenposten; auf Grad I; schließe den Schritt.	Halte den Materialanteil [wie zuvor]; vom Ausgangsmaterial.	Halte den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3742	G407-S692	f95v	HERBAL	G407-E4433	G407-E4434	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang gib den Materialanteil zu.	Gib den Materialanteil zu; zur Zielstelle.	Im laufenden Gang gib den Materialanteil zu.	Gib den Materialanteil zu; zur Zielstelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3743	G407-S692	f95v	HERBAL	G407-E4434	G407-E4435	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Gib den Materialanteil zu; zur Zielstelle.	Setze den Arbeitswert im Arbeitsgang an.	Gib den Materialanteil zu; zur Zielstelle.	Setze den Arbeitswert im Arbeitsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3744	G407-S692	f95v	HERBAL	G407-E4435	G407-E4436	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Arbeitswert im Arbeitsgang an.	Wähle den Arbeitswert [wie zuvor].	Setze den Arbeitswert im Arbeitsgang an.	Wähle den Arbeitswert [wie zuvor].	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3745	G407-S692	f95v	HERBAL	G407-E4436	G407-E4437	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Wähle den Arbeitswert [wie zuvor].	Stelle den Arbeitswert [wie zuvor] ein; vom Ausgangsmaterial.	Wähle den Arbeitswert [wie zuvor].	Stelle den Arbeitswert [wie zuvor] ein; vom Ausgangsmaterial.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3746	G407-S692	f95v	HERBAL	G407-E4437	G407-E4438	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Stelle den Arbeitswert [wie zuvor] ein; vom Ausgangsmaterial.	Nimm den Pflanzenposten; auf Grad II; an der bezeichneten Stelle.	Stelle den Arbeitswert [wie zuvor] ein; vom Ausgangsmaterial.	Nimm den Pflanzenposten; auf Grad II; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3747	G407-S692	f95v	HERBAL	G407-E4438	G407-E4439	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Nimm den Pflanzenposten; auf Grad II; an der bezeichneten Stelle.	Halte den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; als Ausführung.	Nimm den Pflanzenposten; auf Grad II; an der bezeichneten Stelle.	Halte den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; als Ausführung.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3748	G407-S692	f95v	HERBAL	G407-E4439	G407-E4440	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; als Ausführung.	Im laufenden Gang wähle den Arbeitswert.	Halte den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; als Ausführung.	Im laufenden Gang wähle den Arbeitswert.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3749	G407-S692	f95v	HERBAL	G407-E4440	G407-E4441	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang wähle den Arbeitswert.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Im laufenden Gang wähle den Arbeitswert.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3750	G407-S692	f95v	HERBAL	G407-E4441	G407-E4442	NONSTATE_TO_STATE	YES	G407-E4442	YES	NONE	0	0	0	0	0	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Weiter: gib den Arbeitswert.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Weiter: gib den Arbeitswert zu.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3751	G407-S692	f95v	HERBAL	G407-E4442	G407-E4443	STATE_TO_STATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Weiter: gib den Arbeitswert.	Danach: gib den Materialanteil; zur Zielstelle.	Weiter: gib den Arbeitswert zu.	Danach: gib den Materialanteil zu; zur Zielstelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3752	G407-S692	f95v	HERBAL	G407-E4443	G407-E4444	STATE_TO_NONSTATE	YES	G407-E4443	YES	NONE	0	0	0	0	0	Danach: gib den Materialanteil; zur Zielstelle.	Setze den Arbeitswert im Arbeitsgang an.	Danach: gib den Materialanteil zu; zur Zielstelle.	Setze den Arbeitswert im Arbeitsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3753	G407-S692	f95v	HERBAL	G407-E4444	G407-E4445	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Arbeitswert im Arbeitsgang an.	Im laufenden Gang setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Setze den Arbeitswert im Arbeitsgang an.	Im laufenden Gang setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3754	G407-S692	f95v	HERBAL	G407-E4445	G407-E4446	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Im laufenden Gang setze den Materialanteil im Arbeitsgang an.	Im laufenden Gang setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Im laufenden Gang setze den Materialanteil im Arbeitsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3755	G407-S692	f95v	HERBAL	G407-E4446	G407-E4447	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Materialanteil im Arbeitsgang an.	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu; zur Zielstelle.	Im laufenden Gang setze den Materialanteil im Arbeitsgang an.	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu; zur Zielstelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3756	G407-S692	f95v	HERBAL	G407-E4447	G407-E4448	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu; zur Zielstelle.	Nimm den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; zur Zielstelle.	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu; zur Zielstelle.	Nimm den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; zur Zielstelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3757	G407-S692	f95v	HERBAL	G407-E4448	G407-E4449	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Nimm den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; zur Zielstelle.	Halte den Materialanteil; auf Grad I.	Nimm den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; zur Zielstelle.	Halte den Materialanteil; auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3758	G407-S692	f95v	HERBAL	G407-E4449	G407-E4450	NONSTATE_TO_STATE	YES	G407-E4450	NO	SH:halte	1	1	1	1	1	Halte den Materialanteil; auf Grad I.	Weiter: halte den Arbeitswert.	Halte den Materialanteil; auf Grad I.	Weiter: halte den Arbeitswert.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3759	G407-S692	f95v	HERBAL	G407-E4450	G407-E4451	STATE_TO_NONSTATE	YES	G407-E4450	NO	SH:halte	1	1	1	1	1	Weiter: halte den Arbeitswert.	Im laufenden Gang halte den Pflanzenposten.	Weiter: halte den Arbeitswert.	Im laufenden Gang halte den Pflanzenposten.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3760	G407-S692	f95v	HERBAL	G407-E4451	G407-E4452	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang halte den Pflanzenposten.	Setze den Materialanteil im Arbeitsgang an.	Im laufenden Gang halte den Pflanzenposten.	Setze den Materialanteil im Arbeitsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3761	G407-S692	f95v	HERBAL	G407-E4452	G407-E4453	NONSTATE_TO_STATE	YES	G407-E4453	YES	OK:setze	1	0	1	1	1	Setze den Materialanteil im Arbeitsgang an.	Setze den Materialanteil; über die Verbindung im Pflanzenartikel; schließe den Schritt.	Setze den Materialanteil im Arbeitsgang an.	Setze den Materialanteil im Arbeitsgang an; über die Verbindung im Pflanzenartikel; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3762	G407-S693	f95v	HERBAL	G407-E4454	G407-E4455	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Pflanzenposten im Arbeitsgang an; auf Grad II.	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial; an der bezeichneten Stelle.	Setze den Pflanzenposten im Arbeitsgang an; auf Grad II.	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3763	G407-S693	f95v	HERBAL	G407-E4455	G407-E4456	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial; an der bezeichneten Stelle.	Bearbeite den Pflanzenposten und den Materialanteil und gib den Pflanzenposten und den Materialanteil zu.	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial; an der bezeichneten Stelle.	Bearbeite den Pflanzenposten und den Materialanteil und gib den Pflanzenposten und den Materialanteil zu.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3764	G407-S693	f95v	HERBAL	G407-E4456	G407-E4457	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Bearbeite den Pflanzenposten und den Materialanteil und gib den Pflanzenposten und den Materialanteil zu.	Stelle den Pflanzenposten ein und wähle den Pflanzenposten; zur Zielstelle; an der bezeichneten Stelle.	Bearbeite den Pflanzenposten und den Materialanteil und gib den Pflanzenposten und den Materialanteil zu.	Stelle den Pflanzenposten ein und wähle den Pflanzenposten; zur Zielstelle; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3765	G407-S693	f95v	HERBAL	G407-E4457	G407-E4458	NONSTATE_TO_STATE	YES	G407-E4458	NO	S:wähle	1	1	1	1	1	Stelle den Pflanzenposten ein und wähle den Pflanzenposten; zur Zielstelle; an der bezeichneten Stelle.	Danach: wähle den Materialanteil.	Stelle den Pflanzenposten ein und wähle den Pflanzenposten; zur Zielstelle; an der bezeichneten Stelle.	Danach: wähle den Materialanteil.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3766	G407-S695	f95v	HERBAL	G407-E4460	G407-E4461	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Arbeitswert ein; als Ausführung und auf Grad I.	Gib den Pflanzenposten zu und halte den Pflanzenposten; als Ausführung und auf Grad I.	Setze den Arbeitswert ein; als Ausführung und auf Grad I.	Gib den Pflanzenposten zu und halte den Pflanzenposten; als Ausführung und auf Grad I.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3767	G407-S695	f95v	HERBAL	G407-E4461	G407-E4462	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Gib den Pflanzenposten zu und halte den Pflanzenposten; als Ausführung und auf Grad I.	Bearbeite den Arbeitswert; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	Gib den Pflanzenposten zu und halte den Pflanzenposten; als Ausführung und auf Grad I.	Bearbeite den Arbeitswert; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3768	G407-S695	f95v	HERBAL	G407-E4462	G407-E4463	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Bearbeite den Arbeitswert; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	Halte den Pflanzenposten; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.	Bearbeite den Arbeitswert; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	Halte den Pflanzenposten; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3769	G407-S695	f95v	HERBAL	G407-E4463	G407-E4464	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den Pflanzenposten; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.	Setze den Pflanzenposten im Arbeitsgang an.	Halte den Pflanzenposten; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.	Setze den Pflanzenposten im Arbeitsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3770	G407-S695	f95v	HERBAL	G407-E4464	G407-E4465	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Pflanzenposten im Arbeitsgang an.	Setze den Materialanteil im Arbeitsgang an.	Setze den Pflanzenposten im Arbeitsgang an.	Setze den Materialanteil im Arbeitsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3771	G407-S695	f95v	HERBAL	G407-E4465	G407-E4466	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Materialanteil im Arbeitsgang an.	Im laufenden Gang setze den Materialanteil [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Setze den Materialanteil im Arbeitsgang an.	Im laufenden Gang setze den Materialanteil [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3772	G407-S695	f95v	HERBAL	G407-E4466	G407-E4467	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Im laufenden Gang setze den Materialanteil [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Halte den Materialanteil [wie zuvor]; zur Zielstelle; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	Im laufenden Gang setze den Materialanteil [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Halte den Materialanteil [wie zuvor]; zur Zielstelle; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3773	G407-S695	f95v	HERBAL	G407-E4467	G407-E4468	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Halte den Materialanteil [wie zuvor]; zur Zielstelle; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	Setze den Pflanzenposten im Arbeitsgang an.	Halte den Materialanteil [wie zuvor]; zur Zielstelle; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	Setze den Pflanzenposten im Arbeitsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3774	G407-S695	f95v	HERBAL	G407-E4468	G407-E4469	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Pflanzenposten im Arbeitsgang an.	Stelle die Arbeitseinheit ein und halte die Arbeitseinheit.	Setze den Pflanzenposten im Arbeitsgang an.	Stelle die Arbeitseinheit ein und halte die Arbeitseinheit.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3775	G407-S695	f95v	HERBAL	G407-E4469	G407-E4470	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Stelle die Arbeitseinheit ein und halte die Arbeitseinheit.	Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an und halte die Arbeitseinheit [wie zuvor].	Stelle die Arbeitseinheit ein und halte die Arbeitseinheit.	Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an und halte die Arbeitseinheit [wie zuvor].	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3776	G407-S695	f95v	HERBAL	G407-E4470	G407-E4471	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an und halte die Arbeitseinheit [wie zuvor].	Setze den Materialanteil im Arbeitsgang an.	Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an und halte die Arbeitseinheit [wie zuvor].	Setze den Materialanteil im Arbeitsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3777	G407-S695	f95v	HERBAL	G407-E4471	G407-E4472	NONSTATE_TO_STATE	YES	G407-E4472	YES	OK:setze	1	0	1	1	1	Setze den Materialanteil im Arbeitsgang an.	Danach: setze den Materialanteil; vom Ausgangsmaterial.	Setze den Materialanteil im Arbeitsgang an.	Danach: setze den Materialanteil im Arbeitsgang an; vom Ausgangsmaterial.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3778	G407-S695	f95v	HERBAL	G407-E4472	G407-E4473	STATE_TO_STATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Danach: setze den Materialanteil; vom Ausgangsmaterial.	Danach: setze den Pflanzenposten.	Danach: setze den Materialanteil im Arbeitsgang an; vom Ausgangsmaterial.	Danach: setze den Pflanzenposten im Arbeitsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3779	G407-S695	f95v	HERBAL	G407-E4473	G407-E4474	STATE_TO_STATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Danach: setze den Pflanzenposten.	Setze den Pflanzenposten; auf Grad I; schließe den Schritt.	Danach: setze den Pflanzenposten im Arbeitsgang an.	Setze den Pflanzenposten im Arbeitsgang an; auf Grad I; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3780	G407-S696	f95v	HERBAL	G407-E4475	G407-E4476	STATE_TO_NONSTATE	YES	G407-E4475	YES	NONE	0	0	0	0	0	Danach: setze den Pflanzenposten; zur Zielstelle.	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und bearbeite den Pflanzenposten [außen] und den Pflanzenposten [innen].	Danach: setze den Pflanzenposten im Arbeitsgang an; zur Zielstelle.	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und bearbeite den Pflanzenposten [außen] und den Pflanzenposten [innen].	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3781	G407-S696	f95v	HERBAL	G407-E4476	G407-E4477	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und bearbeite den Pflanzenposten [außen] und den Pflanzenposten [innen].	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und bearbeite den Pflanzenposten [außen] und den Pflanzenposten [innen].	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3782	G407-S696	f95v	HERBAL	G407-E4477	G407-E4478	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; an der bezeichneten Stelle.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; an der bezeichneten Stelle.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3783	G407-S696	f95v	HERBAL	G407-E4478	G407-E4479	NONSTATE_TO_STATE	YES	G407-E4479	NO	NONE	0	0	0	0	0	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; an der bezeichneten Stelle.	Stelle den Pflanzenposten ein und nimm den Pflanzenposten; zur Ausführung; schließe den Schritt.	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; an der bezeichneten Stelle.	Stelle den Pflanzenposten ein und nimm den Pflanzenposten; zur Ausführung; schließe den Schritt.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
3784	G407-S697	f95v	HERBAL	G407-E4480	G407-E4481	NONSTATE_TO_NONSTATE	NO	NOT_APPLICABLE	NOT_APPLICABLE	NONE	0	0	0	0	0	Setze den Arbeitswert im Arbeitsgang an.	Im laufenden Gang setze den Pflanzenposten im Arbeitsgang an.	Setze den Arbeitswert im Arbeitsgang an.	Im laufenden Gang setze den Pflanzenposten im Arbeitsgang an.	ADJACENCY_ONLY__ACTION_FRAME_DOES_NOT_MERGE_EVENTS
