state_edition_ordinal	event_id	statement_id	physical_page	register	owner_id	surface	final_context_recipe	gdt567_owner_voice_clause_de	action_voice_working_clause_de	owner_bound_control_clause_de	generic_action_chain_de	owner_action_chain_de	action_voice_changed	action_voice_equals_owner_bound	action_voice_card_count	action_voice_card_ids	state_atom_alignment	guard	effective_action_roots	action_topology	effective_argument_roots
1552	G515-E0220	G515-S021	f31r	HERBAL	F31R_WHOLE_PLANT	qokeedy	OK+EE+DY	Setze; auf Grad II; schließe den Schritt.	Setze im Arbeitsgang an; auf Grad II; schließe den Schritt.	Setze im Arbeitsgang an; auf Grad II; schließe den Schritt.	setze	setze im Arbeitsgang an	YES	YES	1	GDT568-A02	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	NONE
1553	G515-E0223	G515-S022	f31r	HERBAL	F31R_WHOLE_PLANT	olsheol	OL+K+E+OL	Weiter: gib den Pflanzenposten; auf Grad I; nochmals weiterführen.	Weiter: gib den Pflanzenposten zu; auf Grad I; nochmals weiterführen.	Gib den Pflanzenposten [wie zuvor] zu; auf Grad I; führe 2-mal fort.	gib den Pflanzenposten	gib den Pflanzenposten zu	YES	NO	1	GDT568-A12	1:OL=weiter | 2:K=geben | 3:E=auf Grad I | 4:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1554	G515-E0234	G515-S022	f31r	HERBAL	F31R_WHOLE_PLANT	okedy	OK+E+DY	Setze den Pflanzenposten; auf Grad I; schließe den Schritt.	Setze den Pflanzenposten im Arbeitsgang an; auf Grad I; schließe den Schritt.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	setze den Pflanzenposten	setze den Pflanzenposten im Arbeitsgang an	YES	NO	1	GDT568-A02	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1555	G515-E0238	G515-S023	f31r	HERBAL	F31R_WHOLE_PLANT	olsheor	OL+SH+E+OR	Weiter: halte die Arbeitseinheit; auf Grad I.	Weiter: halte die Arbeitseinheit; auf Grad I.	Halte die Arbeitseinheit; auf Grad I; führe fort.	halte die Arbeitseinheit	halte die Arbeitseinheit	NO	NO	1	GDT568-A10	1:OL=weiter | 2:SH=halten | 3:E=auf Grad I | 4:OR=die Einheit	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	OR
1556	G515-E0239	G515-S023	f31r	HERBAL	F31R_WHOLE_PLANT	qoekedy	CARRIER_Q+O+E+K+E+DY	Gib die Arbeitseinheit; am Beginn; zur Ausführung; auf Grad I; auf Grad I; schließe den Schritt.	Gib die Arbeitseinheit zu; am Beginn; zur Ausführung; auf Grad I; auf Grad I; schließe den Schritt.	Gib die Arbeitseinheit [wie zuvor] zu; mit Beginnmarker, zur Ausführung, auf Grad I [außen] und auf Grad I [innen]; schließe den Schritt.	gib die Arbeitseinheit	gib die Arbeitseinheit zu	YES	NO	1	GDT568-A12	1:CARRIER_Q=am Beginn | 2:O=zur Ausführung | 3:E=auf Grad I | 4:K=geben | 5:E=auf Grad I | 6:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	OR
1557	G515-E0240	G515-S024	f31r	HERBAL	F31R_WHOLE_PLANT	otedy	OT+E+DY	Danach: auf Grad I; schließe den Schritt.	Danach: auf Grad I; schließe den Schritt.	Danach: auf Grad I; schließe den Schritt.	NONE	NONE	NO	YES	0	NONE	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	NONE	NO_ACTION	NONE
1558	G515-E0241	G515-S025	f31r	HERBAL	F31R_WHOLE_PLANT	ykedy	Y+K+E+DY	Gib den Pflanzenposten; auf Grad I; schließe den Schritt.	Gib den Pflanzenposten zu; auf Grad I; schließe den Schritt.	Gib den Pflanzenposten zu; auf Grad I; schließe den Schritt.	gib den Pflanzenposten	gib den Pflanzenposten zu	YES	YES	1	GDT568-A12	1:Y=den Posten | 2:K=geben | 3:E=auf Grad I | 4:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1559	G515-E0247	G515-S026	f31r	HERBAL	F31R_WHOLE_PLANT	okeedy	OK+EE+DY	Setze den Arbeitswert; auf Grad II; schließe den Schritt.	Setze den Arbeitswert im Arbeitsgang an; auf Grad II; schließe den Schritt.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II; schließe den Schritt.	setze den Arbeitswert	setze den Arbeitswert im Arbeitsgang an	YES	NO	1	GDT568-A02	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	AIIN
1560	G515-E0249	G515-S027	f31r	HERBAL	F31R_WHOLE_PLANT	sheol	SH+E+OL	Weiter: halte den Pflanzenposten; auf Grad I.	Weiter: halte den Pflanzenposten; auf Grad I.	Halte den Pflanzenposten [wie zuvor]; auf Grad I; führe fort.	halte den Pflanzenposten	halte den Pflanzenposten	NO	NO	1	GDT568-A10	1:SH=halten | 2:E=auf Grad I | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1561	G515-E0252	G515-S027	f31r	HERBAL	F31R_WHOLE_PLANT	oteor	OT+E+OR	Danach: setze die Arbeitseinheit; auf Grad I.	Danach: setze die Arbeitseinheit im Arbeitsgang an; auf Grad I.	Danach: im laufenden Satz setze die Arbeitseinheit im Arbeitsgang an; auf Grad I.	setze die Arbeitseinheit	setze die Arbeitseinheit im Arbeitsgang an	YES	NO	1	GDT568-A02	1:OT=danach | 2:E=auf Grad I | 3:OR=die Einheit	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	OR
1562	G515-E0301	G515-S028	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	oteedy	OT+EE+DY	Danach: setze den Kennwert ein; auf Grad II; schließe den Schritt.	Danach: setze den Kennwert ein; auf Grad II; schließe den Schritt.	Danach: im laufenden Satz setze den Kennwert [wie zuvor] ein; auf Grad II; schließe den Schritt.	setze den Kennwert ein	setze den Kennwert ein	NO	NO	1	GDT568-A20	1:OT=danach | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	P	A	AIIN
1563	G515-E0302	G515-S029	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	opchedy	O+P+CHD+DY	Setze ein und bearbeite; zur Ausführung; schließe den Schritt.	Setze ein und bearbeite; zur Ausführung; schließe den Schritt.	Setze ein und bearbeite; zur Ausführung; schließe den Schritt.	setze ein und bearbeite	setze ein und bearbeite	NO	YES	2	GDT568-A20|GDT568-A15	1:O=zur Ausführung | 2:P=einsetzen | 3:CHD=bearbeiten | 4:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	P|CHD	A+A	NONE
1564	G515-E0305	G515-S030	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	shddy	SH+D_ADDR+DY	Halte den laufenden Eintrag; an der bezeichneten Stelle; schließe den Schritt.	Halte den laufenden Eintrag fest; an der bezeichneten Stelle; schließe den Schritt.	Halte den laufenden Eintrag [wie zuvor] fest; an der bezeichneten Stelle; schließe den Schritt.	halte den laufenden Eintrag	halte den laufenden Eintrag fest	YES	NO	1	GDT568-A09	1:SH=halten | 2:D_ADDR=hier | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1565	G515-E0307	G515-S031	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	cholpchd	OL+P+CHD	Weiter: setze den laufenden Eintrag ein und bearbeite den laufenden Eintrag.	Weiter: setze den laufenden Eintrag ein und bearbeite den laufenden Eintrag.	Setze den laufenden Eintrag [wie zuvor] ein und bearbeite den laufenden Eintrag [wie zuvor]; führe fort.	setze den laufenden Eintrag ein und bearbeite den laufenden Eintrag	setze den laufenden Eintrag ein und bearbeite den laufenden Eintrag	NO	NO	2	GDT568-A20|GDT568-A15	1:OL=weiter | 2:P=einsetzen | 3:CHD=bearbeiten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	P|CHD	A+A	Y
1566	G515-E0313	G515-S031	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	okedy	OK+E+DY	Setze den laufenden Eintrag; auf Grad I; schließe den Schritt.	Trage den laufenden Eintrag ein; auf Grad I; schließe den Schritt.	Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	setze den laufenden Eintrag	trage den laufenden Eintrag ein	YES	NO	1	GDT568-A01	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1567	G515-E0314	G515-S032	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	qokeedy	OK+EE+DY	Setze; auf Grad II; schließe den Schritt.	Trage ein; auf Grad II; schließe den Schritt.	Trage ein; auf Grad II; schließe den Schritt.	setze	trage ein	YES	YES	1	GDT568-A01	1:OK=setzen | 2:EE=auf Grad II | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	NONE
1568	G515-E0316	G515-S033	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	okedy	OK+E+DY	Setze; auf Grad I; schließe den Schritt.	Trage ein; auf Grad I; schließe den Schritt.	Trage ein; auf Grad I; schließe den Schritt.	setze	trage ein	YES	YES	1	GDT568-A01	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	NONE
1569	G515-E0318	G515-S034	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	ykshedy	Y+K+SH+E+DY	Gib den laufenden Eintrag und halte den laufenden Eintrag; auf Grad I; schließe den Schritt.	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I; schließe den Schritt.	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I; schließe den Schritt.	gib den laufenden Eintrag und halte den laufenden Eintrag	ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest	YES	YES	2	GDT568-A11|GDT568-A09	1:Y=den Posten | 2:K=geben | 3:SH=halten | 4:E=auf Grad I | 5:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K|SH	A+A	Y
1570	G515-E0319	G515-S035	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	chady	CH+A_ADDR+DY	Nimm; an der bezeichneten Stelle; schließe den Schritt.	Entnimm; an der bezeichneten Stelle; schließe den Schritt.	Entnimm; an der bezeichneten Stelle; schließe den Schritt.	nimm	entnimm	YES	YES	1	GDT568-A06	1:CH=nehmen | 2:A_ADDR=hier | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	NONE
1571	G515-E0329	G515-S036	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	qotedy	OT+E+DY	Danach: halte den laufenden Eintrag; auf Grad I; schließe den Schritt.	Danach: halte den laufenden Eintrag fest; auf Grad I; schließe den Schritt.	Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; auf Grad I; schließe den Schritt.	halte den laufenden Eintrag	halte den laufenden Eintrag fest	YES	NO	1	GDT568-A09	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1572	G515-E0332	G515-S037	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	qotedal	OT+E+AL	Danach: bearbeite den laufenden Eintrag; auf Grad I; zur Zielspalte.	Danach: bearbeite den laufenden Eintrag; auf Grad I; zur Zielspalte.	Danach: im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; zur Zielspalte; auf Grad I.	bearbeite den laufenden Eintrag	bearbeite den laufenden Eintrag	NO	NO	1	GDT568-A15	1:OT=danach | 2:E=auf Grad I | 3:AL=zum Zielort	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CHD	A	Y
1573	G515-E0334	G515-S037	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	ykady	Y+K+A_ADDR+DY	Gib den laufenden Eintrag; an der bezeichneten Stelle; schließe den Schritt.	Ordne den laufenden Eintrag zu; an der bezeichneten Stelle; schließe den Schritt.	Ordne den laufenden Eintrag zu; an der bezeichneten Stelle; schließe den Schritt.	gib den laufenden Eintrag	ordne den laufenden Eintrag zu	YES	YES	1	GDT568-A11	1:Y=den Posten | 2:K=geben | 3:A_ADDR=hier | 4:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1574	G515-E0336	G515-S038	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	qotey	OT+E+Y	Danach: Bezug auf den laufenden Eintrag; auf Grad I.	Danach: Bezug auf den laufenden Eintrag; auf Grad I.	Danach: Bezug: den laufenden Eintrag; auf Grad I.	NONE	NONE	NO	NO	0	NONE	1:OT=danach | 2:E=auf Grad I | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	NONE	NO_ACTION	Y
1575	G515-E0337	G515-S038	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	kol	K+OL	Weiter: gib den laufenden Eintrag.	Weiter: ordne den laufenden Eintrag zu.	Ordne den laufenden Eintrag [wie zuvor] zu; führe fort.	gib den laufenden Eintrag	ordne den laufenden Eintrag zu	YES	NO	1	GDT568-A11	1:K=geben | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1576	G515-E0345	G515-S038	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	okedy	OK+E+DY	Setze den laufenden Eintrag; auf Grad I; schließe den Schritt.	Trage den laufenden Eintrag ein; auf Grad I; schließe den Schritt.	Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	setze den laufenden Eintrag	trage den laufenden Eintrag ein	YES	NO	1	GDT568-A01	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1577	G515-E0347	G515-S039	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	ykeeody	Y+K+EE+O+DY	Gib den laufenden Eintrag; auf Grad II; zur Ausführung; schließe den Schritt.	Ordne den laufenden Eintrag zu; auf Grad II; zur Ausführung; schließe den Schritt.	Ordne den laufenden Eintrag zu; auf Grad II und zur Ausführung; schließe den Schritt.	gib den laufenden Eintrag	ordne den laufenden Eintrag zu	YES	NO	1	GDT568-A11	1:Y=den Posten | 2:K=geben | 3:EE=auf Grad II | 4:O=zur Ausführung | 5:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1578	G515-E0350	G515-S040	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	chekeody	CH+K+E+O+DY	Nimm den laufenden Eintrag und gib den laufenden Eintrag; auf Grad I; zur Ausführung; schließe den Schritt.	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I; zur Ausführung; schließe den Schritt.	Entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I und zur Ausführung; schließe den Schritt.	nimm den laufenden Eintrag und gib den laufenden Eintrag	entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu	YES	NO	2	GDT568-A06|GDT568-A11	1:CH=nehmen | 2:K=geben | 3:E=auf Grad I | 4:O=zur Ausführung | 5:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH|K	A+A	Y
1579	G515-E0354	G515-S041	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	rotaiin	R+OT+AIIN	Danach: markiere den Kennwert.	Danach: kennzeichne den Kennwert.	Danach: kennzeichne den Kennwert.	markiere den Kennwert	kennzeichne den Kennwert	YES	YES	1	GDT568-A18	1:R=markieren | 2:OT=danach | 3:AIIN=den Wert	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	R	A	AIIN
1580	G515-E0355	G515-S041	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_01	dsheol	SH+E+OL	Weiter: halte den Kennwert; auf Grad I.	Weiter: halte den Kennwert fest; auf Grad I.	Halte den Kennwert [wie zuvor] fest; auf Grad I; führe fort.	halte den Kennwert	halte den Kennwert fest	YES	NO	1	GDT568-A09	1:SH=halten | 2:E=auf Grad I | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	AIIN
1581	G515-E0359	G515-S042	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	dol	D_ADDR+OL	Weiter: setze den laufenden Eintrag ein; an der bezeichneten Stelle.	Weiter: setze den laufenden Eintrag ein; an der bezeichneten Stelle.	Im laufenden Satz setze den laufenden Eintrag [wie zuvor] ein; an der bezeichneten Stelle; führe fort.	setze den laufenden Eintrag ein	setze den laufenden Eintrag ein	NO	NO	1	GDT568-A20	1:D_ADDR=hier | 2:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	P	A	Y
1582	G515-E0366	G515-S042	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	dsholdaiir	D_ADDR+SH+OL+DA+IIN+R	Weiter: halte den laufenden Eintrag und markiere den laufenden Eintrag; an der bezeichneten Stelle; auf der zweiten Stufe; auf der Stufe.	Weiter: halte den laufenden Eintrag fest und kennzeichne den laufenden Eintrag; an der bezeichneten Stelle; auf der zweiten Stufe; auf der Stufe.	Halte den laufenden Eintrag [wie zuvor] fest und kennzeichne den laufenden Eintrag [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe; an der bezeichneten Stelle; führe fort.	halte den laufenden Eintrag und markiere den laufenden Eintrag	halte den laufenden Eintrag fest und kennzeichne den laufenden Eintrag	YES	NO	2	GDT568-A09|GDT568-A18	1:D_ADDR=hier | 2:SH=halten | 3:OL=weiter | 4:DA=auf der zweiten Stufe | 5:IIN=auf der Stufe | 6:R=markieren	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH|R	A+A	Y
1583	G515-E0371	G515-S042	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	choty	CH+OT+Y	Danach: nimm den laufenden Eintrag.	Danach: entnimm den laufenden Eintrag.	Danach: entnimm den laufenden Eintrag.	nimm den laufenden Eintrag	entnimm den laufenden Eintrag	YES	YES	1	GDT568-A06	1:CH=nehmen | 2:OT=danach | 3:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	CH	A	Y
1584	G515-E0375	G515-S042	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	ykol	Y+K+OL	Weiter: gib den laufenden Eintrag.	Weiter: ordne den laufenden Eintrag zu.	Ordne den laufenden Eintrag zu; führe fort.	gib den laufenden Eintrag	ordne den laufenden Eintrag zu	YES	NO	1	GDT568-A11	1:Y=den Posten | 2:K=geben | 3:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1585	G515-E0379	G515-S042	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	dalalshedy	AL+AL+SH+E+DY	Halte den laufenden Eintrag; zur Zielspalte; zur Zielspalte; auf Grad I; schließe den Schritt.	Halte den laufenden Eintrag fest; zur Zielspalte; zur Zielspalte; auf Grad I; schließe den Schritt.	Halte den laufenden Eintrag [wie zuvor] fest; zur Zielspalte [außen] und zur Zielspalte [innen]; auf Grad I; schließe den Schritt.	halte den laufenden Eintrag	halte den laufenden Eintrag fest	YES	NO	1	GDT568-A09	1:AL=zum Zielort | 2:AL=zum Zielort | 3:SH=halten | 4:E=auf Grad I | 5:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1586	G515-E0388	G515-S043	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	sholdy	SH+OL+D_ADDR+Y	Weiter: halte den laufenden Eintrag; an der bezeichneten Stelle.	Weiter: halte den laufenden Eintrag fest; an der bezeichneten Stelle.	Halte den laufenden Eintrag fest; an der bezeichneten Stelle; führe fort.	halte den laufenden Eintrag	halte den laufenden Eintrag fest	YES	NO	1	GDT568-A09	1:SH=halten | 2:OL=weiter | 3:D_ADDR=hier | 4:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	Y
1587	G515-E0391	G515-S043	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	qoty	OT+Y	Danach: setze den laufenden Eintrag ein.	Danach: setze den laufenden Eintrag ein.	Danach: im laufenden Satz setze den laufenden Eintrag ein.	setze den laufenden Eintrag ein	setze den laufenden Eintrag ein	NO	NO	1	GDT568-A20	1:OT=danach | 2:Y=den Posten	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	P	A	Y
1588	G515-E0394	G515-S043	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	kardy	K+AR+DY	Gib den laufenden Eintrag; von der Ausgangszeile; schließe den Schritt.	Ordne den laufenden Eintrag zu; von der Ausgangszeile; schließe den Schritt.	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; schließe den Schritt.	gib den laufenden Eintrag	ordne den laufenden Eintrag zu	YES	NO	1	GDT568-A11	1:K=geben | 2:AR=vom Ausgang | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1589	G515-E0401	G515-S044	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	shedy	SH+E+DY	Halte den Kennwert; auf Grad I; schließe den Schritt.	Halte den Kennwert fest; auf Grad I; schließe den Schritt.	Halte den Kennwert [wie zuvor] fest; auf Grad I; schließe den Schritt.	halte den Kennwert	halte den Kennwert fest	YES	NO	1	GDT568-A09	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	AIIN
1590	G515-E0404	G515-S045	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	ol	OL	Weiter: gib den laufenden Eintrag.	Weiter: ordne den laufenden Eintrag zu.	Im laufenden Satz ordne den laufenden Eintrag [wie zuvor] zu; führe fort.	gib den laufenden Eintrag	ordne den laufenden Eintrag zu	YES	NO	1	GDT568-A11	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	K	A	Y
1591	G515-E0405	G515-S045	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	okedy	OK+E+DY	Setze den laufenden Eintrag; auf Grad I; schließe den Schritt.	Trage den laufenden Eintrag ein; auf Grad I; schließe den Schritt.	Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	setze den laufenden Eintrag	trage den laufenden Eintrag ein	YES	NO	1	GDT568-A01	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	OK	A	Y
1592	G515-E0406	G515-S046	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	ol	OL	Weiter.	Weiter.	Führe fort.	NONE	NONE	NO	NO	0	NONE	1:OL=weiter	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	NONE	NO_ACTION	NONE
1593	G515-E0415	G515-S047	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	Weiter: halte die Eintragseinheit und den Kennwert; an der bezeichneten Stelle; an der bezeichneten Stelle.	Weiter: halte die Eintragseinheit und den Kennwert fest; an der bezeichneten Stelle; an der bezeichneten Stelle.	Halte die Eintragseinheit und den Kennwert fest; an der bezeichneten Stelle und an der bezeichneten Stelle; führe fort.	halte die Eintragseinheit und den Kennwert	halte die Eintragseinheit und den Kennwert fest	YES	NO	1	GDT568-A09	1:SH=halten | 2:OL=weiter | 3:LOCAL_CHAR_F=hier | 4:OR=die Einheit | 5:D_ADDR=hier | 6:AIIN=den Wert	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	OR|AIIN
1594	G515-E0416	G515-S047	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	qotar	OT+AR	Danach: halte den Kennwert; von der Ausgangszeile.	Danach: halte den Kennwert fest; von der Ausgangszeile.	Danach: im laufenden Satz halte den Kennwert [wie zuvor] fest; von der Ausgangszeile.	halte den Kennwert	halte den Kennwert fest	YES	NO	1	GDT568-A09	1:OT=danach | 2:AR=vom Ausgang	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	AIIN
1595	G515-E0417	G515-S047	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_03	otalor	OT+AL+OR	Danach: halte die Eintragseinheit; zur Zielspalte.	Danach: halte die Eintragseinheit fest; zur Zielspalte.	Danach: im laufenden Satz halte die Eintragseinheit fest; zur Zielspalte.	halte die Eintragseinheit	halte die Eintragseinheit fest	YES	NO	1	GDT568-A09	1:OT=danach | 2:AL=zum Zielort | 3:OR=die Einheit	EVENT_RECIPE_ROOTS_AND_BOUNDARY_UNCHANGED__ACTION_VOICE_SEPARATE	SH	A	OR
