assignment_ordinal	cohort	event_id	statement_id	physical_page	register	surface	recipe	argument_state_projection	argument_occurrence_in_recipe	argument_multiplicity_in_recipe	argument_sequence	argument	argument_value_de	argument_atom_position	recipe_atom_count	left_control	right_control	carrier_envelope	carrier_role	content_block	argument_position_in_block	left_content_before_argument	right_content_after_argument	is_last_argument_in_recipe	compact_carrier_reading_de	envelope_template_de	complete_carrier_reading_de	literal_projection_reading_de	statement_position	statement_final	current_reading_de	y_dy_atom_distinction	guard	substitution_family_id
336	OLD26_GDT407	G407-E4443	G407-S692	f95v	HERBAL	otalain	OT+AL+AIN	OT+AIN	1	1	AIN	AIN	ANTEIL	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AL+AIN	2	AL	NONE	YES	DANACH · ANTEIL	danach ARG als nächsten Träger eröffnen	danach den Anteil als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → ANTEIL	STATEMENT_INTERNAL	NO	DANACH · ZIELORT · ANTEIL	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F05
337	OLD26_GDT407	G407-E4450	G407-S692	f95v	HERBAL	olaiin	OL+AIIN	OL+AIIN	1	1	AIIN	AIIN	WERT	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	AIIN	1	NONE	NONE	YES	FORTSETZEN · WERT	weiter mit ARG als aktuellem Träger	weiter mit dem Wert als aktuellem Träger	TRÄGER FORTSETZEN → WERT	STATEMENT_INTERNAL	NO	FORTSETZEN · WERT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
338	OLD26_GDT407	G407-E4458	G407-S693	f95v	HERBAL	otain	OT+AIN	OT+AIN	1	1	AIN	AIN	ANTEIL	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIN	1	NONE	NONE	YES	DANACH · ANTEIL	danach ARG als nächsten Träger eröffnen	danach den Anteil als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → ANTEIL	STATEMENT_FINAL	YES	DANACH · ANTEIL	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
339	OLD26_GDT407	G407-E4473	G407-S695	f95v	HERBAL	oty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
340	OLD26_GDT407	G407-E4486	G407-S697	f95v	HERBAL	chcthykedy	CH+CH+T+Y+K+E+DY	Y+DY	1	1	Y	Y	POSTEN	4	7	START	DY	START>A<DY	CLOSING_ARGUMENT	CH+CH+T+Y+K+E	4	CH+CH+T	K+E	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	STATEMENT_FINAL	YES	NEHMEN · NEHMEN · EINSTELLEN · AKTIVER POSTEN · GEBEN · GRAD I · SCHLUSS	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
341	OLD26_GDT407	G407-E4492	G407-S698	f95v	HERBAL	oty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	DANACH · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
342	OLD26_GDT407	G407-E4496	G407-S699	f95v	HERBAL	ytshedy	Y+T+SH+E+DY	Y+DY	1	1	Y	Y	POSTEN	1	5	START	DY	START>A<DY	CLOSING_ARGUMENT	Y+T+SH+E	1	NONE	T+SH+E	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	STATEMENT_FINAL	YES	AKTIVER POSTEN · EINSTELLEN · HALTEN · GRAD I · SCHLUSS	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
343	OLD26_GDT407	G407-E4523	G407-S705	f95v	HERBAL	dolkain	D_ADDR+OL+K+AIN	OL+AIN	1	1	AIN	AIN	ANTEIL	4	4	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	K+AIN	2	K	NONE	YES	FORTSETZEN · ANTEIL	weiter mit ARG als aktuellem Träger	weiter mit dem Anteil als aktuellem Träger	TRÄGER FORTSETZEN → ANTEIL	STATEMENT_INTERNAL	NO	HIER · FORTSETZEN · GEBEN · ANTEIL	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F10
344	OLD26_GDT407	G407-E4550	G407-S710	f95v	HERBAL	otain	OT+AIN	OT+AIN	1	1	AIN	AIN	ANTEIL	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIN	1	NONE	NONE	YES	DANACH · ANTEIL	danach ARG als nächsten Träger eröffnen	danach den Anteil als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → ANTEIL	STATEMENT_INTERNAL	NO	DANACH · ANTEIL	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
345	OLD26_GDT407	G407-E4559	G407-S713	f95v	HERBAL	otain	OT+AIN	OT+AIN	1	1	AIN	AIN	ANTEIL	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIN	1	NONE	NONE	YES	DANACH · ANTEIL	danach ARG als nächsten Träger eröffnen	danach den Anteil als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → ANTEIL	STATEMENT_INTERNAL	NO	DANACH · ANTEIL	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
346	OLD26_GDT407	G407-E4562	G407-S713	f95v	HERBAL	shotshey	SH+OT+SH+E+Y	OT+Y	1	1	Y	Y	POSTEN	5	5	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	SH+E+Y	3	SH+E	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	HALTEN · DANACH · HALTEN · GRAD I · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
347	OLD26_GDT407	G407-E4566	G407-S714	f95v	HERBAL	olkchdy	OL+K+CHD+Y	OL+Y	1	1	Y	Y	POSTEN	4	4	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	K+CHD+Y	3	K+CHD	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INITIAL	NO	FORTSETZEN · GEBEN · UMSETZEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
348	OLD26_GDT407	G407-E4567	G407-S714	f95v	HERBAL	qotaiin	OT+AIIN	OT+AIIN	1	1	AIIN	AIIN	WERT	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIIN	1	NONE	NONE	YES	DANACH · WERT	danach ARG als nächsten Träger eröffnen	danach den Wert als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → WERT	STATEMENT_INTERNAL	NO	DANACH · WERT	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
349	OLD26_GDT407	G407-E4569	G407-S714	f95v	HERBAL	dolkchy	D_ADDR+OL+K+Y	OL+Y	1	1	Y	Y	POSTEN	4	4	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	K+Y	2	K	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	HIER · FORTSETZEN · GEBEN · AKTIVER POSTEN	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F10
350	CURRENT4_GDT539	G515-E0006	G515-S002	f4r	HERBAL	qotey	OT+E+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	E+Y	2	E	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	Danach: im laufenden Satz halte den Pflanzenposten; auf Grad I.	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F03
351	CURRENT4_GDT539	G515-E0023	G515-S002	f4r	HERBAL	qotaiin	OT+AIIN	OT+AIIN	1	1	AIIN	AIIN	WERT	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIIN	1	NONE	NONE	YES	DANACH · WERT	danach ARG als nächsten Träger eröffnen	danach den Wert als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → WERT	STATEMENT_INTERNAL	NO	Danach: im laufenden Satz nimm den Arbeitswert.	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
352	CURRENT4_GDT539	G515-E0033	G515-S003	f4r	HERBAL	qotchy	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	Danach: im laufenden Satz setze den Pflanzenposten ein.	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
353	CURRENT4_GDT539	G515-E0035	G515-S003	f4r	HERBAL	tydy	T+Y+DY	Y+DY	1	1	Y	Y	POSTEN	2	3	START	DY	START>A<DY	CLOSING_ARGUMENT	T+Y	2	T	NONE	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	STATEMENT_FINAL	YES	Stelle den Pflanzenposten ein; schließe den Schritt.	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
354	CURRENT4_GDT539	G515-E0039	G515-S004	f4r	HERBAL	qotaiin	OT+AIIN	OT+AIIN	1	1	AIIN	AIIN	WERT	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIIN	1	NONE	NONE	YES	DANACH · WERT	danach ARG als nächsten Träger eröffnen	danach den Wert als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → WERT	STATEMENT_INTERNAL	NO	Danach: im laufenden Satz nimm den Arbeitswert.	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
355	CURRENT4_GDT539	G515-E0055	G515-S005	f4r	HERBAL	shyshol	SH+Y+SH+OL	Y+OL	1	1	Y	Y	POSTEN	2	4	START	OL	START>A<OL	RETAINED_ARGUMENT	SH+Y+SH	2	SH	SH	YES	POSTEN · FORTSETZEN	ARG weiterführen	den Posten weiterführen	POSTEN → TRÄGER FORTSETZEN	STATEMENT_INTERNAL	NO	Halte den Pflanzenposten und halte den Pflanzenposten; führe fort.	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
356	CURRENT4_GDT539	G515-E0059	G515-S005	f4r	HERBAL	qoty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	Danach: im laufenden Satz halte den Pflanzenposten.	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
357	CURRENT4_GDT539	G515-E0072	G515-S006	f20v	HERBAL	choldy	OL+Y	OL+Y	1	1	Y	Y	POSTEN	2	2	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	Im laufenden Satz setze den Pflanzenposten ein; führe fort.	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F02
358	CURRENT4_GDT539	G515-E0073	G515-S006	f20v	HERBAL	opydy	O+P+Y+DY	Y+DY	1	1	Y	Y	POSTEN	3	4	START	DY	START>A<DY	CLOSING_ARGUMENT	O+P+Y	3	O+P	NONE	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	STATEMENT_FINAL	YES	Setze den Pflanzenposten ein; zur Ausführung; schließe den Schritt.	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
359	CURRENT4_GDT539	G515-E0084	G515-S007	f20v	HERBAL	oty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	Danach: im laufenden Satz nimm den Pflanzenposten.	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
360	CURRENT4_GDT539	G515-E0090	G515-S007	f20v	HERBAL	qoty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	Danach: im laufenden Satz stelle den Pflanzenposten ein.	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
361	CURRENT4_GDT539	G515-E0092	G515-S007	f20v	HERBAL	tolshy	T+OL+SH+Y	OL+Y	1	1	Y	Y	POSTEN	4	4	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	SH+Y	2	SH	NONE	YES	FORTSETZEN · POSTEN	weiter mit ARG als aktuellem Träger	weiter mit dem Posten als aktuellem Träger	TRÄGER FORTSETZEN → POSTEN	STATEMENT_INTERNAL	NO	Stelle den Pflanzenposten ein und halte den Pflanzenposten; führe fort.	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
362	CURRENT4_GDT539	G515-E0093	G515-S007	f20v	HERBAL	qotchy	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	Danach: im laufenden Satz halte den Pflanzenposten.	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
363	CURRENT4_GDT539	G515-E0101	G515-S008	f20v	HERBAL	otor	OT+OR	OT+OR	1	1	OR	OR	EINHEIT	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	OR	1	NONE	NONE	YES	DANACH · EINHEIT	danach ARG als nächsten Träger eröffnen	danach die Einheit als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → EINHEIT	STATEMENT_INTERNAL	NO	Danach: im laufenden Satz halte die Arbeitseinheit.	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
364	CURRENT4_GDT539	G515-E0105	G515-S008	f20v	HERBAL	otchy	OT+CH+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	CH+Y	2	CH	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	Danach: nimm den Pflanzenposten.	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F07
365	CURRENT4_GDT539	G515-E0138	G515-S008	f20v	HERBAL	qoty	OT+Y	OT+Y	1	1	Y	Y	POSTEN	2	2	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	Danach: im laufenden Satz halte den Pflanzenposten.	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F01
366	CURRENT4_GDT539	G515-E0238	G515-S023	f31r	HERBAL	olsheor	OL+SH+E+OR	OL+OR	1	1	OR	OR	EINHEIT	4	4	OL	END	OL>A<END	CONTINUED_CARRIER_ARGUMENT	SH+E+OR	3	SH+E	NONE	YES	FORTSETZEN · EINHEIT	weiter mit ARG als aktuellem Träger	weiter mit der Einheit als aktuellem Träger	TRÄGER FORTSETZEN → EINHEIT	STATEMENT_INTERNAL	NO	Halte die Arbeitseinheit; auf Grad I; führe fort.	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F08
367	CURRENT4_GDT539	G515-E0241	G515-S025	f31r	HERBAL	ykedy	Y+K+E+DY	Y+DY	1	1	Y	Y	POSTEN	1	4	START	DY	START>A<DY	CLOSING_ARGUMENT	Y+K+E	1	NONE	K+E	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	SINGLETON_STATEMENT	YES	Gib den Pflanzenposten zu; auf Grad I; schließe den Schritt.	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
368	CURRENT4_GDT539	G515-E0252	G515-S027	f31r	HERBAL	oteor	OT+E+OR	OT+OR	1	1	OR	OR	EINHEIT	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	E+OR	2	E	NONE	YES	DANACH · EINHEIT	danach ARG als nächsten Träger eröffnen	danach die Einheit als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → EINHEIT	STATEMENT_INTERNAL	NO	Danach: im laufenden Satz setze die Arbeitseinheit im Arbeitsgang an; auf Grad I.	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F03
369	CURRENT4_GDT539	G515-E0318	G515-S034	f66r	SOURCE_SECTION_T	ykshedy	Y+K+SH+E+DY	Y+DY	1	1	Y	Y	POSTEN	1	5	START	DY	START>A<DY	CLOSING_ARGUMENT	Y+K+SH+E	1	NONE	K+SH+E	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	STATEMENT_FINAL	YES	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I; schließe den Schritt.	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
370	CURRENT4_GDT539	G515-E0334	G515-S037	f66r	SOURCE_SECTION_T	ykady	Y+K+A_ADDR+DY	Y+DY	1	1	Y	Y	POSTEN	1	4	START	DY	START>A<DY	CLOSING_ARGUMENT	Y+K+A_ADDR	1	NONE	K+A_ADDR	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	STATEMENT_FINAL	YES	Ordne den laufenden Eintrag zu; an der bezeichneten Stelle; schließe den Schritt.	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
371	CURRENT4_GDT539	G515-E0336	G515-S038	f66r	SOURCE_SECTION_T	qotey	OT+E+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	E+Y	2	E	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	Danach: Bezug: den laufenden Eintrag; auf Grad I.	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	G559-F03
372	CURRENT4_GDT539	G515-E0347	G515-S039	f66r	SOURCE_SECTION_T	ykeeody	Y+K+EE+O+DY	Y+DY	1	1	Y	Y	POSTEN	1	5	START	DY	START>A<DY	CLOSING_ARGUMENT	Y+K+EE+O	1	NONE	K+EE+O	YES	POSTEN · ABSCHLIESSEN	ARG führen und den Schritt abschließen	den Posten führen und den Schritt abschließen	POSTEN → SCHRITT ABSCHLIESSEN	STATEMENT_FINAL	YES	Ordne den laufenden Eintrag zu; auf Grad II und zur Ausführung; schließe den Schritt.	Y_IS_ARGUMENT_ATOM__DY_IS_SEPARATE_CLOSE_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
373	CURRENT4_GDT539	G515-E0354	G515-S041	f66r	SOURCE_SECTION_T	rotaiin	R+OT+AIIN	OT+AIIN	1	1	AIIN	AIIN	WERT	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	AIIN	1	NONE	NONE	YES	DANACH · WERT	danach ARG als nächsten Träger eröffnen	danach den Wert als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → WERT	STATEMENT_INTERNAL	NO	Danach: kennzeichne den Kennwert.	NOT_APPLICABLE	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
374	CURRENT4_GDT539	G515-E0371	G515-S042	f66r	SOURCE_SECTION_T	choty	CH+OT+Y	OT+Y	1	1	Y	Y	POSTEN	3	3	OT	END	OT>A<END	NEXT_CARRIER_ARGUMENT	Y	1	NONE	NONE	YES	DANACH · POSTEN	danach ARG als nächsten Träger eröffnen	danach den Posten als nächsten Träger eröffnen	NÄCHSTEN TRÄGER ERÖFFNEN → POSTEN	STATEMENT_INTERNAL	NO	Danach: entnimm den laufenden Eintrag.	Y_IS_ARGUMENT_ATOM__NOT_THE_DY_CONTROL	ARGUMENT_VALUE_INSIDE_WRITTEN_CONTROL_ENVELOPE__NO_ROOT_OR_RECIPE_CHANGE	NONE
