global_running_event_id	global_statement_id	physical_page	register	owner_de	surface	component_recipe	explicit_action_roots	inherited_action_root	focus_attachment_count	adjacent_pair_count	has_close	local_action_rules	local_owner_rules	factorized_action_replay_status	imperative_clause_de
G407-E4350	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qol	OL	NONE	K	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang gib den Drogenposten [wie zuvor] zu.
G407-E4351	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheo	CH+E+O	CH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.
G407-E4352	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	loiiin	L+O+IIN	NONE	CH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang nimm den Drogenposten [wie zuvor]; über die Gefäßverbindung; als Ausführung und auf der bezeichneten Stufe.
G407-E4353	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	doigom	D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL	NONE	CH	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang nimm den Drogenposten [wie zuvor]; als Ausführung und als Ausführung; an der bezeichneten Stelle, mit der lokalen Variante, mit der lokalen Variante und an der bezeichneten Stelle.
G407-E4354	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	scheor	S+CH+E+O+R	S|CH|R	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Drogenposten [wie zuvor], nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.
G407-E4355	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	sy	Y	NONE	R	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang markiere den Drogenposten.
G407-E4356	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	sorcheey	OR+Y	NONE	R	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang markiere die Ansatzeinheit und den Drogenposten.
G407-E4357	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	dol	D_ADDR+OL	NONE	R	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang markiere den Drogenposten [wie zuvor]; an der bezeichneten Stelle.
G407-E4358	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheor	CH+E+O+R	CH|R	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.
G407-E4359	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheey	SH+EE+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Drogenposten; auf Grad II.
G407-E4360	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	keey	K+EE+Y	K	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Gib den Drogenposten zu; auf Grad II.
G407-E4361	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qokeey	OK+EE+Y	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Drogenposten als Ansatz an; auf Grad II.
G407-E4362	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	AIIN	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Mengenwert als Ansatz an.
G407-E4363	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	ycheary	CH+E+AR	CH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Mengenwert [wie zuvor]; vom Ausgangsgefäß; auf Grad I.
G407-E4364	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	okeey	OK+EE+Y	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Drogenposten als Ansatz an; auf Grad II.
G407-E4365	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	keeokechy	K+EE+O+K+E+CH+Y	K|K|CH	NONE	3	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Gib den Drogenposten zu, gib den Drogenposten zu und nimm den Drogenposten; auf Grad II, als Ausführung und auf Grad I.
G407-E4366	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cthey	CH+T+E+Y	CH|T	NONE	2	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten und stelle den Drogenposten ein; auf Grad I.
G407-E4367	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	AIIN	NONE	T	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang stelle den Mengenwert ein.
G407-E4368	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	dy	Y	NONE	T	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang stelle den Drogenposten ein.
G407-E4369	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qokol	OK+OL	OK	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter setze den Drogenposten [wie zuvor] als Ansatz an.
G407-E4370	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheor	CH+E+O+R	CH|R	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.
G407-E4371	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	okoiin	OK+O+IIN	OK	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Drogenposten [wie zuvor] als Ansatz an; als Ausführung und auf der bezeichneten Stufe.
G407-E4372	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	okeoy	OK+E+O+Y	OK	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Drogenposten als Ansatz an; auf Grad I und als Ausführung.
G407-E4373	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qoeey	O+EE+Y	NONE	OK	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Drogenposten als Ansatz an; als Ausführung und auf Grad II.
G407-E4374	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheor	CH+E+O+R	CH|R	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Drogenposten [wie zuvor] und markiere den Drogenposten [wie zuvor]; auf Grad I und als Ausführung.
G407-E4375	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheey	SH+EE+Y	SH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Drogenposten; auf Grad II.
G407-E4376	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qokeol	OK+E+OL	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter setze den Drogenposten [wie zuvor] als Ansatz an; auf Grad I.
G407-E4377	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	cheal	AL	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.
G407-E4378	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	s	S	S	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Drogenposten [wie zuvor].
G407-E4379	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	aiin	AIIN	NONE	S	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den Mengenwert.
G407-E4380	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	ocheol	O+CH+E+O+L	CH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Mengenwert [wie zuvor]; über die Gefäßverbindung; als Ausführung, auf Grad I und als Ausführung.
G407-E4381	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	soiiin	S+O+LOCAL_CHAR_I+IIN	S	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Mengenwert [wie zuvor]; als Ausführung und auf der bezeichneten Stufe; mit der lokalen Variante.
G407-E4382	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	dair	D_ADDR+AIR	NONE	S	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den Mengenwert [wie zuvor]; entlang der Transferbahn; an der bezeichneten Stelle.
G407-E4383	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	chey	Y	NONE	S	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den Drogenposten.
G407-E4384	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	AIIN	NONE	S	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den Mengenwert.
G407-E4385	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	o	O	NONE	S	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den Mengenwert [wie zuvor]; als Ausführung.
G407-E4386	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	r	R	R	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Markiere den Mengenwert [wie zuvor].
G407-E4387	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	ain	AIN	NONE	R	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang markiere den Drogenanteil.
G407-E4388	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	ar	AR	NONE	R	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang markiere den Drogenanteil [wie zuvor]; vom Ausgangsgefäß.
G407-E4389	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	ain	AIN	NONE	R	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang markiere den Drogenanteil.
G407-E4390	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	ol	OL	NONE	R	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang markiere den Drogenanteil [wie zuvor].
G407-E4391	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	AIIN	NONE	R	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang markiere den Mengenwert.
G407-E4392	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	qoaiin	CARRIER_Q+O+AIIN	NONE	R	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang markiere den Mengenwert; als neuen Einsatz und als Ausführung.
G407-E4393	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	ol	OL	NONE	R	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang markiere den Mengenwert [wie zuvor].
G407-E4394	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	chkaiin	CH+K+AIIN	CH|K	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Mengenwert und gib den Mengenwert zu.
G407-E4395	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	AIIN	NONE	K	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang gib den Mengenwert zu.
G407-E4396	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	okar	OK+AR	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Mengenwert [wie zuvor] als Ansatz an; vom Ausgangsgefäß.
G407-E4397	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	dair	D_ADDR+AIR	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Mengenwert [wie zuvor] als Ansatz an; entlang der Transferbahn; an der bezeichneten Stelle.
G407-E4398	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	ydair	Y+D_ADDR+AIR	NONE	OK	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Drogenposten als Ansatz an; entlang der Transferbahn; an der bezeichneten Stelle.
G407-E4399	G407-S686	f95v	HERBAL	F95V_WHOLE_PLANT	tchody	T+CH+O+DY	T|CH	NONE	0	1	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Stelle ein und nimm; als Ausführung; schließe den Schritt.
G407-E4400	G407-S687	f95v	HERBAL	F95V_WHOLE_PLANT	podar	P+O+D_ADDR+AR	P	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze ein; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.
G407-E4401	G407-S687	f95v	HERBAL	F95V_WHOLE_PLANT	shody	SH+O+DY	SH	NONE	0	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte; als Ausführung; schließe den Schritt.
G407-E4402	G407-S688	f95v	HERBAL	F95V_WHOLE_PLANT	qofaiin	CARRIER_Q+O+LOCAL_CHAR_F+AIIN	NONE	SH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang halte den Arbeitswert; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.
G407-E4403	G407-S688	f95v	HERBAL	F95V_WHOLE_PLANT	ofchdy	O+LOCAL_CHAR_F+CHD+Y	CHD	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.
G407-E4404	G407-S688	f95v	HERBAL	F95V_WHOLE_PLANT	otedy	OT+E+DY	NONE	CHD	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang bearbeite den Pflanzenposten [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E4405	G407-S689	f95v	HERBAL	F95V_WHOLE_PLANT	qotedaiin	OT+E+AIIN	NONE	CHD	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang bearbeite den Arbeitswert; auf Grad I.
G407-E4406	G407-S689	f95v	HERBAL	F95V_WHOLE_PLANT	shor	SH+OR	SH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte die Arbeitseinheit.
G407-E4407	G407-S689	f95v	HERBAL	F95V_WHOLE_PLANT	olsain	OL+S+AIN	S	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter wähle den Materialanteil.
G407-E4408	G407-S689	f95v	HERBAL	F95V_WHOLE_PLANT	sol	OL	NONE	S	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang wähle den Materialanteil [wie zuvor].
G407-E4409	G407-S689	f95v	HERBAL	F95V_WHOLE_PLANT	shedy	SH+E+DY	SH	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Materialanteil [wie zuvor]; auf Grad I; schließe den Schritt.
G407-E4410	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	qotchey	OT+CHD+Y	CHD	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach bearbeite den Pflanzenposten.
G407-E4411	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	alor	AL+OR	NONE	CHD	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang bearbeite die Arbeitseinheit; zur Zielstelle.
G407-E4412	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	chdyty	CHD+Y+T+Y	CHD|T	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Bearbeite den Pflanzenposten [außen] und den Pflanzenposten [innen] und stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.
G407-E4413	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	olor	OL+OR	NONE	T	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter im laufenden Gang stelle die Arbeitseinheit ein.
G407-E4414	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	okady	OK+A_ADDR+Y	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Pflanzenposten im Arbeitsgang an; an der bezeichneten Stelle.
G407-E4415	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	chody	CH+O+D_ADDR+Y	CH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.
G407-E4416	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	qotaiin	OT+AIIN	NONE	CH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang nimm den Arbeitswert.
G407-E4417	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	y	Y	NONE	CH	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang nimm den Pflanzenposten.
G407-E4418	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	kaipy	K+A_ADDR+LOCAL_CHAR_I+P+Y	K|P	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Gib den Pflanzenposten zu und setze den Pflanzenposten ein; an der bezeichneten Stelle und mit der lokalen Variante.
G407-E4419	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	archytaiin	AR+CH+Y+T+AIIN	CH|T	NONE	3	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Pflanzenposten und den Arbeitswert und stelle den Pflanzenposten und den Arbeitswert ein; vom Ausgangsmaterial.
G407-E4420	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	shekoiin	SH+E+K+O+IIN	SH|K	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Arbeitswert [wie zuvor] und gib den Arbeitswert [wie zuvor] zu; auf Grad I, als Ausführung und auf der bezeichneten Stufe.
G407-E4421	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	okar	OK+AR	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.
G407-E4422	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	or	OR	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze die Arbeitseinheit im Arbeitsgang an.
G407-E4423	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	aiin	AIIN	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an.
G407-E4424	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	chckhy	CH+K+Y	CH|K	NONE	1	1	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Pflanzenposten und gib den Pflanzenposten zu.
G407-E4425	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	okal	OK+AL	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.
G407-E4426	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	otain	OT+AIN	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang setze den Materialanteil im Arbeitsgang an.
G407-E4427	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	okalody	OK+AL+O+DY	OK	NONE	1	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Materialanteil [wie zuvor] im Arbeitsgang an; zur Zielstelle; als Ausführung; schließe den Schritt.
G407-E4428	G407-S691	f95v	HERBAL	F95V_WHOLE_PLANT	daiin	AIIN	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an.
G407-E4429	G407-S691	f95v	HERBAL	F95V_WHOLE_PLANT	olkain	OL+K+AIN	K	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter gib den Materialanteil zu.
G407-E4430	G407-S691	f95v	HERBAL	F95V_WHOLE_PLANT	qokan	OK+AN	OK	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Materialanteil [wie zuvor] im Arbeitsgang an; in der bezeichneten Klasse.
G407-E4431	G407-S691	f95v	HERBAL	F95V_WHOLE_PLANT	shar	SH+AR	SH	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Materialanteil [wie zuvor]; vom Ausgangsmaterial.
G407-E4432	G407-S691	f95v	HERBAL	F95V_WHOLE_PLANT	shekydy	SH+E+K+Y+DY	SH|K	NONE	2	0	YES	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I; schließe den Schritt.
G407-E4433	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	dain	AIN	NONE	K	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang gib den Materialanteil zu.
G407-E4434	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	alkain	AL+K+AIN	K	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Gib den Materialanteil zu; zur Zielstelle.
G407-E4435	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	okalaiin	OK+AIIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Arbeitswert im Arbeitsgang an.
G407-E4436	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	s	S	S	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Wähle den Arbeitswert [wie zuvor].
G407-E4437	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	tar	T+AR	T	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Stelle den Arbeitswert [wie zuvor] ein; vom Ausgangsmaterial.
G407-E4438	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	fcheey	LOCAL_CHAR_F+CH+EE+Y	CH	NONE	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Pflanzenposten; auf Grad II; an der bezeichneten Stelle.
G407-E4439	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	shos	SH+O+S	SH|S	NONE	0	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Halte den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; als Ausführung.
G407-E4440	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	aiin	AIIN	NONE	S	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang wähle den Arbeitswert.
G407-E4441	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	okar	OK+AR	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.
G407-E4442	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	olkaiin	OL+K+AIIN	K	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Weiter gib den Arbeitswert zu.
G407-E4443	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	otalain	OT+AL+AIN	NONE	K	2	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Danach im laufenden Gang gib den Materialanteil zu; zur Zielstelle.
G407-E4444	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	okaiin	OK+AIIN	OK	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Setze den Arbeitswert im Arbeitsgang an.
G407-E4445	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	ar	AR	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Arbeitswert [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.
G407-E4446	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	dain	AIN	NONE	OK	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Im laufenden Gang setze den Materialanteil im Arbeitsgang an.
G407-E4447	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	ykaly	Y+K+AL+Y	K	NONE	3	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Gib den Pflanzenposten [außen] und den Pflanzenposten [innen] zu; zur Zielstelle.
G407-E4448	G407-S692	f95v	HERBAL	F95V_WHOLE_PLANT	chals	CH+AL+S	CH|S	NONE	1	0	NO	NONE	NONE	CROSS_PAGE_ACTION_FACTORS_COMPLETE	Nimm den Pflanzenposten [wie zuvor] und wähle den Pflanzenposten [wie zuvor]; zur Zielstelle.
