group_serial	page	locus	page_role	visible_owner	namespace_id	visible_surface	exact_prose_card_id	portable_prose_value_de	curriculum_layer	concrete_diagram_reading_de	apprentice_action	portable_card_core_de	portable_card_role	revision_266	revision_267	revision_268	revision_269	revision_270	revision_271	revision_272	revision_273	coverage_class_274	learning_obligation_274
342	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	cho	MC034	weitere Zutat	KNOWN_PROSE_CARD_IN_ASTRO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Eingangsobjekt oder Eingangsbedingung.	reuse a learned prose card with diagram-local object	EINGANGSBEDINGUNG	INPUT	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
343	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	qotair	NONE	NONE	ASTRO_OT_TRANSITION_COMPOSITION	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest q.	read OT as following post; then read the attached address, grade or relation	Laufbahn des Folgepostens	ASTRO_FOLLOWING_POST_CARD	UNCHANGED	UNCHANGED	AIR_PATH_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	OT_FOLLOWING_POST	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
344	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	chda	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Wert oder Platzbezug uebertragen; lokaler Namensrest a.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
345	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteeal	NONE	NONE	ASTRO_OT_TRANSITION_COMPOSITION	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld.	read OT as following post; then read the attached address, grade or relation	Folgeposten laenger an der Zieladresse halten	ASTRO_FOLLOWING_POST_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	OT_FOLLOWING_POST	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
346	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	cheor	NONE	NONE	ASTRO_RELATION_SUFFIX_COMPOSITION	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che.	read the final OR/OL relation first, then resolve or copy the local prefix	Bedingungsansatz des lokalen CHE-Postens	ASTRO_CONDITION_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OR_OL_RELATION_SUFFIX	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
347	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	ar	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	read the final AL/AR address first, then identify or copy the prefix	Quelladresse des ROOT-Postens	ASTRO_SOURCE_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
348	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	air	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf.	read AIR as a running path; copy only any marked local residual	Lauf oder Bahn	COMPOSED_ASTRO_PATH_CARD	UNCHANGED	UNCHANGED	AIR_PATH_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
349	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest eody.	copy DY as the learned fixed ending; do not split it into D plus Y	lokaler EODY-Folgeposten	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OT_FOLLOWING_POST	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
350	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	ytyd	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Teilsektor oder Untereintrag; lokaler Namensrest y/d.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
351	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	a	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	A3_RIGHT_WHEEL_RING_TEXT: Hauptwert.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
352	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	dchy	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	A3_RIGHT_WHEEL_RING_TEXT: fester Zustand.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OPERATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
353	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	otoly	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.	read final licensed Y as this current item; read preceding relation or operation first	diesen Folgeposten im selben Lauf weiterfuehren	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OT_FOLLOWING_POST	RELATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
354	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	okeodal	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest eod.	read the final AL/AR address first, then identify or copy the prefix	Zieladresse des OKEOD-Postens	ASTRO_TARGET_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
355	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteoarar	NONE	NONE	ASTRO_OT_TRANSITION_COMPOSITION	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest eo.	read OT as following post; then read the attached address, grade or relation	Folgeposten mit doppelter Quelladresse	ASTRO_FOLLOWING_POST_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	OT_FOLLOWING_POST	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
356	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	cheteeser	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest chet/ser.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
357	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	dair	NONE	NONE	ASTRO_COMPOSED_FROM_40_COMPONENTS	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	read AIR as a running path; copy only any marked local residual	voriger Lauf	COMPOSED_ASTRO_PATH_CARD	UNCHANGED	UNCHANGED	AIR_PATH_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
358	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	chey	MC123	dies	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
359	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	okody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
360	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	dal	MC154	dorthin	THREE_REGISTER_COMMON_CORE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	reuse common card; expand it under the local diagram owner	dorthin	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
361	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteey	MC063	Langfolge	KNOWN_PROSE_CARD_IN_ASTRO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.	reuse a learned prose card with diagram-local object	NAECHSTER_LANGSTUFENPOSTEN	ORDER_GRADE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
362	f69v	f69v.3	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	oteey	MC063	Langfolge	KNOWN_PROSE_CARD_IN_ASTRO	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.	reuse a learned prose card with diagram-local object	NAECHSTER_LANGSTUFENPOSTEN	ORDER_GRADE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
363	f69v	f69v.4	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_01	F69_LEFT_WHEEL_NS	okeey	MC002	lange einwirken	KNOWN_PROSE_CARD_IN_ASTRO	Radstelle A3_LEFT_RADIAL_SLOT_01: in langer Stufe setzen.	reuse a learned prose card with diagram-local object	LANGSTUFE_SETZEN	GRADE_SET	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
364	f69v	f69v.4	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_01	F69_LEFT_WHEEL_NS	sar	MC055	davon	THREE_REGISTER_COMMON_CORE	Radstelle A3_LEFT_RADIAL_SLOT_01: vom bezeichneten Ausgangsplatz.	reuse common card; expand it under the local diagram owner	davon	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
365	f69v	f69v.5	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_02	F69_LEFT_WHEEL_NS	okeo	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Radstelle A3_LEFT_RADIAL_SLOT_02: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
366	f69v	f69v.5	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_02	F69_LEFT_WHEEL_NS	dy	MC123	dies	THREE_REGISTER_COMMON_CORE	Radstelle A3_LEFT_RADIAL_SLOT_02: dieser lokale Diagrammposten.	reuse common card; expand it under the local diagram owner	dies	THREE_REGISTER_COMMON_CORE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
367	f69v	f69v.6	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_03	F69_LEFT_WHEEL_NS	ochoyk	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Radstelle A3_LEFT_RADIAL_SLOT_03: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oc/yk.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
368	f69v	f69v.7	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_04	F69_LEFT_WHEEL_NS	ykeey	NONE	NONE	ASTRO_GRADED_VALUE_Y_COMPOSITION	Radstelle A3_LEFT_RADIAL_SLOT_04: lange oder volle Diagrammstufe; lokaler Namensrest yk/y.	read the final E grade and Y together as a graded current value	LOCAL_LABEL	ASTRO_GRADED_CURRENT_VALUE	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	E_GRADE_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
369	f69v	f69v.8	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_05	F69_LEFT_WHEEL_NS	ytory	NONE	NONE	ASTRO_LICENSED_CURRENT_ITEM_Y	Radstelle A3_LEFT_RADIAL_SLOT_05: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt/y.	read final licensed Y as this current item; read preceding relation or operation first	LOCAL_LABEL	ASTRO_CURRENT_ITEM_COMPOSITION	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	RELATION_Y	PORTABLE_COMPOSITION	read the portable components and their local expansion
370	f69v	f69v.9	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_06	F69_LEFT_WHEEL_NS	oeesy	NONE	NONE	ASTRO_LOCAL_WHOLE_Y_ENDING	Radstelle A3_LEFT_RADIAL_SLOT_06: lange oder volle Diagrammstufe; lokaler Namensrest o/sy.	copy the entire local sign; final y alone does not license the current-item value	LOCAL_LABEL	ASTRO_LOCAL_WHOLE_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_WHOLE_Y	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
371	f69v	f69v.10	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_07	F69_LEFT_WHEEL_NS	ytody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	A3_LEFT_RADIAL_SLOT_07: Platz fest eingetragen.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
372	f69v	f69v.11	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_08	F69_LEFT_WHEEL_NS	okody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	Radstelle A3_LEFT_RADIAL_SLOT_08: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
373	f69v	f69v.12	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_09	F69_LEFT_WHEEL_NS	otody	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	Radstelle A3_LEFT_RADIAL_SLOT_09: naechster Platz oder folgende Bedingung; lokaler Namensrest ody.	copy DY as the learned fixed ending; do not split it into D plus Y	lokaler ODY-Folgeposten	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OT_FOLLOWING_POST	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
374	f69v	f69v.13	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_10	F69_LEFT_WHEEL_NS	okeal	NONE	NONE	ASTRO_ADDRESS_SUFFIX_COMPOSITION	Radstelle A3_LEFT_RADIAL_SLOT_10: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest e.	read the final AL/AR address first, then identify or copy the prefix	Zieladresse des OKE-Postens	ASTRO_TARGET_ADDRESS_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	AL_AR_ADDRESS_SUFFIX	UNCHANGED	UNCHANGED	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
375	f69v	f69v.14	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_11	F69_LEFT_WHEEL_NS	okeod	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Radstelle A3_LEFT_RADIAL_SLOT_11: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
376	f69v	f69v.15	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_12	F69_LEFT_WHEEL_NS	oteeys	NONE	NONE	ASTRO_OT_TRANSITION_COMPOSITION	Radstelle A3_LEFT_RADIAL_SLOT_12: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest ys.	read OT as following post; then read the attached address, grade or relation	lokalen Folgeposten laenger halten	ASTRO_FOLLOWING_POST_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OT_FOLLOWING_POST	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
377	f69v	f69v.16	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_13	F69_LEFT_WHEEL_NS	oteol	NONE	NONE	ASTRO_OT_TRANSITION_COMPOSITION	Radstelle A3_LEFT_RADIAL_SLOT_13: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest e.	read OT as following post; then read the attached address, grade or relation	Folgeposten kurz im selben Lauf weiterfuehren	ASTRO_FOLLOWING_POST_CARD	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	OR_OL_RELATION_SUFFIX	OT_FOLLOWING_POST	UNCHANGED	PORTABLE_COMPOSITION	read the portable components and their local expansion
378	f69v	f69v.17	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_14	F69_LEFT_WHEEL_NS	ykeydy	NONE	NONE	ASTRO_FIXED_DY_WHOLE_ENDING	A3_LEFT_RADIAL_SLOT_14: aktuelle Klasse fest.	copy DY as the learned fixed ending; do not split it into D plus Y	LOCAL_LABEL	ASTRO_FIXED_VALUE_NOT_Y	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	DY_FIXED	LEARNED_WHOLE_SIGN	memorize this compact Astro whole sign
379	f69v	f69v.18	DREI_GETRENNTE_HETEROGENE_RAEDER_MIT_28_LOKALEN_LINKEN_PLAETZEN	A3_LEFT_RADIAL_SLOT_15	F69_LEFT_WHEEL_NS	okeod	NONE	NONE	ASTRO_LOCAL_LABEL_SIGN	Radstelle A3_LEFT_RADIAL_SLOT_15: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	copy the local label from the diagram exemplar	LOCAL_LABEL	ASTRO_NAMESPACE_LABEL	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED	LOCAL_COPY_LABEL	copy the local label from its diagram exemplar
