surface_option_id	surface	execution_domain	finite_recipe_option_count_for_surface_domain	record_roles	exact_event_recipe	reading_variant_count	surface_default_reading_de	event_count	physical_pages	owners_de	source_event_ids	lookup_policy
G517-S2010	tchedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+CHD+Y	3	EREIGNISKONTEXT_WAEHLT_AUS_3_LESARTEN	5	f75r|f83r|f95v	F95V_WHOLE_PLANT | Variantenatlas lokaler Becken und Anwendungen | großes Bad-/Stationsblatt mit dreieckiger Insel	P912-E0680|P912-E1404|P912-E1546|P912-E1608|G404-E0602	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2011	tcheo	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	T+CH+E+O	1	ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: EINSTELLEN · NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	1	f66r	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	G515-E0531	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2012	tcheol	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+CH+E+O+L	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f82r|f89r	Gefäß-/Pflanzenteilgruppe B | mehrere getrennte Bad- und Leitungsstationen	P912-E1202|P1008-E1096	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2013	tchey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+CH+E+Y	1	ABLAUF BEI F1R_TEXT_BLOCK_C: EINSTELLEN · NEHMEN · [E:STEUERUNG=GRAD I] · POSTEN	1	f1r	F1R_TEXT_BLOCK_C	G404-E0129	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2014	tcho	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+CH+O	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f17r|f56r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen | stachelköpfiges Kraut in mehreren Reifestufen	P1003-E0027|P912-E0417	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2015	tchodar	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+CH+O+D_ADDR+AR	1	ABLAUF BEI F24V_WHOLE_PLANT: EINSTELLEN · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · AUSGANG	1	f24v	F24V_WHOLE_PLANT	G404-E0215	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2016	tchodol	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+CH+O+D_ADDR+OL	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe D: EINSTELLEN · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · FORTSETZEN	1	f89r	Gefäß-/Pflanzenteilgruppe D	P1008-E1209	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2017	tchody	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+CH+O+DY	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	3	f11r|f95v	F95V_WHOLE_PLANT | blühender dreikroniger Sodenstock	P912-E0099|G404-E0511|G404-E0591	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2018	tchoky	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+OK+Y	1	ABLAUF BEI stachelköpfiges Kraut in mehreren Reifestufen: EINSTELLEN · SETZEN · POSTEN	1	f56r	stachelköpfiges Kraut in mehreren Reifestufen	P912-E0386	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2019	tchol	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+OL	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	3	f11r|f56r	blühender dreikroniger Sodenstock | stachelköpfiges Kraut in mehreren Reifestufen	P912-E0125|P912-E0390|P912-E0418	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2020	tchor	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+CH+OR	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f13r|f18r	große Wurzelkrone mit Blatt und Blütenstand | große abgebildete Blütenpflanze	P912-E0194|P1008-E0031	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2021	tchy	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	T+Y	1	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: EINSTELLEN · POSTEN	1	f70v	Fischrad mit Stern tragenden Figuren	P912-E2234	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S2022	tchy	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	T+Y	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f10r|f4r	abgebildete Ganzpflanze auf f4r | zweiknolliges blauköpfiges Heilkraut	P912-E0021|G515-E0050	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2023	tdain	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+AIN	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe A: EINSTELLEN · ANTEIL	1	f89r	Gefäß-/Pflanzenteilgruppe A	P1008-E1080	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2024	tealy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AL+Y	1	ABLAUF BEI Tierkreis-Ringgruppe H: ZIELORT · POSTEN	1	f72r	Tierkreis-Ringgruppe H	P1008-E0387	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2025	techedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+E+CHD+Y	1	ABLAUF BEI Variantenatlas lokaler Becken und Anwendungen: EINSTELLEN · [E:STEUERUNG=GRAD I] · BEARBEITEN · POSTEN	1	f83r	Variantenatlas lokaler Becken und Anwendungen	P912-E1656	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2026	tedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+E+DY	4	EREIGNISKONTEXT_WAEHLT_AUS_4_LESARTEN	4	f75r|f77r|f81r|f81v	F81R_UPPER_POOL | Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | gemeinsames zweireihiges Badfeld | großes Bad-/Stationsblatt mit dreieckiger Insel	P912-E0526|P1003-E0129|G404-E0373|P912-E1107	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2027	teeey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+EEE+Y	1	ABLAUF BEI erste lokale Figuren-/Sternringgruppe: EINSTELLEN · [EEE:STEUERUNG=GRAD III] · POSTEN	1	f71v	erste lokale Figuren-/Sternringgruppe	P1003-E0588	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2028	teeo	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	T+EE+O	1	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: EINSTELLEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG]	1	f69v	drei getrennte heterogene Himmelsraeder	P912-E2020	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S2029	teeody	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+EE+O+DY	1	ABLAUF BEI Tierkreis-Ringgruppe B: EINSTELLEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	1	f72r	Tierkreis-Ringgruppe B	P1008-E0156	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2030	teeolain	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+EE+OL+AIN	1	ABLAUF BEI Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: EINSTELLEN · [EE:STEUERUNG=GRAD II] · FORTSETZEN · ANTEIL	1	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	P1003-E0316	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2031	teey	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	T+EE+Y	1	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: EINSTELLEN · [EE:STEUERUNG=GRAD II] · POSTEN	1	f70v	Fischrad mit Stern tragenden Figuren	P912-E2316	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S2032	teey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+EE+Y	1	ABLAUF BEI erste lokale Figuren-/Sternringgruppe: EINSTELLEN · [EE:STEUERUNG=GRAD II] · POSTEN	1	f71v	erste lokale Figuren-/Sternringgruppe	P1003-E0568	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2033	teo	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+E+O	1	ABLAUF BEI Tierkreis-Ringgruppe G: EINSTELLEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	1	f72r	Tierkreis-Ringgruppe G	P1008-E0317	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2034	teodaiin	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	T+E+O+AIIN	1	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: EINSTELLEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · WERT	1	f70v	Fischrad mit Stern tragenden Figuren	P912-E2354	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S2035	teodal	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+E+O+D_ADDR+AL	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f72r|f88v	Tierkreis-Ringgruppe E | erste Gefaess-/Zutatengruppe	P1008-E0255|P1003-E0419	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2036	teody	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+E+O+DY	1	ABLAUF BEI F1R_TEXT_BLOCK_B: EINSTELLEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	1	f1r	F1R_TEXT_BLOCK_B	G404-E0071	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2037	teol	PROSE_STREAM	1	RUNNING_RECIPE_CARD	E+OL	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f81v|f88r	gemeinsames zweireihiges Badfeld | sechzehn Drogenposten und drei Gefäßansätze	P912-E1080|P912-E2446	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2038	tey	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	T+E+Y	1	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: EINSTELLEN · [E:STEUERUNG=GRAD I] · POSTEN	1	f69v	drei getrennte heterogene Himmelsraeder	P912-E2015	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S2039	tey	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	T+E+Y	3	EREIGNISKONTEXT_WAEHLT_AUS_3_LESARTEN	3	f20v|f72r	Tierkreis-Ringgruppe D | Tierkreis-Ringgruppe E | abgebildete Ganzpflanze auf f20v	P1008-E0206|P1008-E0254|G515-E0121	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2040	to	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	T+O	1	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG]	1	f70v	Widderrad mit Stern tragenden Figuren	P912-E2177	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S2041	toairy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+O+AIR+Y	1	ABLAUF BEI zweite Gefaess-/Zutatengruppe: EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · BAHN · POSTEN	1	f88v	zweite Gefaess-/Zutatengruppe	P1003-E0508	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2042	tochol	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+O+CH+OL	1	ABLAUF BEI F24V_WHOLE_PLANT: EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · FORTSETZEN	1	f24v	F24V_WHOLE_PLANT	G404-E0251	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2043	tochso	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+O+CH+S+O	1	ABLAUF BEI mehrteilige Sternstellentafel: EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG]	1	f68r1	mehrteilige Sternstellentafel	P912-E1948	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2044	tocpheey	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	T+O+CH+P+EE+Y	1	ANWEISUNG BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSETZEN · [EE:STEUERUNG=GRAD II] · POSTEN	1	f66r	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	G515-E0358	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2045	todaiin	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	T+O+AIIN	1	ANWEISUNG BEI Fischrad mit Stern tragenden Figuren: EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · WERT	1	f70v	Fischrad mit Stern tragenden Figuren	P912-E2268	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S2046	todaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+O+AIIN	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · WERT	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1867	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2047	todeeey	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	T+O+D_ADDR+EEE+Y	1	ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · [EEE:STEUERUNG=GRAD III] · POSTEN	1	f66r	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	G515-E0481	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2048	tol	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	T+OL	1	ANWEISUNG BEI zwei lokale Himmelsraeder: EINSTELLEN · FORTSETZEN	1	f67r2	zwei lokale Himmelsraeder	P912-E1881	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S2049	tol	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	T+OL	5	EREIGNISKONTEXT_WAEHLT_AUS_5_LESARTEN	5	f1r|f31r|f83r|f88v|f89r	F1R_TEXT_BLOCK_C | Gefäß-/Pflanzenteilgruppe D | Variantenatlas lokaler Becken und Anwendungen | abgebildete Ganzpflanze auf f31r | zweite Gefaess-/Zutatengruppe	G404-E0150|P912-E1632|P1003-E0525|P1008-E1215|G515-E0215	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2050	tolchd	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+OL+CHD	1	ABLAUF BEI Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: EINSTELLEN · FORTSETZEN · BEARBEITEN	1	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	P1003-E0098	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2051	tolchedy	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	T+OL+CHD+DY	1	ANWEISUNG BEI sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer: EINSTELLEN · FORTSETZEN · BEARBEITEN · [DY:STEUERUNG=SCHLUSS]	1	f66r	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	G515-E0526	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2052	tolshy	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	T+OL+SH+Y	1	ANWEISUNG BEI abgebildete Ganzpflanze auf f20v: EINSTELLEN · FORTSETZEN · HALTEN · POSTEN	1	f20v	abgebildete Ganzpflanze auf f20v	G515-E0092	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2053	torchy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+OR+Y	1	ABLAUF BEI große Wurzelkrone mit Blatt und Blütenstand: EINSTELLEN · EINHEIT · POSTEN	1	f13r	große Wurzelkrone mit Blatt und Blütenstand	P912-E0214	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2054	torshor	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+OR+SH+OR	1	ABLAUF BEI große Wurzelkrone mit Blatt und Blütenstand: EINSTELLEN · EINHEIT · HALTEN · EINHEIT	1	f13r	große Wurzelkrone mit Blatt und Blütenstand	P912-E0152	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2055	tos	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+O+S	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f88v|f89r	Gefäß-/Pflanzenteilgruppe E | zweite Gefaess-/Zutatengruppe	P1003-E0544|P1008-E1267	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2056	tosheo	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	T+O+SH+E+O	1	ANWEISUNG BEI sichtbarer Prosablock 4 auf f66r ohne Gegenstandsbesitzer: EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	1	f66r	sichtbarer Prosablock 4 auf f66r ohne Gegenstandsbesitzer	G515-E0472	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2057	tshdal	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+SH+D_ADDR+AL	1	ABLAUF BEI F95V_WHOLE_PLANT: EINSTELLEN · HALTEN · [D_ADDR:STEUERUNG=HIER] · ZIELORT	1	f95v	F95V_WHOLE_PLANT	G404-E0616	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2058	tshes	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+SH+E+S	1	ABLAUF BEI F95V_WHOLE_PLANT: EINSTELLEN · HALTEN · [E:STEUERUNG=GRAD I] · WÄHLEN	1	f95v	F95V_WHOLE_PLANT	G404-E0672	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2059	tshey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	SH+E+Y	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f82r|f95v	F95V_WHOLE_PLANT | mehrere getrennte Bad- und Leitungsstationen	P912-E1323|G404-E0645	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2060	tsho	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+SH+O	1	ABLAUF BEI abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: EINSTELLEN · HALTEN · [O:STEUERUNG=AUSFÜHRUNG]	1	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	P1003-E0045	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2061	tshodeesy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+SH+O+D_ADDR+EE+S+Y	1	ABLAUF BEI F1R_TEXT_BLOCK_D: EINSTELLEN · HALTEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · [EE:STEUERUNG=GRAD II] · WÄHLEN · POSTEN	1	f1r	F1R_TEXT_BLOCK_D	G404-E0164	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2062	tshokeody	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	T+SH+OK+E+O+D_ADDR+Y	1	ANWEISUNG BEI abgebildete Ganzpflanze auf f31r: EINSTELLEN · HALTEN · SETZEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	1	f31r	abgebildete Ganzpflanze auf f31r	G515-E0188	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2063	tshol	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	T+SH+OL	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f11r|f20v	abgebildete Ganzpflanze auf f20v | blühender dreikroniger Sodenstock	P912-E0093|G515-E0099	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2064	tshor	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+SH+OR	1	ABLAUF BEI F95V_WHOLE_PLANT: EINSTELLEN · HALTEN · EINHEIT	1	f95v	F95V_WHOLE_PLANT	G404-E0581	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2065	tshy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	T+Y	1	ABLAUF BEI große Wurzelkrone mit Blatt und Blütenstand: EINSTELLEN · POSTEN	1	f13r	große Wurzelkrone mit Blatt und Blütenstand	P912-E0188	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2066	tydy	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	T+Y+DY	1	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: EINSTELLEN · POSTEN · [DY:STEUERUNG=SCHLUSS]	1	f4r	abgebildete Ganzpflanze auf f4r	G515-E0035	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2067	x	LOCAL_RECORD	1	MARGINAL_SIGN_CARD	LOCAL_X	1	LOKALE RANDKENNMARKENKARTE BEI sichtbare Folge einzelner Randzeichen von f66r: [LOKALES_X:ZEICHEN_ODER_NAMENSKERN]	3	f66r	sichtbare Folge einzelner Randzeichen von f66r	G515-E0277|G515-E0290|G515-E0297	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S2068	y	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD|DRUG_OR_INGREDIENT_OBJECT|MARGINAL_SIGN_CARD	Y	4	EREIGNISKONTEXT_WAEHLT_AUS_4_LESARTEN	13	f66r|f67r2|f69v|f89r	drei getrennte heterogene Himmelsraeder | lokale Kennung für Gefäß-/Pflanzenteilgruppe E | sichtbare Folge einzelner Randzeichen von f66r | zwei lokale Himmelsraeder	P912-E1878|P912-E2021|P912-E2024|P912-E2028|P912-E2058|P912-E2064|P912-E2068|P912-E2073|P1008-E1229|G515-E0269|G515-E0273|G515-E0281|G515-E0284	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S2069	y	PROSE_STREAM	1	COORDINATE_OR_CATALOGUE_CARD|RUNNING_RECIPE_CARD	Y	25	EREIGNISKONTEXT_WAEHLT_AUS_25_LESARTEN	40	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f66r|f67r2|f72r|f76r|f77r|f81r|f81v|f88v|f89r|f95v	F1R_TEXT_BLOCK_A | F81R_LOWER_POOL | F95V_WHOLE_PLANT | Gefäß-/Pflanzenteilgruppe A | Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | Tierkreis-Ringgruppe D | Tierkreis-Ringgruppe F | Tierkreis-Ringgruppe H | abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen | blühender dreikroniger Sodenstock | erste Gefaess-/Zutatengruppe | gemeinsames zweireihiges Badfeld | große Wurzelkrone mit Blatt und Blütenstand | große abgebildete Blütenpflanze | große aromatische Doldenpflanze | sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer | stachelköpfiges Kraut in mehreren Reifestufen | unbebilderter Textabschnitt A0 | unbebilderter Textabschnitt A3 | unbebilderter Textabschnitt A6 | unbebilderter Textabschnitt A7 | unbebilderter Textabschnitt C | unbebilderter Textabschnitt D | zwei getrennte Himmelsräder und Tabelle | zweiknolliges blauköpfiges Heilkraut	G404-E0008|G404-E0014|G404-E0041|P912-E0055|P912-E0103|P912-E0129|P912-E0133|P912-E0139|P912-E0171|P912-E0173|P1003-E0069|P1003-E0077|P1008-E0083|P912-E0293|P912-E0312|P912-E0324|P912-E0338|P912-E0376|P912-E0395|P912-E1788|P1008-E0228|P1008-E0302|P1008-E0375|P1008-E0480|P1008-E0598|P1008-E0714|P1008-E0754|P1008-E0756|P1008-E0916|P1008-E1021|P1003-E0150|G404-E0401|G404-E0483|P912-E1087|P1003-E0447|P1008-E1088|G404-E0529|G404-E0563|G404-E0593|G515-E0412	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2070	yar	PROSE_STREAM	1	RUNNING_RECIPE_CARD	Y+AR	1	ABLAUF BEI gemeinsames zweireihiges Badfeld: POSTEN · AUSGANG	1	f81v	gemeinsames zweireihiges Badfeld	P912-E0938	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2071	ychair	PROSE_STREAM	1	RUNNING_RECIPE_CARD	Y+CH+AIR	1	ABLAUF BEI große abgebildete Blütenpflanze: POSTEN · NEHMEN · BAHN	1	f18r	große abgebildete Blütenpflanze	P1008-E0071	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2072	ycheary	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+E+AR	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe F: NEHMEN · [E:STEUERUNG=GRAD I] · AUSGANG	1	f89r	Gefäß-/Pflanzenteilgruppe F	P1008-E1372	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2073	ychedy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	Y+CHD+Y	1	ABLAUF BEI F81R_UPPER_POOL: POSTEN · BEARBEITEN · POSTEN	1	f81r	F81R_UPPER_POOL	G404-E0372	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2074	ycheeo	PROSE_STREAM	1	RUNNING_RECIPE_CARD	Y+Y	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe C: POSTEN · POSTEN	1	f89r	Gefäß-/Pflanzenteilgruppe C	P1008-E1159	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2075	ycheey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	Y+SH+EE+Y	1	ABLAUF BEI F1R_TEXT_BLOCK_D: POSTEN · HALTEN · [EE:STEUERUNG=GRAD II] · POSTEN	1	f1r	F1R_TEXT_BLOCK_D	G404-E0190	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2076	ychekch	PROSE_STREAM	1	RUNNING_RECIPE_CARD	Y+CH+K	1	ABLAUF BEI große abgebildete Blütenpflanze: POSTEN · NEHMEN · GEBEN	1	f18r	große abgebildete Blütenpflanze	P1008-E0082	INVARIANT_PROSE_SURFACE_RECIPE
G517-S2077	ychekchy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	Y+CH+K+Y	1	ABLAUF BEI abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen: POSTEN · NEHMEN · GEBEN · POSTEN	1	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	P1003-E0036	INVARIANT_PROSE_SURFACE_RECIPE
