candidate_recipe	current_status	source_neighbor_count	factor_gate_status	scope_selector_rules	portable_factor_rules	amber_factor_rules	blocked_factor_rules	factor_gate_is_occurrence_prediction
S+S+E+O+R	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-E	NONE	PAIR:S>S	NO
S+S+E+T+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-E|FOCUS:T<-Y	NONE	PAIR:S>S	NO
S+S+E+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-E|FOCUS:S<-Y	NONE	PAIR:S>S	NO
S+S+K+E+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|FOCUS:K<-Y|PAIR:S>K	NONE	PAIR:S>S	NO
S+SH+E+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:SH<-AIIN|PAIR:S>SH	NONE	NONE	NO
S+SH+E+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:SH<-AIN|PAIR:S>SH	NONE	NONE	NO
S+SH+E+CH+K+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:K<-AIIN|PAIR:S>SH|PAIR:CH>K	NONE	NONE	NO
S+SH+E+CH+K+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:K<-AIN|PAIR:S>SH|PAIR:CH>K	NONE	NONE	NO
S+SH+E+CH+K+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:K<-OR|PAIR:S>SH|PAIR:CH>K	NONE	NONE	NO
S+SH+E+CH+OK+Y	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:OK<-Y|PAIR:S>SH	PAIR:CH>OK	NONE	NO
S+SH+E+CH+P+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:P<-Y|PAIR:S>SH|PAIR:CH>P	NONE	NONE	NO
S+SH+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:SH<-OR|PAIR:S>SH	NONE	NONE	NO
S+SH+E+OT	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|PAIR:S>SH	NONE	NONE	NO
S+SH+E+S+K+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:K<-Y|PAIR:S>SH|PAIR:S>K	NONE	NONE	NO
S+SH+O+AIR+SH+E+CH+T+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIR|FOCUS:SH<-E|FOCUS:T<-Y|PAIR:S>SH|PAIR:CH>T	NONE	NONE	NO
S+SH+O+AL+SH+E+CH+T+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AL|FOCUS:SH<-E|FOCUS:T<-Y|PAIR:S>SH|PAIR:CH>T	NONE	NONE	NO
S+SH+O+AR+SH+E+CH+T+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AR|FOCUS:SH<-E|FOCUS:T<-Y|PAIR:S>SH|PAIR:CH>T	NONE	NONE	NO
S+SH+O+L+CHD+E+CH+T+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-L|FOCUS:CHD<-E|FOCUS:T<-Y|PAIR:S>SH|PAIR:CH>T	NONE	NONE	NO
S+SH+O+L+SH+E+CH+T+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|FOCUS:T<-AIIN|PAIR:S>SH|PAIR:CH>T	NONE	NONE	NO
S+SH+O+L+SH+E+CH+T+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|FOCUS:T<-AIN|PAIR:S>SH|PAIR:CH>T	NONE	NONE	NO
S+SH+O+L+SH+E+CH+T+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|FOCUS:T<-OR|PAIR:S>SH|PAIR:CH>T	NONE	NONE	NO
S+SH+O+L+SH+E+S+T+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-L|FOCUS:SH<-E|FOCUS:T<-Y|PAIR:S>SH	NONE	PAIR:S>T	NO
S+T	ABSENT	1	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:S>T	NO
S+T+AIIN	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIIN	NONE	PAIR:S>T	NO
S+T+AL	ABSENT	1	STOP__UNLICENSED_FACTOR	AL_AR_ORDERED_FALLBACK	FOCUS:T<-AL	NONE	PAIR:S>T	NO
S+T+AR	ABSENT	1	STOP__UNLICENSED_FACTOR	AL_AR_ORDERED_FALLBACK	FOCUS:T<-AR	NONE	PAIR:S>T	NO
S+T+CH+OR	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-OR|PAIR:T>CH	NONE	PAIR:S>T	NO
S+T+D_ADDR+Y+S	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-Y	NONE	PAIR:S>T	NO
S+T+E+O+D_ADDR	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-E	NONE	PAIR:S>T	NO
S+T+E+O+S	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-E	NONE	PAIR:S>T	NO
S+T+E+O+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-E|FOCUS:T<-Y	NONE	PAIR:S>T	NO
S+T+E+OL	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-E	NONE	PAIR:S>T	NO
S+T+E+S	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-E	NONE	PAIR:S>T	NO
S+T+E+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-E|FOCUS:T<-Y	NONE	PAIR:S>T	NO
S+T+EE+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-EE|FOCUS:T<-Y	NONE	PAIR:S>T	NO
S+T+LOCAL_CHAR_I+AR	ABSENT	1	STOP__UNLICENSED_FACTOR	AL_AR_ORDERED_FALLBACK	FOCUS:T<-AR	NONE	PAIR:S>T	NO
S+T+O	ABSENT	1	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:S>T	NO
S+T+O+AR+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AR|FOCUS:T<-Y	NONE	PAIR:S>T	NO
S+T+O+OR	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-OR	NONE	PAIR:S>T	NO
S+T+O+S	ABSENT	1	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:S>T	NO
S+T+OL	ABSENT	1	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:S>T	NO
S+T+OL+D_ADDR+AR	ABSENT	1	STOP__UNLICENSED_FACTOR	AL_AR_ORDERED_FALLBACK	FOCUS:T<-AR	NONE	PAIR:S>T	NO
S+T+OL+S	ABSENT	1	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:S>T	NO
S+T+OR	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-OR	NONE	PAIR:S>T	NO
S+T+R+E+S	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-E|PAIR:T>R	NONE	PAIR:S>T	NO
S+T+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-Y	NONE	PAIR:S>T	NO
S+T+Y+D_ADDR	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-Y	NONE	PAIR:S>T	NO
S+Y	ABSENT	3	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-Y	NONE	NONE	NO
S+Y+AIIN+R	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-Y|FOCUS:S<-AIIN	NONE	NONE	NO
S+Y+K+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-Y|FOCUS:K<-E|FOCUS:K<-Y	NONE	NONE	NO
S+Y+P+CH+AM_ADDR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-Y|PAIR:P>CH	NONE	NONE	NO
S+Y+SH+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-Y|FOCUS:SH<-Y	NONE	NONE	NO
S+Y+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:S<-Y|FOCUS:S<-Y	NONE	NONE	NO
SH	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	NO
SH+AIIN	OBSERVED	3	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIIN	NONE	NONE	NO
SH+AIIN+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIIN|FOCUS:SH<-AIIN	NONE	NONE	NO
SH+AIIN+O+D_ADDR+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIIN	NONE	NONE	NO
SH+AIIN+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIIN|FOCUS:SH<-Y	NONE	NONE	NO
SH+AIN	ABSENT	4	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIN	NONE	NONE	NO
SH+AIN+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIN|FOCUS:SH<-AIIN	NONE	NONE	NO
SH+AIN+O+D_ADDR+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIN	NONE	NONE	NO
SH+AIN+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIN|FOCUS:SH<-Y	NONE	NONE	NO
SH+AIR	ABSENT	3	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:SH<-AIR	NONE	NONE	NO
SH+AIR+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:SH<-AIR|CLOSE:SH	NONE	NONE	NO
SH+AL	OBSERVED	2	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:SH<-AL	NONE	NONE	NO
SH+AL+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:SH<-AL|CLOSE:SH	NONE	NONE	NO
SH+AM_ADDR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	NO
SH+AR	OBSERVED	2	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:SH<-AR	NONE	NONE	NO
SH+AR+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:SH<-AR|CLOSE:SH	NONE	NONE	NO
SH+CH+K+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIIN|PAIR:SH>CH|PAIR:CH>K	NONE	NONE	NO
SH+CH+K+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIN|PAIR:SH>CH|PAIR:CH>K	NONE	NONE	NO
SH+CH+K+E+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|FOCUS:K<-AIIN|PAIR:SH>CH|PAIR:CH>K	NONE	NONE	NO
SH+CH+K+E+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|FOCUS:K<-AIN|PAIR:SH>CH|PAIR:CH>K	NONE	NONE	NO
SH+CH+K+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-E|FOCUS:K<-OR|PAIR:SH>CH|PAIR:CH>K	NONE	NONE	NO
SH+CH+K+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-OR|PAIR:SH>CH|PAIR:CH>K	NONE	NONE	NO
SH+CH+OK+E+DY	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-E|PAIR:SH>CH|CLOSE:OK	PAIR:CH>OK	NONE	NO
SH+CH+OK+E+Y	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-E|FOCUS:OK<-Y|PAIR:SH>CH	PAIR:CH>OK	NONE	NO
SH+CH+OK+Y	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-Y|PAIR:SH>CH	PAIR:CH>OK	NONE	NO
SH+CH+P+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:P<-E|PAIR:SH>CH|PAIR:CH>P|CLOSE:P	NONE	NONE	NO
SH+CH+P+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-E|FOCUS:P<-Y|PAIR:SH>CH|PAIR:CH>P	NONE	NONE	NO
SH+CH+P+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:P<-Y|PAIR:SH>CH|PAIR:CH>P	NONE	NONE	NO
SH+CH+T+AIIN	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIIN|PAIR:SH>CH|PAIR:CH>T	NONE	NONE	NO
SH+CH+T+AIN	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|PAIR:SH>CH|PAIR:CH>T	NONE	NONE	NO
SH+CH+T+E+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-E|FOCUS:T<-AIIN|PAIR:SH>CH|PAIR:CH>T	NONE	NONE	NO
SH+CH+T+E+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-E|FOCUS:T<-AIN|PAIR:SH>CH|PAIR:CH>T	NONE	NONE	NO
SH+CH+T+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-E|FOCUS:T<-OR|PAIR:SH>CH|PAIR:CH>T	NONE	NONE	NO
SH+CH+T+OR	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-OR|PAIR:SH>CH|PAIR:CH>T	NONE	NONE	NO
SH+CH+T+Y	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-Y|PAIR:SH>CH|PAIR:CH>T	NONE	NONE	NO
SH+DY	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	NONE	CLOSE:SH	NONE	NONE	NO
SH+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIIN	NONE	NONE	NO
SH+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIN	NONE	NONE	NO
SH+D_ADDR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-OR	NONE	NONE	NO
SH+E+AIIN	OBSERVED	3	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:SH<-AIIN	NONE	NONE	NO
SH+E+AIIN+CH+T+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:CH<-AIIN|FOCUS:T<-Y|PAIR:CH>T	NONE	NONE	NO
SH+E+AIIN+K	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:K<-AIIN	NONE	NONE	NO
SH+E+AIIN+R	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:SH<-AIIN	NONE	NONE	NO
SH+E+AIN	OBSERVED	3	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:SH<-AIN	NONE	NONE	NO
SH+E+AIN+CH+T+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:CH<-AIN|FOCUS:T<-Y|PAIR:CH>T	NONE	NONE	NO
SH+E+AIN+K	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:K<-AIN	NONE	NONE	NO
SH+E+AIN+R	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:SH<-AIN	NONE	NONE	NO
SH+E+AIR	ABSENT	2	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:SH<-E|FOCUS:SH<-AIR	NONE	NONE	NO
SH+E+AIR+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:SH<-E|FOCUS:SH<-AIR	NONE	NONE	NO
SH+E+AIR+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:SH<-E|FOCUS:S<-AIR	NONE	NONE	NO
SH+E+AL	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:SH<-E|FOCUS:SH<-AL	NONE	NONE	NO
SH+E+AL+CH	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:SH<-E|FOCUS:SH<-AL	NONE	NONE	NO
SH+E+AL+OT	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:SH<-E|FOCUS:SH<-AL	NONE	NONE	NO
SH+E+AR	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:SH<-E|FOCUS:SH<-AR	NONE	NONE	NO
SH+E+AR+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:SH<-E|FOCUS:SH<-AR	NONE	NONE	NO
SH+E+AR+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:SH<-E|FOCUS:SH<-AR	NONE	NONE	NO
SH+E+CH	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E	NONE	NONE	NO
SH+E+CH+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:CH<-AIIN	NONE	NONE	NO
SH+E+CH+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:CH<-AIN	NONE	NONE	NO
SH+E+CH+K+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:K<-AIIN|PAIR:CH>K	NONE	NONE	NO
SH+E+CH+K+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:K<-AIN|PAIR:CH>K	NONE	NONE	NO
SH+E+CH+K+AIR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:SH<-E|FOCUS:K<-AIR|PAIR:CH>K	NONE	NONE	NO
SH+E+CH+K+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:SH<-E|FOCUS:K<-AR|PAIR:CH>K	NONE	NONE	NO
SH+E+CH+K+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:K<-AIIN|PAIR:CH>K	NONE	NONE	NO
SH+E+CH+K+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:K<-AIN|PAIR:CH>K	NONE	NONE	NO
SH+E+CH+K+D_ADDR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:K<-OR|PAIR:CH>K	NONE	NONE	NO
SH+E+CH+K+E+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:K<-E|FOCUS:K<-AIIN|PAIR:CH>K	NONE	NONE	NO
SH+E+CH+K+E+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:K<-E|FOCUS:K<-AIN|PAIR:CH>K	NONE	NONE	NO
SH+E+CH+K+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|FOCUS:K<-E|FOCUS:K<-OR|PAIR:CH>K	NONE	NONE	NO
