order_mark_id	order_id	page	unit	section	surface	identity	component_recipe	slot_signature	atomic_root_reading_de	dictionary_value_de	local_fluent_expansion_de	functional_allograph	microfunction_trigger_de	owner_or_handle_de	unit_fluent_instruction_de	renderer_skeleton	predicted_surface	reading_action
WH04-R085	WH04	f69v	f69v.3	WHEN	otoly	A3:G098	OT+OL+Y	ORDER>ORDER>REFERENT	DANACH · FORTSETZEN · POSTEN	DANACH · FORTSETZEN · POSTEN	DANACH · FORTSETZEN · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	qot/ot-ol/chol/qol/ls/sol-y/chy/chey/dy/shy/sy	otoly	READ_LOCAL_CONDITION_WORD
WH04-R086	WH04	f69v	f69v.3	WHEN	okeodal	A3:G099	OK+E+O+AL	OPERATION>GRADE>PROCESS>ADDRESS	ANSETZEN · KURZ · ARBEITSGANG · ZIELSTELLE	ANSETZEN · KURZ · ARBEITSGANG · ZIELSTELLE	ANSETZEN · KURZ · ARBEITSGANG · ZIELSTELLE	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	qok/ok/chok-e-o-al	okeodal	READ_LOCAL_CONDITION_WORD
WH04-R087	WH04	f69v	f69v.3	WHEN	oteoarar	A3:G100	OT+E+O+AR+AR	ORDER>GRADE>PROCESS>ADDRESS>ADDRESS	DANACH · KURZ · ARBEITSGANG · QUELLE · QUELLE	DANACH · KURZ · ARBEITSGANG · QUELLE · QUELLE	DANACH · KURZ · ARBEITSGANG · QUELLE · QUELLE	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	qot/ot-e-o-ar-ar	oteoarar	READ_LOCAL_CONDITION_WORD
WH04-R088	WH04	f69v	f69v.3	WHEN	cheteeser	A3:G101	CH+E+T+EE+S_ADDR+E+R	OPERATION>GRADE>OPERATION>GRADE>ADDRESS>GRADE>STATE	ENTNEHMEN · KURZ · BEARBEITEN · LANG · STERNBEZUG · KURZ · KUEHL	ENTNEHMEN · KURZ · BEARBEITEN · LANG · STERNBEZUG · KURZ · KUEHL	ENTNEHMEN · KURZ · BEARBEITEN · LANG · STERNBEZUG · KURZ · BEZUG	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	ch-e-t-ee-s-e-r	cheteeser	READ_LOCAL_CONDITION_WORD
WH04-R089	WH04	f69v	f69v.3	WHEN	dair	A3:G102	D_ADDR+AIR	ADDRESS>PATH	TEILSTELLE · LAUF	TEILSTELLE · LAUF	TEILSTELLE · LAUF	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	d-air	dair	READ_LOCAL_CONDITION_WORD
WH04-R090	WH04	f69v	f69v.3	WHEN	chey	A3:G103	Y	REFERENT	POSTEN	POSTEN	POSTEN	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	y/chy/chey/dy/shy/sy	chey	READ_LOCAL_CONDITION_WORD
WH04-R091	WH04	f69v	f69v.3	WHEN	okody	A3:G104	OK+O+Y	OPERATION>PROCESS>REFERENT	ANSETZEN · ARBEITSGANG · POSTEN	ANSETZEN · ARBEITSGANG · POSTEN	ANSETZEN · ARBEITSGANG · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	qok/ok/chok-o-y/chy/chey/dy/shy/sy	okody	READ_LOCAL_CONDITION_WORD
WH04-R092	WH04	f69v	f69v.3	WHEN	dal	A3:G105	AL	ADDRESS	ZIELSTELLE	ZIELSTELLE	ZIELSTELLE	DEFAULT_TARGET	die gewöhnliche Zielstelle	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	al	dal	READ_LOCAL_CONDITION_WORD
WH04-R093	WH04	f69v	f69v.3	WHEN	oteey	A3:G106	OT+EE+Y	ORDER>GRADE>REFERENT	DANACH · LANG · POSTEN	DANACH LANG HALTEN	DANACH LANG HALTEN	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	qot/ot-ee-y/chy/chey/dy/shy/sy	oteey	READ_LOCAL_CONDITION_WORD
WH04-R094	WH04	f69v	f69v.3	WHEN	oteey	A3:G107	OT+EE+Y	ORDER>GRADE>REFERENT	DANACH · LANG · POSTEN	DANACH LANG HALTEN	DANACH LANG HALTEN	NOT_APPLICABLE	NOT_APPLICABLE	C6@f69v.3; rechter Licht-/Körperqualitätsring	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	qot/ot-ee-y/chy/chey/dy/shy/sy	oteey	READ_LOCAL_CONDITION_WORD
WH05-R001	WH05	f11r	H3-S001	WHAT	tshol	PROC026	T+SH+OL	OPERATION>STATE>ORDER	BEARBEITEN · HALTEN · FORTSETZEN	BEARBEITEN · HALTEN · WEITER	BEARBEITEN · HALTEN · WEITER	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt B.X1	Bei der dicht bluehenden Kronenpflanze: Den Posten bearbeiten und weiter halten, dann im Arbeitsgang an der Zielstelle halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einbringen, laenger halten, bearbeiten, im Arbeitsgang entnehmen und den Schritt schliessen.	t-sh-ol/chol/qol/ls/sol	tshol	READ_SHARED_CORE
WH05-R002	WH05	f11r	H3-S001	WHAT	schoal	PROC027	SH+O+AL	STATE>PROCESS>ADDRESS	HALTEN · ARBEITSGANG · ZIELSTELLE	HALTEN · ARBEITSGANG · ZIELSTELLE	HALTEN · ARBEITSGANG · ZIELSTELLE	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt B.X1	Bei der dicht bluehenden Kronenpflanze: Den Posten bearbeiten und weiter halten, dann im Arbeitsgang an der Zielstelle halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einbringen, laenger halten, bearbeiten, im Arbeitsgang entnehmen und den Schritt schliessen.	sh-o-al	schoal	READ_SHARED_CORE
WH05-R003	WH05	f11r	H3-S001	WHAT	cfhy	PROC028	CFH+Y	OPERATION>REFERENT	AUSPRESSEN · POSTEN	AUSPRESSEN · POSTEN	AUSPRESSEN · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt B.X1	Bei der dicht bluehenden Kronenpflanze: Den Posten bearbeiten und weiter halten, dann im Arbeitsgang an der Zielstelle halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einbringen, laenger halten, bearbeiten, im Arbeitsgang entnehmen und den Schritt schliessen.	cfh-y/chy/chey/dy/shy/sy	cfhy	READ_SHARED_CORE
WH05-R004	WH05	f11r	H3-S001	WHAT	shfydaiin	PROC029	SH+Y+AIIN	STATE>REFERENT>ARGUMENT	HALTEN · POSTEN · MASS	HALTEN · POSTEN · EIN KLEINER SCHOEPFBECHER	HALTEN · POSTEN · EIN KLEINER SCHOEPFBECHER	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt B.X1	Bei der dicht bluehenden Kronenpflanze: Den Posten bearbeiten und weiter halten, dann im Arbeitsgang an der Zielstelle halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einbringen, laenger halten, bearbeiten, im Arbeitsgang entnehmen und den Schritt schliessen.	sh-y/chy/chey/dy/shy/sy-aiin	shfydaiin	READ_SHARED_CORE
WH05-R005	WH05	f11r	H3-S001	WHAT	cphy	PROC030	P+Y	OPERATION>REFERENT	EINBRINGEN · POSTEN	EINBRINGEN · POSTEN	EINBRINGEN · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt B.X1	Bei der dicht bluehenden Kronenpflanze: Den Posten bearbeiten und weiter halten, dann im Arbeitsgang an der Zielstelle halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einbringen, laenger halten, bearbeiten, im Arbeitsgang entnehmen und den Schritt schliessen.	p-y/chy/chey/dy/shy/sy	cphy	READ_SHARED_CORE
WH05-R006	WH05	f11r	H3-S001	WHAT	cheey	PROC031	SH+EE+Y	STATE>GRADE>REFERENT	HALTEN · LANG · POSTEN	LANG HALTEN	LANG HALTEN	GENERAL_LONG_HOLD	den Posten gewöhnlich lang halten	Bildprodukt B.X1	Bei der dicht bluehenden Kronenpflanze: Den Posten bearbeiten und weiter halten, dann im Arbeitsgang an der Zielstelle halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einbringen, laenger halten, bearbeiten, im Arbeitsgang entnehmen und den Schritt schliessen.	sh-ee-y/chy/chey/dy/shy/sy	cheey	READ_SHARED_CORE
WH05-R007	WH05	f11r	H3-S001	WHAT	tchody	PROC032	T+CH+O+DY	OPERATION>OPERATION>PROCESS>ENDPOINT	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLIESSEN	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt B.X1	Bei der dicht bluehenden Kronenpflanze: Den Posten bearbeiten und weiter halten, dann im Arbeitsgang an der Zielstelle halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einbringen, laenger halten, bearbeiten, im Arbeitsgang entnehmen und den Schritt schliessen.	t-ch-o-dy	tchody	READ_SHARED_CORE
WH05-R008	WH05	f83r	B5-S001	HOW	otchdy	PROC166	OT+CHD+DY	ORDER>OPERATION>ENDPOINT	DANACH · UMSETZEN · SCHLIESSEN	DANACH · UMSETZEN · SCHLIESSEN	DANACH UMSETZEN UND SCHLIESSEN	COMPACT_FOLLOW_CLOSE	einen kompakten Folgeschritt schließen	linke Fransenstation im B5-Nachtrag	An der linken offenen Nebenstation: Danach umsetzen und den Schritt schliessen.	qot/ot-chd/ched-dy	otchdy	READ_ROOT_COMPOSITION
WH05-R009	WH05	f83r	B5-S002	HOW	qokchdy	PROC082	OK+CHD+DY	OPERATION>OPERATION>ENDPOINT	ANSETZEN · UMSETZEN · SCHLIESSEN	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN · SCHLUSS	STANDALONE_TRANSFER_CLOSE	einen alleinstehenden Umsetzschritt ansetzen und schließen	linke Fransenstation im B5-Nachtrag	An der linken offenen Nebenstation: Ansetzen und umsetzen; den Schritt schliessen.	qok/ok/chok-chd/ched-dy	qokchdy	READ_SHARED_CORE
WH05-R010	WH05	f83r	B5-S003	HOW	shedal	PROC142	SHED+AL	STATE>ADDRESS	RUHEN · ZIELSTELLE	STEHENLASSEN · ZIELSTELLE	STEHENLASSEN · ZIELSTELLE	NOT_APPLICABLE	NOT_APPLICABLE	linke Fransenstation im B5-Nachtrag	An der linken offenen Nebenstation: An der Zielstelle stehen lassen und dort weiterarbeiten; leiten und weiterarbeiten, an der Zielstelle umsetzen, nach Sollmass weiterarbeiten, bis zur zweiten Stufe fuehren und den Posten umsetzen.	shed-al	shedal	READ_SHARED_CORE
WH05-R011	WH05	f83r	B5-S003	HOW	dal	PROC055	AL	ADDRESS	ZIELSTELLE	ZIELSTELLE	ZIELSTELLE	DEFAULT_TARGET	die gewöhnliche Zielstelle	linke Fransenstation im B5-Nachtrag	An der linken offenen Nebenstation: An der Zielstelle stehen lassen und dort weiterarbeiten; leiten und weiterarbeiten, an der Zielstelle umsetzen, nach Sollmass weiterarbeiten, bis zur zweiten Stufe fuehren und den Posten umsetzen.	al	dal	READ_SHARED_CORE
WH05-R012	WH05	f83r	B5-S003	HOW	ol	PROC013	OL	ORDER	FORTSETZEN	FORTSETZEN	FORTSETZEN	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	linke Fransenstation im B5-Nachtrag	An der linken offenen Nebenstation: An der Zielstelle stehen lassen und dort weiterarbeiten; leiten und weiterarbeiten, an der Zielstelle umsetzen, nach Sollmass weiterarbeiten, bis zur zweiten Stufe fuehren und den Posten umsetzen.	ol/chol/qol/ls/sol	ol	READ_SHARED_CORE
WH05-R013	WH05	f83r	B5-S003	HOW	lol	PROC167	L+OL	PATH>ORDER	LEITEN · FORTSETZEN	LEITEN · FORTSETZEN	VON DORT WEITERLEITEN	NOT_APPLICABLE	NOT_APPLICABLE	linke Fransenstation im B5-Nachtrag	An der linken offenen Nebenstation: An der Zielstelle stehen lassen und dort weiterarbeiten; leiten und weiterarbeiten, an der Zielstelle umsetzen, nach Sollmass weiterarbeiten, bis zur zweiten Stufe fuehren und den Posten umsetzen.	l-ol/chol/qol/ls/sol	lol	READ_ROOT_COMPOSITION
WH05-R014	WH05	f83r	B5-S003	HOW	chdal	PROC168	CHD+AL	OPERATION>ADDRESS	UMSETZEN · ZIELSTELLE	UMSETZEN · ZIELSTELLE	AN DER ZIELSTELLE UMSETZEN	NOT_APPLICABLE	NOT_APPLICABLE	linke Fransenstation im B5-Nachtrag	An der linken offenen Nebenstation: An der Zielstelle stehen lassen und dort weiterarbeiten; leiten und weiterarbeiten, an der Zielstelle umsetzen, nach Sollmass weiterarbeiten, bis zur zweiten Stufe fuehren und den Posten umsetzen.	chd/ched-al	chdal	READ_ROOT_COMPOSITION
WH05-R015	WH05	f83r	B5-S003	HOW	daiin	PROC009	AIIN	ARGUMENT	MASS	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	linke Fransenstation im B5-Nachtrag	An der linken offenen Nebenstation: An der Zielstelle stehen lassen und dort weiterarbeiten; leiten und weiterarbeiten, an der Zielstelle umsetzen, nach Sollmass weiterarbeiten, bis zur zweiten Stufe fuehren und den Posten umsetzen.	aiin	daiin	READ_SHARED_CORE
WH05-R016	WH05	f83r	B5-S003	HOW	ol	PROC013	OL	ORDER	FORTSETZEN	FORTSETZEN	FORTSETZEN	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	linke Fransenstation im B5-Nachtrag	An der linken offenen Nebenstation: An der Zielstelle stehen lassen und dort weiterarbeiten; leiten und weiterarbeiten, an der Zielstelle umsetzen, nach Sollmass weiterarbeiten, bis zur zweiten Stufe fuehren und den Posten umsetzen.	ol/chol/qol/ls/sol	ol	READ_SHARED_CORE
WH05-R017	WH05	f83r	B5-S003	HOW	daiiin	PROC169	DA+IIN	GRADE>STATE	ZWEITE · STUFE	ZWEITE · STUFE	BIS ZUR ZWEITEN STUFE	NOT_APPLICABLE	NOT_APPLICABLE	linke Fransenstation im B5-Nachtrag	An der linken offenen Nebenstation: An der Zielstelle stehen lassen und dort weiterarbeiten; leiten und weiterarbeiten, an der Zielstelle umsetzen, nach Sollmass weiterarbeiten, bis zur zweiten Stufe fuehren und den Posten umsetzen.	da-iin	daiiin	READ_ROOT_COMPOSITION
WH05-R018	WH05	f83r	B5-S003	HOW	chedy	PROC042	CHD+Y	OPERATION>REFERENT	UMSETZEN · POSTEN	UMSETZEN · POSTEN	UMSETZEN · POSTEN	DEFAULT_OPEN_TRANSFER	den laufenden Posten gewöhnlich umsetzen	linke Fransenstation im B5-Nachtrag	An der linken offenen Nebenstation: An der Zielstelle stehen lassen und dort weiterarbeiten; leiten und weiterarbeiten, an der Zielstelle umsetzen, nach Sollmass weiterarbeiten, bis zur zweiten Stufe fuehren und den Posten umsetzen.	chd/ched-y/chy/chey/dy/shy/sy	chedy	READ_SHARED_CORE
WH05-R019	WH05	f68r1	f68r1.9	WHEN	odchecthy	A2:G033	O+D_ADDR+CH+E+CTH+Y	PROCESS>ADDRESS>OPERATION>GRADE>STATE>REFERENT	ARBEITSGANG · TEILSTELLE · ENTNEHMEN · KURZ · BEREIT · POSTEN	ARBEITSGANG · TEILSTELLE · ENTNEHMEN · KURZ · BEREIT · POSTEN	ARBEITSGANG · TEILSTELLE · ENTNEHMEN · KURZ · BEREIT · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	C3@f68r1.9; direkter Sternort im Mehrpaneelatlas	Führe den Auftrag am direkt bezeichneten Sternort C3 im Mehrpaneelatlas aus.	o-d-ch-e-cth-y/chy/chey/dy/shy/sy	odchecthy	READ_LOCAL_CONDITION_WORD
WH06-R001	WH06	f56r	H5-S001	WHAT	chochor	PROC051	HO+CH+OR	MATERIAL>OPERATION>MATERIAL	TEIL · ENTNEHMEN · ANSATZ	TEIL · ENTNEHMEN · ANSATZ	PFLANZENZUTAT FUER DEN ANSATZ ENTNEHMEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt D.P1	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.	cho/sho-ch-or	chochor	READ_ROOT_COMPOSITION
WH06-R002	WH06	f56r	H5-S001	WHAT	cho	PROC052	HO	MATERIAL	TEIL	TEIL	TEIL	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt D.P1	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.	cho/sho	cho	READ_FUSED_WHOLE_WORD
WH06-R003	WH06	f56r	H5-S001	WHAT	chodaly	PROC053	HO+AL+Y	MATERIAL>ADDRESS>REFERENT	TEIL · ZIELSTELLE · POSTEN	TEIL · ZIELSTELLE · POSTEN	ZUTAT ZUR ZIELSTELLE BRINGEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt D.P1	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.	cho/sho-al-y/chy/chey/dy/shy/sy	chodaly	READ_ROOT_COMPOSITION
WH06-R004	WH06	f56r	H5-S001	WHAT	daiin	PROC009	AIIN	ARGUMENT	MASS	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	Bildprodukt D.P1	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.	aiin	daiin	READ_SHARED_CORE
WH06-R005	WH06	f56r	H5-S001	WHAT	cho	PROC052	HO	MATERIAL	TEIL	TEIL	TEIL	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt D.P1	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.	cho/sho	cho	READ_FUSED_WHOLE_WORD
WH06-R006	WH06	f56r	H5-S001	WHAT	kchol	PROC054	K+OL	OPERATION>ORDER	ZUGEBEN · FORTSETZEN	ZUGEBEN · FORTSETZEN	WEITER ZUGEBEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt D.P1	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.	k-ol/chol/qol/ls/sol	kchol	READ_ROOT_COMPOSITION
WH06-R007	WH06	f56r	H5-S001	WHAT	otchor	PROC020	OT+CH+OR	ORDER>OPERATION>MATERIAL	DANACH · ENTNEHMEN · ANSATZ	DANACH · ENTNEHMEN · ANSATZ	DANACH VOM ANSATZ ENTNEHMEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt D.P1	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.	qot/ot-ch-or	otchor	READ_ROOT_COMPOSITION
WH06-R008	WH06	f56r	H5-S001	WHAT	qoky	PROC008	OK+Y	OPERATION>REFERENT	ANSETZEN · POSTEN	ANSETZEN · POSTEN	ANSETZEN · POSTEN	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	Bildprodukt D.P1	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.	qok/ok/chok-y/chy/chey/dy/shy/sy	qoky	READ_SHARED_CORE
WH06-R009	WH06	f56r	H5-S001	WHAT	dal	PROC055	AL	ADDRESS	ZIELSTELLE	ZIELSTELLE	ZIELSTELLE	DEFAULT_TARGET	die gewöhnliche Zielstelle	Bildprodukt D.P1	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.	al	dal	READ_SHARED_CORE
WH06-R010	WH06	f56r	H5-S002	WHAT	schol	PROC034	RESUME_CARD	REFERENT	DAVON	DAVON	DAVON	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt D.P1	Bei der mehrkoepfigen stacheligen Pflanze: Davon, die Zutat als laufenden Posten fuehren und ansetzen; laenger im Arbeitsgang durch den Durchlass entnehmen und schliessen.	schol	schol	READ_SHARED_CORE
WH06-R011	WH06	f56r	H5-S002	WHAT	choy	PROC056	HO+Y	MATERIAL>REFERENT	TEIL · POSTEN	TEIL · POSTEN	ZUTAT WEITERFUEHREN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt D.P1	Bei der mehrkoepfigen stacheligen Pflanze: Davon, die Zutat als laufenden Posten fuehren und ansetzen; laenger im Arbeitsgang durch den Durchlass entnehmen und schliessen.	cho/sho-y/chy/chey/dy/shy/sy	choy	READ_ROOT_COMPOSITION
WH06-R012	WH06	f56r	H5-S002	WHAT	qoky	PROC008	OK+Y	OPERATION>REFERENT	ANSETZEN · POSTEN	ANSETZEN · POSTEN	ANSETZEN · POSTEN	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	Bildprodukt D.P1	Bei der mehrkoepfigen stacheligen Pflanze: Davon, die Zutat als laufenden Posten fuehren und ansetzen; laenger im Arbeitsgang durch den Durchlass entnehmen und schliessen.	qok/ok/chok-y/chy/chey/dy/shy/sy	qoky	READ_SHARED_CORE
WH06-R013	WH06	f56r	H5-S002	WHAT	cheeckhody	PROC057	CH+EE+CKH+O+DY	OPERATION>GRADE>PATH>PROCESS>ENDPOINT	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLIESSEN	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLIESSEN	LANG DURCHZIEHEN UND SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt D.P1	Bei der mehrkoepfigen stacheligen Pflanze: Davon, die Zutat als laufenden Posten fuehren und ansetzen; laenger im Arbeitsgang durch den Durchlass entnehmen und schliessen.	ch-ee-ckh-o-dy	cheeckhody	READ_ROOT_COMPOSITION
WH06-R014	WH06	f83r	B6-S001	HOW	solkeey	PROC170	SOLK+EE+Y	OPERATION>GRADE>REFERENT	SAMMELN · LANG · POSTEN	SAMMELN · LANG · POSTEN	LANG SAMMELN	NOT_APPLICABLE	NOT_APPLICABLE	rechter S-Lauf im B6-Nachtrag	An der rechten S-Lauf-Nebenstation: Den Posten laenger sammeln, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle leiten.	solk/qolk-ee-y/chy/chey/dy/shy/sy	solkeey	READ_ROOT_COMPOSITION
WH06-R015	WH06	f83r	B6-S001	HOW	qekey	PROC171	E+K+E+Y	GRADE>OPERATION>GRADE>REFERENT	KURZ · ZUGEBEN · KURZ · POSTEN	KURZ · ZUGEBEN · KURZ · POSTEN	KURZ ZUGEBEN	NOT_APPLICABLE	NOT_APPLICABLE	rechter S-Lauf im B6-Nachtrag	An der rechten S-Lauf-Nebenstation: Den Posten laenger sammeln, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle leiten.	e-k-e-y/chy/chey/dy/shy/sy	qekey	READ_ROOT_COMPOSITION
WH06-R016	WH06	f83r	B6-S001	HOW	raly	PROC172	R+AL+Y	STATE>ADDRESS>REFERENT	KUEHL · ZIELSTELLE · POSTEN	KUEHL · ZIELSTELLE · POSTEN	AN DER ZIELSTELLE KUEHLEN	NOT_APPLICABLE	NOT_APPLICABLE	rechter S-Lauf im B6-Nachtrag	An der rechten S-Lauf-Nebenstation: Den Posten laenger sammeln, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle leiten.	r-al-y/chy/chey/dy/shy/sy	raly	READ_ROOT_COMPOSITION
WH06-R017	WH06	f83r	B6-S001	HOW	ol	PROC013	OL	ORDER	FORTSETZEN	FORTSETZEN	FORTSETZEN	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	rechter S-Lauf im B6-Nachtrag	An der rechten S-Lauf-Nebenstation: Den Posten laenger sammeln, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle leiten.	ol/chol/qol/ls/sol	ol	READ_SHARED_CORE
WH06-R018	WH06	f83r	B6-S001	HOW	daiin	PROC009	AIIN	ARGUMENT	MASS	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	rechter S-Lauf im B6-Nachtrag	An der rechten S-Lauf-Nebenstation: Den Posten laenger sammeln, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle leiten.	aiin	daiin	READ_SHARED_CORE
WH06-R019	WH06	f83r	B6-S001	HOW	ol	PROC013	OL	ORDER	FORTSETZEN	FORTSETZEN	FORTSETZEN	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	rechter S-Lauf im B6-Nachtrag	An der rechten S-Lauf-Nebenstation: Den Posten laenger sammeln, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle leiten.	ol/chol/qol/ls/sol	ol	READ_SHARED_CORE
