carrier_link_ordinal	layer	source_assignment_ordinal	source_artifact	cohort	event_id	statement_id	physical_page	register	surface	recipe	atom	atom_value_de	atom_position	carrier_envelope	specialized_default_reading_de	specialized_detail	unified_atom_category	unified_atom_value_de	position_and_value_match_unified_card	guard
755	RELATION	32	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1286	G407-S071	f72r	CELESTIAL	otoar	OT+O+AR	AR	AUSGANG	3	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
756	RELATION	33	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1353	G407-S077	f72r	CELESTIAL	oteodar	OT+E+O+D_ADDR+AR	AR	AUSGANG	5	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
757	RELATION	34	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1394	G407-S079	f72r	CELESTIAL	opcholalaiin	O+P+CH+OL+AL+AIIN	AL	ZIELORT	5	OL>R<END	FORTSETZEN · ZIELORT	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
758	RELATION	35	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1403	G407-S079	f72r	CELESTIAL	otedar	OT+E+D_ADDR+AR	AR	AUSGANG	4	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
759	RELATION	36	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1420	G407-S081	f72r	CELESTIAL	octheolarl	O+CH+T+E+OL+AR+L	AR	AUSGANG	6	OL>R<END	FORTSETZEN · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
760	RELATION	37	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1420	G407-S081	f72r	CELESTIAL	octheolarl	O+CH+T+E+OL+AR+L	L	VERBINDUNG	7	OL>R<END	FORTSETZEN · VERBINDUNG	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
761	RELATION	38	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1430	G407-S082	f75r	BIOLOGICAL	qotar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
762	RELATION	39	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1447	G407-S085	f75r	BIOLOGICAL	olkar	OL+K+AR	AR	AUSGANG	3	OL>R<END	FORTSETZEN · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
763	RELATION	40	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1483	G407-S090	f75r	BIOLOGICAL	lol	L+OL	L	VERBINDUNG	1	START>R<OL	VERBINDUNG · FORTSETZEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
764	RELATION	41	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1488	G407-S090	f75r	BIOLOGICAL	qokardy	OK+AR+DY	AR	AUSGANG	2	START>R<DY	AUSGANG · ABSCHLIESSEN	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
765	RELATION	42	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1492	G407-S091	f75r	BIOLOGICAL	lshedy	L+SH+E+DY	L	VERBINDUNG	1	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
766	RELATION	43	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1504	G407-S096	f75r	BIOLOGICAL	qotar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
767	RELATION	44	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1512	G407-S097	f75r	BIOLOGICAL	lchedy	L+CHD+DY	L	VERBINDUNG	1	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
768	RELATION	45	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1551	G407-S110	f75r	BIOLOGICAL	otar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
769	RELATION	46	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1633	G407-S119	f75r	BIOLOGICAL	qolkary	OL+K+AR+Y	AR	AUSGANG	3	OL>R<END	FORTSETZEN · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
770	RELATION	47	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1644	G407-S121	f75r	BIOLOGICAL	lchedy	L+CHD+DY	L	VERBINDUNG	1	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
771	RELATION	48	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1659	G407-S123	f75r	BIOLOGICAL	okaldy	OK+AL+DY	AL	ZIELORT	2	START>R<DY	ZIELORT · ABSCHLIESSEN	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
772	RELATION	49	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1661	G407-S124	f75r	BIOLOGICAL	otar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
773	RELATION	50	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1669	G407-S126	f75r	BIOLOGICAL	oldair	OL+D_ADDR+AIR	AIR	BAHN	3	OL>R<END	FORTSETZEN · BAHN	SPARSE_PATH_DESCRIPTOR__NO_STATE_SUBSTITUTION	RELATION	BAHN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
774	RELATION	51	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1675	G407-S128	f75r	BIOLOGICAL	lolchedy	L+OL+CHD+DY	L	VERBINDUNG	1	START>R<OL	VERBINDUNG · FORTSETZEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
775	RELATION	52	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1698	G407-S130	f75r	BIOLOGICAL	kalol	K+AL+OL	AL	ZIELORT	2	START>R<OL	ZIELORT · FORTSETZEN	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
776	RELATION	53	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1710	G407-S134	f75r	BIOLOGICAL	daldy	AL+DY	AL	ZIELORT	1	START>R<DY	ZIELORT · ABSCHLIESSEN	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
777	RELATION	54	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1718	G407-S138	f75r	BIOLOGICAL	qotar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
778	RELATION	55	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1720	G407-S139	f75r	BIOLOGICAL	ldy	L+DY	L	VERBINDUNG	1	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
779	RELATION	56	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1729	G407-S142	f75r	BIOLOGICAL	ltedy	L+T+E+DY	L	VERBINDUNG	1	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
780	RELATION	57	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1737	G407-S144	f75r	BIOLOGICAL	otar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
781	RELATION	58	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1754	G407-S149	f75r	BIOLOGICAL	otar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
782	RELATION	59	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1755	G407-S149	f75r	BIOLOGICAL	dardardy	D_ADDR+AR+D_ADDR+AR+DY	AR	AUSGANG	2	START>R<DY	AUSGANG · ABSCHLIESSEN	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
783	RELATION	60	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1755	G407-S149	f75r	BIOLOGICAL	dardardy	D_ADDR+AR+D_ADDR+AR+DY	AR	AUSGANG	4	START>R<DY	AUSGANG · ABSCHLIESSEN	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
784	RELATION	61	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1762	G407-S154	f75r	BIOLOGICAL	lol	L+OL	L	VERBINDUNG	1	START>R<OL	VERBINDUNG · FORTSETZEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
785	RELATION	62	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1768	G407-S159	f75r	BIOLOGICAL	ldy	L+DY	L	VERBINDUNG	1	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
786	RELATION	63	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1800	G407-S179	f75r	BIOLOGICAL	otar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
787	RELATION	64	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1808	G407-S184	f75r	BIOLOGICAL	otar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
788	RELATION	65	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1818	G407-S186	f75r	BIOLOGICAL	sarol	S+AR+OL	AR	AUSGANG	2	START>R<OL	AUSGANG · FORTSETZEN	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
789	RELATION	66	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1846	G407-S194	f76r	BIOLOGICAL	qotddyar	OT+D_ADDR+D_ADDR+Y+AR	AR	AUSGANG	5	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
790	RELATION	67	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1878	G407-S201	f76r	BIOLOGICAL	lkedy	L+K+E+DY	L	VERBINDUNG	1	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
791	RELATION	68	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1972	G407-S221	f76r	BIOLOGICAL	lchedy	L+CHD+DY	L	VERBINDUNG	1	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
792	RELATION	69	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E1974	G407-S223	f76r	BIOLOGICAL	qolair	OL+D_ADDR+AIR	AIR	BAHN	3	OL>R<END	FORTSETZEN · BAHN	SPARSE_PATH_DESCRIPTOR__NO_STATE_SUBSTITUTION	RELATION	BAHN	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
793	RELATION	70	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2007	G407-S230	f76r	BIOLOGICAL	lshedy	L+SH+E+DY	L	VERBINDUNG	1	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
794	RELATION	71	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2009	G407-S232	f76r	BIOLOGICAL	otedyl	OT+E+DY+L	L	VERBINDUNG	4	DY>R<END	ABSCHLIESSEN · VERBINDUNG	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
795	RELATION	72	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2013	G407-S234	f76r	BIOLOGICAL	lchedy	L+CHD+DY	L	VERBINDUNG	1	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
796	RELATION	73	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2021	G407-S235	f76r	BIOLOGICAL	alchdy	AL+CHD+DY	AL	ZIELORT	1	START>R<DY	ZIELORT · ABSCHLIESSEN	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
797	RELATION	74	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2024	G407-S237	f76r	BIOLOGICAL	lchedy	L+CHD+DY	L	VERBINDUNG	1	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
798	RELATION	75	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2029	G407-S239	f76r	BIOLOGICAL	qotaly	OT+AL+Y	AL	ZIELORT	2	OT>R<END	DANACH · ZIELORT	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
799	RELATION	76	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2047	G407-S244	f76r	BIOLOGICAL	dalshedy	AL+SH+E+DY	AL	ZIELORT	1	START>R<DY	ZIELORT · ABSCHLIESSEN	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
800	RELATION	77	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2062	G407-S246	f76r	BIOLOGICAL	lchedy	L+CHD+DY	L	VERBINDUNG	1	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
801	RELATION	78	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2067	G407-S247	f76r	BIOLOGICAL	qolal	OL+AL	AL	ZIELORT	2	OL>R<END	FORTSETZEN · ZIELORT	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
802	RELATION	79	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2069	G407-S247	f76r	BIOLOGICAL	lchedy	L+CHD+DY	L	VERBINDUNG	1	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
803	RELATION	80	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2132	G407-S254	f76r	BIOLOGICAL	dalshedy	AL+SH+E+DY	AL	ZIELORT	1	START>R<DY	ZIELORT · ABSCHLIESSEN	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
804	RELATION	81	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2151	G407-S259	f76r	BIOLOGICAL	lol	L+OL	L	VERBINDUNG	1	START>R<OL	VERBINDUNG · FORTSETZEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
805	RELATION	82	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2158	G407-S259	f76r	BIOLOGICAL	qoolkal	OL+AL	AL	ZIELORT	2	OL>R<END	FORTSETZEN · ZIELORT	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
806	RELATION	83	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2163	G407-S262	f76r	BIOLOGICAL	ollchy	OL+L+CH+Y	L	VERBINDUNG	2	OL>R<END	FORTSETZEN · VERBINDUNG	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
807	RELATION	84	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2175	G407-S263	f76r	BIOLOGICAL	otar	OT+AR	AR	AUSGANG	2	OT>R<END	DANACH · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
808	RELATION	85	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2201	G407-S266	f76r	BIOLOGICAL	polalchdy	P+OL+AL+CHD+DY	AL	ZIELORT	3	OL>R<DY	FORTSETZEN · ZIELORT · ABSCHLIESSEN	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
809	RELATION	86	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2223	G407-S272	f76r	BIOLOGICAL	lchedy	L+CHD+DY	L	VERBINDUNG	1	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
810	RELATION	87	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2236	G407-S275	f76r	BIOLOGICAL	qokchdyl	OK+CHD+DY+L	L	VERBINDUNG	4	DY>R<END	ABSCHLIESSEN · VERBINDUNG	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
811	RELATION	88	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2242	G407-S276	f76r	BIOLOGICAL	lchedy	L+CHD+DY	L	VERBINDUNG	1	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
812	RELATION	89	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2244	G407-S277	f76r	BIOLOGICAL	qotal	OT+AL	AL	ZIELORT	2	OT>R<END	DANACH · ZIELORT	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
813	RELATION	90	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2248	G407-S278	f76r	BIOLOGICAL	otalam	OT+AL+AM_ADDR	AL	ZIELORT	2	OT>R<END	DANACH · ZIELORT	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
814	RELATION	91	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2257	G407-S278	f76r	BIOLOGICAL	lol	L+OL	L	VERBINDUNG	1	START>R<OL	VERBINDUNG · FORTSETZEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
815	RELATION	92	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2259	G407-S279	f76r	BIOLOGICAL	poleedaran	P+OL+EE+D_ADDR+AR+AN	AR	AUSGANG	5	OL>R<END	FORTSETZEN · AUSGANG	SOURCE_OUTPUT_ENDPOINT__MOSTLY_RIGHT_EDGE	RELATION	AUSGANG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
816	RELATION	93	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2263	G407-S279	f76r	BIOLOGICAL	alol	AL+OL	AL	ZIELORT	1	START>R<OL	ZIELORT · FORTSETZEN	TARGET_HINGE__MAY_POINT_FORWARD_OR_CLOSE_A_TARGET	RELATION	ZIELORT	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
817	RELATION	94	GDT560_216_RELATION_STATE_ASSIGNMENTS	OLD26_GDT407	G407-E2289	G407-S286	f76r	BIOLOGICAL	lchedy	L+CHD+DY	L	VERBINDUNG	1	START>R<DY	VERBINDUNG · ABSCHLIESSEN	FORWARD_CONNECTION_OPENER__MOSTLY_LEFT_EDGE	RELATION	VERBINDUNG	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
