integration_ordinal	event_id	statement_id	physical_page	register	surface	recipe	grade_link_count	argument_link_count	relation_link_count	total_specialized_link_count	specialized_layers	ordered_all_atom_reading_de	all_atom_default_phrase_de	specialized_readings_de	integration_status
682	G407-E4410	G407-S690	f95v	HERBAL	qotchey	OT+CHD+Y	0	1	0	1	ARGUMENT	DANACH → BEARBEITEN → POSTEN	danach; bearbeiten; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
683	G407-E4413	G407-S690	f95v	HERBAL	olor	OL+OR	0	1	0	1	ARGUMENT	FORTSETZEN → EINHEIT	weiter; die Einheit	ARGUMENT:weiter mit der Einheit als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
684	G407-E4416	G407-S690	f95v	HERBAL	qotaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
685	G407-E4426	G407-S690	f95v	HERBAL	otain	OT+AIN	0	1	0	1	ARGUMENT	DANACH → ANTEIL	danach; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
686	G407-E4427	G407-S690	f95v	HERBAL	okalody	OK+AL+O+DY	0	0	1	1	RELATION	SETZEN → ZIELORT → AUSFÜHRUNG → ABSCHLIESSEN	setzen; zum Zielort; zur Ausführung; abschließen	RELATION:ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
687	G407-E4429	G407-S691	f95v	HERBAL	olkain	OL+K+AIN	0	1	0	1	ARGUMENT	FORTSETZEN → GEBEN → ANTEIL	weiter; geben; den Anteil	ARGUMENT:weiter mit dem Anteil als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
688	G407-E4432	G407-S691	f95v	HERBAL	shekydy	SH+E+K+Y+DY	0	1	0	1	ARGUMENT	HALTEN → GRAD I → GEBEN → POSTEN → ABSCHLIESSEN	halten; auf Grad I; geben; den Posten; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
689	G407-E4442	G407-S692	f95v	HERBAL	olkaiin	OL+K+AIIN	0	1	0	1	ARGUMENT	FORTSETZEN → GEBEN → WERT	weiter; geben; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
690	G407-E4443	G407-S692	f95v	HERBAL	otalain	OT+AL+AIN	0	1	1	2	ARGUMENT|RELATION	DANACH → ZIELORT → ANTEIL	danach; zum Zielort; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen || RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
691	G407-E4450	G407-S692	f95v	HERBAL	olaiin	OL+AIIN	0	1	0	1	ARGUMENT	FORTSETZEN → WERT	weiter; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
692	G407-E4453	G407-S692	f95v	HERBAL	ldy	L+DY	0	0	1	1	RELATION	VERBINDUNG → ABSCHLIESSEN	über die Verbindung; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
693	G407-E4458	G407-S693	f95v	HERBAL	otain	OT+AIN	0	1	0	1	ARGUMENT	DANACH → ANTEIL	danach; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
694	G407-E4459	G407-S694	f95v	HERBAL	olteedy	OL+T+EE+DY	1	0	0	1	GRADE	FORTSETZEN → EINSTELLEN → GRAD II → ABSCHLIESSEN	weiter; einstellen; auf Grad II; abschließen	GRADE:weiter mit einstellen auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
695	G407-E4472	G407-S695	f95v	HERBAL	otar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
696	G407-E4473	G407-S695	f95v	HERBAL	oty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
697	G407-E4475	G407-S696	f95v	HERBAL	otal	OT+AL	0	0	1	1	RELATION	DANACH → ZIELORT	danach; zum Zielort	RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
698	G407-E4486	G407-S697	f95v	HERBAL	chcthykedy	CH+CH+T+Y+K+E+DY	0	1	0	1	ARGUMENT	NEHMEN → NEHMEN → EINSTELLEN → POSTEN → GEBEN → GRAD I → ABSCHLIESSEN	nehmen; nehmen; einstellen; den Posten; geben; auf Grad I; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
699	G407-E4492	G407-S698	f95v	HERBAL	oty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
700	G407-E4494	G407-S698	f95v	HERBAL	otaldy	OT+AL+DY	0	0	1	1	RELATION	DANACH → ZIELORT → ABSCHLIESSEN	danach; zum Zielort; abschließen	RELATION:DANACH · ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
701	G407-E4496	G407-S699	f95v	HERBAL	ytshedy	Y+T+SH+E+DY	0	1	0	1	ARGUMENT	POSTEN → EINSTELLEN → HALTEN → GRAD I → ABSCHLIESSEN	den Posten; einstellen; halten; auf Grad I; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
702	G407-E4500	G407-S700	f95v	HERBAL	otal	OT+AL	0	0	1	1	RELATION	DANACH → ZIELORT	danach; zum Zielort	RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
703	G407-E4517	G407-S705	f95v	HERBAL	olkar	OL+K+AR	0	0	1	1	RELATION	FORTSETZEN → GEBEN → AUSGANG	weiter; geben; vom Ausgang	RELATION:FORTSETZEN · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
704	G407-E4520	G407-S705	f95v	HERBAL	otar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
705	G407-E4523	G407-S705	f95v	HERBAL	dolkain	D_ADDR+OL+K+AIN	0	1	0	1	ARGUMENT	HIER → FORTSETZEN → GEBEN → ANTEIL	hier; weiter; geben; den Anteil	ARGUMENT:weiter mit dem Anteil als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
706	G407-E4524	G407-S705	f95v	HERBAL	otardy	OT+AR+DY	0	0	1	1	RELATION	DANACH → AUSGANG → ABSCHLIESSEN	danach; vom Ausgang; abschließen	RELATION:DANACH · AUSGANG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
707	G407-E4550	G407-S710	f95v	HERBAL	otain	OT+AIN	0	1	0	1	ARGUMENT	DANACH → ANTEIL	danach; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
708	G407-E4555	G407-S713	f95v	HERBAL	qotches	OT+CH+E+S	1	0	0	1	GRADE	DANACH → NEHMEN → GRAD I → WÄHLEN	danach; nehmen; auf Grad I; wählen	GRADE:danach nehmen auf Grad I	EXACT_EVENT_AND_ATOM_POSITION_JOIN
709	G407-E4559	G407-S713	f95v	HERBAL	otain	OT+AIN	0	1	0	1	ARGUMENT	DANACH → ANTEIL	danach; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
710	G407-E4562	G407-S713	f95v	HERBAL	shotshey	SH+OT+SH+E+Y	1	1	0	2	ARGUMENT|GRADE	HALTEN → DANACH → HALTEN → GRAD I → POSTEN	halten; danach; halten; auf Grad I; den Posten	GRADE:danach halten auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
711	G407-E4566	G407-S714	f95v	HERBAL	olkchdy	OL+K+CHD+Y	0	1	0	1	ARGUMENT	FORTSETZEN → GEBEN → BEARBEITEN → POSTEN	weiter; geben; bearbeiten; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
712	G407-E4567	G407-S714	f95v	HERBAL	qotaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
713	G407-E4569	G407-S714	f95v	HERBAL	dolkchy	D_ADDR+OL+K+Y	0	1	0	1	ARGUMENT	HIER → FORTSETZEN → GEBEN → POSTEN	hier; weiter; geben; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
714	G515-E0003	G515-S002	f4r	HERBAL	sheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
715	G515-E0006	G515-S002	f4r	HERBAL	qotey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
716	G515-E0023	G515-S002	f4r	HERBAL	qotaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
717	G515-E0033	G515-S003	f4r	HERBAL	qotchy	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
718	G515-E0035	G515-S003	f4r	HERBAL	tydy	T+Y+DY	0	1	0	1	ARGUMENT	EINSTELLEN → POSTEN → ABSCHLIESSEN	einstellen; den Posten; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
719	G515-E0039	G515-S004	f4r	HERBAL	qotaiin	OT+AIIN	0	1	0	1	ARGUMENT	DANACH → WERT	danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
720	G515-E0055	G515-S005	f4r	HERBAL	shyshol	SH+Y+SH+OL	0	1	0	1	ARGUMENT	HALTEN → POSTEN → HALTEN → FORTSETZEN	halten; den Posten; halten; weiter	ARGUMENT:den Posten weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
721	G515-E0059	G515-S005	f4r	HERBAL	qoty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
722	G515-E0072	G515-S006	f20v	HERBAL	choldy	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
723	G515-E0073	G515-S006	f20v	HERBAL	opydy	O+P+Y+DY	0	1	0	1	ARGUMENT	AUSFÜHRUNG → EINSETZEN → POSTEN → ABSCHLIESSEN	zur Ausführung; einsetzen; den Posten; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
724	G515-E0084	G515-S007	f20v	HERBAL	oty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
725	G515-E0090	G515-S007	f20v	HERBAL	qoty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
726	G515-E0092	G515-S007	f20v	HERBAL	tolshy	T+OL+SH+Y	0	1	0	1	ARGUMENT	EINSTELLEN → FORTSETZEN → HALTEN → POSTEN	einstellen; weiter; halten; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
727	G515-E0093	G515-S007	f20v	HERBAL	qotchy	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
728	G515-E0101	G515-S008	f20v	HERBAL	otor	OT+OR	0	1	0	1	ARGUMENT	DANACH → EINHEIT	danach; die Einheit	ARGUMENT:danach die Einheit als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
729	G515-E0105	G515-S008	f20v	HERBAL	otchy	OT+CH+Y	0	1	0	1	ARGUMENT	DANACH → NEHMEN → POSTEN	danach; nehmen; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
730	G515-E0138	G515-S008	f20v	HERBAL	qoty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
731	G515-E0175	G515-S010	f31r	HERBAL	qotar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
732	G515-E0182	G515-S010	f31r	HERBAL	keeol	K+EE+OL	1	0	0	1	GRADE	GEBEN → GRAD II → FORTSETZEN	geben; auf Grad II; weiter	GRADE:geben auf Grad II; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
733	G515-E0190	G515-S012	f31r	HERBAL	qotedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
734	G515-E0199	G515-S013	f31r	HERBAL	sheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
735	G515-E0203	G515-S014	f31r	HERBAL	ldy	L+DY	0	0	1	1	RELATION	VERBINDUNG → ABSCHLIESSEN	über die Verbindung; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
736	G515-E0214	G515-S017	f31r	HERBAL	okeol	OK+E+OL	1	0	0	1	GRADE	SETZEN → GRAD I → FORTSETZEN	setzen; auf Grad I; weiter	GRADE:setzen auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
737	G515-E0223	G515-S022	f31r	HERBAL	olsheol	OL+K+E+OL	1	0	0	1	GRADE	FORTSETZEN → GEBEN → GRAD I → FORTSETZEN	weiter; geben; auf Grad I; weiter	GRADE:weiter mit geben auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
738	G515-E0238	G515-S023	f31r	HERBAL	olsheor	OL+SH+E+OR	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → HALTEN → GRAD I → EINHEIT	weiter; halten; auf Grad I; die Einheit	GRADE:weiter mit halten auf Grad I || ARGUMENT:weiter mit der Einheit als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
739	G515-E0240	G515-S024	f31r	HERBAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
740	G515-E0241	G515-S025	f31r	HERBAL	ykedy	Y+K+E+DY	0	1	0	1	ARGUMENT	POSTEN → GEBEN → GRAD I → ABSCHLIESSEN	den Posten; geben; auf Grad I; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
741	G515-E0249	G515-S027	f31r	HERBAL	sheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
742	G515-E0252	G515-S027	f31r	HERBAL	oteor	OT+E+OR	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → EINHEIT	danach; auf Grad I; die Einheit	GRADE:danach Träger auf Grad I || ARGUMENT:danach die Einheit als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
743	G515-E0301	G515-S028	f66r	SOURCE_SECTION_T	oteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
744	G515-E0318	G515-S034	f66r	SOURCE_SECTION_T	ykshedy	Y+K+SH+E+DY	0	1	0	1	ARGUMENT	POSTEN → GEBEN → HALTEN → GRAD I → ABSCHLIESSEN	den Posten; geben; halten; auf Grad I; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
745	G515-E0329	G515-S036	f66r	SOURCE_SECTION_T	qotedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
746	G515-E0332	G515-S037	f66r	SOURCE_SECTION_T	qotedal	OT+E+AL	1	0	1	2	GRADE|RELATION	DANACH → GRAD I → ZIELORT	danach; auf Grad I; zum Zielort	GRADE:danach Träger auf Grad I || RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
747	G515-E0334	G515-S037	f66r	SOURCE_SECTION_T	ykady	Y+K+A_ADDR+DY	0	1	0	1	ARGUMENT	POSTEN → GEBEN → HIER → ABSCHLIESSEN	den Posten; geben; hier; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
748	G515-E0336	G515-S038	f66r	SOURCE_SECTION_T	qotey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
749	G515-E0347	G515-S039	f66r	SOURCE_SECTION_T	ykeeody	Y+K+EE+O+DY	0	1	0	1	ARGUMENT	POSTEN → GEBEN → GRAD II → AUSFÜHRUNG → ABSCHLIESSEN	den Posten; geben; auf Grad II; zur Ausführung; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
750	G515-E0354	G515-S041	f66r	SOURCE_SECTION_T	rotaiin	R+OT+AIIN	0	1	0	1	ARGUMENT	MARKIEREN → DANACH → WERT	markieren; danach; den Wert	ARGUMENT:danach den Wert als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
751	G515-E0355	G515-S041	f66r	SOURCE_SECTION_T	dsheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
752	G515-E0371	G515-S042	f66r	SOURCE_SECTION_T	choty	CH+OT+Y	0	1	0	1	ARGUMENT	NEHMEN → DANACH → POSTEN	nehmen; danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
753	G515-E0375	G515-S042	f66r	SOURCE_SECTION_T	ykol	Y+K+OL	0	1	0	1	ARGUMENT	POSTEN → GEBEN → FORTSETZEN	den Posten; geben; weiter	ARGUMENT:den Posten weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
754	G515-E0379	G515-S042	f66r	SOURCE_SECTION_T	dalalshedy	AL+AL+SH+E+DY	0	0	2	2	RELATION	ZIELORT → ZIELORT → HALTEN → GRAD I → ABSCHLIESSEN	zum Zielort; zum Zielort; halten; auf Grad I; abschließen	RELATION:ZIELORT · ABSCHLIESSEN || RELATION:ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
755	G515-E0388	G515-S043	f66r	SOURCE_SECTION_T	sholdy	SH+OL+D_ADDR+Y	0	1	0	1	ARGUMENT	HALTEN → FORTSETZEN → HIER → POSTEN	halten; weiter; hier; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
756	G515-E0391	G515-S043	f66r	SOURCE_SECTION_T	qoty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
757	G515-E0394	G515-S043	f66r	SOURCE_SECTION_T	kardy	K+AR+DY	0	0	1	1	RELATION	GEBEN → AUSGANG → ABSCHLIESSEN	geben; vom Ausgang; abschließen	RELATION:AUSGANG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
758	G515-E0415	G515-S047	f66r	SOURCE_SECTION_T	sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	0	2	0	2	ARGUMENT	HALTEN → FORTSETZEN → HIER → EINHEIT → HIER → WERT	halten; weiter; hier; die Einheit; hier; den Wert	ARGUMENT:weiter mit der Einheit als aktuellem Träger || ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
759	G515-E0416	G515-S047	f66r	SOURCE_SECTION_T	qotar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
760	G515-E0417	G515-S047	f66r	SOURCE_SECTION_T	otalor	OT+AL+OR	0	1	1	2	ARGUMENT|RELATION	DANACH → ZIELORT → EINHEIT	danach; zum Zielort; die Einheit	ARGUMENT:danach die Einheit als nächsten Träger eröffnen || RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
761	G515-E0424	G515-S047	f66r	SOURCE_SECTION_T	sheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
762	G515-E0425	G515-S047	f66r	SOURCE_SECTION_T	dairody	D_ADDR+AIR+O+DY	0	0	1	1	RELATION	HIER → BAHN → AUSFÜHRUNG → ABSCHLIESSEN	hier; entlang der Bahn; zur Ausführung; abschließen	RELATION:BAHN · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
763	G515-E0456	G515-S053	f66r	SOURCE_SECTION_T	ytarody	Y+T+AR+O+DY	0	1	1	2	ARGUMENT|RELATION	POSTEN → EINSTELLEN → AUSGANG → AUSFÜHRUNG → ABSCHLIESSEN	den Posten; einstellen; vom Ausgang; zur Ausführung; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen || RELATION:AUSGANG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
764	G515-E0470	G515-S056	f66r	SOURCE_SECTION_T	dolarshy	D_ADDR+OL+AR+SH+Y	0	1	1	2	ARGUMENT|RELATION	HIER → FORTSETZEN → AUSGANG → HALTEN → POSTEN	hier; weiter; vom Ausgang; halten; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger || RELATION:FORTSETZEN · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
765	G515-E0480	G515-S056	f66r	SOURCE_SECTION_T	oly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
766	G515-E0488	G515-S058	f66r	SOURCE_SECTION_T	sheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
767	G515-E0503	G515-S061	f66r	SOURCE_SECTION_T	oteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
768	G515-E0504	G515-S062	f66r	SOURCE_SECTION_T	ykeeody	Y+K+EE+O+DY	0	1	0	1	ARGUMENT	POSTEN → GEBEN → GRAD II → AUSFÜHRUNG → ABSCHLIESSEN	den Posten; geben; auf Grad II; zur Ausführung; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
769	G515-E0508	G515-S063	f66r	SOURCE_SECTION_T	lshedy	L+SH+E+DY	0	0	1	1	RELATION	VERBINDUNG → HALTEN → GRAD I → ABSCHLIESSEN	über die Verbindung; halten; auf Grad I; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
770	G515-E0513	G515-S064	f66r	SOURCE_SECTION_T	qoteeod	OT+EE+O+D_ADDR	1	0	0	1	GRADE	DANACH → GRAD II → AUSFÜHRUNG → HIER	danach; auf Grad II; zur Ausführung; hier	GRADE:danach Träger auf Grad II	EXACT_EVENT_AND_ATOM_POSITION_JOIN
771	G515-E0525	G515-S067	f66r	SOURCE_SECTION_T	oteochey	OT+E+O+CH+E+Y	2	1	0	3	ARGUMENT|GRADE	DANACH → GRAD I → AUSFÜHRUNG → NEHMEN → GRAD I → POSTEN	danach; auf Grad I; zur Ausführung; nehmen; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || GRADE:danach nehmen auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
772	G515-E0533	G515-S068	f66r	SOURCE_SECTION_T	oteody	OT+E+O+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → AUSFÜHRUNG → POSTEN	danach; auf Grad I; zur Ausführung; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
