state_card_ordinal	cohort	event_id	source_event_id	statement_id	physical_page	register	card_ordinal_in_statement	statement_event_count	statement_position	statement_final	surface	recipe	recipe_atom_count	ordered_type_signature	state_marker_sequence	ordered_typed_atom_trace	ordered_all_atom_reading_de	all_atom_default_phrase_de	state_scope_reading_de	source_context_layer	context_template	contextual_clause_de	explicit_action_roots	inherited_action_root	explicit_argument_roots	inherited_argument_root	action_atom_count	grade_atom_count	argument_atom_count	relation_atom_count	state_control_atom_count	formal_control_atom_count	local_or_class_sign_count	specialized_carrier_layers	specialized_carrier_link_count	specialized_carrier_readings_de	every_atom_mapped	written_order_preserved	sequence_default_status	guard
1574	CURRENT4_GDT539	G515-E0336	G515-E0336	G515-S038	f66r	SOURCE_SECTION_T	2	11	STATEMENT_INTERNAL	NO	qotey	OT+E+Y	3	STATE_CONTROL+GRADE+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > Y{ARGUMENT=POSTEN}	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	Danach: Bezug: den laufenden Eintrag; auf Grad I.	GDT539_CURRENT4_CONTEXTUAL	ITINERARY_OR_ADDRESS_CARD	Danach: Bezug: den laufenden Eintrag; auf Grad I.	NONE	NONE	Y	NONE	0	1	1	0	1	0	0	ARGUMENT|GRADE	2	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1575	CURRENT4_GDT539	G515-E0337	G515-E0337	G515-S038	f66r	SOURCE_SECTION_T	3	11	STATEMENT_INTERNAL	NO	kol	K+OL	2	ACTION_HEAD+STATE_CONTROL	OL	K{HANDLUNG=GEBEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	GEBEN → FORTSETZEN	geben; weiter	Ordne den laufenden Eintrag [wie zuvor] zu; führe fort.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Ordne den laufenden Eintrag [wie zuvor] zu; führe fort.	K	NONE	NONE	Y	1	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1576	CURRENT4_GDT539	G515-E0345	G515-E0345	G515-S038	f66r	SOURCE_SECTION_T	11	11	STATEMENT_FINAL	YES	okedy	OK+E+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	OK{HANDLUNG=SETZEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD I → ABSCHLIESSEN	setzen; auf Grad I; abschließen	Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	OK	NONE	NONE	Y	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1577	CURRENT4_GDT539	G515-E0347	G515-E0347	G515-S039	f66r	SOURCE_SECTION_T	2	2	STATEMENT_FINAL	YES	ykeeody	Y+K+EE+O+DY	5	ARGUMENT+ACTION_HEAD+GRADE+FORMAL_CONTROL+STATE_CONTROL	DY	Y{ARGUMENT=POSTEN} > K{HANDLUNG=GEBEN} > EE{GRAD=GRAD II} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	POSTEN → GEBEN → GRAD II → AUSFÜHRUNG → ABSCHLIESSEN	den Posten; geben; auf Grad II; zur Ausführung; abschließen	Ordne den laufenden Eintrag zu; auf Grad II und zur Ausführung; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Ordne den laufenden Eintrag zu; auf Grad II und zur Ausführung; schließe den Schritt.	K	NONE	Y	NONE	1	1	1	0	1	1	0	ARGUMENT	1	ARGUMENT:den Posten führen und den Schritt abschließen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1578	CURRENT4_GDT539	G515-E0350	G515-E0350	G515-S040	f66r	SOURCE_SECTION_T	3	3	STATEMENT_FINAL	YES	chekeody	CH+K+E+O+DY	5	ACTION_HEAD+ACTION_HEAD+GRADE+FORMAL_CONTROL+STATE_CONTROL	DY	CH{HANDLUNG=NEHMEN} > K{HANDLUNG=GEBEN} > E{GRAD=GRAD I} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	NEHMEN → GEBEN → GRAD I → AUSFÜHRUNG → ABSCHLIESSEN	nehmen; geben; auf Grad I; zur Ausführung; abschließen	Entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I und zur Ausführung; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I und zur Ausführung; schließe den Schritt.	CH|K	NONE	NONE	Y	2	1	0	0	1	1	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1579	CURRENT4_GDT539	G515-E0354	G515-E0354	G515-S041	f66r	SOURCE_SECTION_T	4	7	STATEMENT_INTERNAL	NO	rotaiin	R+OT+AIIN	3	ACTION_HEAD+STATE_CONTROL+ARGUMENT	OT	R{HANDLUNG=MARKIEREN} > OT{ZUSTANDSSTEUERUNG=DANACH} > AIIN{ARGUMENT=WERT}	MARKIEREN → DANACH → WERT	markieren; danach; den Wert	Danach: kennzeichne den Kennwert.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Danach: kennzeichne den Kennwert.	R	NONE	AIIN	NONE	1	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach den Wert als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1580	CURRENT4_GDT539	G515-E0355	G515-E0355	G515-S041	f66r	SOURCE_SECTION_T	5	7	STATEMENT_INTERNAL	NO	dsheol	SH+E+OL	3	ACTION_HEAD+GRADE+STATE_CONTROL	OL	SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	Halte den Kennwert [wie zuvor] fest; auf Grad I; führe fort.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Halte den Kennwert [wie zuvor] fest; auf Grad I; führe fort.	SH	NONE	NONE	AIIN	1	1	0	0	1	0	0	GRADE	1	GRADE:halten auf Grad I; den Träger weiterführen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1581	CURRENT4_GDT539	G515-E0359	G515-E0359	G515-S042	f66r	SOURCE_SECTION_T	2	22	STATEMENT_INTERNAL	NO	dol	D_ADDR+OL	2	LOCAL_OR_CLASS_SIGN+STATE_CONTROL	OL	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	HIER → FORTSETZEN	hier; weiter	Im laufenden Satz setze den laufenden Eintrag [wie zuvor] ein; an der bezeichneten Stelle; führe fort.	GDT539_CURRENT4_CONTEXTUAL	ITINERARY_OR_ADDRESS_CARD	Im laufenden Satz setze den laufenden Eintrag [wie zuvor] ein; an der bezeichneten Stelle; führe fort.	NONE	P	NONE	Y	0	0	0	0	1	0	1	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1582	CURRENT4_GDT539	G515-E0366	G515-E0366	G515-S042	f66r	SOURCE_SECTION_T	9	22	STATEMENT_INTERNAL	NO	dsholdaiir	D_ADDR+SH+OL+DA+IIN+R	6	LOCAL_OR_CLASS_SIGN+ACTION_HEAD+STATE_CONTROL+FORMAL_CONTROL+FORMAL_CONTROL+ACTION_HEAD	OL	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > SH{HANDLUNG=HALTEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > DA{FORMSTEUERUNG=ZWEITE STUFE} > IIN{FORMSTEUERUNG=STUFE} > R{HANDLUNG=MARKIEREN}	HIER → HALTEN → FORTSETZEN → ZWEITE STUFE → STUFE → MARKIEREN	hier; halten; weiter; auf der zweiten Stufe; auf der Stufe; markieren	Halte den laufenden Eintrag [wie zuvor] fest und kennzeichne den laufenden Eintrag [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe; an der bezeichneten Stelle; führe fort.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Halte den laufenden Eintrag [wie zuvor] fest und kennzeichne den laufenden Eintrag [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe; an der bezeichneten Stelle; führe fort.	SH|R	NONE	NONE	Y	2	0	0	0	1	2	1	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1583	CURRENT4_GDT539	G515-E0371	G515-E0371	G515-S042	f66r	SOURCE_SECTION_T	14	22	STATEMENT_INTERNAL	NO	choty	CH+OT+Y	3	ACTION_HEAD+STATE_CONTROL+ARGUMENT	OT	CH{HANDLUNG=NEHMEN} > OT{ZUSTANDSSTEUERUNG=DANACH} > Y{ARGUMENT=POSTEN}	NEHMEN → DANACH → POSTEN	nehmen; danach; den Posten	Danach: entnimm den laufenden Eintrag.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Danach: entnimm den laufenden Eintrag.	CH	NONE	Y	NONE	1	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1584	CURRENT4_GDT539	G515-E0375	G515-E0375	G515-S042	f66r	SOURCE_SECTION_T	18	22	STATEMENT_INTERNAL	NO	ykol	Y+K+OL	3	ARGUMENT+ACTION_HEAD+STATE_CONTROL	OL	Y{ARGUMENT=POSTEN} > K{HANDLUNG=GEBEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	POSTEN → GEBEN → FORTSETZEN	den Posten; geben; weiter	Ordne den laufenden Eintrag zu; führe fort.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Ordne den laufenden Eintrag zu; führe fort.	K	NONE	Y	NONE	1	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:den Posten weiterführen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1585	CURRENT4_GDT539	G515-E0379	G515-E0379	G515-S042	f66r	SOURCE_SECTION_T	22	22	STATEMENT_FINAL	YES	dalalshedy	AL+AL+SH+E+DY	5	RELATION+RELATION+ACTION_HEAD+GRADE+STATE_CONTROL	DY	AL{RELATION=ZIELORT} > AL{RELATION=ZIELORT} > SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	ZIELORT → ZIELORT → HALTEN → GRAD I → ABSCHLIESSEN	zum Zielort; zum Zielort; halten; auf Grad I; abschließen	Halte den laufenden Eintrag [wie zuvor] fest; zur Zielspalte [außen] und zur Zielspalte [innen]; auf Grad I; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Halte den laufenden Eintrag [wie zuvor] fest; zur Zielspalte [außen] und zur Zielspalte [innen]; auf Grad I; schließe den Schritt.	SH	NONE	NONE	Y	1	1	0	2	1	0	0	RELATION	2	RELATION:ZIELORT · ABSCHLIESSEN || RELATION:ZIELORT · ABSCHLIESSEN	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1586	CURRENT4_GDT539	G515-E0388	G515-E0388	G515-S043	f66r	SOURCE_SECTION_T	9	15	STATEMENT_INTERNAL	NO	sholdy	SH+OL+D_ADDR+Y	4	ACTION_HEAD+STATE_CONTROL+LOCAL_OR_CLASS_SIGN+ARGUMENT	OL	SH{HANDLUNG=HALTEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > Y{ARGUMENT=POSTEN}	HALTEN → FORTSETZEN → HIER → POSTEN	halten; weiter; hier; den Posten	Halte den laufenden Eintrag fest; an der bezeichneten Stelle; führe fort.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Halte den laufenden Eintrag fest; an der bezeichneten Stelle; führe fort.	SH	NONE	Y	NONE	1	0	1	0	1	0	1	ARGUMENT	1	ARGUMENT:weiter mit dem Posten als aktuellem Träger	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1587	CURRENT4_GDT539	G515-E0391	G515-E0391	G515-S043	f66r	SOURCE_SECTION_T	12	15	STATEMENT_INTERNAL	NO	qoty	OT+Y	2	STATE_CONTROL+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > Y{ARGUMENT=POSTEN}	DANACH → POSTEN	danach; den Posten	Danach: im laufenden Satz setze den laufenden Eintrag ein.	GDT539_CURRENT4_CONTEXTUAL	ITINERARY_OR_ADDRESS_CARD	Danach: im laufenden Satz setze den laufenden Eintrag ein.	NONE	P	Y	NONE	0	0	1	0	1	0	0	ARGUMENT	1	ARGUMENT:danach den Posten als nächsten Träger eröffnen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1588	CURRENT4_GDT539	G515-E0394	G515-E0394	G515-S043	f66r	SOURCE_SECTION_T	15	15	STATEMENT_FINAL	YES	kardy	K+AR+DY	3	ACTION_HEAD+RELATION+STATE_CONTROL	DY	K{HANDLUNG=GEBEN} > AR{RELATION=AUSGANG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	GEBEN → AUSGANG → ABSCHLIESSEN	geben; vom Ausgang; abschließen	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; schließe den Schritt.	K	NONE	NONE	Y	1	0	0	1	1	0	0	RELATION	1	RELATION:AUSGANG · ABSCHLIESSEN	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1589	CURRENT4_GDT539	G515-E0401	G515-E0401	G515-S044	f66r	SOURCE_SECTION_T	7	7	STATEMENT_FINAL	YES	shedy	SH+E+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HALTEN → GRAD I → ABSCHLIESSEN	halten; auf Grad I; abschließen	Halte den Kennwert [wie zuvor] fest; auf Grad I; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Halte den Kennwert [wie zuvor] fest; auf Grad I; schließe den Schritt.	SH	NONE	NONE	AIIN	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1590	CURRENT4_GDT539	G515-E0404	G515-E0404	G515-S045	f66r	SOURCE_SECTION_T	3	4	STATEMENT_INTERNAL	NO	ol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	Im laufenden Satz ordne den laufenden Eintrag [wie zuvor] zu; führe fort.	GDT539_CURRENT4_CONTEXTUAL	ITINERARY_OR_ADDRESS_CARD	Im laufenden Satz ordne den laufenden Eintrag [wie zuvor] zu; führe fort.	NONE	K	NONE	Y	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1591	CURRENT4_GDT539	G515-E0405	G515-E0405	G515-S045	f66r	SOURCE_SECTION_T	4	4	STATEMENT_FINAL	YES	okedy	OK+E+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	OK{HANDLUNG=SETZEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	SETZEN → GRAD I → ABSCHLIESSEN	setzen; auf Grad I; abschließen	Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	OK	NONE	NONE	Y	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1592	CURRENT4_GDT539	G515-E0406	G515-E0406	G515-S046	f66r	SOURCE_SECTION_T	1	8	STATEMENT_INITIAL	NO	ol	OL	1	STATE_CONTROL	OL	OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	FORTSETZEN	weiter	Führe fort.	GDT539_CURRENT4_CONTEXTUAL	ITINERARY_OR_ADDRESS_CARD	Führe fort.	NONE	NONE	NONE	NONE	0	0	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1593	CURRENT4_GDT539	G515-E0415	G515-E0415	G515-S047	f66r	SOURCE_SECTION_T	2	12	STATEMENT_INTERNAL	NO	sholfordaiin	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	6	ACTION_HEAD+STATE_CONTROL+LOCAL_OR_CLASS_SIGN+ARGUMENT+LOCAL_OR_CLASS_SIGN+ARGUMENT	OL	SH{HANDLUNG=HALTEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > LOCAL_CHAR_F{LOKAL-/KLASSENZEICHEN=HIER} > OR{ARGUMENT=EINHEIT} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AIIN{ARGUMENT=WERT}	HALTEN → FORTSETZEN → HIER → EINHEIT → HIER → WERT	halten; weiter; hier; die Einheit; hier; den Wert	Halte die Eintragseinheit und den Kennwert fest; an der bezeichneten Stelle und an der bezeichneten Stelle; führe fort.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Halte die Eintragseinheit und den Kennwert fest; an der bezeichneten Stelle und an der bezeichneten Stelle; führe fort.	SH	NONE	OR|AIIN	NONE	1	0	2	0	1	0	2	ARGUMENT	2	ARGUMENT:weiter mit der Einheit als aktuellem Träger || ARGUMENT:weiter mit dem Wert als aktuellem Träger	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1594	CURRENT4_GDT539	G515-E0416	G515-E0416	G515-S047	f66r	SOURCE_SECTION_T	3	12	STATEMENT_INTERNAL	NO	qotar	OT+AR	2	STATE_CONTROL+RELATION	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > AR{RELATION=AUSGANG}	DANACH → AUSGANG	danach; vom Ausgang	Danach: im laufenden Satz halte den Kennwert [wie zuvor] fest; von der Ausgangszeile.	GDT539_CURRENT4_CONTEXTUAL	ITINERARY_OR_ADDRESS_CARD	Danach: im laufenden Satz halte den Kennwert [wie zuvor] fest; von der Ausgangszeile.	NONE	SH	NONE	AIIN	0	0	0	1	1	0	0	RELATION	1	RELATION:DANACH · AUSGANG	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1595	CURRENT4_GDT539	G515-E0417	G515-E0417	G515-S047	f66r	SOURCE_SECTION_T	4	12	STATEMENT_INTERNAL	NO	otalor	OT+AL+OR	3	STATE_CONTROL+RELATION+ARGUMENT	OT	OT{ZUSTANDSSTEUERUNG=DANACH} > AL{RELATION=ZIELORT} > OR{ARGUMENT=EINHEIT}	DANACH → ZIELORT → EINHEIT	danach; zum Zielort; die Einheit	Danach: im laufenden Satz halte die Eintragseinheit fest; zur Zielspalte.	GDT539_CURRENT4_CONTEXTUAL	ITINERARY_OR_ADDRESS_CARD	Danach: im laufenden Satz halte die Eintragseinheit fest; zur Zielspalte.	NONE	SH	OR	NONE	0	0	1	1	1	0	0	ARGUMENT|RELATION	2	ARGUMENT:danach die Einheit als nächsten Träger eröffnen || RELATION:DANACH · ZIELORT	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1596	CURRENT4_GDT539	G515-E0424	G515-E0424	G515-S047	f66r	SOURCE_SECTION_T	11	12	STATEMENT_INTERNAL	NO	sheol	SH+E+OL	3	ACTION_HEAD+GRADE+STATE_CONTROL	OL	SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	Halte den laufenden Eintrag [wie zuvor] fest; auf Grad I; führe fort.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Halte den laufenden Eintrag [wie zuvor] fest; auf Grad I; führe fort.	SH	NONE	NONE	Y	1	1	0	0	1	0	0	GRADE	1	GRADE:halten auf Grad I; den Träger weiterführen	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1597	CURRENT4_GDT539	G515-E0425	G515-E0425	G515-S047	f66r	SOURCE_SECTION_T	12	12	STATEMENT_FINAL	YES	dairody	D_ADDR+AIR+O+DY	4	LOCAL_OR_CLASS_SIGN+RELATION+FORMAL_CONTROL+STATE_CONTROL	DY	D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AIR{RELATION=BAHN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HIER → BAHN → AUSFÜHRUNG → ABSCHLIESSEN	hier; entlang der Bahn; zur Ausführung; abschließen	Im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; entlang der Lesebahn; zur Ausführung; an der bezeichneten Stelle; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	COORDINATE_OR_CATALOGUE_CARD	Im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; entlang der Lesebahn; zur Ausführung; an der bezeichneten Stelle; schließe den Schritt.	NONE	SH	NONE	Y	0	0	0	1	1	1	1	RELATION	1	RELATION:BAHN · ABSCHLIESSEN	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1598	CURRENT4_GDT539	G515-E0434	G515-E0434	G515-S048	f66r	SOURCE_SECTION_T	9	9	STATEMENT_FINAL	YES	shedy	SH+E+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HALTEN → GRAD I → ABSCHLIESSEN	halten; auf Grad I; abschließen	Halte die Eintragseinheit [wie zuvor] fest; auf Grad I; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Halte die Eintragseinheit [wie zuvor] fest; auf Grad I; schließe den Schritt.	SH	NONE	NONE	OR	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
1599	CURRENT4_GDT539	G515-E0436	G515-E0436	G515-S049	f66r	SOURCE_SECTION_T	2	2	STATEMENT_FINAL	YES	shedy	SH+E+DY	3	ACTION_HEAD+GRADE+STATE_CONTROL	DY	SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	HALTEN → GRAD I → ABSCHLIESSEN	halten; auf Grad I; abschließen	Halte fest; auf Grad I; schließe den Schritt.	GDT539_CURRENT4_CONTEXTUAL	ORDERED_INSTRUCTION_CARD	Halte fest; auf Grad I; schließe den Schritt.	SH	NONE	NONE	NONE	1	1	0	0	1	0	0	NONE	0	NONE	YES	YES	EXACT_RECIPE_DEFAULT__NO_LEARNED_WHOLE_CARD_VALUE	WORKING_COMPOSITION_ONLY__STRUCTURAL_TYPES_NOT_PLAINTEXT_WORDS
