recipe_default_ordinal	recipe	event_count	physical_page_count	statement_count	surface_count	cohorts	registers	example_surfaces	example_event_ids	recipe_atom_count	atom_multiset	ordered_type_signature	ordered_typed_atom_trace	ordered_all_atom_reading_de	all_atom_default_phrase_de	specialized_carrier_layers	every_atom_mapped	written_order_preserved	default_scope
311	OT+EE+O+S_ADDR	1	1	1	1	OLD26_GDT407	CELESTIAL	oteeos	G407-E1097	4	EE+O+OT+S_ADDR	STATE_CONTROL+GRADE+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > O{FORMSTEUERUNG=AUSFÜHRUNG} > S_ADDR{LOKAL-/KLASSENZEICHEN=HIER}	DANACH → GRAD II → AUSFÜHRUNG → HIER	danach; auf Grad II; zur Ausführung; hier	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
312	OT+EE+OL	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qoteeol	G407-E3408	3	EE+OL+OT	STATE_CONTROL+GRADE+STATE_CONTROL	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	DANACH → GRAD II → FORTSETZEN	danach; auf Grad II; weiter	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
313	OT+EE+OR	1	1	1	1	OLD26_GDT407	CELESTIAL	oteeor	G407-E1395	3	EE+OR+OT	STATE_CONTROL+GRADE+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > OR{ARGUMENT=EINHEIT}	DANACH → GRAD II → EINHEIT	danach; auf Grad II; die Einheit	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
314	OT+EE+S+Y	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qoteesy	G407-E2771	4	EE+OT+S+Y	STATE_CONTROL+GRADE+ACTION_HEAD+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > EE{GRAD=GRAD II} > S{HANDLUNG=WÄHLEN} > Y{ARGUMENT=POSTEN}	DANACH → GRAD II → WÄHLEN → POSTEN	danach; auf Grad II; wählen; den Posten	ARGUMENT|GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
315	OT+EEE+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	qoteeedy	G407-E2591	3	DY+EEE+OT	STATE_CONTROL+GRADE+STATE_CONTROL	OT{ZUSTANDSSTEUERUNG=DANACH} > EEE{GRAD=GRAD III} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	DANACH → GRAD III → ABSCHLIESSEN	danach; auf Grad III; abschließen	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
316	OT+EEE+S_ADDR	1	1	1	1	OLD26_GDT407	CELESTIAL	oteees	G407-E1399	3	EEE+OT+S_ADDR	STATE_CONTROL+GRADE+LOCAL_OR_CLASS_SIGN	OT{ZUSTANDSSTEUERUNG=DANACH} > EEE{GRAD=GRAD III} > S_ADDR{LOKAL-/KLASSENZEICHEN=HIER}	DANACH → GRAD III → HIER	danach; auf Grad III; hier	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
317	OT+IIN+R	1	1	1	1	OLD26_GDT407	HERBAL	otaiir	G407-E0622	3	IIN+OT+R	STATE_CONTROL+FORMAL_CONTROL+ACTION_HEAD	OT{ZUSTANDSSTEUERUNG=DANACH} > IIN{FORMSTEUERUNG=STUFE} > R{HANDLUNG=MARKIEREN}	DANACH → STUFE → MARKIEREN	danach; auf der Stufe; markieren	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
318	OT+O+AR	1	1	1	1	OLD26_GDT407	CELESTIAL	otoar	G407-E1286	3	AR+O+OT	STATE_CONTROL+FORMAL_CONTROL+RELATION	OT{ZUSTANDSSTEUERUNG=DANACH} > O{FORMSTEUERUNG=AUSFÜHRUNG} > AR{RELATION=AUSGANG}	DANACH → AUSFÜHRUNG → AUSGANG	danach; zur Ausführung; vom Ausgang	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
319	OT+O+CHD+DY	1	1	1	1	OLD26_GDT407	CELESTIAL	otochedy	G407-E1348	4	CHD+DY+O+OT	STATE_CONTROL+FORMAL_CONTROL+ACTION_HEAD+STATE_CONTROL	OT{ZUSTANDSSTEUERUNG=DANACH} > O{FORMSTEUERUNG=AUSFÜHRUNG} > CHD{HANDLUNG=BEARBEITEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	DANACH → AUSFÜHRUNG → BEARBEITEN → ABSCHLIESSEN	danach; zur Ausführung; bearbeiten; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
320	OT+O+S	1	1	1	1	OLD26_GDT407	CELESTIAL	otos	G407-E1163	3	O+OT+S	STATE_CONTROL+FORMAL_CONTROL+ACTION_HEAD	OT{ZUSTANDSSTEUERUNG=DANACH} > O{FORMSTEUERUNG=AUSFÜHRUNG} > S{HANDLUNG=WÄHLEN}	DANACH → AUSFÜHRUNG → WÄHLEN	danach; zur Ausführung; wählen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
321	OT+OL+D_ADDR+AIIN	1	1	1	1	OLD26_GDT407	HERBAL	otoldaiin	G407-E0694	4	AIIN+D_ADDR+OL+OT	STATE_CONTROL+STATE_CONTROL+LOCAL_OR_CLASS_SIGN+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AIIN{ARGUMENT=WERT}	DANACH → FORTSETZEN → HIER → WERT	danach; weiter; hier; den Wert	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
322	OT+OL+D_ADDR+O+S	1	1	1	1	OLD26_GDT407	CELESTIAL	otoldos	G407-E0958	5	D_ADDR+O+OL+OT+S	STATE_CONTROL+STATE_CONTROL+LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL+ACTION_HEAD	OT{ZUSTANDSSTEUERUNG=DANACH} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > O{FORMSTEUERUNG=AUSFÜHRUNG} > S{HANDLUNG=WÄHLEN}	DANACH → FORTSETZEN → HIER → AUSFÜHRUNG → WÄHLEN	danach; weiter; hier; zur Ausführung; wählen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
323	OT+OL+O+D_ADDR+AL	1	1	1	1	OLD26_GDT407	HERBAL	otolodal	G407-E0679	5	AL+D_ADDR+O+OL+OT	STATE_CONTROL+STATE_CONTROL+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+RELATION	OT{ZUSTANDSSTEUERUNG=DANACH} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AL{RELATION=ZIELORT}	DANACH → FORTSETZEN → AUSFÜHRUNG → HIER → ZIELORT	danach; weiter; zur Ausführung; hier; zum Zielort	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
324	OT+OL+P+CH+Y	1	1	1	1	OLD26_GDT407	PHARMA	otolpchy	G407-E4241	5	CH+OL+OT+P+Y	STATE_CONTROL+STATE_CONTROL+ACTION_HEAD+ACTION_HEAD+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > P{HANDLUNG=EINSETZEN} > CH{HANDLUNG=NEHMEN} > Y{ARGUMENT=POSTEN}	DANACH → FORTSETZEN → EINSETZEN → NEHMEN → POSTEN	danach; weiter; einsetzen; nehmen; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
325	OT+SH+D_ADDR+Y	1	1	1	1	OLD26_GDT407	BIOLOGICAL	otshdy	G407-E3616	4	D_ADDR+OT+SH+Y	STATE_CONTROL+ACTION_HEAD+LOCAL_OR_CLASS_SIGN+ARGUMENT	OT{ZUSTANDSSTEUERUNG=DANACH} > SH{HANDLUNG=HALTEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > Y{ARGUMENT=POSTEN}	DANACH → HALTEN → HIER → POSTEN	danach; halten; hier; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
326	OT+SH+OL	1	1	1	1	OLD26_GDT407	HERBAL	otshol	G407-E0530	3	OL+OT+SH	STATE_CONTROL+ACTION_HEAD+STATE_CONTROL	OT{ZUSTANDSSTEUERUNG=DANACH} > SH{HANDLUNG=HALTEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	DANACH → HALTEN → FORTSETZEN	danach; halten; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
327	OT+Y+T+CH+OL	1	1	1	1	OLD26_GDT407	HERBAL	otytchol	G407-E0229	5	CH+OL+OT+T+Y	STATE_CONTROL+ARGUMENT+ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	OT{ZUSTANDSSTEUERUNG=DANACH} > Y{ARGUMENT=POSTEN} > T{HANDLUNG=EINSTELLEN} > CH{HANDLUNG=NEHMEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	DANACH → POSTEN → EINSTELLEN → NEHMEN → FORTSETZEN	danach; den Posten; einstellen; nehmen; weiter	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
328	P+CH+O+D_ADDR+OL	1	1	1	1	OLD26_GDT407	HERBAL	pchodol	G407-E0219	5	CH+D_ADDR+O+OL+P	ACTION_HEAD+ACTION_HEAD+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+STATE_CONTROL	P{HANDLUNG=EINSETZEN} > CH{HANDLUNG=NEHMEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	EINSETZEN → NEHMEN → AUSFÜHRUNG → HIER → FORTSETZEN	einsetzen; nehmen; zur Ausführung; hier; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
329	P+D_ADDR+R+AIR+DY	1	1	1	1	OLD26_GDT407	HERBAL	pdrairdy	G407-E0521	5	AIR+DY+D_ADDR+P+R	ACTION_HEAD+LOCAL_OR_CLASS_SIGN+ACTION_HEAD+RELATION+STATE_CONTROL	P{HANDLUNG=EINSETZEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > R{HANDLUNG=MARKIEREN} > AIR{RELATION=BAHN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	EINSETZEN → HIER → MARKIEREN → BAHN → ABSCHLIESSEN	einsetzen; hier; markieren; entlang der Bahn; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
330	P+O+R+A_ADDR+CH+OL	1	1	1	1	OLD26_GDT407	PHARMA	porachol	G407-E4231	6	A_ADDR+CH+O+OL+P+R	ACTION_HEAD+FORMAL_CONTROL+ACTION_HEAD+LOCAL_OR_CLASS_SIGN+ACTION_HEAD+STATE_CONTROL	P{HANDLUNG=EINSETZEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > R{HANDLUNG=MARKIEREN} > A_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > CH{HANDLUNG=NEHMEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	EINSETZEN → AUSFÜHRUNG → MARKIEREN → HIER → NEHMEN → FORTSETZEN	einsetzen; zur Ausführung; markieren; hier; nehmen; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
331	P+OL	1	1	1	1	OLD26_GDT407	BIOLOGICAL	pol	G407-E2627	2	OL+P	ACTION_HEAD+STATE_CONTROL	P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	EINSETZEN → FORTSETZEN	einsetzen; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
332	P+OL+AL+CHD+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	polalchdy	G407-E2201	5	AL+CHD+DY+OL+P	ACTION_HEAD+STATE_CONTROL+RELATION+ACTION_HEAD+STATE_CONTROL	P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > AL{RELATION=ZIELORT} > CHD{HANDLUNG=BEARBEITEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	EINSETZEN → FORTSETZEN → ZIELORT → BEARBEITEN → ABSCHLIESSEN	einsetzen; weiter; zum Zielort; bearbeiten; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
333	P+OL+CH+O+Y	1	1	1	1	OLD26_GDT407	BIOLOGICAL	polchoy	G407-E2714	5	CH+O+OL+P+Y	ACTION_HEAD+STATE_CONTROL+ACTION_HEAD+FORMAL_CONTROL+ARGUMENT	P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > CH{HANDLUNG=NEHMEN} > O{FORMSTEUERUNG=AUSFÜHRUNG} > Y{ARGUMENT=POSTEN}	EINSETZEN → FORTSETZEN → NEHMEN → AUSFÜHRUNG → POSTEN	einsetzen; weiter; nehmen; zur Ausführung; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
334	P+OL+CHD	1	1	1	1	OLD26_GDT407	BIOLOGICAL	polched	G407-E3312	3	CHD+OL+P	ACTION_HEAD+STATE_CONTROL+ACTION_HEAD	P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > CHD{HANDLUNG=BEARBEITEN}	EINSETZEN → FORTSETZEN → BEARBEITEN	einsetzen; weiter; bearbeiten	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
335	P+OL+CHD+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	polchdy	G407-E2808	4	CHD+DY+OL+P	ACTION_HEAD+STATE_CONTROL+ACTION_HEAD+STATE_CONTROL	P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > CHD{HANDLUNG=BEARBEITEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	EINSETZEN → FORTSETZEN → BEARBEITEN → ABSCHLIESSEN	einsetzen; weiter; bearbeiten; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
336	P+OL+D_ADDR+AR+A_ADDR+IIN+S	1	1	1	1	OLD26_GDT407	BIOLOGICAL	poldarais	G407-E2393	7	AR+A_ADDR+D_ADDR+IIN+OL+P+S	ACTION_HEAD+STATE_CONTROL+LOCAL_OR_CLASS_SIGN+RELATION+LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL+ACTION_HEAD	P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AR{RELATION=AUSGANG} > A_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > IIN{FORMSTEUERUNG=STUFE} > S{HANDLUNG=WÄHLEN}	EINSETZEN → FORTSETZEN → HIER → AUSGANG → HIER → STUFE → WÄHLEN	einsetzen; weiter; hier; vom Ausgang; hier; auf der Stufe; wählen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
337	P+OL+D_ADDR+Y	1	1	1	1	OLD26_GDT407	PHARMA	poldy	G407-E3886	4	D_ADDR+OL+P+Y	ACTION_HEAD+STATE_CONTROL+LOCAL_OR_CLASS_SIGN+ARGUMENT	P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > Y{ARGUMENT=POSTEN}	EINSETZEN → FORTSETZEN → HIER → POSTEN	einsetzen; weiter; hier; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
338	P+OL+EE+D_ADDR+AR+AN	1	1	1	1	OLD26_GDT407	BIOLOGICAL	poleedaran	G407-E2259	6	AN+AR+D_ADDR+EE+OL+P	ACTION_HEAD+STATE_CONTROL+GRADE+LOCAL_OR_CLASS_SIGN+RELATION+LOCAL_OR_CLASS_SIGN	P{HANDLUNG=EINSETZEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > EE{GRAD=GRAD II} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AR{RELATION=AUSGANG} > AN{LOKAL-/KLASSENZEICHEN=KLASSE}	EINSETZEN → FORTSETZEN → GRAD II → HIER → AUSGANG → KLASSE	einsetzen; weiter; auf Grad II; hier; vom Ausgang; als Klasse	GRADE|RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
339	P+OT+CH+OK+OR	1	1	1	1	OLD26_GDT407	BIOLOGICAL	potchokor	G407-E1833	5	CH+OK+OR+OT+P	ACTION_HEAD+STATE_CONTROL+ACTION_HEAD+ACTION_HEAD+ARGUMENT	P{HANDLUNG=EINSETZEN} > OT{ZUSTANDSSTEUERUNG=DANACH} > CH{HANDLUNG=NEHMEN} > OK{HANDLUNG=SETZEN} > OR{ARGUMENT=EINHEIT}	EINSETZEN → DANACH → NEHMEN → SETZEN → EINHEIT	einsetzen; danach; nehmen; setzen; die Einheit	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
340	P+SH+E+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	pshedy	G407-E2202	4	DY+E+P+SH	ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	P{HANDLUNG=EINSETZEN} > SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	EINSETZEN → HALTEN → GRAD I → ABSCHLIESSEN	einsetzen; halten; auf Grad I; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
341	R+OL+OT+Y	1	1	1	1	OLD26_GDT407	SOURCE_SECTION_T	roloty	G407-E0034	4	OL+OT+R+Y	ACTION_HEAD+STATE_CONTROL+STATE_CONTROL+ARGUMENT	R{HANDLUNG=MARKIEREN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > OT{ZUSTANDSSTEUERUNG=DANACH} > Y{ARGUMENT=POSTEN}	MARKIEREN → FORTSETZEN → DANACH → POSTEN	markieren; weiter; danach; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
342	R+OT+AIIN	1	1	1	1	CURRENT4_GDT539	SOURCE_SECTION_T	rotaiin	G515-E0354	3	AIIN+OT+R	ACTION_HEAD+STATE_CONTROL+ARGUMENT	R{HANDLUNG=MARKIEREN} > OT{ZUSTANDSSTEUERUNG=DANACH} > AIIN{ARGUMENT=WERT}	MARKIEREN → DANACH → WERT	markieren; danach; den Wert	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
343	S+AL+DY	1	1	1	1	OLD26_GDT407	PHARMA	saldy	G407-E4056	3	AL+DY+S	ACTION_HEAD+RELATION+STATE_CONTROL	S{HANDLUNG=WÄHLEN} > AL{RELATION=ZIELORT} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	WÄHLEN → ZIELORT → ABSCHLIESSEN	wählen; zum Zielort; abschließen	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
344	S+AR+OL	1	1	1	1	OLD26_GDT407	BIOLOGICAL	sarol	G407-E1818	3	AR+OL+S	ACTION_HEAD+RELATION+STATE_CONTROL	S{HANDLUNG=WÄHLEN} > AR{RELATION=AUSGANG} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	WÄHLEN → AUSGANG → FORTSETZEN	wählen; vom Ausgang; weiter	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
345	S+A_ADDR+IIN+S+OL	1	1	1	1	OLD26_GDT407	BIOLOGICAL	saiisol	G407-E2706	5	A_ADDR+IIN+OL+S+S	ACTION_HEAD+LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL+ACTION_HEAD+STATE_CONTROL	S{HANDLUNG=WÄHLEN} > A_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > IIN{FORMSTEUERUNG=STUFE} > S{HANDLUNG=WÄHLEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	WÄHLEN → HIER → STUFE → WÄHLEN → FORTSETZEN	wählen; hier; auf der Stufe; wählen; weiter	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
346	S+K+CHD+DY	1	1	1	1	OLD26_GDT407	HERBAL	skchdy	G407-E4543	4	CHD+DY+K+S	ACTION_HEAD+ACTION_HEAD+ACTION_HEAD+STATE_CONTROL	S{HANDLUNG=WÄHLEN} > K{HANDLUNG=GEBEN} > CHD{HANDLUNG=BEARBEITEN} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	WÄHLEN → GEBEN → BEARBEITEN → ABSCHLIESSEN	wählen; geben; bearbeiten; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
347	S+OK+EE+DY	1	1	1	1	OLD26_GDT407	BIOLOGICAL	sokeedy	G407-E1782	4	DY+EE+OK+S	ACTION_HEAD+ACTION_HEAD+GRADE+STATE_CONTROL	S{HANDLUNG=WÄHLEN} > OK{HANDLUNG=SETZEN} > EE{GRAD=GRAD II} > DY{ZUSTANDSSTEUERUNG=ABSCHLIESSEN}	WÄHLEN → SETZEN → GRAD II → ABSCHLIESSEN	wählen; setzen; auf Grad II; abschließen	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
348	S+OL+AR+OL	1	1	1	1	OLD26_GDT407	BIOLOGICAL	solarol	G407-E3272	4	AR+OL+OL+S	ACTION_HEAD+STATE_CONTROL+RELATION+STATE_CONTROL	S{HANDLUNG=WÄHLEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > AR{RELATION=AUSGANG} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	WÄHLEN → FORTSETZEN → AUSGANG → FORTSETZEN	wählen; weiter; vom Ausgang; weiter	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
349	S+OL+CH+K+AL	1	1	1	1	OLD26_GDT407	BIOLOGICAL	solchkal	G407-E3784	5	AL+CH+K+OL+S	ACTION_HEAD+STATE_CONTROL+ACTION_HEAD+ACTION_HEAD+RELATION	S{HANDLUNG=WÄHLEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > CH{HANDLUNG=NEHMEN} > K{HANDLUNG=GEBEN} > AL{RELATION=ZIELORT}	WÄHLEN → FORTSETZEN → NEHMEN → GEBEN → ZIELORT	wählen; weiter; nehmen; geben; zum Zielort	RELATION	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
350	S+OL+D_ADDR+Y	1	1	1	1	OLD26_GDT407	BIOLOGICAL	soldy	G407-E3619	4	D_ADDR+OL+S+Y	ACTION_HEAD+STATE_CONTROL+LOCAL_OR_CLASS_SIGN+ARGUMENT	S{HANDLUNG=WÄHLEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > Y{ARGUMENT=POSTEN}	WÄHLEN → FORTSETZEN → HIER → POSTEN	wählen; weiter; hier; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
351	S+OL+SH+E	1	1	1	1	OLD26_GDT407	BIOLOGICAL	solshed	G407-E3511	4	E+OL+S+SH	ACTION_HEAD+STATE_CONTROL+ACTION_HEAD+GRADE	S{HANDLUNG=WÄHLEN} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN} > SH{HANDLUNG=HALTEN} > E{GRAD=GRAD I}	WÄHLEN → FORTSETZEN → HALTEN → GRAD I	wählen; weiter; halten; auf Grad I	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
352	S+OT+E+OL	1	1	1	1	OLD26_GDT407	PHARMA	soteol	G407-E3999	4	E+OL+OT+S	ACTION_HEAD+STATE_CONTROL+GRADE+STATE_CONTROL	S{HANDLUNG=WÄHLEN} > OT{ZUSTANDSSTEUERUNG=DANACH} > E{GRAD=GRAD I} > OL{ZUSTANDSSTEUERUNG=FORTSETZEN}	WÄHLEN → DANACH → GRAD I → FORTSETZEN	wählen; danach; auf Grad I; weiter	GRADE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
353	S+OT+O+D_ADDR+AN	1	1	1	1	OLD26_GDT407	HERBAL	sotodan	G407-E0898	5	AN+D_ADDR+O+OT+S	ACTION_HEAD+STATE_CONTROL+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN+LOCAL_OR_CLASS_SIGN	S{HANDLUNG=WÄHLEN} > OT{ZUSTANDSSTEUERUNG=DANACH} > O{FORMSTEUERUNG=AUSFÜHRUNG} > D_ADDR{LOKAL-/KLASSENZEICHEN=HIER} > AN{LOKAL-/KLASSENZEICHEN=KLASSE}	WÄHLEN → DANACH → AUSFÜHRUNG → HIER → KLASSE	wählen; danach; zur Ausführung; hier; als Klasse	NONE	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
354	S+OT+Y	1	1	1	1	OLD26_GDT407	HERBAL	sotchy	G407-E0440	3	OT+S+Y	ACTION_HEAD+STATE_CONTROL+ARGUMENT	S{HANDLUNG=WÄHLEN} > OT{ZUSTANDSSTEUERUNG=DANACH} > Y{ARGUMENT=POSTEN}	WÄHLEN → DANACH → POSTEN	wählen; danach; den Posten	ARGUMENT	YES	YES	EXACT_RECIPE_ONLY__OWNER_CONTEXT_REMAINS_EVENT_LOCAL
