host_a	host_b	length	position	glyph_a	glyph_b	substitution_class	count_a	count_b	folios_a	folios_b	pages_a	pages_b	sections_a	sections_b	context_cosine	context_js	claim_state
ykl	yky	3	3	l	y	L3:P3:l>y	1	12	1	9	1	10	S	H|S|T	0.929865076502	0.100753554892	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yko	yky	3	3	o	y	L3:P3:o>y	1	12	1	9	1	10	H	H|S|T	0.873548209665	0.142035015022	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yko	yto	3	2	k	t	L3:P2:k>t	1	5	1	3	1	4	H	H|T	0.865096664099	0.093582975547	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yky	yry	3	2	k	r	L3:P2:k>r	12	1	9	1	10	1	H|S|T	B	0.929865076502	0.100753554892	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yky	yty	3	2	k	t	L3:P2:k>t	12	11	9	10	10	11	H|S|T	B|H|P	0.987135843986	0.018106907013	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yl	yp	2	2	l	p	L2:P2:l>p	2	4	2	3	2	3	H|S	S|T	0.979110266995	0.023439040670	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yl	ys	2	2	l	s	L2:P2:l>s	2	3	2	3	2	3	H|S	H|P	0.972319688517	0.026990237898	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yl	yt	2	2	l	t	L2:P2:l>t	2	55	2	28	2	32	H|S	B|C|H|S|T	0.934299158847	0.128069009599	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yl	yy	2	2	l	y	L2:P2:l>y	2	1	2	1	2	1	H|S	C	0.983380980594	0.012985436105	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yod	yor	3	3	d	r	L3:P3:d>r	1	2	1	2	1	2	H	H	0.954239395241	0.032696405355	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yod	yot	3	3	d	t	L3:P3:d>t	1	1	1	1	1	1	H	P	1.000000000000	0.000000000000	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yor	yot	3	3	r	t	L3:P3:r>t	2	1	2	1	2	1	H	P	0.954239395241	0.032696405355	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yp	ys	2	2	p	s	L2:P2:p>s	4	3	3	3	3	3	S|T	H|P	0.944070750581	0.055261093983	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yp	yt	2	2	p	t	L2:P2:p>t	4	55	3	28	3	32	S|T	B|C|H|S|T	0.958535659759	0.078588919265	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yp	yy	2	2	p	y	L2:P2:p>y	4	1	3	1	3	1	S|T	C	0.931504141012	0.062244895954	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yry	yty	3	2	r	t	L3:P2:r>t	1	11	1	10	1	11	B	B|H|P	0.931813054329	0.091077312960	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ys	yt	2	2	s	t	L2:P2:s>t	3	55	3	28	3	32	H|P	B|C|H|S|T	0.946366700723	0.103688242182	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ys	yy	2	2	s	y	L2:P2:s>y	3	1	3	1	3	1	H|P	C	0.963165287220	0.031945730445	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yt	yy	2	2	t	y	L2:P2:t>y	55	1	28	1	32	1	B|C|H|S|T	C	0.883225453361	0.180637965119	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yta	yte	3	3	a	e	L3:P3:a>e	8	13	7	9	8	11	C|H|S|T	B|H|S|T	0.674170035739	0.225545782840	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yta	yto	3	3	a	o	L3:P3:a>o	8	5	7	3	8	4	C|H|S|T	H|T	0.758575086376	0.152846009836	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yta	yty	3	3	a	y	L3:P3:a>y	8	11	7	10	8	11	C|H|S|T	B|H|P	0.794016229208	0.149049674551	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yte	yto	3	3	e	o	L3:P3:e>o	13	5	9	3	11	4	B|H|S|T	H|T	0.975726220993	0.028582159936	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yte	yty	3	3	e	y	L3:P3:e>y	13	11	9	10	11	11	B|H|S|T	B|H|P	0.808367439801	0.143082452530	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
yto	yty	3	3	o	y	L3:P3:o>y	5	11	3	10	4	11	H|T	B|H|P	0.908492713353	0.074179240927	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
