locus	page	physical_folio	section	group_count	checkpoint_count	phase_count	tokens	states	compiled_phases	claim_state
f84v.13	f84v	f84	B	9	5	5	shedol | chedy | okedy | chckhedy | qotedy | dokedy | dol | lkeey | qokydy	OL_STATE > CARRIER_STATE > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > OL_STATE > OTHER > DY_RESOLUTION	OL_STATE > CARRIER_STATE > DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || OL_STATE > OTHER > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f84v.14	f84v	f84	B	11	4	5	dshey | dol | ol | otedy | okedy | okedy | qokedy | dar | ol | chedy | sain	ENTRY_STATE > OL_STATE > OL_STATE > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > AR_REFERENCE > OL_STATE > CARRIER_STATE > ENTRY_STATE	ENTRY_STATE > OL_STATE > OL_STATE > DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || AR_REFERENCE > OL_STATE > CARRIER_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.15	f84v	f84	B	1	1	1	qokshedy	DY_RESOLUTION	DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f84v.16	f84v	f84	B	7	1	2	soiiin | ol | chedy | qol | shey | qokedy | qokey	ENTRY_STATE > OL_STATE > CARRIER_STATE > OL_STATE > CARRIER_STATE > DY_RESOLUTION > Q_OUTER_STATE	ENTRY_STATE > OL_STATE > CARRIER_STATE > OL_STATE > CARRIER_STATE > DY_RESOLUTION || Q_OUTER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.17	f84v	f84	B	8	2	2	qokeey | otol | chedy | daiin | dol | sheedy | chedy | okedy	Q_OUTER_STATE > OT_OL_LOCAL > CARRIER_STATE > ENTRY_STATE > OL_STATE > DY_RESOLUTION > CARRIER_STATE > DY_RESOLUTION	Q_OUTER_STATE > OT_OL_LOCAL > CARRIER_STATE > ENTRY_STATE > OL_STATE > DY_RESOLUTION || CARRIER_STATE > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f84v.18	f84v	f84	B	11	4	4	dsheey | qokeedy | ykedy | qokor | shedy | qoky | dol | shckhy | qokain | ol | koldy	ENTRY_STATE > DY_RESOLUTION > DY_RESOLUTION > Q_OUTER_STATE > DY_RESOLUTION > Q_OUTER_STATE > OL_STATE > CARRIER_STATE > Q_OUTER_STATE > OL_STATE > DY_RESOLUTION	ENTRY_STATE > DY_RESOLUTION || DY_RESOLUTION || Q_OUTER_STATE > DY_RESOLUTION || Q_OUTER_STATE > OL_STATE > CARRIER_STATE > Q_OUTER_STATE > OL_STATE > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f84v.19	f84v	f84	B	9	2	2	solkes | olokar | sheky | shkol | chdy | tal | shedy | okar | okedy	OL_STATE > AR_REFERENCE > CARRIER_STATE > OL_STATE > CARRIER_STATE > AL_STATE > DY_RESOLUTION > AR_REFERENCE > DY_RESOLUTION	OL_STATE > AR_REFERENCE > CARRIER_STATE > OL_STATE > CARRIER_STATE > AL_STATE > DY_RESOLUTION || AR_REFERENCE > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f84v.2	f84v	f84	B	2	0	1	soiin | okeeey	ENTRY_STATE > OTHER	ENTRY_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f84v.20	f84v	f84	B	4	2	2	tolshy | qoky | qokedy | shedy	OL_STATE > Q_OUTER_STATE > DY_RESOLUTION > DY_RESOLUTION	OL_STATE > Q_OUTER_STATE > DY_RESOLUTION || DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f84v.22	f84v	f84	B	11	6	6	oshey | tedy | okain | shey | qokedy | kchdy | okedy | okey | dy | okedy | olshdy	OTHER > DY_RESOLUTION > OTHER > CARRIER_STATE > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > OTHER > ENTRY_STATE > DY_RESOLUTION > DY_RESOLUTION	OTHER > DY_RESOLUTION || OTHER > CARRIER_STATE > DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || OTHER > ENTRY_STATE > DY_RESOLUTION || DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f84v.23	f84v	f84	B	4	1	2	qokeey | okol | shedy | cthy	Q_OUTER_STATE > OL_STATE > DY_RESOLUTION > OTHER	Q_OUTER_STATE > OL_STATE > DY_RESOLUTION || OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f84v.27	f84v	f84	B	6	3	4	y | or | shedy | qolkeedy | olchedy | olkal	OTHER > OTHER > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > AL_STATE	OTHER > OTHER > DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || AL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.28	f84v	f84	B	6	3	4	dal | shedy | qokedy | shedy | dain | daiin	AL_STATE > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > ENTRY_STATE > ENTRY_STATE	AL_STATE > DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || ENTRY_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.29	f84v	f84	B	5	3	3	shedy | qokeey | daiin | okedy | oldy	DY_RESOLUTION > Q_OUTER_STATE > ENTRY_STATE > DY_RESOLUTION > DY_RESOLUTION	DY_RESOLUTION || Q_OUTER_STATE > ENTRY_STATE > DY_RESOLUTION || DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f84v.3	f84v	f84	B	5	3	4	kor | shedy | otedy | qotedy | otedar	OTHER > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > AR_REFERENCE	OTHER > DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.30	f84v	f84	B	6	1	2	qokey | ol | keed | qokedy | qokey | qokeoly	Q_OUTER_STATE > OL_STATE > ED_MEDIUM > DY_RESOLUTION > Q_OUTER_STATE > OL_STATE	Q_OUTER_STATE > OL_STATE > ED_MEDIUM > DY_RESOLUTION || Q_OUTER_STATE > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.32	f84v	f84	B	7	4	5	qokedy | shey | kal | okedy | yfchedy | tedy | lolor	DY_RESOLUTION > CARRIER_STATE > AL_STATE > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > OL_STATE	DY_RESOLUTION || CARRIER_STATE > AL_STATE > DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.33	f84v	f84	B	8	2	3	shedy | qokey | qokedy | chey | dar | okey | okeshy | olchy	DY_RESOLUTION > Q_OUTER_STATE > DY_RESOLUTION > CARRIER_STATE > AR_REFERENCE > OTHER > OTHER > OL_STATE	DY_RESOLUTION || Q_OUTER_STATE > DY_RESOLUTION || CARRIER_STATE > AR_REFERENCE > OTHER > OTHER > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.34	f84v	f84	B	10	0	1	qokain | ol | chedy | s | al | or | chdy | dchey | okey | lchy	Q_OUTER_STATE > OL_STATE > CARRIER_STATE > OTHER > AL_STATE > OTHER > CARRIER_STATE > ENTRY_STATE > OTHER > OTHER	Q_OUTER_STATE > OL_STATE > CARRIER_STATE > OTHER > AL_STATE > OTHER > CARRIER_STATE > ENTRY_STATE > OTHER > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f84v.35	f84v	f84	B	6	2	3	shor | ol | shedy | chedy | okedy | lol	CARRIER_STATE > OL_STATE > DY_RESOLUTION > CARRIER_STATE > DY_RESOLUTION > OL_STATE	CARRIER_STATE > OL_STATE > DY_RESOLUTION || CARRIER_STATE > DY_RESOLUTION || OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.36	f84v	f84	B	11	2	3	qokey | sol | kedy | okey | lkain | shey | shes | ol | shedy | qokeey | ror	Q_OUTER_STATE > OL_STATE > DY_RESOLUTION > OTHER > OTHER > CARRIER_STATE > CARRIER_STATE > OL_STATE > DY_RESOLUTION > Q_OUTER_STATE > OTHER	Q_OUTER_STATE > OL_STATE > DY_RESOLUTION || OTHER > OTHER > CARRIER_STATE > CARRIER_STATE > OL_STATE > DY_RESOLUTION || Q_OUTER_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f84v.37	f84v	f84	B	9	0	1	chckhy | qokaiin | shey | dain | qokeey | daiin | okaiin | qokal | dys	CARRIER_STATE > Q_OUTER_STATE > CARRIER_STATE > ENTRY_STATE > Q_OUTER_STATE > ENTRY_STATE > OTHER > AL_STATE > ENTRY_STATE	CARRIER_STATE > Q_OUTER_STATE > CARRIER_STATE > ENTRY_STATE > Q_OUTER_STATE > ENTRY_STATE > OTHER > AL_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.38	f84v	f84	B	8	2	3	qokchey | qokeedy | okedy | dolor | ol | chedy | oteol | olol	Q_OUTER_STATE > DY_RESOLUTION > DY_RESOLUTION > OL_STATE > OL_STATE > CARRIER_STATE > OL_STATE > OL_STATE	Q_OUTER_STATE > DY_RESOLUTION || DY_RESOLUTION || OL_STATE > OL_STATE > CARRIER_STATE > OL_STATE > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.39	f84v	f84	B	9	2	3	lshedy | qol | aiin | okey | olchey | lchey | olshedy | shckhy | soly	DY_RESOLUTION > OL_STATE > OTHER > OTHER > OL_STATE > OTHER > DY_RESOLUTION > CARRIER_STATE > OL_STATE	DY_RESOLUTION || OL_STATE > OTHER > OTHER > OL_STATE > OTHER > DY_RESOLUTION || CARRIER_STATE > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.40	f84v	f84	B	8	2	3	yteedar | olkeey | olchey | qokey | lkeoldy | daiin | olkedy | ykaiin	AR_REFERENCE > OL_STATE > OL_STATE > Q_OUTER_STATE > DY_RESOLUTION > ENTRY_STATE > DY_RESOLUTION > OTHER	AR_REFERENCE > OL_STATE > OL_STATE > Q_OUTER_STATE > DY_RESOLUTION || ENTRY_STATE > DY_RESOLUTION || OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f84v.41	f84v	f84	B	2	0	1	sor | otes	ENTRY_STATE > OTHER	ENTRY_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f84v.42	f84v	f84	B	1	0	1	okar	AR_REFERENCE	AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.43	f84v	f84	B	1	0	1	ydairol	OL_STATE	OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.44	f84v	f84	B	1	0	1	ychckhy	OTHER	OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f84v.45	f84v	f84	B	1	1	1	dshedy	DY_RESOLUTION	DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f84v.46	f84v	f84	B	1	1	1	okchdy	DY_RESOLUTION	DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f84v.47	f84v	f84	B	1	0	1	solchey	OL_STATE	OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.49	f84v	f84	B	1	0	1	darchy	AR_REFERENCE	AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.5	f84v	f84	B	7	3	4	qokeey | oteedy | shedy | qokeed | or | okeedy | ry	Q_OUTER_STATE > DY_RESOLUTION > DY_RESOLUTION > ED_MEDIUM > OTHER > DY_RESOLUTION > OTHER	Q_OUTER_STATE > DY_RESOLUTION || DY_RESOLUTION || ED_MEDIUM > OTHER > DY_RESOLUTION || OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f84v.51	f84v	f84	B	1	1	1	ochedy	DY_RESOLUTION	DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f84v.6	f84v	f84	B	5	2	3	ykeedy | qoeedy | olkeey | sheky | qokeey	DY_RESOLUTION > DY_RESOLUTION > OL_STATE > CARRIER_STATE > Q_OUTER_STATE	DY_RESOLUTION || DY_RESOLUTION || OL_STATE > CARRIER_STATE > Q_OUTER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f84v.8	f84v	f84	B	6	5	6	qokedy | okedy | qokeedy | okeedy | shedy | qoky	DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > Q_OUTER_STATE	DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || Q_OUTER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.1	f85r1	f85	T	11	5	6	pdsheody | shdol | shey | otchdy | dshedy | soeeedy | dchefoey | sair | shedy | sodair | shey	DY_RESOLUTION > OL_STATE > CARRIER_STATE > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > ENTRY_STATE > ENTRY_STATE > DY_RESOLUTION > ENTRY_STATE > CARRIER_STATE	DY_RESOLUTION || OL_STATE > CARRIER_STATE > DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || ENTRY_STATE > ENTRY_STATE > DY_RESOLUTION || ENTRY_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.10	f85r1	f85	T	2	0	1	dair | cheod	ENTRY_STATE > CARRIER_STATE	ENTRY_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.11	f85r1	f85	T	11	1	2	pdar | ol | shdair | qopcheedy | dal | chdal | chor | shefshoro | raiin | aiin | opakam	AR_REFERENCE > OL_STATE > CARRIER_STATE > DY_RESOLUTION > AL_STATE > AL_STATE > CARRIER_STATE > CARRIER_STATE > OTHER > OTHER > OTHER	AR_REFERENCE > OL_STATE > CARRIER_STATE > DY_RESOLUTION || AL_STATE > AL_STATE > CARRIER_STATE > CARRIER_STATE > OTHER > OTHER > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.14	f85r1	f85	T	3	3	3	sheedy | keody | oteody	DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION	DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.16	f85r1	f85	T	2	0	1	shoiin | qokar	CARRIER_STATE > AR_REFERENCE	CARRIER_STATE > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.17	f85r1	f85	T	8	1	2	polky | shey | olkedaiin | shor | cphedy | dair | shcphhy | shtor	OL_STATE > CARRIER_STATE > OL_STATE > CARRIER_STATE > DY_RESOLUTION > ENTRY_STATE > CARRIER_STATE > CARRIER_STATE	OL_STATE > CARRIER_STATE > OL_STATE > CARRIER_STATE > DY_RESOLUTION || ENTRY_STATE > CARRIER_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.19	f85r1	f85	T	3	1	2	okchy | otchedy | lam	OTHER > DY_RESOLUTION > OTHER	OTHER > DY_RESOLUTION || OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.2	f85r1	f85	T	4	1	2	yoiin | cheey | qocthdy | dol	OTHER > CARRIER_STATE > DY_RESOLUTION > OL_STATE	OTHER > CARRIER_STATE > DY_RESOLUTION || OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.21	f85r1	f85	T	10	2	3	cheody | oraiin | ol | okaiin | cheocthey | olor | otedy | qotaiin | chor | chedy	DY_RESOLUTION > OTHER > OL_STATE > OTHER > CARRIER_STATE > OL_STATE > DY_RESOLUTION > Q_OUTER_STATE > CARRIER_STATE > CARRIER_STATE	DY_RESOLUTION || OTHER > OL_STATE > OTHER > CARRIER_STATE > OL_STATE > DY_RESOLUTION || Q_OUTER_STATE > CARRIER_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.22	f85r1	f85	T	6	2	2	ydair | tar | chedy | oraiin | ychedy | okedy	OTHER > AR_REFERENCE > CARRIER_STATE > OTHER > DY_RESOLUTION > DY_RESOLUTION	OTHER > AR_REFERENCE > CARRIER_STATE > OTHER > DY_RESOLUTION || DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.23	f85r1	f85	T	10	1	2	pchdaiin | shodaiin | yteody | ypar | ches | aiin | chol | dy | qopar | shetam	OTHER > CARRIER_STATE > DY_RESOLUTION > AR_REFERENCE > CARRIER_STATE > OTHER > OL_STATE > ENTRY_STATE > AR_REFERENCE > CARRIER_STATE	OTHER > CARRIER_STATE > DY_RESOLUTION || AR_REFERENCE > CARRIER_STATE > OTHER > OL_STATE > ENTRY_STATE > AR_REFERENCE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.25	f85r1	f85	T	5	3	3	schedaiir | oteody | chcthdy | qokaiin | ykchedy	ED_MEDIUM > DY_RESOLUTION > DY_RESOLUTION > Q_OUTER_STATE > DY_RESOLUTION	ED_MEDIUM > DY_RESOLUTION || DY_RESOLUTION || Q_OUTER_STATE > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.27	f85r1	f85	T	8	3	4	ychedy | shetshdy | qotar | okedy | qokal | saiin | ol | karar	DY_RESOLUTION > DY_RESOLUTION > OT_AR_LOCAL > DY_RESOLUTION > AL_STATE > ENTRY_STATE > OL_STATE > AR_REFERENCE	DY_RESOLUTION || DY_RESOLUTION || OT_AR_LOCAL > DY_RESOLUTION || AL_STATE > ENTRY_STATE > OL_STATE > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.3	f85r1	f85	T	11	4	5	tarar | otedy | opcheey | ykdair | chy | qotedy | qokchdy | otedy | cheol | saiin | otedam	AR_REFERENCE > DY_RESOLUTION > OTHER > OTHER > CARRIER_STATE > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > OL_STATE > ENTRY_STATE > ED_MEDIUM	AR_REFERENCE > DY_RESOLUTION || OTHER > OTHER > CARRIER_STATE > DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || OL_STATE > ENTRY_STATE > ED_MEDIUM	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.31	f85r1	f85	T	8	1	2	podaiin | shdar | ypchdar | dar | ypchdy | qopol | dar | dchdal	OTHER > AR_REFERENCE > AR_REFERENCE > AR_REFERENCE > DY_RESOLUTION > OL_STATE > AR_REFERENCE > AL_STATE	OTHER > AR_REFERENCE > AR_REFERENCE > AR_REFERENCE > DY_RESOLUTION || OL_STATE > AR_REFERENCE > AL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.32	f85r1	f85	T	2	0	1	ytor | chol	OTHER > OL_STATE	OTHER > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.33	f85r1	f85	T	9	2	2	shey | osaiin | otar | ytar | otedy | or | aiin | otar | olkeedy	CARRIER_STATE > OTHER > OT_AR_LOCAL > AR_REFERENCE > DY_RESOLUTION > OTHER > OTHER > OT_AR_LOCAL > DY_RESOLUTION	CARRIER_STATE > OTHER > OT_AR_LOCAL > AR_REFERENCE > DY_RESOLUTION || OTHER > OTHER > OT_AR_LOCAL > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.34	f85r1	f85	T	2	1	2	ysheedy | ksheey	DY_RESOLUTION > OTHER	DY_RESOLUTION || OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.4	f85r1	f85	T	8	2	3	odeedaiin | qokechy | daiin | chekchy | olshedy | qokeedy | otar | ols	ED_MEDIUM > Q_OUTER_STATE > ENTRY_STATE > CARRIER_STATE > DY_RESOLUTION > DY_RESOLUTION > OT_AR_LOCAL > OL_STATE	ED_MEDIUM > Q_OUTER_STATE > ENTRY_STATE > CARRIER_STATE > DY_RESOLUTION || DY_RESOLUTION || OT_AR_LOCAL > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.5	f85r1	f85	T	9	6	7	tchedy | kchedy | qodaiin | olkeedy | oraiin | olshedy | kedy | tedy | tdam	DY_RESOLUTION > DY_RESOLUTION > Q_OUTER_STATE > DY_RESOLUTION > OTHER > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > ENTRY_STATE	DY_RESOLUTION || DY_RESOLUTION || Q_OUTER_STATE > DY_RESOLUTION || OTHER > DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.7	f85r1	f85	T	8	5	6	pchedy | oraiin | shefchdy | qopar | sheedy | qokedy | qotchedy | kchdar	DY_RESOLUTION > OTHER > DY_RESOLUTION > AR_REFERENCE > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > AR_REFERENCE	DY_RESOLUTION || OTHER > DY_RESOLUTION || AR_REFERENCE > DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f85r1.8	f85r1	f85	T	11	3	4	daiin | chckhdy | qotchdy | opchsd | qokchdy | otchy | qodal | daiin | dal | shdar | oram	ENTRY_STATE > DY_RESOLUTION > DY_RESOLUTION > OTHER > DY_RESOLUTION > OTHER > AL_STATE > ENTRY_STATE > AL_STATE > AR_REFERENCE > OTHER	ENTRY_STATE > DY_RESOLUTION || DY_RESOLUTION || OTHER > DY_RESOLUTION || OTHER > AL_STATE > ENTRY_STATE > AL_STATE > AR_REFERENCE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f85r2.11	f85r2	f85	C	3	0	1	soiis | aiin | shedaiin	ENTRY_STATE > OTHER > ED_MEDIUM	ENTRY_STATE > OTHER > ED_MEDIUM	MECHANICAL_FORMAL_PHASE_PARSE
f85r2.12	f85r2	f85	C	4	0	1	otchs | shedor | chey | sorain	OTHER > ED_MEDIUM > CARRIER_STATE > ENTRY_STATE	OTHER > ED_MEDIUM > CARRIER_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r2.13	f85r2	f85	C	5	2	3	or | shedy | tedy | sodaiiin | chy	OTHER > DY_RESOLUTION > DY_RESOLUTION > ENTRY_STATE > CARRIER_STATE	OTHER > DY_RESOLUTION || DY_RESOLUTION || ENTRY_STATE > CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r2.15	f85r2	f85	C	4	0	1	dar | chedy | or | am	AR_REFERENCE > CARRIER_STATE > OTHER > OTHER	AR_REFERENCE > CARRIER_STATE > OTHER > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f85r2.17	f85r2	f85	C	3	0	1	orar | oldar | ain	AR_REFERENCE > AR_REFERENCE > OTHER	AR_REFERENCE > AR_REFERENCE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f85r2.18	f85r2	f85	C	4	0	1	okees | qokal | chdy | sary	OTHER > AL_STATE > CARRIER_STATE > AR_REFERENCE	OTHER > AL_STATE > CARRIER_STATE > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f85r2.19	f85r2	f85	C	5	2	3	qokshedy | qodain | chckhy | ykeedy | chedy	DY_RESOLUTION > Q_OUTER_STATE > CARRIER_STATE > DY_RESOLUTION > CARRIER_STATE	DY_RESOLUTION || Q_OUTER_STATE > CARRIER_STATE > DY_RESOLUTION || CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r2.2	f85r2	f85	C	5	1	1	sain | or | or | aiin | opchdy	ENTRY_STATE > OTHER > OTHER > OTHER > DY_RESOLUTION	ENTRY_STATE > OTHER > OTHER > OTHER > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
f85r2.23	f85r2	f85	C	5	0	1	ol | lcheol | chol | ol | sheoly	OL_STATE > OL_STATE > OL_STATE > OL_STATE > OL_STATE	OL_STATE > OL_STATE > OL_STATE > OL_STATE > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r2.3	f85r2	f85	C	5	1	2	qotor | sheedy | shodaiin | olfar | ary	Q_OUTER_STATE > DY_RESOLUTION > CARRIER_STATE > AR_REFERENCE > AR_REFERENCE	Q_OUTER_STATE > DY_RESOLUTION || CARRIER_STATE > AR_REFERENCE > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f85r2.4	f85r2	f85	C	5	0	1	dair | sheo | oraiin | chol | daiin	ENTRY_STATE > CARRIER_STATE > OTHER > OL_STATE > ENTRY_STATE	ENTRY_STATE > CARRIER_STATE > OTHER > OL_STATE > ENTRY_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r2.5	f85r2	f85	C	1	0	1	shoral	AL_STATE	AL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f85r2.7	f85r2	f85	C	5	1	2	pchedeey | olkey | qokedy | sheos | fcheey	ED_MEDIUM > OL_STATE > DY_RESOLUTION > CARRIER_STATE > OTHER	ED_MEDIUM > OL_STATE > DY_RESOLUTION || CARRIER_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f85r2.9	f85r2	f85	C	6	3	4	daiin | qotaiin | tchedy | otedy | qotchdy | chckhey	ENTRY_STATE > Q_OUTER_STATE > DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > CARRIER_STATE	ENTRY_STATE > Q_OUTER_STATE > DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || CARRIER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f86v3.1	f86v3	f86	C	7	3	4	tchedy | qokeedy | qoedy | qopchy | raiin | olpchey | qokaiin	DY_RESOLUTION > DY_RESOLUTION > DY_RESOLUTION > Q_OUTER_STATE > OTHER > OL_STATE > Q_OUTER_STATE	DY_RESOLUTION || DY_RESOLUTION || DY_RESOLUTION || Q_OUTER_STATE > OTHER > OL_STATE > Q_OUTER_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f86v3.10	f86v3	f86	C	1	0	1	ychey	OTHER	OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f86v3.13	f86v3	f86	C	2	0	1	osheey | cholkain	OTHER > OL_STATE	OTHER > OL_STATE	MECHANICAL_FORMAL_PHASE_PARSE
f86v3.14	f86v3	f86	C	7	0	1	ar | aiin | shodain | shor | chalkar | shekshol | okchor	AR_REFERENCE > OTHER > CARRIER_STATE > CARRIER_STATE > AR_REFERENCE > OL_STATE > OTHER	AR_REFERENCE > OTHER > CARRIER_STATE > CARRIER_STATE > AR_REFERENCE > OL_STATE > OTHER	MECHANICAL_FORMAL_PHASE_PARSE
f86v3.17	f86v3	f86	C	6	1	2	dsheody | qokchey | dal | or | odaiin | sar	DY_RESOLUTION > Q_OUTER_STATE > AL_STATE > OTHER > OTHER > AR_REFERENCE	DY_RESOLUTION || Q_OUTER_STATE > AL_STATE > OTHER > OTHER > AR_REFERENCE	MECHANICAL_FORMAL_PHASE_PARSE
f86v3.18	f86v3	f86	C	6	3	3	pchedaiin | dchedy | qokchdy | qopchol | shol | sheody	ED_MEDIUM > DY_RESOLUTION > DY_RESOLUTION > OL_STATE > OL_STATE > DY_RESOLUTION	ED_MEDIUM > DY_RESOLUTION || DY_RESOLUTION || OL_STATE > OL_STATE > DY_RESOLUTION	MECHANICAL_FORMAL_PHASE_PARSE
