page_host_submotif	external_axis	feature_support_loci	positive_with_feature	negative_with_feature	positive_without_feature	within_folio_effect	local_permutation_p	max_search_p	positive_effect_folios	informative_folios	folio_contributions	leave_one_folio_effects	label	semantic_role	obvious_confounds
ota	REL_PROXIMITY	23	8	15	267	-1.25405764967	0.955408918216	1	4	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.280000;f68:0.000000;f69:0.000000;f70:-1.219512;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.045455;f89:0.000000;f99:0.200000	f100:-1.254058;f102:-1.254058;f57:-1.254058;f65:-1.254058;f67:-0.974058;f68:-1.254058;f69:-1.254058;f70:-0.034545;f71:-1.254058;f72:-1.254058;f73:-1.254058;f75:-1.254058;f76:-1.254058;f77:-1.254058;f78:-1.254058;f80:-1.254058;f82:-1.254058;f83:-1.254058;f88:-1.299512;f89:-1.254058;f99:-1.454058	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
eo$	FIGURE	27	12	15	223	-1.26829268293	0.988402319536	1	1	1	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-1.268293;f71:0.000000;f72:-0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.268293;f102:-1.268293;f57:-1.268293;f65:-1.268293;f67:-1.268293;f68:-1.268293;f69:-1.268293;f70:-0.000000;f71:-1.268293;f72:-1.268293;f73:-1.268293;f75:-1.268293;f76:-1.268293;f77:-1.268293;f78:-1.268293;f80:-1.268293;f82:-1.268293;f83:-1.268293;f88:-1.268293;f89:-1.268293;f99:-1.268293	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
eey	FIGURE	16	6	10	229	-1.27609756098	0.9900019996	1	1	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.243902;f71:0.000000;f72:-0.000000;f73:0.000000;f75:-1.520000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.276098;f102:-1.276098;f57:-1.276098;f65:-1.276098;f67:-1.276098;f68:-1.276098;f69:-1.276098;f70:-1.520000;f71:-1.276098;f72:-1.276098;f73:-1.276098;f75:0.243902;f76:-1.276098;f77:-1.276098;f78:-1.276098;f80:-1.276098;f82:-1.276098;f83:-1.276098;f88:-1.276098;f89:-1.276098;f99:-1.276098	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^ok	REL_PROXIMITY	123	53	70	222	-1.29760511272	0.741851629674	1	7	8	f100:-0.000000;f102:0.277778;f57:0.000000;f65:0.000000;f67:-0.120000;f68:-1.254237;f69:1.113636;f70:-1.439024;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:-0.666667;f88:0.090909;f89:0.000000;f99:0.700000	f100:-1.297605;f102:-1.575383;f57:-1.297605;f65:-1.297605;f67:-1.177605;f68:-0.043368;f69:-2.411241;f70:0.141419;f71:-1.297605;f72:-1.297605;f73:-1.297605;f75:-1.297605;f76:-1.297605;f77:-1.297605;f78:-1.297605;f80:-1.297605;f82:-1.297605;f83:-0.630938;f88:-1.388514;f89:-1.297605;f99:-1.997605	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
eol	PLANT	19	3	16	139	-1.29798921418	0.993201359728	1	0	4	f100:-0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.080000;f68:-0.033898;f69:-0.409091;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:-0.775000	f100:-1.297989;f102:-1.297989;f57:-1.297989;f65:-1.297989;f67:-1.217989;f68:-1.264091;f69:-0.888898;f70:-1.297989;f71:-1.297989;f72:-1.297989;f73:-1.297989;f75:-1.297989;f76:-1.297989;f77:-1.297989;f78:-1.297989;f80:-1.297989;f82:-1.297989;f83:-1.297989;f88:-1.297989;f89:-1.297989;f99:-0.522989	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
teo	REL_PROXIMITY	17	3	14	272	-1.31204630012	0.918616276745	1	1	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.560000;f68:-0.220339;f69:0.000000;f70:0.268293;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:-0.800000	f100:-1.312046;f102:-1.312046;f57:-1.312046;f65:-1.312046;f67:-0.752046;f68:-1.091707;f69:-1.312046;f70:-1.580339;f71:-1.312046;f72:-1.312046;f73:-1.312046;f75:-1.312046;f76:-1.312046;f77:-1.312046;f78:-1.312046;f80:-1.312046;f82:-1.312046;f83:-1.312046;f88:-1.312046;f89:-1.312046;f99:-0.512046	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^op	STAR_OR_SKY	22	9	13	291	-1.32830095081	0.990201959608	1	1	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.360000;f68:-0.932203;f69:0.000000;f70:-0.756098;f71:-0.000000;f72:-0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.328301;f102:-1.328301;f57:-1.328301;f65:-1.328301;f67:-1.688301;f68:-0.396098;f69:-1.328301;f70:-0.572203;f71:-1.328301;f72:-1.328301;f73:-1.328301;f75:-1.328301;f76:-1.328301;f77:-1.328301;f78:-1.328301;f80:-1.328301;f82:-1.328301;f83:-1.328301;f88:-1.328301;f89:-1.328301;f99:-1.328301	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ol$	REL_ARRAY_OR_GROUP	51	6	45	49	-1.33323918629	0.825434913017	1	3	10	f100:0.636364;f102:-0.111111;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.097561;f71:0.000000;f72:0.000000;f73:0.000000;f75:-1.400000;f76:0.000000;f77:-0.857143;f78:0.000000;f80:0.000000;f82:-0.250000;f83:0.666667;f88:-0.454545;f89:-1.090909;f99:1.625000	f100:-1.969603;f102:-1.222128;f57:-1.333239;f65:-1.333239;f67:-1.333239;f68:-1.333239;f69:-1.333239;f70:-1.235678;f71:-1.333239;f72:-1.333239;f73:-1.333239;f75:0.066761;f76:-1.333239;f77:-0.476096;f78:-1.333239;f80:-1.333239;f82:-1.083239;f83:-1.999906;f88:-0.878694;f89:-0.242330;f99:-2.958239	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
kch	STAR_OR_SKY	15	4	11	296	-1.33336465106	0.994401119776	1	1	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.135593;f69:-0.590909;f70:-0.878049;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.333365;f102:-1.333365;f57:-1.333365;f65:-1.333365;f67:-1.333365;f68:-1.468958;f69:-0.742456;f70:-0.455316;f71:-1.333365;f72:-1.333365;f73:-1.333365;f75:-1.333365;f76:-1.333365;f77:-1.333365;f78:-1.333365;f80:-1.333365;f82:-1.333365;f83:-1.333365;f88:-1.333365;f89:-1.333365;f99:-1.333365	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
eos	STAR_OR_SKY	10	6	4	294	-1.33986696231	0.965406918616	1	2	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.280000;f68:0.000000;f69:-1.181818;f70:0.121951;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.339867;f102:-1.339867;f57:-1.339867;f65:-1.339867;f67:-1.059867;f68:-1.339867;f69:-0.158049;f70:-1.461818;f71:-1.339867;f72:-1.339867;f73:-1.339867;f75:-1.339867;f76:-1.339867;f77:-1.339867;f78:-1.339867;f80:-1.339867;f82:-1.339867;f83:-1.339867;f88:-1.339867;f89:-1.339867;f99:-1.339867	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
keo	STAR_OR_SKY	28	19	9	281	-1.35427937916	0.877424515097	1	2	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-1.280000;f68:0.000000;f69:-0.318182;f70:0.243902;f71:-0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.354279;f102:-1.354279;f57:-1.354279;f65:-1.354279;f67:-0.074279;f68:-1.354279;f69:-1.036098;f70:-1.598182;f71:-1.354279;f72:-1.354279;f73:-1.354279;f75:-1.354279;f76:-1.354279;f77:-1.354279;f78:-1.354279;f80:-1.354279;f82:-1.354279;f83:-1.354279;f88:-1.354279;f89:-1.354279;f99:-1.354279	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
oto	PLANT	25	7	18	135	-1.36731210409	0.94101179764	1	3	7	f100:0.000000;f102:0.111111;f57:0.000000;f65:0.000000;f67:-0.320000;f68:-0.050847;f69:-0.409091;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-1.090909;f89:0.242424;f99:0.150000	f100:-1.367312;f102:-1.478423;f57:-1.367312;f65:-1.367312;f67:-1.047312;f68:-1.316465;f69:-0.958221;f70:-1.367312;f71:-1.367312;f72:-1.367312;f73:-1.367312;f75:-1.367312;f76:-1.367312;f77:-1.367312;f78:-1.367312;f80:-1.367312;f82:-1.367312;f83:-1.367312;f88:-0.276403;f89:-1.609736;f99:-1.517312	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^oc	REL_PROXIMITY	18	6	12	269	-1.43389830508	0.893421315737	1	1	4	f100:-0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.400000;f68:-1.033898;f69:-0.045455;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.045455;f89:0.000000;f99:0.000000	f100:-1.433898;f102:-1.433898;f57:-1.433898;f65:-1.433898;f67:-1.033898;f68:-0.400000;f69:-1.388444;f70:-1.433898;f71:-1.433898;f72:-1.433898;f73:-1.433898;f75:-1.433898;f76:-1.433898;f77:-1.433898;f78:-1.433898;f80:-1.433898;f82:-1.433898;f83:-1.433898;f88:-1.479353;f89:-1.433898;f99:-1.433898	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
oka	REL_PROXIMITY	23	7	16	268	-1.46504065041	0.991801639672	1	4	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.731707;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:-0.833333;f88:0.000000;f89:0.000000;f99:0.100000	f100:-1.465041;f102:-1.465041;f57:-1.465041;f65:-1.465041;f67:-1.465041;f68:-1.465041;f69:-1.465041;f70:-0.733333;f71:-1.465041;f72:-1.465041;f73:-1.465041;f75:-1.465041;f76:-1.465041;f77:-1.465041;f78:-1.465041;f80:-1.465041;f82:-1.465041;f83:-0.631707;f88:-1.465041;f89:-1.465041;f99:-1.565041	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ary	STAR_OR_SKY	20	9	11	291	-1.48493066256	0.973205358928	1	2	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-1.280000;f68:0.067797;f69:-0.181818;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.090909;f89:0.000000;f99:0.000000	f100:-1.484931;f102:-1.484931;f57:-1.484931;f65:-1.484931;f67:-0.204931;f68:-1.552727;f69:-1.303112;f70:-1.484931;f71:-1.484931;f72:-1.484931;f73:-1.484931;f75:-1.484931;f76:-1.484931;f77:-1.484931;f78:-1.484931;f80:-1.484931;f82:-1.484931;f83:-1.484931;f88:-1.394022;f89:-1.484931;f99:-1.484931	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ry$	STAR_OR_SKY	29	13	16	287	-1.49648690293	0.971405718856	1	2	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-1.280000;f68:0.101695;f69:-0.181818;f70:0.000000;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.136364;f89:0.000000;f99:0.000000	f100:-1.496487;f102:-1.496487;f57:-1.496487;f65:-1.496487;f67:-0.216487;f68:-1.598182;f69:-1.314669;f70:-1.496487;f71:-1.496487;f72:-1.496487;f73:-1.496487;f75:-1.496487;f76:-1.496487;f77:-1.496487;f78:-1.496487;f80:-1.496487;f82:-1.496487;f83:-1.496487;f88:-1.360123;f89:-1.496487;f99:-1.496487	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
in$	REL_PROXIMITY	14	3	11	272	-1.51355932203	0.915416916617	1	1	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.800000;f68:-0.813559;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.100000	f100:-1.513559;f102:-1.513559;f57:-1.513559;f65:-1.513559;f67:-0.713559;f68:-0.700000;f69:-1.513559;f70:-1.513559;f71:-1.513559;f72:-1.513559;f73:-1.513559;f75:-1.513559;f76:-1.513559;f77:-1.513559;f78:-1.513559;f80:-1.513559;f82:-1.513559;f83:-1.513559;f88:-1.513559;f89:-1.513559;f99:-1.613559	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
hol	PLANT	13	4	9	138	-1.51382725561	0.99700059988	1	1	5	f100:-0.000000;f102:-0.888889;f57:0.000000;f65:0.000000;f67:-0.240000;f68:-0.050847;f69:0.590909;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:-0.925000	f100:-1.513827;f102:-0.624938;f57:-1.513827;f65:-1.513827;f67:-1.273827;f68:-1.462980;f69:-2.104736;f70:-1.513827;f71:-1.513827;f72:-1.513827;f73:-1.513827;f75:-1.513827;f76:-1.513827;f77:-1.513827;f78:-1.513827;f80:-1.513827;f82:-1.513827;f83:-1.513827;f88:-1.513827;f89:-1.513827;f99:-0.588827	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
yte	FIGURE	12	4	8	231	-1.51609756098	1	1	1	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.756098;f71:0.000000;f72:0.000000;f73:-0.000000;f75:-0.760000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.516098;f102:-1.516098;f57:-1.516098;f65:-1.516098;f67:-1.516098;f68:-1.516098;f69:-1.516098;f70:-0.760000;f71:-1.516098;f72:-1.516098;f73:-1.516098;f75:-0.756098;f76:-1.516098;f77:-1.516098;f78:-1.516098;f80:-1.516098;f82:-1.516098;f83:-1.516098;f88:-1.516098;f89:-1.516098;f99:-1.516098	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^yt	FIGURE	25	8	17	227	-1.51609756098	1	1	0	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.756098;f71:0.000000;f72:-0.000000;f73:-0.000000;f75:-0.760000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.516098;f102:-1.516098;f57:-1.516098;f65:-1.516098;f67:-1.516098;f68:-1.516098;f69:-1.516098;f70:-0.760000;f71:-1.516098;f72:-1.516098;f73:-1.516098;f75:-0.756098;f76:-1.516098;f77:-1.516098;f78:-1.516098;f80:-1.516098;f82:-1.516098;f83:-1.516098;f88:-1.516098;f89:-1.516098;f99:-1.516098	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ok$	STAR_OR_SKY	20	8	12	292	-1.52246533128	0.980603879224	1	1	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.080000;f68:-0.966102;f69:-0.590909;f70:0.000000;f71:0.000000;f72:-0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.045455;f89:0.000000;f99:0.000000	f100:-1.522465;f102:-1.522465;f57:-1.522465;f65:-1.522465;f67:-1.602465;f68:-0.556364;f69:-0.931556;f70:-1.522465;f71:-1.522465;f72:-1.522465;f73:-1.522465;f75:-1.522465;f76:-1.522465;f77:-1.522465;f78:-1.522465;f80:-1.522465;f82:-1.522465;f83:-1.522465;f88:-1.477011;f89:-1.522465;f99:-1.522465	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
eol	REL_PROXIMITY	19	4	15	271	-1.56018903379	0.966406718656	1	1	5	f100:-0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.280000;f68:0.186441;f69:-0.522727;f70:-0.243902;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:-0.700000	f100:-1.560189;f102:-1.560189;f57:-1.560189;f65:-1.560189;f67:-1.280189;f68:-1.746630;f69:-1.037462;f70:-1.316287;f71:-1.560189;f72:-1.560189;f73:-1.560189;f75:-1.560189;f76:-1.560189;f77:-1.560189;f78:-1.560189;f80:-1.560189;f82:-1.560189;f83:-1.560189;f88:-1.560189;f89:-1.560189;f99:-0.860189	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ly$	REL_EXPLICIT_ATTACHMENT	40	5	35	97	-1.59418596976	0.915416916617	1	2	8	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:-0.186441;f69:-0.227273;f70:0.000000;f71:0.000000;f72:-0.836957;f73:-0.176471;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:-0.312500;f83:0.000000;f88:-0.181818;f89:0.727273;f99:-0.400000	f100:-1.594186;f102:-1.594186;f57:-1.594186;f65:-1.594186;f67:-1.594186;f68:-1.407745;f69:-1.366913;f70:-1.594186;f71:-1.594186;f72:-0.757229;f73:-1.417715;f75:-1.594186;f76:-1.594186;f77:-1.594186;f78:-1.594186;f80:-1.594186;f82:-1.281686;f83:-1.594186;f88:-1.412368;f89:-2.321459;f99:-1.194186	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
oka	REL_EXPLICIT_ATTACHMENT	23	3	20	99	-1.60443487672	0.960807838432	1	2	6	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.163043;f73:0.000000;f75:0.000000;f76:0.000000;f77:-0.142857;f78:0.000000;f80:0.000000;f82:-0.312500;f83:-0.666667;f88:0.000000;f89:-0.545455;f99:-0.100000	f100:-1.604435;f102:-1.604435;f57:-1.604435;f65:-1.604435;f67:-1.604435;f68:-1.604435;f69:-1.604435;f70:-1.604435;f71:-1.604435;f72:-1.767478;f73:-1.604435;f75:-1.604435;f76:-1.604435;f77:-1.461578;f78:-1.604435;f80:-1.604435;f82:-1.291935;f83:-0.937768;f88:-1.604435;f89:-1.058980;f99:-1.504435	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
cho	STAR_OR_SKY	23	11	12	289	-1.6321936187	0.926614677065	1	3	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.440000;f68:-0.830508;f69:-1.363636;f70:0.121951;f71:0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.632194;f102:-1.632194;f57:-1.632194;f65:-1.632194;f67:-2.072194;f68:-0.801685;f69:-0.268557;f70:-1.754145;f71:-1.632194;f72:-1.632194;f73:-1.632194;f75:-1.632194;f76:-1.632194;f77:-1.632194;f78:-1.632194;f80:-1.632194;f82:-1.632194;f83:-1.632194;f88:-1.632194;f89:-1.632194;f99:-1.632194	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
al$	STAR_OR_SKY	19	13	6	287	-1.65297530911	0.957408518296	1	2	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.280000;f68:0.033898;f69:-1.772727;f70:0.365854;f71:-0.000000;f72:-0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.652975;f102:-1.652975;f57:-1.652975;f65:-1.652975;f67:-1.372975;f68:-1.686874;f69:0.119752;f70:-2.018829;f71:-1.652975;f72:-1.652975;f73:-1.652975;f75:-1.652975;f76:-1.652975;f77:-1.652975;f78:-1.652975;f80:-1.652975;f82:-1.652975;f83:-1.652975;f88:-1.652975;f89:-1.652975;f99:-1.652975	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
yke	STAR_OR_SKY	18	12	6	288	-1.66960502086	0.930413917217	1	3	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-1.280000;f68:0.033898;f69:-0.545455;f70:0.121951;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:-1.669605;f102:-1.669605;f57:-1.669605;f65:-1.669605;f67:-0.389605;f68:-1.703503;f69:-1.124150;f70:-1.791556;f71:-1.669605;f72:-1.669605;f73:-1.669605;f75:-1.669605;f76:-1.669605;f77:-1.669605;f78:-1.669605;f80:-1.669605;f82:-1.669605;f83:-1.669605;f88:-1.669605;f89:-1.669605;f99:-1.669605	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ol$	REL_PROXIMITY	51	31	20	244	-1.6883167767	0.864227154569	1	6	8	f100:-0.000000;f102:0.111111;f57:0.000000;f65:0.000000;f67:0.160000;f68:-0.661017;f69:-0.568182;f70:0.512195;f71:0.000000;f72:0.000000;f73:0.000000;f75:-0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.166667;f88:0.090909;f89:-0.000000;f99:-1.500000	f100:-1.688317;f102:-1.799428;f57:-1.688317;f65:-1.688317;f67:-1.848317;f68:-1.027300;f69:-1.120135;f70:-2.200512;f71:-1.688317;f72:-1.688317;f73:-1.688317;f75:-1.688317;f76:-1.688317;f77:-1.688317;f78:-1.688317;f80:-1.688317;f82:-1.688317;f83:-1.854983;f88:-1.779226;f89:-1.688317;f99:-0.188317	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^ot	REL_ARRAY_OR_GROUP	82	5	77	50	-1.7014302432	0.889022195561	1	2	8	f100:0.000000;f102:-0.111111;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.536585;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.400000;f76:0.000000;f77:-0.857143;f78:0.000000;f80:0.000000;f82:-0.312500;f83:0.000000;f88:1.181818;f89:-1.090909;f99:-0.375000	f100:-1.701430;f102:-1.590319;f57:-1.701430;f65:-1.701430;f67:-1.701430;f68:-1.701430;f69:-1.701430;f70:-1.164845;f71:-1.701430;f72:-1.701430;f73:-1.701430;f75:-2.101430;f76:-1.701430;f77:-0.844287;f78:-1.701430;f80:-1.701430;f82:-1.388930;f83:-1.701430;f88:-2.883248;f89:-0.610521;f99:-1.326430	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
