surface	component_recipe	portable_core_de	events	physical_pages	layers	decode_instruction_de
solshedy	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ · SCHLIESSEN	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sor	S+OR	AUSWÄHLEN · SATZ	5	f10r|f67r2|f75r|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
soraiir	S+OR+AIIN+R	AUSWÄHLEN · SATZ · SOLLWERT · MARKIEREN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sororl	S+OR+OR+L	AUSWÄHLEN · SATZ · SATZ · LEITEN	1	f82r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sorory	S+OR+OR+Y	AUSWÄHLEN · SATZ · SATZ · DIES	1	f88r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sos	S_ADDR+O+S_ADDR	STERNORT · AUSFÜHREN · STERNORT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sosho	S+O+SH+O	AUSWÄHLEN · AUSFÜHREN · HALTEN · AUSFÜHREN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sotaiin	S+OT+AIIN	AUSWÄHLEN · DANACH · SOLLWERT	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sotchy	S+OT+Y	AUSWÄHLEN · DANACH · DIES	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sotodan	S+OT+O+D_ADDR+AN	AUSWÄHLEN · DANACH · AUSFÜHREN · TEIL · ZUSATZ	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ssheckhy	S+SH+E+CKH+Y	AUSWÄHLEN · HALTEN · KURZ · DURCHLASS · DIES	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sshedy	S+SH+E+DY	AUSWÄHLEN · HALTEN · KURZ · SCHLIESSEN	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ssheol	S+SH+E+OL	AUSWÄHLEN · HALTEN · KURZ · FORTSETZEN	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sshey	S+SH+E+Y	AUSWÄHLEN · HALTEN · KURZ · DIES	2	f67r2|f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sshkchdy	SH+K+CHD+DY	HALTEN · GEBEN · UMSETZEN · SCHLIESSEN	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ssholshecthy	S+SH+O+LSH+E+CTH+Y	AUSWÄHLEN · HALTEN · AUSFÜHREN · SPÜLEN · KURZ · BEREIT · DIES	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sy	Y	DIES	4	f67r2|f75r|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
sykos	S+Y+K+O+S_ADDR	AUSWÄHLEN · DIES · GEBEN · AUSFÜHREN · STERNORT	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
t	T	EINSTELLEN	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
taiin	T+AIIN	EINSTELLEN · SOLLWERT	2	f10r|f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tal	T+AL	EINSTELLEN · ZIEL	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
talam	T+AL+AM_ADDR	EINSTELLEN · ZIEL · INNEN	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
talody	T+AL+O+D_ADDR+Y	EINSTELLEN · ZIEL · AUSFÜHREN · TEIL · DIES	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tar	T+AR	EINSTELLEN · QUELLE	3	f55v|f70v|f83r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tchd	T+CHD	EINSTELLEN · UMSETZEN	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tchedy	T+CHD+Y	EINSTELLEN · UMSETZEN · DIES	4	f75r|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tcheol	T+CHEO+L	EINSTELLEN · AUSZUG · LEITEN	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tcho	T+CH+O	EINSTELLEN · NEHMEN · AUSFÜHREN	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tchody	T+CH+O+DY	EINSTELLEN · NEHMEN · AUSFÜHREN · SCHLIESSEN	1	f11r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tchoky	T+OK+Y	EINSTELLEN · SETZEN · DIES	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tchol	T+OL	EINSTELLEN · FORTSETZEN	3	f11r|f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tchor	T+CH+OR	EINSTELLEN · NEHMEN · SATZ	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tchy	T+Y	EINSTELLEN · DIES	2	f10r|f70v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
techedy	T+E+CHD+Y	EINSTELLEN · KURZ · UMSETZEN · DIES	1	f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tedy	T+E+DY	EINSTELLEN · KURZ · SCHLIESSEN	2	f75r|f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
teeo	T+EE+O	EINSTELLEN · LÄNGER · AUSFÜHREN	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
teey	T+EE+Y	EINSTELLEN · LÄNGER · DIES	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
teodaiin	T+E+O+AIIN	EINSTELLEN · KURZ · AUSFÜHREN · SOLLWERT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
teol	E+OL	KURZ · FORTSETZEN	2	f81v|f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tey	T+E+Y	EINSTELLEN · KURZ · DIES	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
to	T+O	EINSTELLEN · AUSFÜHREN	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tochso	T+O+CH+S+O	EINSTELLEN · AUSFÜHREN · NEHMEN · AUSWÄHLEN · AUSFÜHREN	1	f68r1	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
todaiin	T+O+AIIN	EINSTELLEN · AUSFÜHREN · SOLLWERT	2	f67r2|f70v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tol	T+OL	EINSTELLEN · FORTSETZEN	2	f67r2|f83r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
torchy	T+OR+Y	EINSTELLEN · SATZ · DIES	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
torshor	T+OR+SH+OR	EINSTELLEN · SATZ · HALTEN · SATZ	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tshey	SH+E+Y	HALTEN · KURZ · DIES	1	f82r	LEARNED_FORMULA_CARD	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tshol	T+SH+OL	EINSTELLEN · HALTEN · FORTSETZEN	1	f11r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
tshy	T+Y	EINSTELLEN · DIES	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
y	Y	DIES	23	f10r|f11r|f13r|f55v|f56r|f67r2|f69v|f81v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
yar	Y+AR	DIES · QUELLE	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ycheody	Y+CHEO+D_ADDR+Y	DIES · AUSZUG · TEIL · DIES	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ycheor	Y+CHEO+R	DIES · AUSZUG · MARKIEREN	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ychey	Y+Y	DIES · DIES	3	f69v|f75r|f88r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ychocphy	Y+CH+O+CPH+Y	DIES · NEHMEN · AUSFÜHREN · UMLEITEN · DIES	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ychty	Y+CH+T+Y	DIES · NEHMEN · EINSTELLEN · DIES	1	f75r	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ydaiin	Y+D_ADDR+AIIN	DIES · TEIL · SOLLWERT	2	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ydain	Y+AIN	DIES · EINHEIT	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ydal	Y+AL	DIES · ZIEL	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ydam	Y+DA+AM_ADDR	DIES · ZWEIT · INNEN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ydchos	Y+D_ADDR+CH+O+S	DIES · TEIL · NEHMEN · AUSFÜHREN · AUSWÄHLEN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ydoly	Y+D_ADDR+OL+Y	DIES · TEIL · FORTSETZEN · DIES	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ydy	Y+DY	DIES · SCHLIESSEN	1	f82r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
yekees	Y+E+K+EE+S	DIES · KURZ · GEBEN · LÄNGER · AUSWÄHLEN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
yetey	Y+E+T+E+Y	DIES · KURZ · EINSTELLEN · KURZ · DIES	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
yfain	Y+LOCAL_CHAR_F+AIN	DIES · NEBENWEG · EINHEIT	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
yka	Y+K+A_ADDR	DIES · GEBEN · ORT	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykady	Y+K+A_ADDR+Y	DIES · GEBEN · ORT · DIES	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykaiin	Y+K+AIIN	DIES · GEBEN · SOLLWERT	3	f55v|f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykain	Y+K+AIN	DIES · GEBEN · EINHEIT	3	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykair	Y+K+AIR	DIES · GEBEN · LAUF	2	f55v|f70v	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykaky	Y+K+A_ADDR+K+Y	DIES · GEBEN · ORT · GEBEN · DIES	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykaly	Y+K+AL+Y	DIES · GEBEN · ZIEL · DIES	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykan	Y+K+AN	DIES · GEBEN · ZUSATZ	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykar	Y+K+AR	DIES · GEBEN · QUELLE	5	f55v|f67r2|f69v|f88r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykary	Y+K+AR+Y	DIES · GEBEN · QUELLE · DIES	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykchdy	Y+K+CHD+Y	DIES · GEBEN · UMSETZEN · DIES	1	f68r1	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykchey	Y+K+CH+E+Y	DIES · GEBEN · NEHMEN · KURZ · DIES	2	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykcho	Y+K+CH+O	DIES · GEBEN · NEHMEN · AUSFÜHREN	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykchor	Y+K+CH+OR	DIES · GEBEN · NEHMEN · SATZ	1	f11r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykchos	Y+K+CH+O+S	DIES · GEBEN · NEHMEN · AUSFÜHREN · AUSWÄHLEN	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykchy	Y+K+Y	DIES · GEBEN · DIES	3	f13r|f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykchys	Y+K+CH+Y+S	DIES · GEBEN · NEHMEN · DIES · AUSWÄHLEN	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykecho	Y+K+E+CH+O	DIES · GEBEN · KURZ · NEHMEN · AUSFÜHREN	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykeday	Y+K+E+DA+Y	DIES · GEBEN · KURZ · ZWEIT · DIES	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykedy	Y+K+E+DY	DIES · GEBEN · KURZ · SCHLIESSEN	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykeeal	Y+K+EE+AL	DIES · GEBEN · LÄNGER · ZIEL	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykeedy	Y+K+EE+D_ADDR+Y	DIES · GEBEN · LÄNGER · TEIL · DIES	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykeeey	Y+K+EEE+Y	DIES · GEBEN · VOLL · DIES	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykeeody	Y+K+EE+O+Y	DIES · GEBEN · LÄNGER · AUSFÜHREN · DIES	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykeeos	Y+K+EE+O+S_ADDR	DIES · GEBEN · LÄNGER · AUSFÜHREN · STERNORT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykees	Y+K+EE+S	DIES · GEBEN · LÄNGER · AUSWÄHLEN	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykeesan	Y+K+EE+S+AN	DIES · GEBEN · LÄNGER · AUSWÄHLEN · ZUSATZ	1	f55v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykeey	Y+K+EE+Y	DIES · GEBEN · LÄNGER · DIES	5	f69v|f70v|f75r|f81v|f82r	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykeody	Y+K+E+O+DY	DIES · GEBEN · KURZ · AUSFÜHREN · SCHLIESSEN	3	f67r2|f69v|f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykeor	Y+K+E+OR	DIES · GEBEN · KURZ · SATZ	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykeshey	Y+K+E+SH+E+Y	DIES · GEBEN · KURZ · HALTEN · KURZ · DIES	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykey	Y+K+E+Y	DIES · GEBEN · KURZ · DIES	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykeydy	Y+K+E+Y+DY	DIES · GEBEN · KURZ · DIES · SCHLIESSEN	1	f69v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykoaiin	Y+K+O+AIIN	DIES · GEBEN · AUSFÜHREN · SOLLWERT	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykol	Y+K+OL	DIES · GEBEN · FORTSETZEN	1	f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykolaiin	Y+K+OL+AIIN	DIES · GEBEN · FORTSETZEN · SOLLWERT	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykoly	Y+K+OL+Y	DIES · GEBEN · FORTSETZEN · DIES	1	f13r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykor	Y+K+OR	DIES · GEBEN · SATZ	3	f13r|f67r2|f68r1	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykshy	Y+K+Y	DIES · GEBEN · DIES	1	f67r2	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
yky	Y+K+Y	DIES · GEBEN · DIES	1	f68r1	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ykychy	Y+K+Y+CH+Y	DIES · GEBEN · DIES · NEHMEN · DIES	1	f11r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
yokeody	Y+OK+E+O+D_ADDR+Y	DIES · SETZEN · KURZ · AUSFÜHREN · TEIL · DIES	1	f88r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ypair	Y+P+AIR	DIES · EINSETZEN · LAUF	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ypch	Y+P+CH	DIES · EINSETZEN · NEHMEN	1	f10r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ypsharal	Y+P+SH+AR+AL	DIES · EINSETZEN · HALTEN · QUELLE · ZIEL	1	f70v	LOCAL_NOMENCLATOR_OR_ADDRESS	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
yshedy	Y+SH+E+DY	DIES · HALTEN · KURZ · SCHLIESSEN	2	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ysheor	Y+SH+E+OR	DIES · HALTEN · KURZ · SATZ	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
yshey	Y+SH+E+Y	DIES · HALTEN · KURZ · DIES	2	f67r2|f81v	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
yt	Y+T	DIES · EINSTELLEN	1	f56r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ytaiin	Y+T+AIIN	DIES · EINSTELLEN · SOLLWERT	2	f55v|f83r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ytain	Y+T+AIN	DIES · EINSTELLEN · EINHEIT	1	f75r	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
ytalchos	Y+T+AL+CH+O+S	DIES · EINSTELLEN · ZIEL · NEHMEN · AUSFÜHREN · AUSWÄHLEN	1	f67r2	PRODUCTIVE_ABBREVIATION_COMPOSITION	Oberfläche als exakt diese Stammfolge lesen; sichtbaren Besitzer lokal ergänzen.
