surface	component_recipe	events	physical_pages	channel_class	reading_route	compact_default_de
tchody	T+CH+O+DY	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsschritt schließen
tchoky	T+OK+Y	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; Arbeitsgang ansetzen; dieser Arbeitsgegenstand
tchor	T+CH+OR	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung
techedy	T+E+CHD+Y	1	f83r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; kurz oder direkt; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
teeo	T+EE+O	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; länger oder gehalten; Arbeitsgang ausführen
teey	T+EE+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand
teodaiin	T+E+O+AIIN	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Sollmaß
tey	T+E+Y	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand
to	T+O	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; Arbeitsgang ausführen
tochso	T+O+CH+S+O	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; Arbeitsgang ausführen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen; Arbeitsgang ausführen
torchy	T+OR+Y	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; Ansatz oder Zubereitung; dieser Arbeitsgegenstand
torshor	T+OR+SH+OR	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; Ansatz oder Zubereitung; Arbeitsgegenstand halten; Ansatz oder Zubereitung
tshey	SH+E+Y	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand
tshol	T+SH+OL	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren
tshy	T+Y	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; dieser Arbeitsgegenstand
yar	Y+AR	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Entnahmestelle
ycheody	Y+CHEO+D_ADDR+Y	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Auszug; bezeichneter Teil; dieser Arbeitsgegenstand
ycheor	Y+CHEO+R	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Auszug; Zustand kennzeichnen
ychocphy	Y+CH+O+CPH+Y	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; umleiten; dieser Arbeitsgegenstand
ychty	Y+CH+T+Y	1	f75r	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; Arbeitsgang einstellen; dieser Arbeitsgegenstand
ydain	Y+AIN	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Portion
ydal	Y+AL	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Ziel- oder Anschlussstelle
ydam	Y+DA+AM_ADDR	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; zweite Arbeitsstufe; Innenstelle
ydchos	Y+D_ADDR+CH+O+S	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; bezeichneter Teil; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen
ydoly	Y+D_ADDR+OL+Y	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; bezeichneter Teil; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand
ydy	Y+DY	1	f82r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsschritt schließen
yekees	Y+E+K+EE+S	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; kurz oder direkt; Material zugeben; länger oder gehalten; Arbeitsvariante auswählen
yetey	Y+E+T+E+Y	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; kurz oder direkt; Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand
yfain	Y+LOCAL_CHAR_F+AIN	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; lokales Schreibzeichen; Portion
yka	Y+K+A_ADDR	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; lokale Arbeitsstelle
ykady	Y+K+A_ADDR+Y	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; lokale Arbeitsstelle; dieser Arbeitsgegenstand
ykaky	Y+K+A_ADDR+K+Y	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; lokale Arbeitsstelle; Material zugeben; dieser Arbeitsgegenstand
ykaly	Y+K+AL+Y	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand
ykan	Y+K+AN	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; weiteren Posten zugeben
ykary	Y+K+AR+Y	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; Entnahmestelle; dieser Arbeitsgegenstand
ykchdy	Y+K+CHD+Y	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand
ykcho	Y+K+CH+O	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Arbeitsgang ausführen
ykchor	Y+K+CH+OR	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung
ykchos	Y+K+CH+O+S	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen
ykchys	Y+K+CH+Y+S	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand; Arbeitsvariante auswählen
ykecho	Y+K+E+CH+O	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; bezeichneten Anteil entnehmen; Arbeitsgang ausführen
ykeday	Y+K+E+DA+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; zweite Arbeitsstufe; dieser Arbeitsgegenstand
ykedy	Y+K+E+DY	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; Arbeitsschritt schließen
ykeeal	Y+K+EE+AL	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Ziel- oder Anschlussstelle
ykeedy	Y+K+EE+D_ADDR+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand
ykeeey	Y+K+EEE+Y	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; vollständig; dieser Arbeitsgegenstand
ykeeody	Y+K+EE+O+Y	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Arbeitsgang ausführen; dieser Arbeitsgegenstand
ykeeos	Y+K+EE+O+S_ADDR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Arbeitsgang ausführen; bezeichnete s-Stelle
ykees	Y+K+EE+S	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Arbeitsvariante auswählen
ykeesan	Y+K+EE+S+AN	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; Arbeitsvariante auswählen; weiteren Posten zugeben
ykeor	Y+K+E+OR	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; Ansatz oder Zubereitung
ykeshey	Y+K+E+SH+E+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand
ykey	Y+K+E+Y	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; dieser Arbeitsgegenstand
ykeydy	Y+K+E+Y+DY	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; dieser Arbeitsgegenstand; Arbeitsschritt schließen
ykoaiin	Y+K+O+AIIN	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; Arbeitsgang ausführen; Sollmaß
ykol	Y+K+OL	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; im selben Arbeitsgang fortfahren
ykolaiin	Y+K+OL+AIIN	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; im selben Arbeitsgang fortfahren; Sollmaß
ykoly	Y+K+OL+Y	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand
ykshy	Y+K+Y	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand
yky	Y+K+Y	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand
ykychy	Y+K+Y+CH+Y	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand
yokeody	Y+OK+E+O+D_ADDR+Y	1	f88r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand
ypair	Y+P+AIR	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material einsetzen; Flüssigkeits- oder Stationslauf
ypch	Y+P+CH	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material einsetzen; bezeichneten Anteil entnehmen
ypsharal	Y+P+SH+AR+AL	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Material einsetzen; Arbeitsgegenstand halten; Entnahmestelle; Ziel- oder Anschlussstelle
ysheor	Y+SH+E+OR	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgegenstand halten; kurz oder direkt; Ansatz oder Zubereitung
yt	Y+T	1	f56r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen
ytain	Y+T+AIN	1	f75r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Portion
ytalchos	Y+T+AL+CH+O+S	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen
ytchodly	Y+T+CH+O+D_ADDR+L+Y	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; entlang des Arbeitswegs führen; dieser Arbeitsgegenstand
ytchody	Y+T+CH+O+D_ADDR+Y	1	f68r1	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand
ytchoky	Y+T+OK+Y	1	f11r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ansetzen; dieser Arbeitsgegenstand
yteey	Y+T+EE+Y	1	f55v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand
yteody	Y+T+E+O+DY	1	f68r1	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Arbeitsschritt schließen
yteoor	Y+T+E+O+OR	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Ansatz oder Zubereitung
ytey	T+E+Y	1	f81v	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand
ytoaiin	Y+T+O+AIIN	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; Sollmaß
ytodal	Y+T+O+DA+L	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; zweite Arbeitsstufe; entlang des Arbeitswegs führen
ytoeopchey	Y+T+O+E+O+P+CH+E+Y	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; kurz oder direkt; Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand
ytoiin	Y+T+O+IIN	1	f10r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; Arbeitsstufe
ytokar	Y+T+OK+AR	1	f67r2	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ansetzen; Entnahmestelle
ytor	Y+T+OR	1	f67r2	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Ansatz oder Zubereitung
ytory	Y+T+OR+Y	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Ansatz oder Zubereitung; dieser Arbeitsgegenstand
ytshy	Y+T+Y	1	f13r	PROSE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand
ytyd	Y+T+Y+D_LABEL	1	f69v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand; lokales Schreibzeichen
zar	Z_ADDR+AR	1	f70v	IMAGE_ONLY	PRODUCTIVE_COMPONENT_COMPOSITION	z-stelle; Entnahmestelle
