gdt754_patch_id	surface	page	locus	token_ordinal	token_index	reader_exact	current_authority	old_source_prose_de	old_spoken_de	patch_scope	gdt754_render_de	background_hypothesis_de	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G754-P0813	lkaiin	f113v	f113v.20	1	1	1	lkaiin#GLOBAL	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	lkaiin chy chody otchar ar otary ol aiin	OPEN	0	0
G754-P0814	qopchey	f113v	f113v.25	6	6	1	qopchey#GLOBAL	nimm bis zur Mittelstufe getrocknetes Pulver	nimm bis zur Mittelstufe getrocknetes Pulver	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	tokary lkchey lkeedy otey pcheol qopchey cthol opaiin ol keeor opshedy qotam	OPEN	0	0
G754-P0815	air	f113v	f113v.29	12	12	1	air#GLOBAL	zweite Drogenfraktion	zweite Drogenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	ykeeol chedy qokeey olkeeey okaiin a r cthey okaiin al lor air aralg	OPEN	0	0
G754-P0816	olar	f113v	f113v.32	7	7	1	olar#GLOBAL	erste Holzrohstofffraktion im Ansatz	erste Holzrohstofffraktion im Ansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	sheo l keey qokain char ar olar aiiin okar	OPEN	0	0
G754-P0817	air	f113v	f113v.35	2	2	1	air#GLOBAL	zweite Drogenfraktion	zweite Drogenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	qokaiin air lo r chedy otain	OPEN	0	0
G754-P0818	chokor	f113v	f113v.38	5	5	1	chokor#GLOBAL	eine Portion erhitzten Trockenansatzes	eine Portion erhitzten Trockenansatzes	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	pcholky otar airol okeedy chokor sheedy oteey teear otorsheey qoteal	OPEN	0	0
G754-P0819	olar	f113v	f113v.43	9	9	1	olar#GLOBAL	erste Holzrohstofffraktion im Ansatz	erste Holzrohstofffraktion im Ansatz	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	ycheo l keey lkeees or aiin otaiin chkain olar olchedy qok aiinos	OPEN	0	0
G754-P0820	olchedy	f113v	f113v.43	10	10	1	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	ycheo l keey lkeees or aiin otaiin chkain olar olchedy qok aiinos	OPEN	0	0
G754-P0821	arol	f113v	f113v.45	2	2	1	arol#GLOBAL	Grundauszug, Fraktion I	Grundauszug, Fraktion I	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	polaiin arol shear okeeeody ls ar lkeey opchedy qokchdy ota aram	OPEN	0	0
G754-P0822	opchedy	f113v	f113v.45	8	8	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	polaiin arol shear okeeeody ls ar lkeey opchedy qokchdy ota aram	OPEN	0	0
G754-P0823	lkaiin	f113v	f113v.46	2	2	0	lkaiin#GLOBAL	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	o lkaiin cheey lain al cheey	OPEN	0	0
G754-P0824	lkaiin	f113v	f113v.47	3	3	1	lkaiin#GLOBAL	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	GDT738_OCCURRENCE_ROLE_PRESERVED	Wärme-/Verarbeitungsstufe III	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	polaiin ksheeol lkaiin tair shey qotain ar akal shey qopchedy ldy	OPEN	0	0
G754-P0825	qopchedy	f113v	f113v.47	10	10	0	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	polaiin ksheeol lkaiin tair shey qotain ar akal shey qopchedy ldy	OPEN	0	0
G754-P0826	lkaiin	f113v	f113v.48	10	10	1	lkaiin#GLOBAL	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	GDT738_OCCURRENCE_ROLE_PRESERVED	Wärme-/Verarbeitungsstufe III	Arbeitshypothese: heiß/warm, Index/Stufe III, Stoff-/Materialrolle; genaue Ganzformbedeutung offen	y cheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	OPEN	0	0
G754-P0827	cheokain	f113v	f113v.49	7	7	1	cheokain#GLOBAL	Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen	Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Index/Stufe II, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Index/Stufe II, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	yshey teeo oteedy qokeey otaiin olaiin cheokain lkeey ltal keedy	OPEN	0	0
G754-P0828	air	f114r	f114r.12	3	3	1	air#GLOBAL	zweite Drogenfraktion	zweite Drogenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	ykcheshd ol air okaiin otedy ykeeey teos lair sheod chody otchedair okam	OPEN	0	0
G754-P0829	okam	f114r	f114r.12	12	12	0	okam#GLOBAL	ein Maß heißen Ansatzes	ein Maß heißen Ansatzes	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Index/Stufe I, Mengen-/Maßfeld, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	ykcheshd ol air okaiin otedy ykeeey teos lair sheod chody otchedair okam	OPEN	0	0
G754-P0830	chekar	f114r	f114r.16	12	12	0	chekar#GLOBAL	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Index/Stufe I, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Index/Stufe I, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	cheoal sheedo l kol dair dair chdair cheoty otal cheo dair chekar otol chedy	OPEN	0	0
G754-P0831	qopchedy	f114r	f114r.19	6	6	1	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	pairody shedar qopchdy dchedy dol qopchedy daiin ofchedaiin chodaiin opair dar oty	OPEN	0	0
G754-P0832	daiidy	f114r	f114r.20	4	4	1	daiidy#GLOBAL	drei Maße, vollständig abgeteilt	drei Maße, vollständig abgeteilt	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Mengen-/Maßfeld, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	sair chedaiin dalchdy daiidy olchedy chedaiin oteedy qoted aiin otar otedy do rol	OPEN	0	0
G754-P0833	olchedy	f114r	f114r.20	5	5	0	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	sair chedaiin dalchdy daiidy olchedy chedaiin oteedy qoted aiin otar otedy do rol	OPEN	0	0
G754-P0834	olchedy	f114r	f114r.27	7	7	1	olchedy#GLOBAL	Holzdroge im Ansatz fertig getrocknet	Holzdroge im Ansatz fertig getrocknet	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	cheeo daiin sheedy qodaiin ksam chodal olchedy	OPEN	0	0
G754-P0835	air	f114r	f114r.29	9	9	0	air#GLOBAL	zweite Drogenfraktion	zweite Drogenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	chol oeedy keedy cheey cheodeey keedeedy daiiin ald air ar shol chedy otchedy qoty	OPEN	0	0
G754-P0836	qoaiin	f114r	f114r.30	7	7	1	qoaiin#GLOBAL	nimm drei Teile	nimm drei Teile	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	y chedar okeedy lkeedy aiin oeedaiin qoaiin ykedy okair olkeedy qoain ain okeey ram	OPEN	0	0
G754-P0837	ykedy	f114r	f114r.30	8	8	0	ykedy#GLOBAL	erhitze hiervon bis zur Mittelstufe und schließe ab	erhitze hiervon bis zur Mittelstufe und schließe ab	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, Mittelstufe, Abschlussfeld, Weiterführungs-/Bezugsfeld; genaue Ganzformbedeutung offen	y chedar okeedy lkeedy aiin oeedaiin qoaiin ykedy okair olkeedy qoain ain okeey ram	OPEN	0	0
G754-P0838	orain	f114r	f114r.31	7	7	1	orain#GLOBAL	Drogenportion II	Drogenportion II	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	sair aiin cheedain okaiin otedy qokeedain orain	OPEN	0	0
G754-P0839	air	f114r	f114r.35	2	2	1	air#GLOBAL	zweite Drogenfraktion	zweite Drogenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	pcheos air oy sheo qokey sheekas oar ytched lked o kchdar otal kar	OPEN	0	0
G754-P0840	chees	f114r	f114r.37	10	10	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	odar or aiin otshedy okaiin yky ols ol kaiin chees air qotaiin chedaiiin	OPEN	0	0
G754-P0841	air	f114r	f114r.37	11	11	1	air#GLOBAL	zweite Drogenfraktion	zweite Drogenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	odar or aiin otshedy okaiin yky ols ol kaiin chees air qotaiin chedaiiin	OPEN	0	0
G754-P0842	opchedy	f114r	f114r.39	8	8	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	todaiin cheoltchedaiin daiin okar qoeedain qcho oeda opchedy qetchar	OPEN	0	0
G754-P0843	opchedy	f114v	f114v.6	6	6	1	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	tedcheo cheo cthedy qotchedy qotaiin opchedy shedy qepoepy chedar dairy	OPEN	0	0
G754-P0844	qopchedy	f114v	f114v.14	4	4	1	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	tsheodar cheo ckhor qopchedy qopchedy qokchedy shody qotaiin ofcheds	OPEN	0	0
G754-P0845	qopchedy	f114v	f114v.14	5	5	1	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	tsheodar cheo ckhor qopchedy qopchedy qokchedy shody qotaiin ofcheds	OPEN	0	0
G754-P0846	chotain	f114v	f114v.19	3	3	1	chotain#GLOBAL	Trockenansatz auf Kühlstufe II	Trockenansatz auf Kühlstufe II	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, trocken, Index/Stufe II, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, trocken, Index/Stufe II, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	o shsodaiin chotain qotar	OPEN	0	0
G754-P0847	chees	f114v	f114v.28	4	4	1	chees#GLOBAL	vollständig getrocknete Kräutermischung	vollständig getrocknete Kräutermischung	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	tchedy shdo qotched chees ar aiin chetam	OPEN	0	0
G754-P0848	qopchey	f114v	f114v.29	3	3	1	qopchey#GLOBAL	nimm bis zur Mittelstufe getrocknetes Pulver	nimm bis zur Mittelstufe getrocknetes Pulver	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Anfangsstufe, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	pchdair sho qopchey otcheed chedy qopcheo r ocpheody opchdy qopairam	OPEN	0	0
G754-P0849	otcheody	f114v	f114v.31	3	3	1	otcheody#GLOBAL	kalt-trockenen Ansatz bis zur Mittelstufe bringen und fertigstellen	kalt-trockenen Ansatz bis zur Mittelstufe bringen und fertigstellen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: kalt/kühl, trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: kalt/kühl, trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	olaiin cheo otcheody lkchedy okol okaiin otaiin otal qotar	OPEN	0	0
G754-P0850	oleey	f114v	f114v.32	3	3	0	oleey#GLOBAL	Holzdrogenansatz vollständig ausgezogen	Holzdrogenansatz vollständig ausgezogen	GDT754_WHOLE_DEFAULT	Arbeitshypothese: End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: End-/Vollstufe, Stoff-/Materialrolle, Zubereitungsrolle; genaue Ganzformbedeutung offen	y cheol oleey cheoaiin chetaiin sheeodain	OPEN	0	0
G754-P0851	air	f114v	f114v.34	10	10	1	air#GLOBAL	zweite Drogenfraktion	zweite Drogenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	olkeechy ol oaiin aiin chocthey qotedal octhy sotey cheos air	OPEN	0	0
G754-P0852	chorar	f115r	f115r.7	8	8	1	chorar#GLOBAL	Pflanzenteil-Fraktion I	Pflanzenteil-Fraktion I	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe I, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	dar chedy qotchy chedy chedar shey otain chorar	OPEN	0	0
G754-P0853	kcheor	f115r	f115r.8	1	1	0	kcheor#GLOBAL	eine Portion bis zur Mittelstufe heiß getrocknete Droge	eine Portion bis zur Mittelstufe heiß getrocknete Droge	GDT754_WHOLE_DEFAULT	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: heiß/warm, trocken, Mittelstufe, Teil-/Fraktionsfeld, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	kcheor cheol orair ot chedar lor aiin qokain qoteeol dar ar al opchedy darom	OPEN	0	0
G754-P0854	opchedy	f115r	f115r.8	13	13	0	opchedy#GLOBAL	vollständig getrocknetes Pulverpräparat	vollständig getrocknetes Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	kcheor cheol orair ot chedar lor aiin qokain qoteeol dar ar al opchedy darom	OPEN	0	0
G754-P0855	air	f115r	f115r.15	12	12	1	air#GLOBAL	zweite Drogenfraktion	zweite Drogenfraktion	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe II, Teil-/Fraktionsfeld; genaue Ganzformbedeutung offen	y cheo lkeodain chcthed qokar chedy qotain chody qotain cheol lkar air om	OPEN	0	0
G754-P0856	qokeol	f115r	f115r.24	2	2	1	qokeol#GLOBAL	erhitze den Drogenstoff bis zur Mittelstufe	erhitze den Drogenstoff bis zur Mittelstufe	GDT754_WHOLE_DEFAULT	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	Wärme-/Mittelstufenbezug; genaue Operation und Stoffrolle offen	dcheol qokeol or ar aiin cheey okeeeo or chl lor ol otlaiin cheeor ary	OPEN	0	0
G754-P0857	choar	f115r	f115r.25	6	6	1	choar#GLOBAL	Trockenansatz, Fraktion I	Trockenansatz, Fraktion I	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Index/Stufe I, Teil-/Fraktionsfeld, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	y cheodain cheey qotchedy qokeeody choar cheey	OPEN	0	0
G754-P0858	qopchedy	f115r	f115r.29	4	4	1	qopchedy#GLOBAL	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat	GDT754_WHOLE_DEFAULT	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	Arbeitshypothese: trocken, Mittelstufe, Stoff-/Materialrolle, Zubereitungsrolle, Vorgangs-/Anweisungsrolle, Abschlussfeld; genaue Ganzformbedeutung offen	fshedy shdalky cheedar qopchedy qopchedyd lksho ror pchodar ol chedyo	OPEN	0	0
G754-P0859	qoaiin	f115r	f115r.32	6	6	1	qoaiin#GLOBAL	nimm drei Teile	nimm drei Teile	GDT754_WHOLE_DEFAULT	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	Arbeitshypothese: Index/Stufe III, Vorgangs-/Anweisungsrolle; genaue Ganzformbedeutung offen	sor chey okaiin qokeey qokeedy qoaiin chedy qotaiin chety laiin chedy	OPEN	0	0
