context_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	owner_de	locus	surface	content_role	gdt516_context_recipe	final_context_recipe	recipe_source	recipe_changed_after_gdt516	controlled_order_reading_de	gdt538_neutral_phrase_de	explicit_action_roots	inherited_action_root	inherited_action_source_event_id	explicit_argument_roots	inherited_argument_root	inherited_argument_source_event_id	ellipsis_status	contextual_clause_de	exact_recipe_roundtrip	same_statement_inheritance_only	cross_statement_inheritance	guard
463	G515-E0509	G515-S064	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.72	chokeey	ORDERED_INSTRUCTION_CARD	OK+EE+Y	OK+EE+Y	GDT516_CONTEXT_REPLAY	NO	setzen → [Grad II] → Posten.	NOT_IN_GDT538_159	OK	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Trage den laufenden Eintrag ein; auf Grad II.	OK+EE+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
464	G515-E0510	G515-S064	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.72	chekey	ORDERED_INSTRUCTION_CARD	CH+K+E+Y	CH+K+E+Y	GDT516_CONTEXT_REPLAY	NO	nehmen → geben → [Grad I] → Posten.	NOT_IN_GDT538_159	CH|K	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	CH+K+E+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
465	G515-E0511	G515-S064	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.72	chey	COORDINATE_OR_CATALOGUE_CARD	Y	Y	GDT516_CONTEXT_REPLAY	NO	Posten.	NOT_IN_GDT538_159	NONE	K	G515-E0510	Y	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz ordne den laufenden Eintrag zu.	Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
466	G515-E0512	G515-S064	4	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.73	ysheeod	ORDERED_INSTRUCTION_CARD	Y+SH+EE+O+D_ADDR	Y+SH+EE+O+D_ADDR	GDT538_FINAL_SURFACE	NO	Posten → halten → [Grad II] → [Ausführung] → [hier: D-Adresse].	Den Posten halten; auf Grad II; zur Ausführung; hier.	SH	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Halte den laufenden Eintrag fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	Y+SH+EE+O+D_ADDR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
467	G515-E0513	G515-S064	5	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.73	qoteeod	ITINERARY_OR_ADDRESS_CARD	OT+EE+O+D_ADDR	OT+EE+O+D_ADDR	GDT538_FINAL_SURFACE	NO	danach → [Grad II] → [Ausführung] → [hier: D-Adresse].	Danach; auf Grad II; zur Ausführung; hier.	NONE	SH	G515-E0512	NONE	Y	G515-E0512	INHERITED_ACTION_AND_ARGUMENT	Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	OT+EE+O+D_ADDR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
468	G515-E0514	G515-S064	6	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.73	qotol	ITINERARY_OR_ADDRESS_CARD	OT+OL	OT+OL	GDT516_CONTEXT_REPLAY	NO	danach → fortsetzen.	NOT_IN_GDT538_159	NONE	SH	G515-E0512	NONE	Y	G515-E0512	INHERITED_ACTION_AND_ARGUMENT	Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; führe fort.	OT+OL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
469	G515-E0515	G515-S064	7	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.73	qoky	ORDERED_INSTRUCTION_CARD	OK+Y	OK+Y	GDT516_CONTEXT_REPLAY	NO	setzen → Posten.	NOT_IN_GDT538_159	OK	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Trage den laufenden Eintrag ein.	OK+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
470	G515-E0516	G515-S064	8	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.73	chckhedy	ORDERED_INSTRUCTION_CARD	CH+CH+K+E+DY	CH+CH+K+E+DY	GDT538_FINAL_SURFACE	NO	nehmen → nehmen → geben → [Grad I] → [Schluss].	Nehmen, erneut nehmen und geben; auf Grad I; abschließen.	CH|CH|K	NONE	NONE	NONE	Y	G515-E0515	INHERITED_ARGUMENT_ONLY	Entnimm den laufenden Eintrag [wie zuvor], entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I; schließe den Schritt.	CH+CH+K+E+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
471	G515-E0517	G515-S065	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.73	shey	ORDERED_INSTRUCTION_CARD	SH+E+Y	SH+E+Y	GDT516_CONTEXT_REPLAY	NO	halten → [Grad I] → Posten.	NOT_IN_GDT538_159	SH	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Halte den laufenden Eintrag fest; auf Grad I.	SH+E+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
472	G515-E0518	G515-S065	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.73	dcheol	ORDERED_INSTRUCTION_CARD	D_ADDR+CH+E+O+L	D_ADDR+CH+E+O+L	GDT538_FINAL_SURFACE	NO	[hier: D-Adresse] → nehmen → [Grad I] → [Ausführung] → Verbindung.	Hier; nehmen; auf Grad I; zur Ausführung; über die Verbindung.	CH	NONE	NONE	NONE	Y	G515-E0517	INHERITED_ARGUMENT_ONLY	Entnimm den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	D_ADDR+CH+E+O+L	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
473	G515-E0519	G515-S065	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.73	cheky	ORDERED_INSTRUCTION_CARD	CH+K+E+Y	CH+K+E+Y	GDT516_CONTEXT_REPLAY	NO	nehmen → geben → [Grad I] → Posten.	NOT_IN_GDT538_159	CH|K	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	CH+K+E+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
474	G515-E0520	G515-S065	4	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.73	cheo	ORDERED_INSTRUCTION_CARD	CH+E+O	CH+E+O	GDT516_CONTEXT_REPLAY	NO	nehmen → [Grad I] → [Ausführung].	NOT_IN_GDT538_159	CH	NONE	NONE	NONE	Y	G515-E0519	INHERITED_ARGUMENT_ONLY	Entnimm den laufenden Eintrag [wie zuvor]; auf Grad I und zur Ausführung.	CH+E+O	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
475	G515-E0521	G515-S065	5	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.73	dor	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+OR	D_ADDR+OR	GDT516_CONTEXT_REPLAY	NO	[hier: D-Adresse] → Einheit.	NOT_IN_GDT538_159	NONE	CH	G515-E0520	OR	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz entnimm die Eintragseinheit; an der bezeichneten Stelle.	D_ADDR+OR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
476	G515-E0522	G515-S065	6	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.74	ydaiin	COORDINATE_OR_CATALOGUE_CARD	Y+D_ADDR+AIIN	Y+D_ADDR+AIIN	GDT516_CONTEXT_REPLAY	NO	Posten → [hier: D-Adresse] → Wert.	NOT_IN_GDT538_159	NONE	CH	G515-E0520	Y|AIIN	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz entnimm den laufenden Eintrag und den Kennwert; an der bezeichneten Stelle.	Y+D_ADDR+AIIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
477	G515-E0523	G515-S065	7	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.74	shedy	ORDERED_INSTRUCTION_CARD	SH+E+DY	SH+E+DY	GDT516_CONTEXT_REPLAY	NO	halten → [Grad I] → [Schluss].	NOT_IN_GDT538_159	SH	NONE	NONE	NONE	AIIN	G515-E0522	INHERITED_ARGUMENT_ONLY	Halte den Kennwert [wie zuvor] fest; auf Grad I; schließe den Schritt.	SH+E+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
478	G515-E0524	G515-S066	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.74	otchedy	ORDERED_INSTRUCTION_CARD	OT+CHD+DY	OT+CHD+DY	GDT516_CONTEXT_REPLAY	NO	danach → bearbeiten → [Schluss].	NOT_IN_GDT538_159	CHD	NONE	NONE	NONE	NONE	NONE	NO_INHERITANCE	Danach: bearbeite; schließe den Schritt.	OT+CHD+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
479	G515-E0525	G515-S067	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.74	oteochey	ORDERED_INSTRUCTION_CARD	OT+E+O+CH+E+Y	OT+E+O+CH+E+Y	GDT538_FINAL_SURFACE	NO	danach → [Grad I] → [Ausführung] → nehmen → [Grad I] → Posten.	Danach; auf Grad I; zur Ausführung; den Posten nehmen; erneut auf Grad I.	CH	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Danach: entnimm den laufenden Eintrag; auf Grad I [außen], zur Ausführung und auf Grad I [innen].	OT+E+O+CH+E+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
480	G515-E0526	G515-S067	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.74	tolchedy	ORDERED_INSTRUCTION_CARD	T+OL+CHD+DY	T+OL+CHD+DY	GDT538_FINAL_SURFACE	NO	einstellen → fortsetzen → bearbeiten → [Schluss].	Einstellen und bearbeiten; fortsetzen; abschließen.	T|CHD	NONE	NONE	NONE	Y	G515-E0525	INHERITED_ARGUMENT_ONLY	Lege den laufenden Eintrag [wie zuvor] fest und bearbeite den laufenden Eintrag [wie zuvor]; führe fort; schließe den Schritt.	T+OL+CHD+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
481	G515-E0527	G515-S068	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.74	lsheody	ORDERED_INSTRUCTION_CARD	L+SH+E+O+D_ADDR+Y	L+SH+E+O+D_ADDR+Y	GDT538_FINAL_SURFACE	NO	Verbindung → halten → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten.	Über die Verbindung; den Posten halten; auf Grad I; zur Ausführung; hier.	SH	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Halte den laufenden Eintrag fest; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	L+SH+E+O+D_ADDR+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
482	G515-E0528	G515-S068	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.74	qoky	ORDERED_INSTRUCTION_CARD	OK+Y	OK+Y	GDT516_CONTEXT_REPLAY	NO	setzen → Posten.	NOT_IN_GDT538_159	OK	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Trage den laufenden Eintrag ein.	OK+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
483	G515-E0529	G515-S068	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.74	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	AIIN	GDT516_CONTEXT_REPLAY	NO	Wert.	NOT_IN_GDT538_159	NONE	OK	G515-E0528	AIIN	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz trage den Kennwert ein.	AIIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
484	G515-E0530	G515-S068	4	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.74	otam	ITINERARY_OR_ADDRESS_CARD	OT+AM_ADDR	OT+AM_ADDR	GDT516_CONTEXT_REPLAY	NO	danach → [hier: AM-Adresse].	NOT_IN_GDT538_159	NONE	OK	G515-E0528	NONE	AIIN	G515-E0529	INHERITED_ACTION_AND_ARGUMENT	Danach: im laufenden Satz trage den Kennwert [wie zuvor] ein; an der bezeichneten Stelle.	OT+AM_ADDR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
485	G515-E0531	G515-S068	5	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.75	tcheo	ORDERED_INSTRUCTION_CARD	T+CH+E+O	T+CH+E+O	GDT538_FINAL_SURFACE	NO	einstellen → nehmen → [Grad I] → [Ausführung].	Einstellen und nehmen; auf Grad I; zur Ausführung.	T|CH	NONE	NONE	NONE	AIIN	G515-E0529	INHERITED_ARGUMENT_ONLY	Lege den Kennwert [wie zuvor] fest und entnimm den Kennwert [wie zuvor]; auf Grad I und zur Ausführung.	T+CH+E+O	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
486	G515-E0532	G515-S068	6	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.75	sheor	ORDERED_INSTRUCTION_CARD	SH+E+OR	SH+E+OR	GDT516_CONTEXT_REPLAY	NO	halten → [Grad I] → Einheit.	NOT_IN_GDT538_159	SH	NONE	NONE	OR	NONE	NONE	NO_INHERITANCE	Halte die Eintragseinheit fest; auf Grad I.	SH+E+OR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
487	G515-E0533	G515-S068	7	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.75	oteody	ITINERARY_OR_ADDRESS_CARD	OT+E+O+Y	OT+E+O+Y	GDT516_CONTEXT_REPLAY	NO	danach → [Grad I] → [Ausführung] → Posten.	NOT_IN_GDT538_159	NONE	SH	G515-E0532	Y	NONE	NONE	INHERITED_ACTION_ONLY	Danach: im laufenden Satz halte den laufenden Eintrag fest; auf Grad I und zur Ausführung.	OT+E+O+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
488	G515-E0534	G515-S068	8	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.75	lpchees	ORDERED_INSTRUCTION_CARD	L+P+CH+EE+S	L+P+CH+EE+S	GDT538_FINAL_SURFACE	NO	Verbindung → einsetzen → nehmen → [Grad II] → wählen.	Über die Verbindung; einsetzen, nehmen und wählen; auf Grad II.	P|CH|S	NONE	NONE	NONE	Y	G515-E0533	INHERITED_ARGUMENT_ONLY	Setze den laufenden Eintrag [wie zuvor] ein, entnimm den laufenden Eintrag [wie zuvor] und wähle den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad II.	L+P+CH+EE+S	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
489	G515-E0535	G515-S068	9	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.75	ol	ITINERARY_OR_ADDRESS_CARD	OL	OL	GDT516_CONTEXT_REPLAY	NO	fortsetzen.	NOT_IN_GDT538_159	NONE	S	G515-E0534	NONE	Y	G515-E0533	INHERITED_ACTION_AND_ARGUMENT	Im laufenden Satz wähle den laufenden Eintrag [wie zuvor]; führe fort.	OL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
490	G515-E0536	G515-S068	10	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.75	ar	COORDINATE_OR_CATALOGUE_CARD	AR	AR	GDT516_CONTEXT_REPLAY	NO	Ausgang.	NOT_IN_GDT538_159	NONE	S	G515-E0534	NONE	Y	G515-E0533	INHERITED_ACTION_AND_ARGUMENT	Im laufenden Satz wähle den laufenden Eintrag [wie zuvor]; von der Ausgangszeile.	AR	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
491	G515-E0537	G515-S068	11	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.75	alkey	ORDERED_INSTRUCTION_CARD	AL+K+E+Y	AL+K+E+Y	GDT538_FINAL_SURFACE	NO	Zielort → geben → [Grad I] → Posten.	Am Zielort; den Posten geben; auf Grad I.	K	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Ordne den laufenden Eintrag zu; zur Zielspalte; auf Grad I.	AL+K+E+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
492	G515-E0538	G515-S068	12	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.75	otey	ITINERARY_OR_ADDRESS_CARD	OT+E+Y	OT+E+Y	GDT516_CONTEXT_REPLAY	NO	danach → [Grad I] → Posten.	NOT_IN_GDT538_159	NONE	K	G515-E0537	Y	NONE	NONE	INHERITED_ACTION_ONLY	Danach: im laufenden Satz ordne den laufenden Eintrag zu; auf Grad I.	OT+E+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
493	G515-E0539	G515-S068	13	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.75	ltsholy	ORDERED_INSTRUCTION_CARD	L+T+SH+OL+Y	L+T+SH+OL+Y	GDT538_FINAL_SURFACE	NO	Verbindung → einstellen → halten → fortsetzen → Posten.	Über die Verbindung; den Posten einstellen und halten; fortsetzen.	T|SH	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Lege den laufenden Eintrag fest und halte den laufenden Eintrag fest; über die Eintragsverbindung; führe fort.	L+T+SH+OL+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
494	G515-E0540	G515-S068	14	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.75	shecthy	ORDERED_INSTRUCTION_CARD	SH+E+CH+T+Y	SH+E+CH+T+Y	GDT516_CONTEXT_REPLAY	NO	halten → [Grad I] → nehmen → einstellen → Posten.	NOT_IN_GDT538_159	SH|CH|T	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I.	SH+E+CH+T+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
495	G515-E0541	G515-S068	15	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.75	r	ORDERED_INSTRUCTION_CARD	R	R	GDT516_CONTEXT_REPLAY	NO	markieren.	NOT_IN_GDT538_159	R	NONE	NONE	NONE	Y	G515-E0540	INHERITED_ARGUMENT_ONLY	Kennzeichne den laufenden Eintrag [wie zuvor].	R	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
496	G515-E0542	G515-S068	16	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.75	ol	ITINERARY_OR_ADDRESS_CARD	OL	OL	GDT516_CONTEXT_REPLAY	NO	fortsetzen.	NOT_IN_GDT538_159	NONE	R	G515-E0541	NONE	Y	G515-E0540	INHERITED_ACTION_AND_ARGUMENT	Im laufenden Satz kennzeichne den laufenden Eintrag [wie zuvor]; führe fort.	OL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
497	G515-E0543	G515-S068	17	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.76	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	AIIN	GDT516_CONTEXT_REPLAY	NO	Wert.	NOT_IN_GDT538_159	NONE	R	G515-E0541	AIIN	NONE	NONE	INHERITED_ACTION_ONLY	Im laufenden Satz kennzeichne den Kennwert.	AIIN	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
498	G515-E0544	G515-S068	18	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.76	sheol	ORDERED_INSTRUCTION_CARD	SH+E+OL	SH+E+OL	GDT516_CONTEXT_REPLAY	NO	halten → [Grad I] → fortsetzen.	NOT_IN_GDT538_159	SH	NONE	NONE	NONE	AIIN	G515-E0543	INHERITED_ARGUMENT_ONLY	Halte den Kennwert [wie zuvor] fest; auf Grad I; führe fort.	SH+E+OL	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
499	G515-E0545	G515-S068	19	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.76	qocthedy	ORDERED_INSTRUCTION_CARD	CARRIER_Q+O+CH+T+E+Y	CARRIER_Q+O+CH+T+E+Y	GDT538_FINAL_SURFACE	NO	[Beginnmarker] → [Ausführung] → nehmen → einstellen → [Grad I] → Posten.	Mit Beginnmarker; zur Ausführung; den Posten nehmen und einstellen; auf Grad I.	CH|T	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; mit Beginnmarker, zur Ausführung und auf Grad I.	CARRIER_Q+O+CH+T+E+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
500	G515-E0546	G515-S068	20	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.76	qokedy	ORDERED_INSTRUCTION_CARD	OK+E+DY	OK+E+DY	GDT516_CONTEXT_REPLAY	NO	setzen → [Grad I] → [Schluss].	NOT_IN_GDT538_159	OK	NONE	NONE	NONE	Y	G515-E0545	INHERITED_ARGUMENT_ONLY	Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	OK+E+DY	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
501	G515-E0547	G515-S069	1	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.76	lchey	COORDINATE_OR_CATALOGUE_CARD	L+Y	L+Y	GDT516_CONTEXT_REPLAY	NO	Verbindung → Posten.	NOT_IN_GDT538_159	NONE	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Bezug: den laufenden Eintrag; über die Eintragsverbindung.	L+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
502	G515-E0548	G515-S069	2	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.76	qokaly	ORDERED_INSTRUCTION_CARD	OK+AL+Y	OK+AL+Y	GDT516_CONTEXT_REPLAY	NO	setzen → Zielort → Posten.	NOT_IN_GDT538_159	OK	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Trage den laufenden Eintrag ein; zur Zielspalte.	OK+AL+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
503	G515-E0549	G515-S069	3	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_05	sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer	f66r.76	shcthy	ORDERED_INSTRUCTION_CARD	SH+CH+T+Y	SH+CH+T+Y	GDT516_CONTEXT_REPLAY	NO	halten → nehmen → einstellen → Posten.	NOT_IN_GDT538_159	SH|CH|T	NONE	NONE	Y	NONE	NONE	NO_INHERITANCE	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest.	SH+CH+T+Y	YES	NO	CONTEXTUAL_EDITORIAL_READING__NO_RECIPE_OR_ROOT_RETUNING
