global_running_ordinal	global_running_event_id	source_layer	source_event_id	source_replay_event_id	physical_page	source_panel	register	locus	source_order	source_statement_id	owner_de	surface	component_recipe	literal_core_reading_de	surface_status	admission_color
3629	G407-E3629	ORIGINAL22_RUNNING	P912-E1578	G399-E3119	f83r	f83r	BIOLOGICAL	f83r.19	3740	P1009-S543	Variantenatlas lokaler Becken und Anwendungen	shey	SH+E+Y	HALTEN · GRAD I · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3630	G407-E3630	ORIGINAL22_RUNNING	P912-E1579	G399-E3120	f83r	f83r	BIOLOGICAL	f83r.19	3741	P1009-S543	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	VERBINDUNG · UMSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3631	G407-E3631	ORIGINAL22_RUNNING	P912-E1580	G399-E3121	f83r	f83r	BIOLOGICAL	f83r.20	3742	P1009-S544	Variantenatlas lokaler Becken und Anwendungen	solkeedy	OL+K+EE+D_ADDR+Y	FORTSETZEN · GEBEN · GRAD II · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3632	G407-E3632	ORIGINAL22_RUNNING	P912-E1581	G399-E3122	f83r	f83r	BIOLOGICAL	f83r.20	3743	P1009-S544	Variantenatlas lokaler Becken und Anwendungen	qoteedy	OT+EE+DY	DANACH · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3633	G407-E3633	ORIGINAL22_RUNNING	P912-E1582	G399-E3123	f83r	f83r	BIOLOGICAL	f83r.20	3744	P1009-S545	Variantenatlas lokaler Becken und Anwendungen	qokeey	OK+EE+Y	SETZEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3634	G407-E3634	ORIGINAL22_RUNNING	P912-E1583	G399-E3124	f83r	f83r	BIOLOGICAL	f83r.20	3745	P1009-S545	Variantenatlas lokaler Becken und Anwendungen	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3635	G407-E3635	ORIGINAL22_RUNNING	P912-E1584	G399-E3125	f83r	f83r	BIOLOGICAL	f83r.20	3746	P1009-S546	Variantenatlas lokaler Becken und Anwendungen	sol	OL	FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3636	G407-E3636	ORIGINAL22_RUNNING	P912-E1585	G399-E3126	f83r	f83r	BIOLOGICAL	f83r.20	3747	P1009-S546	Variantenatlas lokaler Becken und Anwendungen	cheeety	EEE+T+Y	GRAD III · EINSTELLEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3637	G407-E3637	ORIGINAL22_RUNNING	P912-E1586	G399-E3127	f83r	f83r	BIOLOGICAL	f83r.20	3748	P1009-S546	Variantenatlas lokaler Becken und Anwendungen	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3638	G407-E3638	ORIGINAL22_RUNNING	P912-E1587	G399-E3128	f83r	f83r	BIOLOGICAL	f83r.20	3749	P1009-S547	Variantenatlas lokaler Becken und Anwendungen	qoky	OK+Y	SETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3639	G407-E3639	ORIGINAL22_RUNNING	P912-E1588	G399-E3129	f83r	f83r	BIOLOGICAL	f83r.20	3750	P1009-S547	Variantenatlas lokaler Becken und Anwendungen	saiin	S+AIIN	WÄHLEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3640	G407-E3640	ORIGINAL22_RUNNING	P912-E1589	G399-E3130	f83r	f83r	BIOLOGICAL	f83r.21	3751	P1009-S547	Variantenatlas lokaler Becken und Anwendungen	solkeedy	OL+K+EE+D_ADDR+Y	FORTSETZEN · GEBEN · GRAD II · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3641	G407-E3641	ORIGINAL22_RUNNING	P912-E1590	G399-E3131	f83r	f83r	BIOLOGICAL	f83r.21	3752	P1009-S547	Variantenatlas lokaler Becken und Anwendungen	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3642	G407-E3642	ORIGINAL22_RUNNING	P912-E1591	G399-E3132	f83r	f83r	BIOLOGICAL	f83r.21	3753	P1009-S548	Variantenatlas lokaler Becken und Anwendungen	otedy	OT+E+DY	DANACH · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3643	G407-E3643	ORIGINAL22_RUNNING	P912-E1592	G399-E3133	f83r	f83r	BIOLOGICAL	f83r.21	3754	P1009-S549	Variantenatlas lokaler Becken und Anwendungen	sol	OL	FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3644	G407-E3644	ORIGINAL22_RUNNING	P912-E1593	G399-E3134	f83r	f83r	BIOLOGICAL	f83r.21	3755	P1009-S549	Variantenatlas lokaler Becken und Anwendungen	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3645	G407-E3645	ORIGINAL22_RUNNING	P912-E1594	G399-E3135	f83r	f83r	BIOLOGICAL	f83r.21	3756	P1009-S549	Variantenatlas lokaler Becken und Anwendungen	lkedy	L+K+E+DY	VERBINDUNG · GEBEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3646	G407-E3646	ORIGINAL22_RUNNING	P912-E1595	G399-E3136	f83r	f83r	BIOLOGICAL	f83r.21	3757	P1009-S550	Variantenatlas lokaler Becken und Anwendungen	qokchedy	OK+CHD+Y	SETZEN · UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3647	G407-E3647	ORIGINAL22_RUNNING	P912-E1596	G399-E3137	f83r	f83r	BIOLOGICAL	f83r.21	3758	P1009-S550	Variantenatlas lokaler Becken und Anwendungen	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3648	G407-E3648	ORIGINAL22_RUNNING	P912-E1597	G399-E3138	f83r	f83r	BIOLOGICAL	f83r.21	3759	P1009-S551	Variantenatlas lokaler Becken und Anwendungen	chckhdy	CH+CH+K+D_ADDR+Y	NEHMEN · NEHMEN · GEBEN · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3649	G407-E3649	ORIGINAL22_RUNNING	P912-E1598	G399-E3139	f83r	f83r	BIOLOGICAL	f83r.21	3760	P1009-S551	Variantenatlas lokaler Becken und Anwendungen	sar	S+AR	WÄHLEN · AUSGANG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3650	G407-E3650	ORIGINAL22_RUNNING	P912-E1599	G399-E3140	f83r	f83r	BIOLOGICAL	f83r.22	3761	P1009-S551	Variantenatlas lokaler Becken und Anwendungen	schedair	CHD+AIR	UMSETZEN · LAUF	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3651	G407-E3651	ORIGINAL22_RUNNING	P912-E1600	G399-E3141	f83r	f83r	BIOLOGICAL	f83r.22	3762	P1009-S551	Variantenatlas lokaler Becken und Anwendungen	otchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3652	G407-E3652	ORIGINAL22_RUNNING	P912-E1601	G399-E3142	f83r	f83r	BIOLOGICAL	f83r.22	3763	P1009-S552	Variantenatlas lokaler Becken und Anwendungen	qokeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3653	G407-E3653	ORIGINAL22_RUNNING	P912-E1602	G399-E3143	f83r	f83r	BIOLOGICAL	f83r.22	3764	P1009-S553	Variantenatlas lokaler Becken und Anwendungen	chedain	CHD+AIN	UMSETZEN · ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3654	G407-E3654	ORIGINAL22_RUNNING	P912-E1603	G399-E3144	f83r	f83r	BIOLOGICAL	f83r.22	3765	P1009-S553	Variantenatlas lokaler Becken und Anwendungen	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3655	G407-E3655	ORIGINAL22_RUNNING	P912-E1604	G399-E3145	f83r	f83r	BIOLOGICAL	f83r.22	3766	P1009-S553	Variantenatlas lokaler Becken und Anwendungen	qotedaiin	OT+E+AIIN	DANACH · GRAD I · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3656	G407-E3656	ORIGINAL22_RUNNING	P912-E1605	G399-E3146	f83r	f83r	BIOLOGICAL	f83r.22	3767	P1009-S553	Variantenatlas lokaler Becken und Anwendungen	otaiin	OT+AIIN	DANACH · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3657	G407-E3657	ORIGINAL22_RUNNING	P912-E1606	G399-E3147	f83r	f83r	BIOLOGICAL	f83r.22	3768	P1009-S553	Variantenatlas lokaler Becken und Anwendungen	otedy	OT+E+DY	DANACH · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3658	G407-E3658	ORIGINAL22_RUNNING	P912-E1607	G399-E3148	f83r	f83r	BIOLOGICAL	f83r.22	3769	P1009-S554	Variantenatlas lokaler Becken und Anwendungen	ldy	L+DY	VERBINDUNG · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3659	G407-E3659	ORIGINAL22_RUNNING	P912-E1608	G399-E3149	f83r	f83r	BIOLOGICAL	f83r.23	3770	P1009-S555	Variantenatlas lokaler Becken und Anwendungen	tchedy	T+CHD+Y	EINSTELLEN · UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3660	G407-E3660	ORIGINAL22_RUNNING	P912-E1609	G399-E3150	f83r	f83r	BIOLOGICAL	f83r.23	3771	P1009-S555	Variantenatlas lokaler Becken und Anwendungen	qotedy	OT+E+DY	DANACH · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3661	G407-E3661	ORIGINAL22_RUNNING	P912-E1610	G399-E3151	f83r	f83r	BIOLOGICAL	f83r.23	3772	P1009-S556	Variantenatlas lokaler Becken und Anwendungen	qokal	OK+AL	SETZEN · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3662	G407-E3662	ORIGINAL22_RUNNING	P912-E1611	G399-E3152	f83r	f83r	BIOLOGICAL	f83r.23	3773	P1009-S556	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3663	G407-E3663	ORIGINAL22_RUNNING	P912-E1612	G399-E3153	f83r	f83r	BIOLOGICAL	f83r.23	3774	P1009-S557	Variantenatlas lokaler Becken und Anwendungen	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3664	G407-E3664	ORIGINAL22_RUNNING	P912-E1613	G399-E3154	f83r	f83r	BIOLOGICAL	f83r.23	3775	P1009-S558	Variantenatlas lokaler Becken und Anwendungen	shecthedy	SH+E+CH+T+E+D_ADDR+Y	HALTEN · GRAD I · NEHMEN · EINSTELLEN · GRAD I · HIER · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3665	G407-E3665	ORIGINAL22_RUNNING	P912-E1614	G399-E3155	f83r	f83r	BIOLOGICAL	f83r.23	3776	P1009-S558	Variantenatlas lokaler Becken und Anwendungen	shecthy	SH+E+CH+T+Y	HALTEN · GRAD I · NEHMEN · EINSTELLEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3666	G407-E3666	ORIGINAL22_RUNNING	P912-E1615	G399-E3156	f83r	f83r	BIOLOGICAL	f83r.23	3777	P1009-S558	Variantenatlas lokaler Becken und Anwendungen	otor	OT+OR	DANACH · EINHEIT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3667	G407-E3667	ORIGINAL22_RUNNING	P912-E1616	G399-E3157	f83r	f83r	BIOLOGICAL	f83r.23	3778	P1009-S558	Variantenatlas lokaler Becken und Anwendungen	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3668	G407-E3668	ORIGINAL22_RUNNING	P912-E1617	G399-E3158	f83r	f83r	BIOLOGICAL	f83r.24	3779	P1009-S558	Variantenatlas lokaler Becken und Anwendungen	soiiin	S+O+LOCAL_CHAR_I+IIN	WÄHLEN · AUSFÜHRUNG · VARIANTE · STUFE	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3669	G407-E3669	ORIGINAL22_RUNNING	P912-E1618	G399-E3159	f83r	f83r	BIOLOGICAL	f83r.24	3780	P1009-S558	Variantenatlas lokaler Becken und Anwendungen	checthy	CH+T+Y	NEHMEN · EINSTELLEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3670	G407-E3670	ORIGINAL22_RUNNING	P912-E1619	G399-E3160	f83r	f83r	BIOLOGICAL	f83r.24	3781	P1009-S558	Variantenatlas lokaler Becken und Anwendungen	chety	T+Y	EINSTELLEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3671	G407-E3671	ORIGINAL22_RUNNING	P912-E1620	G399-E3161	f83r	f83r	BIOLOGICAL	f83r.24	3782	P1009-S558	Variantenatlas lokaler Becken und Anwendungen	otaiin	OT+AIIN	DANACH · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3672	G407-E3672	ORIGINAL22_RUNNING	P912-E1621	G399-E3162	f83r	f83r	BIOLOGICAL	f83r.24	3783	P1009-S558	Variantenatlas lokaler Becken und Anwendungen	olsaly	OL+AL+Y	FORTSETZEN · ZIELORT · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3673	G407-E3673	ORIGINAL22_RUNNING	P912-E1622	G399-E3163	f83r	f83r	BIOLOGICAL	f83r.24	3784	P1009-S558	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3674	G407-E3674	ORIGINAL22_RUNNING	P912-E1623	G399-E3164	f83r	f83r	BIOLOGICAL	f83r.25	3785	P1009-S559	Variantenatlas lokaler Becken und Anwendungen	qokeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3675	G407-E3675	ORIGINAL22_RUNNING	P912-E1624	G399-E3165	f83r	f83r	BIOLOGICAL	f83r.25	3786	P1009-S560	Variantenatlas lokaler Becken und Anwendungen	qolchey	OL+Y	FORTSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3676	G407-E3676	ORIGINAL22_RUNNING	P912-E1625	G399-E3166	f83r	f83r	BIOLOGICAL	f83r.25	3787	P1009-S560	Variantenatlas lokaler Becken und Anwendungen	qokeey	OK+EE+Y	SETZEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3677	G407-E3677	ORIGINAL22_RUNNING	P912-E1626	G399-E3167	f83r	f83r	BIOLOGICAL	f83r.25	3788	P1009-S560	Variantenatlas lokaler Becken und Anwendungen	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3678	G407-E3678	ORIGINAL22_RUNNING	P912-E1627	G399-E3168	f83r	f83r	BIOLOGICAL	f83r.25	3789	P1009-S561	Variantenatlas lokaler Becken und Anwendungen	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3679	G407-E3679	ORIGINAL22_RUNNING	P912-E1628	G399-E3169	f83r	f83r	BIOLOGICAL	f83r.25	3790	P1009-S561	Variantenatlas lokaler Becken und Anwendungen	otal	OT+AL	DANACH · ZIELORT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3680	G407-E3680	ORIGINAL22_RUNNING	P912-E1629	G399-E3170	f83r	f83r	BIOLOGICAL	f83r.26	3791	P1009-S561	Variantenatlas lokaler Becken und Anwendungen	otchey	OT+Y	DANACH · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3681	G407-E3681	ORIGINAL22_RUNNING	P912-E1630	G399-E3171	f83r	f83r	BIOLOGICAL	f83r.26	3792	P1009-S561	Variantenatlas lokaler Becken und Anwendungen	qokeey	OK+EE+Y	SETZEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3682	G407-E3682	ORIGINAL22_RUNNING	P912-E1631	G399-E3172	f83r	f83r	BIOLOGICAL	f83r.26	3793	P1009-S561	Variantenatlas lokaler Becken und Anwendungen	qoky	OK+Y	SETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3683	G407-E3683	ORIGINAL22_RUNNING	P912-E1632	G399-E3173	f83r	f83r	BIOLOGICAL	f83r.26	3794	P1009-S561	Variantenatlas lokaler Becken und Anwendungen	tol	T+OL	EINSTELLEN · FORTSETZEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3684	G407-E3684	ORIGINAL22_RUNNING	P912-E1633	G399-E3174	f83r	f83r	BIOLOGICAL	f83r.26	3795	P1009-S561	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3685	G407-E3685	ORIGINAL22_RUNNING	P912-E1634	G399-E3175	f83r	f83r	BIOLOGICAL	f83r.26	3796	P1009-S562	Variantenatlas lokaler Becken und Anwendungen	qokylddy	OK+Y+L+D_ADDR+DY	SETZEN · AKTIVER POSTEN · VERBINDUNG · HIER · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3686	G407-E3686	ORIGINAL22_RUNNING	P912-E1635	G399-E3176	f83r	f83r	BIOLOGICAL	f83r.27	3797	P1009-S563	Variantenatlas lokaler Becken und Anwendungen	dain	AIN	ANTEIL	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3687	G407-E3687	ORIGINAL22_RUNNING	P912-E1636	G399-E3177	f83r	f83r	BIOLOGICAL	f83r.27	3798	P1009-S563	Variantenatlas lokaler Becken und Anwendungen	chedy	CHD+Y	UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3688	G407-E3688	ORIGINAL22_RUNNING	P912-E1637	G399-E3178	f83r	f83r	BIOLOGICAL	f83r.27	3799	P1009-S563	Variantenatlas lokaler Becken und Anwendungen	qokeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3689	G407-E3689	ORIGINAL22_RUNNING	P912-E1638	G399-E3179	f83r	f83r	BIOLOGICAL	f83r.27	3800	P1009-S564	Variantenatlas lokaler Becken und Anwendungen	shckhedy	SH+CH+K+E+DY	HALTEN · NEHMEN · GEBEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3690	G407-E3690	ORIGINAL22_RUNNING	P912-E1639	G399-E3180	f83r	f83r	BIOLOGICAL	f83r.27	3801	P1009-S565	Variantenatlas lokaler Becken und Anwendungen	shckhedy	SH+CH+K+E+DY	HALTEN · NEHMEN · GEBEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3691	G407-E3691	ORIGINAL22_RUNNING	P912-E1640	G399-E3181	f83r	f83r	BIOLOGICAL	f83r.28	3802	P1009-S566	Variantenatlas lokaler Becken und Anwendungen	saiin	S+AIIN	WÄHLEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3692	G407-E3692	ORIGINAL22_RUNNING	P912-E1641	G399-E3182	f83r	f83r	BIOLOGICAL	f83r.28	3803	P1009-S566	Variantenatlas lokaler Becken und Anwendungen	cheeky	CH+K+EE+Y	NEHMEN · GEBEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3693	G407-E3693	ORIGINAL22_RUNNING	P912-E1642	G399-E3183	f83r	f83r	BIOLOGICAL	f83r.28	3804	P1009-S566	Variantenatlas lokaler Becken und Anwendungen	sheey	SH+EE+Y	HALTEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3694	G407-E3694	ORIGINAL22_RUNNING	P912-E1643	G399-E3184	f83r	f83r	BIOLOGICAL	f83r.28	3805	P1009-S566	Variantenatlas lokaler Becken und Anwendungen	qokedy	OK+E+DY	SETZEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3695	G407-E3695	ORIGINAL22_RUNNING	P912-E1644	G399-E3185	f83r	f83r	BIOLOGICAL	f83r.28	3806	P1009-S567	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	HALTEN · GRAD I · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3696	G407-E3696	ORIGINAL22_RUNNING	P912-E1645	G399-E3186	f83r	f83r	BIOLOGICAL	f83r.28	3807	P1009-S568	Variantenatlas lokaler Becken und Anwendungen	oldy	OL+DY	FORTSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3697	G407-E3697	ORIGINAL22_RUNNING	P912-E1646	G399-E3187	f83r	f83r	BIOLOGICAL	f83r.29	3808	P1009-S569	Variantenatlas lokaler Becken und Anwendungen	salchedy	S+AL+CHD+Y	WÄHLEN · ZIELORT · UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3698	G407-E3698	ORIGINAL22_RUNNING	P912-E1647	G399-E3188	f83r	f83r	BIOLOGICAL	f83r.29	3809	P1009-S569	Variantenatlas lokaler Becken und Anwendungen	cheey	SH+EE+Y	HALTEN · GRAD II · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3699	G407-E3699	ORIGINAL22_RUNNING	P912-E1648	G399-E3189	f83r	f83r	BIOLOGICAL	f83r.29	3810	P1009-S569	Variantenatlas lokaler Becken und Anwendungen	qody	CARRIER_Q+O+DY	BEGINNMARKER · AUSFÜHRUNG · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3700	G407-E3700	ORIGINAL22_RUNNING	P912-E1649	G399-E3190	f83r	f83r	BIOLOGICAL	f83r.29	3811	P1009-S570	Variantenatlas lokaler Becken und Anwendungen	kesd	K+E+S_ADDR+D_ADDR	GEBEN · GRAD I · HIER · HIER	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3701	G407-E3701	ORIGINAL22_RUNNING	P912-E1650	G399-E3191	f83r	f83r	BIOLOGICAL	f83r.29	3812	P1009-S570	Variantenatlas lokaler Becken und Anwendungen	oldy	OL+DY	FORTSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3702	G407-E3702	ORIGINAL22_RUNNING	P912-E1651	G399-E3192	f83r	f83r	BIOLOGICAL	f83r.30	3813	P1009-S571	Variantenatlas lokaler Becken und Anwendungen	s	S	WÄHLEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3703	G407-E3703	ORIGINAL22_RUNNING	P912-E1652	G399-E3193	f83r	f83r	BIOLOGICAL	f83r.30	3814	P1009-S571	Variantenatlas lokaler Becken und Anwendungen	okeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3704	G407-E3704	ORIGINAL22_RUNNING	P912-E1653	G399-E3194	f83r	f83r	BIOLOGICAL	f83r.30	3815	P1009-S572	Variantenatlas lokaler Becken und Anwendungen	qokeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3705	G407-E3705	ORIGINAL22_RUNNING	P912-E1654	G399-E3195	f83r	f83r	BIOLOGICAL	f83r.30	3816	P1009-S573	Variantenatlas lokaler Becken und Anwendungen	qoky	OK+Y	SETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3706	G407-E3706	ORIGINAL22_RUNNING	P912-E1655	G399-E3196	f83r	f83r	BIOLOGICAL	f83r.30	3817	P1009-S573	Variantenatlas lokaler Becken und Anwendungen	saii	S+AIIN	WÄHLEN · WERT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3707	G407-E3707	ORIGINAL22_RUNNING	P912-E1656	G399-E3197	f83r	f83r	BIOLOGICAL	f83r.31	3818	P1009-S573	Variantenatlas lokaler Becken und Anwendungen	techedy	T+E+CHD+Y	EINSTELLEN · GRAD I · UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3708	G407-E3708	ORIGINAL22_RUNNING	P912-E1657	G399-E3198	f83r	f83r	BIOLOGICAL	f83r.31	3819	P1009-S573	Variantenatlas lokaler Becken und Anwendungen	qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3709	G407-E3709	ORIGINAL22_RUNNING	P912-E1658	G399-E3199	f83r	f83r	BIOLOGICAL	f83r.31	3820	P1009-S574	Variantenatlas lokaler Becken und Anwendungen	okeedy	OK+EE+DY	SETZEN · GRAD II · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3710	G407-E3710	ORIGINAL22_RUNNING	P912-E1659	G399-E3200	f83r	f83r	BIOLOGICAL	f83r.31	3821	P1009-S575	Variantenatlas lokaler Becken und Anwendungen	ldy	L+DY	VERBINDUNG · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3711	G407-E3711	ORIGINAL22_RUNNING	P912-E1660	G399-E3201	f83r	f83r	BIOLOGICAL	f83r.32	3822	P1009-S576	Variantenatlas lokaler Becken und Anwendungen	cheol	CH+E+O+L	NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3712	G407-E3712	ORIGINAL22_RUNNING	P912-E1661	G399-E3202	f83r	f83r	BIOLOGICAL	f83r.32	3823	P1009-S576	Variantenatlas lokaler Becken und Anwendungen	qokchedy	OK+CHD+Y	SETZEN · UMSETZEN · AKTIVER POSTEN	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
3713	G407-E3713	ORIGINAL22_RUNNING	P912-E1662	G399-E3203	f83r	f83r	BIOLOGICAL	f83r.32	3824	P1009-S576	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	VERBINDUNG · UMSETZEN · SCHLUSS	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE
