global_attachment_ordinal	global_attachment_id	source_layer	source_factorized_id	source_attachment_id	physical_page	register	source_statement_id	global_statement_id	source_event_id	global_running_event_id	surface	focus_core	focus_value_de	focus_family	focus_atom_ordinal	selector_rule	attachment_geometry	selected_action_source_event_id	resolved_action_source_event_id	selected_action_global_event_id	selected_action_atom_ordinal	action_core	action_value_de	head_kind	r_topology	duplicate_mode	duplicate_role	lookahead_cards	owner_boundary_crossed	statement_boundary_crossed	factorized_result
4155	G407-A04155	ORIGINAL22_GDT402	G402-A03672	G399-A03672	f88r	PHARMA	P1009-S590	G407-S648	P912-E2368	G407-E3796	dorsheoy	Y	AKTIVER POSTEN	ARGUMENT	6	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2368	P912-E2368	G407-E3796	3	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4156	G407-A04156	ORIGINAL22_GDT402	G402-A03673	G399-A03673	f88r	PHARMA	P1009-S590	G407-S648	P912-E2369	G407-E3797	ctheol	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2369	P912-E2369	G407-E3797	2	T	EINSTELLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4157	G407-A04157	ORIGINAL22_GDT402	G402-A03674	G399-A03674	f88r	PHARMA	P1009-S590	G407-S648	P912-E2370	G407-E3798	qockhey	E	GRAD I	GRADE	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2370	P912-E2370	G407-E3798	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4158	G407-A04158	ORIGINAL22_GDT402	G402-A03675	G399-A03675	f88r	PHARMA	P1009-S590	G407-S648	P912-E2370	G407-E3798	qockhey	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2370	P912-E2370	G407-E3798	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4159	G407-A04159	ORIGINAL22_GDT402	G402-A03676	G399-A03676	f88r	PHARMA	P1009-S590	G407-S648	P912-E2371	G407-E3799	dory	OR	EINHEIT	ARGUMENT	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E2370	P912-E2370	G407-E3798	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4160	G407-A04160	ORIGINAL22_GDT402	G402-A03677	G399-A03677	f88r	PHARMA	P1009-S590	G407-S648	P912-E2371	G407-E3799	dory	Y	AKTIVER POSTEN	ARGUMENT	3	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E2370	P912-E2370	G407-E3798	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4161	G407-A04161	ORIGINAL22_GDT402	G402-A03678	G399-A03678	f88r	PHARMA	P1009-S590	G407-S648	P912-E2372	G407-E3800	sheor	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2372	P912-E2372	G407-E3800	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4162	G407-A04162	ORIGINAL22_GDT402	G402-A03679	G399-A03679	f88r	PHARMA	P1009-S590	G407-S648	P912-E2372	G407-E3800	sheor	OR	EINHEIT	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2372	P912-E2372	G407-E3800	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4163	G407-A04163	ORIGINAL22_GDT402	G402-A03680	G399-A03680	f88r	PHARMA	P1009-S590	G407-S648	P912-E2373	G407-E3801	sholfchor	OR	EINHEIT	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2373	P912-E2373	G407-E3801	4	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4164	G407-A04164	ORIGINAL22_GDT402	G402-A03681	G399-A03681	f88r	PHARMA	P1009-S590	G407-S648	P912-E2374	G407-E3802	dal	AL	ZIELORT	RELATION	1	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	P912-E2373	P912-E2373	G407-E3801	4	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4165	G407-A04165	ORIGINAL22_GDT402	G402-A03682	G399-A03682	f88r	PHARMA	P1009-S590	G407-S648	P912-E2376	G407-E3804	ral	AL	ZIELORT	RELATION	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E2376	P912-E2376	G407-E3804	1	R	MARKIEREN	R_ACTION_HEAD	R_POSITIONAL_HEAD	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4166	G407-A04166	ORIGINAL22_GDT402	G402-A03683	G399-A03683	f88r	PHARMA	P1009-S590	G407-S648	P912-E2377	G407-E3805	sheom	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2377	P912-E2377	G407-E3805	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4167	G407-A04167	ORIGINAL22_GDT402	G402-A03684	G399-A03684	f88r	PHARMA	P1009-S590	G407-S648	P912-E2378	G407-E3806	keol	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2378	P912-E2378	G407-E3806	1	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4168	G407-A04168	ORIGINAL22_GDT402	G402-A03685	G399-A03685	f88r	PHARMA	P1009-S590	G407-S648	P912-E2379	G407-E3807	chear	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2379	P912-E2379	G407-E3807	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4169	G407-A04169	ORIGINAL22_GDT402	G402-A03686	G399-A03686	f88r	PHARMA	P1009-S590	G407-S648	P912-E2379	G407-E3807	chear	AR	AUSGANG	RELATION	3	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E2379	P912-E2379	G407-E3807	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4170	G407-A04170	ORIGINAL22_GDT402	G402-A03687	G399-A03687	f88r	PHARMA	P1009-S590	G407-S648	P912-E2380	G407-E3808	shekor	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2380	P912-E2380	G407-E3808	1	SH	HALTEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4171	G407-A04171	ORIGINAL22_GDT402	G402-A03688	G399-A03688	f88r	PHARMA	P1009-S590	G407-S648	P912-E2380	G407-E3808	shekor	OR	EINHEIT	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2380	P912-E2380	G407-E3808	3	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4172	G407-A04172	ORIGINAL22_GDT402	G402-A03689	G399-A03689	f88r	PHARMA	P1009-S590	G407-S648	P912-E2381	G407-E3809	qokor	OR	EINHEIT	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2381	P912-E2381	G407-E3809	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4173	G407-A04173	ORIGINAL22_GDT402	G402-A03690	G399-A03690	f88r	PHARMA	P1009-S590	G407-S648	P912-E2382	G407-E3810	daiin	AIIN	WERT	ARGUMENT	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E2381	P912-E2381	G407-E3809	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4174	G407-A04174	ORIGINAL22_GDT402	G402-A03691	G399-A03691	f88r	PHARMA	P1009-S590	G407-S648	P912-E2383	G407-E3811	sar	AR	AUSGANG	RELATION	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E2383	P912-E2383	G407-E3811	1	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4175	G407-A04175	ORIGINAL22_GDT402	G402-A03692	G399-A03692	f88r	PHARMA	P1009-S590	G407-S648	P912-E2385	G407-E3813	aiin	AIIN	WERT	ARGUMENT	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E2384	P912-E2384	G407-E3812	1	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4176	G407-A04176	ORIGINAL22_GDT402	G402-A03693	G399-A03693	f88r	PHARMA	P1009-S590	G407-S648	P912-E2386	G407-E3814	oky	Y	AKTIVER POSTEN	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2386	P912-E2386	G407-E3814	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4177	G407-A04177	ORIGINAL22_GDT402	G402-A03694	G399-A03694	f88r	PHARMA	P1009-S590	G407-S648	P912-E2388	G407-E3816	oain	AIN	ANTEIL	ARGUMENT	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E2387	P912-E2387	G407-E3815	1	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4178	G407-A04178	ORIGINAL22_GDT402	G402-A03695	G399-A03695	f88r	PHARMA	P1009-S590	G407-S648	P912-E2389	G407-E3817	or	OR	EINHEIT	ARGUMENT	1	INHERITED_ACTION_STACK	INHERITED_ACTION	P912-E2387	P912-E2387	G407-E3815	1	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4179	G407-A04179	ORIGINAL22_GDT402	G402-A03696	G399-A03696	f88r	PHARMA	P1009-S590	G407-S648	P912-E2392	G407-E3820	okeom	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2392	P912-E2392	G407-E3820	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4180	G407-A04180	ORIGINAL22_GDT402	G402-A03697	G399-A03697	f88r	PHARMA	P1009-S590	G407-S648	P912-E2393	G407-E3821	cheeor	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2393	P912-E2393	G407-E3821	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4181	G407-A04181	ORIGINAL22_GDT402	G402-A03698	G399-A03698	f88r	PHARMA	P1009-S590	G407-S648	P912-E2393	G407-E3821	cheeor	OR	EINHEIT	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2393	P912-E2393	G407-E3821	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4182	G407-A04182	ORIGINAL22_GDT402	G402-A03699	G399-A03699	f88r	PHARMA	P1009-S590	G407-S648	P912-E2394	G407-E3822	qokeody	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2394	P912-E2394	G407-E3822	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4183	G407-A04183	ORIGINAL22_GDT402	G402-A03700	G399-A03700	f88r	PHARMA	P1009-S590	G407-S648	P912-E2394	G407-E3822	qokeody	Y	AKTIVER POSTEN	ARGUMENT	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2394	P912-E2394	G407-E3822	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4184	G407-A04184	ORIGINAL22_GDT402	G402-A03701	G399-A03701	f88r	PHARMA	P1009-S590	G407-S648	P912-E2395	G407-E3823	dar	AR	AUSGANG	RELATION	2	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	P912-E2394	P912-E2394	G407-E3822	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4185	G407-A04185	ORIGINAL22_GDT402	G402-A03702	G399-A03702	f88r	PHARMA	P1009-S590	G407-S648	P912-E2396	G407-E3824	or	OR	EINHEIT	ARGUMENT	1	INHERITED_ACTION_STACK	INHERITED_ACTION	P912-E2394	P912-E2394	G407-E3822	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4186	G407-A04186	ORIGINAL22_GDT402	G402-A03703	G399-A03703	f88r	PHARMA	P1009-S590	G407-S648	P912-E2398	G407-E3826	cheody	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2398	P912-E2398	G407-E3826	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4187	G407-A04187	ORIGINAL22_GDT402	G402-A03704	G399-A03704	f88r	PHARMA	P1009-S590	G407-S648	P912-E2398	G407-E3826	cheody	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2398	P912-E2398	G407-E3826	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4188	G407-A04188	ORIGINAL22_GDT402	G402-A03705	G399-A03705	f88r	PHARMA	P1009-S590	G407-S648	P912-E2399	G407-E3827	qokeol	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2399	P912-E2399	G407-E3827	1	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4189	G407-A04189	ORIGINAL22_GDT402	G402-A03706	G399-A03706	f88r	PHARMA	P1009-S590	G407-S648	P912-E2400	G407-E3828	cheol	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2400	P912-E2400	G407-E3828	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4190	G407-A04190	ORIGINAL22_GDT402	G402-A03707	G399-A03707	f88r	PHARMA	P1009-S590	G407-S648	P912-E2400	G407-E3828	cheol	L	VERBINDUNG	RELATION	4	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E2400	P912-E2400	G407-E3828	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4191	G407-A04191	ORIGINAL22_GDT402	G402-A03708	G399-A03708	f88r	PHARMA	P1009-S590	G407-S648	P912-E2401	G407-E3829	saiin	AIIN	WERT	ARGUMENT	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2401	P912-E2401	G407-E3829	1	S	WÄHLEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4192	G407-A04192	ORIGINAL22_GDT402	G402-A03709	G399-A03709	f88r	PHARMA	P1009-S590	G407-S648	P912-E2402	G407-E3830	cheos	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2402	P912-E2402	G407-E3830	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4193	G407-A04193	ORIGINAL22_GDT402	G402-A03710	G399-A03710	f88r	PHARMA	P1009-S590	G407-S648	P912-E2403	G407-E3831	cheol	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2403	P912-E2403	G407-E3831	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4194	G407-A04194	ORIGINAL22_GDT402	G402-A03711	G399-A03711	f88r	PHARMA	P1009-S590	G407-S648	P912-E2403	G407-E3831	cheol	L	VERBINDUNG	RELATION	4	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	P912-E2403	P912-E2403	G407-E3831	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4195	G407-A04195	ORIGINAL22_GDT402	G402-A03712	G399-A03712	f88r	PHARMA	P1009-S590	G407-S648	P912-E2404	G407-E3832	doleeey	EEE	GRAD III	GRADE	3	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E2403	P912-E2403	G407-E3831	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4196	G407-A04196	ORIGINAL22_GDT402	G402-A03713	G399-A03713	f88r	PHARMA	P1009-S590	G407-S648	P912-E2404	G407-E3832	doleeey	Y	AKTIVER POSTEN	ARGUMENT	4	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E2403	P912-E2403	G407-E3831	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4197	G407-A04197	ORIGINAL22_GDT402	G402-A03714	G399-A03714	f88r	PHARMA	P1009-S590	G407-S648	P912-E2405	G407-E3833	or	OR	EINHEIT	ARGUMENT	1	INHERITED_ACTION_STACK	INHERITED_ACTION	P912-E2403	P912-E2403	G407-E3831	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4198	G407-A04198	ORIGINAL22_GDT402	G402-A03715	G399-A03715	f88r	PHARMA	P1009-S590	G407-S648	P912-E2406	G407-E3834	cheom	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2406	P912-E2406	G407-E3834	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4199	G407-A04199	ORIGINAL22_GDT402	G402-A03716	G399-A03716	f88r	PHARMA	P1009-S590	G407-S648	P912-E2407	G407-E3835	cheojam	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2407	P912-E2407	G407-E3835	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4200	G407-A04200	ORIGINAL22_GDT402	G402-A03717	G399-A03717	f88r	PHARMA	P1009-S590	G407-S648	P912-E2408	G407-E3836	yokeody	Y	AKTIVER POSTEN	ARGUMENT	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E2408	P912-E2408	G407-E3836	2	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4201	G407-A04201	ORIGINAL22_GDT402	G402-A03718	G399-A03718	f88r	PHARMA	P1009-S590	G407-S648	P912-E2408	G407-E3836	yokeody	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2408	P912-E2408	G407-E3836	2	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4202	G407-A04202	ORIGINAL22_GDT402	G402-A03719	G399-A03719	f88r	PHARMA	P1009-S590	G407-S648	P912-E2408	G407-E3836	yokeody	Y	AKTIVER POSTEN	ARGUMENT	6	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2408	P912-E2408	G407-E3836	2	OK	SETZEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4203	G407-A04203	ORIGINAL22_GDT402	G402-A03720	G399-A03720	f88r	PHARMA	P1009-S590	G407-S648	P912-E2409	G407-E3837	cheom	E	GRAD I	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2409	P912-E2409	G407-E3837	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4204	G407-A04204	ORIGINAL22_GDT402	G402-A03721	G399-A03721	f88r	PHARMA	P1009-S590	G407-S648	P912-E2410	G407-E3838	qoor	OR	EINHEIT	ARGUMENT	3	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E2409	P912-E2409	G407-E3837	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4205	G407-A04205	ORIGINAL22_GDT402	G402-A03722	G399-A03722	f88r	PHARMA	P1009-S590	G407-S648	P912-E2411	G407-E3839	cheeb	EE	GRAD II	GRADE	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2411	P912-E2411	G407-E3839	1	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4206	G407-A04206	ORIGINAL22_GDT402	G402-A03723	G399-A03723	f88r	PHARMA	P1009-S590	G407-S648	P912-E2412	G407-E3840	ykeor	Y	AKTIVER POSTEN	ARGUMENT	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E2412	P912-E2412	G407-E3840	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4207	G407-A04207	ORIGINAL22_GDT402	G402-A03724	G399-A03724	f88r	PHARMA	P1009-S590	G407-S648	P912-E2412	G407-E3840	ykeor	E	GRAD I	GRADE	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2412	P912-E2412	G407-E3840	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4208	G407-A04208	ORIGINAL22_GDT402	G402-A03725	G399-A03725	f88r	PHARMA	P1009-S590	G407-S648	P912-E2412	G407-E3840	ykeor	OR	EINHEIT	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2412	P912-E2412	G407-E3840	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4209	G407-A04209	ORIGINAL22_GDT402	G402-A03726	G399-A03726	f88r	PHARMA	P1009-S590	G407-S648	P912-E2413	G407-E3841	shy	Y	AKTIVER POSTEN	ARGUMENT	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	P912-E2412	P912-E2412	G407-E3840	2	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4210	G407-A04210	ORIGINAL22_GDT402	G402-A03727	G399-A03727	f88r	PHARMA	P1009-S591	G407-S649	P912-E2421	G407-E3843	koay	Y	AKTIVER POSTEN	ARGUMENT	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2421	P912-E2421	G407-E3843	1	K	GEBEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4211	G407-A04211	ORIGINAL22_GDT402	G402-A03728	G399-A03728	f88r	PHARMA	P1009-S591	G407-S649	P912-E2423	G407-E3845	orchor	OR	EINHEIT	ARGUMENT	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	P912-E2423	P912-E2423	G407-E3845	2	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
4212	G407-A04212	ORIGINAL22_GDT402	G402-A03729	G399-A03729	f88r	PHARMA	P1009-S591	G407-S649	P912-E2423	G407-E3845	orchor	OR	EINHEIT	ARGUMENT	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	P912-E2423	P912-E2423	G407-E3845	2	CH	NEHMEN	ORDINARY_ACTION_HEAD	NONE	SINGLE	SINGLE	0	NO	NO	PASS_FACTORIZED_SELECTOR_AND_HEAD
