event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	contextual_event_reading_de	statement_continuation	previous_semantic_segmentation	previous_stable_concrete_nucleus_de	previous_concrete_word_reading_de	previous_contextual_event_reading_de	paradigm_revision	revision_strength	component_completion_previous_segmentation	component_completion_previous_nucleus_de	component_completion_previous_gloss_de	component_completion_previous_context_de	component_completion_source	component_completion_strength	direction_previous_segmentation	direction_previous_nucleus_de	direction_previous_gloss_de	direction_previous_context_de	direction_revision_source	direction_revision_strength	quantity_previous_segmentation	quantity_previous_nucleus_de	quantity_previous_gloss_de	quantity_previous_context_de	quantity_revision_source	quantity_revision_strength	workshop_slots	state_endpoint_previous_segmentation	state_endpoint_previous_nucleus_de	state_endpoint_previous_gloss_de	state_endpoint_previous_context_de	state_endpoint_revision_family	state_endpoint_revision_strength	filtration_previous_segmentation	filtration_previous_nucleus_de	filtration_previous_gloss_de	filtration_previous_context_de	filtration_revision_family	filtration_revision_strength	application_previous_segmentation	application_previous_nucleus_de	application_previous_gloss_de	application_previous_context_de	application_revision_family	application_revision_strength	r3_previous_segmentation	r3_previous_nucleus_de	r3_previous_gloss_de	r3_previous_context_de	r3_revision_family	r3_revision_strength	r3_revision_note
314	E314	B3	f83r	f83r.24	F108	B3-S034	bc4f1f5c006c74a4d26d	shedy	SHED_REST+GRADE_1+DY_CLOSE	SHED=ruhen oder absetzen; E=kurz/default; Endkarte=Schluss	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	STATE_GRADE+CLOSE	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	SHED_STATE_GRID	SELECTED_STRONG_LEARNED_FAMILY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	SHED_REST+GRADE_1+DY_CLOSE	SHED=ruhen oder absetzen; E=kurz/default; Endkarte=Schluss	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
315	E315	B4	f83r	f83r.25	F109	B4-S001	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+STATE_GRADE+CLOSE	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED	OK+GRADE_2+DY_CLOSE	OK=einsetzen; EE=anhaltend; Endkarte=Schluss	länger einweichen; Schluss	Länger einweichen; Schluss	CONTACT_GRID	SELECTED_RECURRENT_GRID	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
316	E316	B4	f83r	f83r.25	F110	B4-S002	e2eb77ca9d9e1a8ba29a	qolchey	QOLCHEY_WORK_BASIN_WHOLE_CARD	QOLCHEY=Arbeitsbecken	Arbeitsbecken	Bereite das Arbeitsbecken vor	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	TARGET					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	qolchey=Gefäß füllen	Gefäß füllen	Gefäß füllen	Fülle danach das Gefäß	CONTAINER_DECK	SELECTED_SINGLETON_WHOLE_CARD	B4 holds and briefly wets the current item at this arch-linked owner.
317	E317	B4	f83r	f83r.25	F110	B4-S002	0275fbf14e07935b0a45	qokeey	OK+GRADE_2+Y_REFERENT	OK=ansetzen; EE=länger; Y=laufender Posten	länger halten	Länger halten	CONTINUES_ACROSS_LINE	ok=geben + eey=warm	geben + warm	Wärme geben	Die Charge für den vorgesehenen Gebrauch temperieren	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+EE+Y	E-Grad=SUSTAINED_CONTACT; Zustand=OPEN_ACTIVE	aktiven Ansatz anhaltend in Kontakt halten	Aktiven Ansatz anhaltend in Kontakt halten	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION+STATE_GRADE	OK+E_GRADE_2+Y_REFERENT	OK=in Arbeit setzen; EE=anhaltender Kontakt; Y=laufender Posten	den laufenden Posten anhaltend in Kontakt halten	Den laufenden Posten anhaltend in Kontakt halten	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED	OK+GRADE_2+Y_CURRENT_ITEM	OK=einsetzen; EE=anhaltend; Y=aktueller Posten	den laufenden Posten länger einwirken lassen	Den laufenden Posten länger einwirken lassen	CONTACT_GRID	SELECTED_RECURRENT_GRID	OK+GRADE_2+Y_REFERENT	OK=ansetzen; EE=länger; Y=laufender Posten	länger halten	Länger halten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
318	E318	B4	f83r	f83r.25	F110	B4-S002	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	OK=einsetzen; E=kurz; Endkarte=Schluss	kurz benetzen; Schluss	Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE	OK+E+DY	E-Grad=BRIEF_DIRECT_CONTACT; Zustand=CLOSED	kurz spülen oder benetzen und den Schritt abschließen	Kurz spülen oder benetzen und den Schritt abschließen	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+GRADE_1+DY_CLOSE	OK=einsetzen; E=kurz; Endkarte=Schluss	kurz benetzen; Schluss	Kurz benetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
319	E319	B4	f83r	f83r.25	F111	B4-S003	6f7ff8287eddf4da9fdb	chedy	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CHED_PARADIGM	HIGH_STRUCTURE__MEDIUM_MEANING	CHD+Y / CHED+Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; Y=laufender Ansatz	Ansatz umsetzen oder durcharbeiten	Ansatz umsetzen oder durcharbeiten	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
320	E320	B4	f83r	f83r.25	F111	B4-S003	90bcf0a9ec0ef56399e6	otal	OT_NEXT+AL_SITE	OT=danach; AL=Stelle	danach zur Stelle	Danach zur Stelle	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ot=danach + al=Stelle	danach + Stelle	danach zur Ablaufstelle	Zum unteren Ablauf hin	DIRECTION_WORKSHOP	SELECTED_RECURRENT_COMPOSITION					UNCHANGED	UNCHANGED	TARGET					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OT+AL_TARGET	OT=danach; AL=Zielstelle	danach zur Zielstelle	Danach zur Zielstelle	AL_SITE	SELECTED_RECURRENT_COMPOSITION	OT_NEXT+AL_SITE	OT=danach; AL=Stelle	danach zur Stelle	Danach zur Stelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE
321	E321	B4	f83r	f83r.26	F112	B4-S003	faf321940aed922846a9	otchey	OT+CHEY[wrapped Y_REFERENT]	OT=nächster; CHEY=Postenverweis	den nächsten Posten wählen	Den nächsten Posten wählen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	otchey=Teil auswählen	Teil auswählen	Teil auswählen	Einen recordlokalen Anteil auswählen	RECURRENT_COMPOSITION	SELECTED_RECURRENT_COMPOSITION					UNCHANGED	UNCHANGED	OWNER_ITEM					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OT+CHEY[wrapped Y_REFERENT]	OT=nächster; CHEY=Postenverweis	den nächsten Posten wählen	Den nächsten Posten wählen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
322	E322	B4	f83r	f83r.26	F112	B4-S003	0275fbf14e07935b0a45	qokeey	OK+GRADE_2+Y_REFERENT	OK=ansetzen; EE=länger; Y=laufender Posten	länger halten	Länger halten	CONTINUES_ACROSS_LINE	ok=geben + eey=warm	geben + warm	Wärme geben	Die Charge für den vorgesehenen Gebrauch temperieren	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+EE+Y	E-Grad=SUSTAINED_CONTACT; Zustand=OPEN_ACTIVE	aktiven Ansatz anhaltend in Kontakt halten	Aktiven Ansatz anhaltend in Kontakt halten	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION+STATE_GRADE	OK+E_GRADE_2+Y_REFERENT	OK=in Arbeit setzen; EE=anhaltender Kontakt; Y=laufender Posten	den laufenden Posten anhaltend in Kontakt halten	Den laufenden Posten anhaltend in Kontakt halten	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED	OK+GRADE_2+Y_CURRENT_ITEM	OK=einsetzen; EE=anhaltend; Y=aktueller Posten	den laufenden Posten länger einwirken lassen	Den laufenden Posten länger einwirken lassen	CONTACT_GRID	SELECTED_RECURRENT_GRID	OK+GRADE_2+Y_REFERENT	OK=ansetzen; EE=länger; Y=laufender Posten	länger halten	Länger halten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
323	E323	B4	f83r	f83r.26	F112	B4-S003	276a7c2d74d1143446f4	qoky	OK+Y_CURRENT_ITEM	OK=in Arbeit setzen; Y=aktueller Posten	den laufenden Posten einsetzen	Den laufenden Posten einsetzen	CONTINUES_ACROSS_LINE	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+Y	E-Grad=UNMARKED; Zustand=OPEN_ACTIVE	aktiven Ansatz einsetzen oder anwenden	Aktiven Ansatz einsetzen oder anwenden	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION	OK+Y_REFERENT	OK=in Arbeit setzen; Y=laufender Posten	den laufenden Posten anwenden oder in Arbeit nehmen	Den laufenden Posten anwenden oder in Arbeit nehmen	OK_STATE_GRID	SELECTED_STRONG					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+Y_CURRENT_ITEM	OK=in Arbeit setzen; Y=aktueller Posten	den laufenden Posten einsetzen	Den laufenden Posten einsetzen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
324	E324	B4	f83r	f83r.26	F112	B4-S003	dcda95c81a5460feb191	tol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	UNCHANGED	UNCHANGED	NOT_APPLICABLE
325	E325	B4	f83r	f83r.26	F112	B4-S003	bc4f1f5c006c74a4d26d	shedy	SHED_REST+GRADE_1+DY_CLOSE	SHED=ruhen oder absetzen; E=kurz/default; Endkarte=Schluss	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	STATE_GRADE+CLOSE	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	SHED_STATE_GRID	SELECTED_STRONG_LEARNED_FAMILY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	SHED_REST+GRADE_1+DY_CLOSE	SHED=ruhen oder absetzen; E=kurz/default; Endkarte=Schluss	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
326	E326	B4	f83r	f83r.26	F113	B4-S004	eb2e4bc143f623ee03ac	qokylddy	Q_RENDERER+OK+Y_REFERENT+LDDY_FASTEN_CLOSE	OK+Y=Posten ansetzen; LDDY=befestigen und schließen	Posten befestigen; Schluss	Befestige den laufenden Posten; Schluss	CONTINUES_ACROSS_LINE	qokyld=warmes Tuch auflegen + dy=Ende	warmes Tuch auflegen + Ende	warmes Tuch auflegen; Ende	Lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt	OK_PARADIGM	OPAQUE_INNER_WITH_OUTER_OK	OK+Y+LDDY?	OK=in den laufenden Arbeitsgang setzen; aktueller Ansatz; LDDY unbekannt	Ansatz auflegen oder anwenden; Schritt schließen	Ansatz auflegen oder anwenden; Schritt schließen	Y_CHY	SELECTED_PARTIAL_COMPOSITION	OK+Y_REFERENT+LDDY?	OK=in Arbeit setzen; Y=laufender Posten; LDDY=opaker Schlussrest	den laufenden Posten anwenden; den Schritt schließen	Den laufenden Posten anwenden; den Schritt schließen	CHEO_LDDY	SELECTED_SINGLE_CARD_CORE					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION+CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	Q_RENDERER+OK+Y_REFERENT+LDDY_APPLICATION_CLOSE	OK+Y=dies anwenden; LDDY=als Auflage befestigen und schließen	den laufenden Posten als Auflage befestigen; Schluss	Den laufenden Posten als Auflage befestigen; Schluss	LDDY_FASTEN_CLOSE	SELECTED_SINGLETON_LEARNED_CORE	Q_RENDERER+OK+Y_REFERENT+LDDY_FASTEN_CLOSE	OK+Y=Posten ansetzen; LDDY=befestigen und schließen	Posten befestigen; Schluss	Befestige den laufenden Posten; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
327	E327	B4	f83r	f83r.27	F114	B4-S005	53cd0637c6820ba5e91f	dain	DAIN_FILTER_CLOTH_WHOLE_CARD	DAIN=Tuch	Tuch	Tuch	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED	dain=durch Tuch	durch Tuch	durch Tuch	Durch ein Tuch	CLOTH_NOMENCLATOR	SELECTED_RECURRENT_WHOLE_CARD					UNCHANGED	UNCHANGED	DAIN_FILTER_CLOTH_WHOLE_CARD	DAIN=Tuch	Tuch	Tuch	UNCHANGED	UNCHANGED	NOT_APPLICABLE
328	E328	B4	f83r	f83r.27	F114	B4-S005	6f7ff8287eddf4da9fdb	chedy	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CHED_PARADIGM	HIGH_STRUCTURE__MEDIUM_MEANING	CHD+Y / CHED+Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; Y=laufender Ansatz	Ansatz umsetzen oder durcharbeiten	Ansatz umsetzen oder durcharbeiten	Y_CHY	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OWNER_ITEM+OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
329	E329	B4	f83r	f83r.27	F114	B4-S005	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+STATE_GRADE+CLOSE	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED	OK+GRADE_2+DY_CLOSE	OK=einsetzen; EE=anhaltend; Endkarte=Schluss	länger einweichen; Schluss	Länger einweichen; Schluss	CONTACT_GRID	SELECTED_RECURRENT_GRID	OK+GRADE_2+DY_CLOSE	OK=ansetzen; EE=länger; Endkarte=Schluss	länger einwirken; Schluss	Länger einwirken; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
330	E330	B4	f83r	f83r.27	F115	B4-S006	d68bc8de3bcee09db23c	shckhedy	CKHE_STRAIN+DY_CLOSE	CKHE=seihen; Endkarte=Schluss	seihen; Schluss	Seihen; Schluss	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	FLOW_TRANSFER+CLOSE					UNCHANGED	UNCHANGED	ckhe=durch Tuch seihen + dy=Ende	durch Tuch seihen + Ende	durch Tuch seihen; Ende	Seihe es einmal durch ein Tuch und beende den Schritt	CKHE_STRAIN	SELECTED_RECURRENT					UNCHANGED	UNCHANGED	CKHE_STRAIN+DY_CLOSE	CKHE=seihen; Endkarte=Schluss	seihen; Schluss	Seihen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
331	E331	B4	f83r	f83r.27	F116	B4-S007	d68bc8de3bcee09db23c	shckhedy	CKHE_STRAIN+DY_CLOSE	CKHE=seihen; Endkarte=Schluss	seihen; Schluss	Seihen; Schluss	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	FLOW_TRANSFER+CLOSE					UNCHANGED	UNCHANGED	ckhe=durch Tuch seihen + dy=Ende	durch Tuch seihen + Ende	durch Tuch seihen; Ende	Seihe es einmal durch ein Tuch und beende den Schritt	CKHE_STRAIN	SELECTED_RECURRENT					UNCHANGED	UNCHANGED	CKHE_STRAIN+DY_CLOSE	CKHE=seihen; Endkarte=Schluss	seihen; Schluss	Seihen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
332	E332	B4	f83r	f83r.28	F117	B4-S008	2f1c5e56e8f0ff459065	saiin	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	MEASURE_CORE	SELECTED_STRONG	QUANTITY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	UNCHANGED	UNCHANGED	NOT_APPLICABLE
333	E333	B4	f83r	f83r.28	F117	B4-S008	2c1a5fd92b9e3c762242	cheeky	CHK_WARM+GRADE_2+Y_CONTINUE	CHK=wärmen; EE=länger; Weiterführung	länger warm halten	Länger warm halten	CONTINUES_ACROSS_LINE	cheeky=vorgeschriebene Zeit	vorgeschriebene Zeit	vorgeschriebene Zeit	Solange es noch warm ist	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	CH+EE+KY	E-Grad=SUSTAINED_SPECIFIED_HOLD; Zustand=OPEN_STATE	längere oder festgelegte Zustands- beziehungsweise Haltestufe	Längere oder festgelegte Zustands- beziehungsweise Haltestufe	HOLD_CORES	SELECTED_PRODUCTIVE_PAIR					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	STATE_GRADE	CHK_WARMTH_PAIR+E_GRADE_2	gelernte Wärmefamilie; längerer Grad	länger warm halten	Länger warm halten	CHK_STATE_GRID	SELECTED_RECURRENT					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CHK_WARM+GRADE_2+Y_CONTINUE	CHK=wärmen; EE=länger; Weiterführung	länger warm halten	Länger warm halten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
334	E334	B4	f83r	f83r.28	F117	B4-S008	92e43836d82f98bf02d3	sheey	sheey=erste Öffnung	erste Öffnung	erste Öffnung	Die erste Öffnung	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	sheey=erste Öffnung	erste Öffnung	erste Öffnung	Die erste Öffnung	UNCHANGED	UNCHANGED	NOT_APPLICABLE
335	E335	B4	f83r	f83r.28	F117	B4-S008	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	OK=einsetzen; E=kurz; Endkarte=Schluss	kurz benetzen; Schluss	Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE	OK+E+DY	E-Grad=BRIEF_DIRECT_CONTACT; Zustand=CLOSED	kurz spülen oder benetzen und den Schritt abschließen	Kurz spülen oder benetzen und den Schritt abschließen	OK_STATE_GRID	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	OK+GRADE_1+DY_CLOSE	OK=einsetzen; E=kurz; Endkarte=Schluss	kurz benetzen; Schluss	Kurz benetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
336	E336	B4	f83r	f83r.28	F118	B4-S009	bc4f1f5c006c74a4d26d	shedy	SHED_REST+GRADE_1+DY_CLOSE	SHED=ruhen oder absetzen; E=kurz/default; Endkarte=Schluss	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	STATE_GRADE+CLOSE	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	SHED_STATE_GRID	SELECTED_STRONG_LEARNED_FAMILY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	SHED_REST+GRADE_1+DY_CLOSE	SHED=ruhen oder absetzen; E=kurz/default; Endkarte=Schluss	ruhen oder absetzen; Schluss	Ruhen oder absetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
337	E337	B4	f83r	f83r.28	F119	B4-S010	1b1ffdd869fb1429ad03	oldy	ol=weiter + dy=Ende	weiter + Ende	weiterführen; Ende	Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	CLOSE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	ol=weiter + dy=Ende	weiter + Ende	weiterführen; Ende	Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt	UNCHANGED	UNCHANGED	NOT_APPLICABLE
338	E338	B4	f83r	f83r.35	F120	B4-S011	2f1c5e56e8f0ff459065	saiin	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	MEASURE_CORE	SELECTED_STRONG	QUANTITY					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED	AIIN_MEASURE	AIIN=vorgeschriebenes Maß	vorgeschriebenes Maß	Vorgeschriebenes Maß	UNCHANGED	UNCHANGED	NOT_APPLICABLE
