surface	component_recipe	portable_core_de	events	physical_pages	registers	layers	cross_layer	cross_register	event_ids
sheeteey	SH+EE+T+EE+Y	HALTEN · LÄNGER · EINSTELLEN · LÄNGER · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2320
sheety	SH+EE+T+Y	HALTEN · LÄNGER · EINSTELLEN · DIES	2	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0757|P912-E0773
sheey	SH+EE+Y	HALTEN · LÄNGER · DIES	6	f69v|f81v|f82r|f83r	BATH_STATION|CELESTIAL_LOOKUP	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0994|P912-E1287|P912-E1321|P912-E1382|P912-E1642|P912-E2056
shek	SH+E+K	HALTEN · KURZ · GEBEN	2	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0866|P912-E0886
shekal	SH+E+K+AL	HALTEN · KURZ · GEBEN · ZIEL	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0861
shekchy	SH+E+K+CH+Y	HALTEN · KURZ · GEBEN · NEHMEN · DIES	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1758
shekor	SH+E+K+OR	HALTEN · KURZ · GEBEN · SATZ	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2380
sheky	SH+E+K+Y	HALTEN · KURZ · GEBEN · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1157
sheo	SH+E+O	HALTEN · KURZ · AUSFÜHREN	2	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2163|P912-E2205
sheodaly	SH+E+O+AL+Y	HALTEN · KURZ · AUSFÜHREN · ZIEL · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2248
sheody	SH+E+O+D_ADDR+Y	HALTEN · KURZ · AUSFÜHREN · TEIL · DIES	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1859
sheokey	SH+E+OK+E+Y	HALTEN · KURZ · SETZEN · KURZ · DIES	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0274
sheoky	SH+E+OK+Y	HALTEN · KURZ · SETZEN · DIES	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2465
sheol	SH+E+OL	HALTEN · KURZ · FORTSETZEN	4	f75r|f82r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0663|P912-E0841|P912-E1270|P912-E1712
sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	HALTEN · KURZ · FORTSETZEN · TEIL · EINMAL	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2453
sheom	SH+E+O+AM_ADDR	HALTEN · KURZ · AUSFÜHREN · INNEN	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2377
sheor	SH+E+OR	HALTEN · KURZ · SATZ	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2372
shepchy	SH+E+P+Y	HALTEN · KURZ · EINSETZEN · DIES	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0588
shes	SH+E+S_ADDR	HALTEN · KURZ · STERNORT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2176
shetar	SH+E+T+AR	HALTEN · KURZ · EINSTELLEN · QUELLE	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1437
shey	SH+E+Y	HALTEN · KURZ · DIES	25	f11r|f13r|f68r1|f70v|f75r|f81v|f82r|f83r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0098|P912-E0220|P912-E0448|P912-E0470|P912-E0472|P912-E0474|P912-E0521|P912-E0541|P912-E0545|P912-E0607|P912-E0609|P912-E0614|P912-E0620|P912-E0631|P912-E0635|P912-E0859|P912-E1100|P912-E1120|P912-E1416|P912-E1578|P912-E1682|P912-E1695|P912-E1958|P912-E2237|P912-E2323
shfydaiin	SH+Y+AIIN	HALTEN · DIES · SOLLWERT	1	f11r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0096
shkchy	SH+K+Y	HALTEN · GEBEN · DIES	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0164
shky	SH+K+Y	HALTEN · GEBEN · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1670
sho	SH+O	HALTEN · AUSFÜHREN	2	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0377|P912-E0433
shochy	HO+Y	TEILSTOFF · DIES	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0212
shocphedy	SH+O+CPH+E+DY	HALTEN · AUSFÜHREN · UMLEITEN · KURZ · SCHLIESSEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1561
shokaiin	SH+OK+AIIN	HALTEN · SETZEN · SOLLWERT	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0351
shokain	SH+OK+AIN	HALTEN · SETZEN · EINHEIT	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0582
shokchy	SH+OK+CH+Y	HALTEN · SETZEN · NEHMEN · DIES	1	f68r1	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1939
shokey	SH+OK+E+Y	HALTEN · SETZEN · KURZ · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2147
shol	SH+OL	HALTEN · FORTSETZEN	7	f13r|f56r|f70v|f81v|f83r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0154|P912-E0157|P912-E0388|P912-E1064|P912-E1085|P912-E1414|P912-E2202
sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	HALTEN · FORTSETZEN · NEBENWEG · NEHMEN · SATZ	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2373
shor	SH+OR	HALTEN · SATZ	4	f10r|f11r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0002|P912-E0072|P912-E0126|P912-E0127
shorodo	SH+OR+O+D_ADDR+O	HALTEN · SATZ · AUSFÜHREN · TEIL · AUSFÜHREN	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0186
shoteeody	SH+O+T+EE+O+DY	HALTEN · AUSFÜHREN · EINSTELLEN · LÄNGER · AUSFÜHREN · SCHLIESSEN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2168
shoy	SH+O+Y	HALTEN · AUSFÜHREN · DIES	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2450
shoyty	SH+O+Y+T+Y	HALTEN · AUSFÜHREN · DIES · EINSTELLEN · DIES	1	f11r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0100
shs	SH+S	HALTEN · AUSWÄHLEN	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1756
shtol	SH+T+OL	HALTEN · EINSTELLEN · FORTSETZEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0670
shy	Y	DIES	8	f10r|f13r|f56r|f75r|f83r|f88r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0052|P912-E0166|P912-E0187|P912-E0400|P912-E0592|P912-E0656|P912-E1681|P912-E2413
shyk	Y+K	DIES · GEBEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0443
skal	S+K+AL	AUSWÄHLEN · GEBEN · ZIEL	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1490
skar	K+AR	GEBEN · QUELLE	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1716
sl	S+L	AUSWÄHLEN · LEITEN	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0330
socthody	S+O+CTH+O+D_ADDR+Y	AUSWÄHLEN · AUSFÜHREN · BEREIT · AUSFÜHREN · TEIL · DIES	1	f11r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0101
sodar	S+O+DA+R	AUSWÄHLEN · AUSFÜHREN · ZWEIT · MARKIEREN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1807
soear	S+O+E+AR	AUSWÄHLEN · AUSFÜHREN · KURZ · QUELLE	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1895
soeey	S+O+EE+Y	AUSWÄHLEN · AUSFÜHREN · LÄNGER · DIES	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1781
soiiin	S+O+LOCAL_CHAR_I+IIN	AUSWÄHLEN · AUSFÜHREN · UNTERSTUFE · STUFE	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1617
sokeedy	S+OK+EE+DY	AUSWÄHLEN · SETZEN · LÄNGER · SCHLIESSEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0797
sokoly	S+OK+OL+Y	AUSWÄHLEN · SETZEN · FORTSETZEN · DIES	1	f82r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1400
sol	OL	FORTSETZEN	12	f75r|f82r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0573|P912-E0596|P912-E0683|P912-E0764|P912-E1143|P912-E1411|P912-E1584|P912-E1592|P912-E1685|P912-E1705|P912-E1728|P912-E1746
solarol	S+OL+AR+OL	AUSWÄHLEN · FORTSETZEN · QUELLE · FORTSETZEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1209
solchedy	S+OL+CHD+Y	AUSWÄHLEN · FORTSETZEN · UMSETZEN · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1698
solchkal	S+OL+CHK+AL	AUSWÄHLEN · FORTSETZEN · BEHANDELN · ZIEL	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1737
soldy	S+OL+D_ADDR+Y	AUSWÄHLEN · FORTSETZEN · TEIL · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1568
solkaiin	SOLK+AIIN	AUFFANGEN · SOLLWERT	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1132
solkeedy	SOLK+EE+D_ADDR+Y	AUFFANGEN · LÄNGER · TEIL · DIES	2	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1580|P912-E1589
solkeey	SOLK+EE+Y	AUFFANGEN · LÄNGER · DIES	2	f81v|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1029|P912-E1733
solkey	SOLK+E+Y	AUFFANGEN · KURZ · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1701
sols	OL+S	FORTSETZEN · AUSWÄHLEN	1	f75r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E0852
solshed	S+OL+SHED	AUSWÄHLEN · FORTSETZEN · ABSETZEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1460
solshedy	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ · SCHLIESSEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1164
sor	S+OR	AUSWÄHLEN · SATZ	5	f10r|f67r2|f75r|f83r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0030|P912-E0501|P912-E1498|P912-E1679|P912-E1843
soraiir	S+OR+AIIN+R	AUSWÄHLEN · SATZ · SOLLWERT · MARKIEREN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1790
sororl	S+OR+OR+L	AUSWÄHLEN · SATZ · SATZ · LEITEN	1	f82r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1398
sorory	S+OR+OR+Y	AUSWÄHLEN · SATZ · SATZ · DIES	1	f88r	HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2419
sos	S_ADDR+O+S_ADDR	STERNORT · AUSFÜHREN · STERNORT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2267
sosho	S+O+SH+O	AUSWÄHLEN · AUSFÜHREN · HALTEN · AUSFÜHREN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1851
sotaiin	S+OT+AIIN	AUSWÄHLEN · DANACH · SOLLWERT	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1161
sotchy	S+OT+Y	AUSWÄHLEN · DANACH · DIES	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0226
sotodan	S+OT+O+D_ADDR+AN	AUSWÄHLEN · DANACH · AUSFÜHREN · TEIL · ZUSATZ	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0436
ssheckhy	S+SH+E+CKH+Y	AUSWÄHLEN · HALTEN · KURZ · DURCHLASS · DIES	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0538
sshedy	S+SH+E+DY	AUSWÄHLEN · HALTEN · KURZ · SCHLIESSEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0829
ssheol	S+SH+E+OL	AUSWÄHLEN · HALTEN · KURZ · FORTSETZEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0450
sshey	S+SH+E+Y	AUSWÄHLEN · HALTEN · KURZ · DIES	2	f67r2|f75r	BATH_STATION|CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0643|P912-E1915
sshkchdy	SH+K+CHD+DY	HALTEN · GEBEN · UMSETZEN · SCHLIESSEN	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1010
ssholshecthy	S+SH+O+LSH+E+CTH+Y	AUSWÄHLEN · HALTEN · AUSFÜHREN · SPÜLEN · KURZ · BEREIT · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1179
sy	Y	DIES	4	f67r2|f75r|f83r	BATH_STATION|CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0803|P912-E1536|P912-E1664|P912-E1916
sykos	S+Y+K+O+S_ADDR	AUSWÄHLEN · DIES · GEBEN · AUSFÜHREN · STERNORT	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1759
t	T	EINSTELLEN	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0396
taiin	T+AIIN	EINSTELLEN · SOLLWERT	2	f10r|f82r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0051|P912-E1377
tal	T+AL	EINSTELLEN · ZIEL	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1541
talam	T+AL+AM_ADDR	EINSTELLEN · ZIEL · INNEN	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0266
talody	T+AL+O+D_ADDR+Y	EINSTELLEN · ZIEL · AUSFÜHREN · TEIL · DIES	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0291
tar	T+AR	EINSTELLEN · QUELLE	3	f55v|f70v|f83r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0283|P912-E1518|P912-E2183
tchd	T+CHD	EINSTELLEN · UMSETZEN	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1093
tchedy	T+CHD+Y	EINSTELLEN · UMSETZEN · DIES	4	f75r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0680|P912-E1404|P912-E1546|P912-E1608
tcheol	T+CHEO+L	EINSTELLEN · AUSZUG · LEITEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1202
tcho	T+CH+O	EINSTELLEN · NEHMEN · AUSFÜHREN	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0417
tchody	T+CH+O+DY	EINSTELLEN · NEHMEN · AUSFÜHREN · SCHLIESSEN	1	f11r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0099
tchoky	T+OK+Y	EINSTELLEN · SETZEN · DIES	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0386
tchol	T+OL	EINSTELLEN · FORTSETZEN	3	f11r|f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0125|P912-E0390|P912-E0418
tchor	T+CH+OR	EINSTELLEN · NEHMEN · SATZ	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0194
tchy	T+Y	EINSTELLEN · DIES	2	f10r|f70v	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0021|P912-E2234
techedy	T+E+CHD+Y	EINSTELLEN · KURZ · UMSETZEN · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1656
tedy	T+E+DY	EINSTELLEN · KURZ · SCHLIESSEN	2	f75r|f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0526|P912-E1107
teeo	T+EE+O	EINSTELLEN · LÄNGER · AUSFÜHREN	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2020
teey	T+EE+Y	EINSTELLEN · LÄNGER · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2316
teodaiin	T+E+O+AIIN	EINSTELLEN · KURZ · AUSFÜHREN · SOLLWERT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2354
teol	E+OL	KURZ · FORTSETZEN	2	f81v|f88r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E1080|P912-E2446
tey	T+E+Y	EINSTELLEN · KURZ · DIES	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2015
to	T+O	EINSTELLEN · AUSFÜHREN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2177
tochso	T+O+CH+S+O	EINSTELLEN · AUSFÜHREN · NEHMEN · AUSWÄHLEN · AUSFÜHREN	1	f68r1	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1948
todaiin	T+O+AIIN	EINSTELLEN · AUSFÜHREN · SOLLWERT	2	f67r2|f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	NO	P912-E1867|P912-E2268
tol	T+OL	EINSTELLEN · FORTSETZEN	2	f67r2|f83r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E1632|P912-E1881
torchy	T+OR+Y	EINSTELLEN · SATZ · DIES	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0214
torshor	T+OR+SH+OR	EINSTELLEN · SATZ · HALTEN · SATZ	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0152
tshey	SH+E+Y	HALTEN · KURZ · DIES	1	f82r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E1323
tshol	T+SH+OL	EINSTELLEN · HALTEN · FORTSETZEN	1	f11r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0093
tshy	T+Y	EINSTELLEN · DIES	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0188
y	Y	DIES	23	f10r|f11r|f13r|f55v|f56r|f67r2|f69v|f81v	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0055|P912-E0103|P912-E0129|P912-E0133|P912-E0139|P912-E0171|P912-E0173|P912-E0293|P912-E0312|P912-E0324|P912-E0338|P912-E0376|P912-E0395|P912-E1087|P912-E1788|P912-E1878|P912-E2021|P912-E2024|P912-E2028|P912-E2058|P912-E2064|P912-E2068|P912-E2073
yar	Y+AR	DIES · QUELLE	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0938
ycheody	Y+CHEO+D_ADDR+Y	DIES · AUSZUG · TEIL · DIES	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1861
ycheor	Y+CHEO+R	DIES · AUSZUG · MARKIEREN	1	f10r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0044
ychey	Y+Y	DIES · DIES	3	f69v|f75r|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0851|P912-E2080|P912-E2454
ychocphy	Y+CH+O+CPH+Y	DIES · NEHMEN · AUSFÜHREN · UMLEITEN · DIES	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0342
ychty	Y+CH+T+Y	DIES · NEHMEN · EINSTELLEN · DIES	1	f75r	BATH_STATION	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E0854
ydaiin	Y+D_ADDR+AIIN	DIES · TEIL · SOLLWERT	2	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1905|P912-E1907
ydain	Y+AIN	DIES · EINHEIT	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0619
ydal	Y+AL	DIES · ZIEL	1	f13r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0165
ydam	Y+DA+AM_ADDR	DIES · ZWEIT · INNEN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1810
ydchos	Y+D_ADDR+CH+O+S	DIES · TEIL · NEHMEN · AUSFÜHREN · AUSWÄHLEN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1795
ydoly	Y+D_ADDR+OL+Y	DIES · TEIL · FORTSETZEN · DIES	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1911
ydy	Y+DY	DIES · SCHLIESSEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1312
yekees	Y+E+K+EE+S	DIES · KURZ · GEBEN · LÄNGER · AUSWÄHLEN	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1864
yetey	Y+E+T+E+Y	DIES · KURZ · EINSTELLEN · KURZ · DIES	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2062
yfain	Y+LOCAL_CHAR_F+AIN	DIES · NEBENWEG · EINHEIT	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1866
yka	Y+K+A_ADDR	DIES · GEBEN · ORT	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2044
ykady	Y+K+A_ADDR+Y	DIES · GEBEN · ORT · DIES	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2048
