surface	component_recipe	atomic_pocket_gloss_de	workshop_composition_de	image_composition_de	events	physical_pages	registers	observed_channels	channel_class
shes	SH+E+S_ADDR	HALT + KURZ + STERNORT	Arbeitsgegenstand halten; kurz oder direkt; bezeichnete s-Stelle	Bezug festhalten; erster Grad; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
shetar	SH+E+T+AR	HALT + KURZ + EINSTELLUNG + QUELLE	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang einstellen; Entnahmestelle	Bezug festhalten; erster Grad; Platz oder Wert einstellen; Quell- oder Bezugsstelle	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
shfydaiin	SH+Y+AIIN	HALT + DIES + SOLLWERT	Arbeitsgegenstand halten; dieser Arbeitsgegenstand; Sollmaß	Bezug festhalten; dieser Bildplatz; verzeichneter Sollwert	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
shkchy	SH+K+Y	HALT + ZUORDNUNG + DIES	Arbeitsgegenstand halten; Material zugeben; dieser Arbeitsgegenstand	Bezug festhalten; Wert zuordnen; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
shky	SH+K+Y	HALT + ZUORDNUNG + DIES	Arbeitsgegenstand halten; Material zugeben; dieser Arbeitsgegenstand	Bezug festhalten; Wert zuordnen; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
shochy	HO+Y	TEIL + DIES	Teil des sichtbaren Gegenstands; dieser Arbeitsgegenstand	Teil oder Mitglied der Bildklasse; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
shocphedy	SH+O+CPH+E+DY	HALT + GANG + GEGENLAUF + KURZ + ENDE	Arbeitsgegenstand halten; Arbeitsgang ausführen; umleiten; kurz oder direkt; Arbeitsschritt schließen	Bezug festhalten; Reihe aufrufen; Gegenplatz; erster Grad; Bildeintrag schließen	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
shokaiin	SH+OK+AIIN	HALT + START + SOLLWERT	Arbeitsgegenstand halten; Arbeitsgang ansetzen; Sollmaß	Bezug festhalten; Bildplatz aktivieren; verzeichneter Sollwert	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
shokain	SH+OK+AIN	HALT + START + EINHEIT	Arbeitsgegenstand halten; Arbeitsgang ansetzen; Portion	Bezug festhalten; Bildplatz aktivieren; Einheit oder Index	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
shokchy	SH+OK+CH+Y	HALT + START + AUSWAHL + DIES	Arbeitsgegenstand halten; Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	Bezug festhalten; Bildplatz aktivieren; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
shokey	SH+OK+E+Y	HALT + START + KURZ + DIES	Arbeitsgegenstand halten; Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	Bezug festhalten; Bildplatz aktivieren; erster Grad; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	HALT + WEITER + NEBENPFAD + AUSWAHL + EINTRAG	Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren; über einen Nebenpfad; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Bezug festhalten; dieselbe Reihe fortführen; Nebenreihe oder Seitenzweig; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
shorodo	SH+OR+O+D_ADDR+O	HALT + EINTRAG + GANG + UNTER + GANG	Arbeitsgegenstand halten; Ansatz oder Zubereitung; Arbeitsgang ausführen; bezeichneter Teil; Arbeitsgang ausführen	Bezug festhalten; Eintragsklasse; Reihe aufrufen; Unterplatz; Reihe aufrufen	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
shoteeody	SH+O+T+EE+O+DY	HALT + GANG + EINSTELLUNG + LANG + GANG + ENDE	Arbeitsgegenstand halten; Arbeitsgang ausführen; Arbeitsgang einstellen; länger oder gehalten; Arbeitsgang ausführen; Arbeitsschritt schließen	Bezug festhalten; Reihe aufrufen; Platz oder Wert einstellen; zweiter Grad; Reihe aufrufen; Bildeintrag schließen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
shoy	SH+O+Y	HALT + GANG + DIES	Arbeitsgegenstand halten; Arbeitsgang ausführen; dieser Arbeitsgegenstand	Bezug festhalten; Reihe aufrufen; dieser Bildplatz	1	f88r	PHARMA	WORKSHOP_PROSE	PROSE_ONLY
shoyty	SH+O+Y+T+Y	HALT + GANG + DIES + EINSTELLUNG + DIES	Arbeitsgegenstand halten; Arbeitsgang ausführen; dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	Bezug festhalten; Reihe aufrufen; dieser Bildplatz; Platz oder Wert einstellen; dieser Bildplatz	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
shs	SH+S	HALT + WAHL	Arbeitsgegenstand halten; Arbeitsvariante auswählen	Bezug festhalten; Bildklasse auswählen	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
shtol	SH+T+OL	HALT + EINSTELLUNG + WEITER	Arbeitsgegenstand halten; Arbeitsgang einstellen; im selben Arbeitsgang fortfahren	Bezug festhalten; Platz oder Wert einstellen; dieselbe Reihe fortführen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
shyk	Y+K	DIES + ZUORDNUNG	dieser Arbeitsgegenstand; Material zugeben	dieser Bildplatz; Wert zuordnen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
skal	S+K+AL	WAHL + ZUORDNUNG + ZIEL	Arbeitsvariante auswählen; Material zugeben; Ziel- oder Anschlussstelle	Bildklasse auswählen; Wert zuordnen; Zielplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
skar	K+AR	ZUORDNUNG + QUELLE	Material zugeben; Entnahmestelle	Wert zuordnen; Quell- oder Bezugsstelle	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sl	S+L	WAHL + VERBINDUNG	Arbeitsvariante auswählen; entlang des Arbeitswegs führen	Bildklasse auswählen; Bildverbindung	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
socthody	S+O+CTH+O+D_ADDR+Y	WAHL + GANG + BEREIT + GANG + UNTER + DIES	Arbeitsvariante auswählen; Arbeitsgang ausführen; bis bereit führen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Bildklasse auswählen; Reihe aufrufen; Bereitschaftsklasse; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
sodar	S+O+DA+R	WAHL + GANG + ZWEIT + MARKE	Arbeitsvariante auswählen; Arbeitsgang ausführen; zweite Arbeitsstufe; Zustand kennzeichnen	Bildklasse auswählen; Reihe aufrufen; zweite Bildstufe; Zustandsmarke	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
soear	S+O+E+AR	WAHL + GANG + KURZ + QUELLE	Arbeitsvariante auswählen; Arbeitsgang ausführen; kurz oder direkt; Entnahmestelle	Bildklasse auswählen; Reihe aufrufen; erster Grad; Quell- oder Bezugsstelle	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
soeey	S+O+EE+Y	WAHL + GANG + LANG + DIES	Arbeitsvariante auswählen; Arbeitsgang ausführen; länger oder gehalten; dieser Arbeitsgegenstand	Bildklasse auswählen; Reihe aufrufen; zweiter Grad; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
soiiin	S+O+LOCAL_CHAR_I+IIN	WAHL + GANG + UNTERINDEX + STUFE	Arbeitsvariante auswählen; Arbeitsgang ausführen; auf der Unterstufe; Arbeitsstufe	Bildklasse auswählen; Reihe aufrufen; Unterindex; Wertstufe	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sokeedy	S+OK+EE+DY	WAHL + START + LANG + ENDE	Arbeitsvariante auswählen; Arbeitsgang ansetzen; länger oder gehalten; Arbeitsschritt schließen	Bildklasse auswählen; Bildplatz aktivieren; zweiter Grad; Bildeintrag schließen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sokoly	S+OK+OL+Y	WAHL + START + WEITER + DIES	Arbeitsvariante auswählen; Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	Bildklasse auswählen; Bildplatz aktivieren; dieselbe Reihe fortführen; dieser Bildplatz	1	f82r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
solarol	S+OL+AR+OL	WAHL + WEITER + QUELLE + WEITER	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; Entnahmestelle; im selben Arbeitsgang fortfahren	Bildklasse auswählen; dieselbe Reihe fortführen; Quell- oder Bezugsstelle; dieselbe Reihe fortführen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
solchedy	S+OL+CHD+Y	WAHL + WEITER + WECHSEL + DIES	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Bildklasse auswählen; dieselbe Reihe fortführen; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
solchkal	S+OL+CHK+AL	WAHL + WEITER + BEHANDLUNG + ZIEL	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; Arbeitsgegenstand behandeln; Ziel- oder Anschlussstelle	Bildklasse auswählen; dieselbe Reihe fortführen; Behandlungsklasse; Zielplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
soldy	S+OL+D_ADDR+Y	WAHL + WEITER + UNTER + DIES	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; bezeichneter Teil; dieser Arbeitsgegenstand	Bildklasse auswählen; dieselbe Reihe fortführen; Unterplatz; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
solkaiin	SOLK+AIIN	SAMMELN + SOLLWERT	auffangen; Sollmaß	Sammelstelle; verzeichneter Sollwert	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
solkey	SOLK+E+Y	SAMMELN + KURZ + DIES	auffangen; kurz oder direkt; dieser Arbeitsgegenstand	Sammelstelle; erster Grad; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sols	OL+S	WEITER + WAHL	im selben Arbeitsgang fortfahren; Arbeitsvariante auswählen	dieselbe Reihe fortführen; Bildklasse auswählen	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
solshed	S+OL+SHED	WAHL + WEITER + ABSETZEN	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; absetzen lassen	Bildklasse auswählen; dieselbe Reihe fortführen; Absetzklasse	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
solshedy	OL+SH+E+DY	WEITER + HALT + KURZ + ENDE	im selben Arbeitsgang fortfahren; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen	dieselbe Reihe fortführen; Bezug festhalten; erster Grad; Bildeintrag schließen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
soraiir	S+OR+AIIN+R	WAHL + EINTRAG + SOLLWERT + MARKE	Arbeitsvariante auswählen; Ansatz oder Zubereitung; Sollmaß; Zustand kennzeichnen	Bildklasse auswählen; Eintragsklasse; verzeichneter Sollwert; Zustandsmarke	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
sororl	S+OR+OR+L	WAHL + EINTRAG + EINTRAG + VERBINDUNG	Arbeitsvariante auswählen; Ansatz oder Zubereitung; Ansatz oder Zubereitung; entlang des Arbeitswegs führen	Bildklasse auswählen; Eintragsklasse; Eintragsklasse; Bildverbindung	1	f82r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
sorory	S+OR+OR+Y	WAHL + EINTRAG + EINTRAG + DIES	Arbeitsvariante auswählen; Ansatz oder Zubereitung; Ansatz oder Zubereitung; dieser Arbeitsgegenstand	Bildklasse auswählen; Eintragsklasse; Eintragsklasse; dieser Bildplatz	1	f88r	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
sos	S_ADDR+O+S_ADDR	STERNORT + GANG + STERNORT	bezeichnete s-Stelle; Arbeitsgang ausführen; bezeichnete s-Stelle	Stern- oder s-Stelle; Reihe aufrufen; Stern- oder s-Stelle	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
sosho	S+O+SH+O	WAHL + GANG + HALT + GANG	Arbeitsvariante auswählen; Arbeitsgang ausführen; Arbeitsgegenstand halten; Arbeitsgang ausführen	Bildklasse auswählen; Reihe aufrufen; Bezug festhalten; Reihe aufrufen	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
sotaiin	S+OT+AIIN	WAHL + NAECHST + SOLLWERT	Arbeitsvariante auswählen; danach oder nächster Posten; Sollmaß	Bildklasse auswählen; nächster Bildplatz; verzeichneter Sollwert	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sotchy	S+OT+Y	WAHL + NAECHST + DIES	Arbeitsvariante auswählen; danach oder nächster Posten; dieser Arbeitsgegenstand	Bildklasse auswählen; nächster Bildplatz; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
sotodan	S+OT+O+D_ADDR+AN	WAHL + NAECHST + GANG + UNTER + ZUSATZ	Arbeitsvariante auswählen; danach oder nächster Posten; Arbeitsgang ausführen; bezeichneter Teil; weiteren Posten zugeben	Bildklasse auswählen; nächster Bildplatz; Reihe aufrufen; Unterplatz; zusätzlicher Eintrag	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
ssheckhy	S+SH+E+CKH+Y	WAHL + HALT + KURZ + DURCHLASS + DIES	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; durch einen Durchlass führen; dieser Arbeitsgegenstand	Bildklasse auswählen; Bezug festhalten; erster Grad; Verbindung oder Durchlass; dieser Bildplatz	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sshedy	S+SH+E+DY	WAHL + HALT + KURZ + ENDE	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen	Bildklasse auswählen; Bezug festhalten; erster Grad; Bildeintrag schließen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
ssheol	S+SH+E+OL	WAHL + HALT + KURZ + WEITER	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren	Bildklasse auswählen; Bezug festhalten; erster Grad; dieselbe Reihe fortführen	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sshkchdy	SH+K+CHD+DY	HALT + ZUORDNUNG + WECHSEL + ENDE	Arbeitsgegenstand halten; Material zugeben; Arbeitsgut umsetzen; Arbeitsschritt schließen	Bezug festhalten; Wert zuordnen; zu Gegen- oder Folgeplatz wechseln; Bildeintrag schließen	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
ssholshecthy	S+SH+O+LSH+E+CTH+Y	WAHL + HALT + GANG + SPUELEN + KURZ + BEREIT + DIES	Arbeitsvariante auswählen; Arbeitsgegenstand halten; Arbeitsgang ausführen; spülen; kurz oder direkt; bis bereit führen; dieser Arbeitsgegenstand	Bildklasse auswählen; Bezug festhalten; Reihe aufrufen; Spülklasse; erster Grad; Bereitschaftsklasse; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
sykos	S+Y+K+O+S_ADDR	WAHL + DIES + ZUORDNUNG + GANG + STERNORT	Arbeitsvariante auswählen; dieser Arbeitsgegenstand; Material zugeben; Arbeitsgang ausführen; bezeichnete s-Stelle	Bildklasse auswählen; dieser Bildplatz; Wert zuordnen; Reihe aufrufen; Stern- oder s-Stelle	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
t	T	EINSTELLUNG	Arbeitsgang einstellen	Platz oder Wert einstellen	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
tal	T+AL	EINSTELLUNG + ZIEL	Arbeitsgang einstellen; Ziel- oder Anschlussstelle	Platz oder Wert einstellen; Zielplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
talam	T+AL+AM_ADDR	EINSTELLUNG + ZIEL + INNEN	Arbeitsgang einstellen; Ziel- oder Anschlussstelle; Innenstelle	Platz oder Wert einstellen; Zielplatz; Innenplatz	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
talody	T+AL+O+D_ADDR+Y	EINSTELLUNG + ZIEL + GANG + UNTER + DIES	Arbeitsgang einstellen; Ziel- oder Anschlussstelle; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	Platz oder Wert einstellen; Zielplatz; Reihe aufrufen; Unterplatz; dieser Bildplatz	1	f55v	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
tchd	T+CHD	EINSTELLUNG + WECHSEL	Arbeitsgang einstellen; Arbeitsgut umsetzen	Platz oder Wert einstellen; zu Gegen- oder Folgeplatz wechseln	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
tcheol	T+CHEO+L	EINSTELLUNG + AUSZUG + VERBINDUNG	Arbeitsgang einstellen; Auszug; entlang des Arbeitswegs führen	Platz oder Wert einstellen; lokaler Eintrag; Bildverbindung	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
tcho	T+CH+O	EINSTELLUNG + AUSWAHL + GANG	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen	Platz oder Wert einstellen; Klasse oder Figur kennzeichnen; Reihe aufrufen	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
tchody	T+CH+O+DY	EINSTELLUNG + AUSWAHL + GANG + ENDE	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsschritt schließen	Platz oder Wert einstellen; Klasse oder Figur kennzeichnen; Reihe aufrufen; Bildeintrag schließen	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
tchoky	T+OK+Y	EINSTELLUNG + START + DIES	Arbeitsgang einstellen; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	Platz oder Wert einstellen; Bildplatz aktivieren; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
tchor	T+CH+OR	EINSTELLUNG + AUSWAHL + EINTRAG	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	Platz oder Wert einstellen; Klasse oder Figur kennzeichnen; Eintragsklasse	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
techedy	T+E+CHD+Y	EINSTELLUNG + KURZ + WECHSEL + DIES	Arbeitsgang einstellen; kurz oder direkt; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	Platz oder Wert einstellen; erster Grad; zu Gegen- oder Folgeplatz wechseln; dieser Bildplatz	1	f83r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
teeo	T+EE+O	EINSTELLUNG + LANG + GANG	Arbeitsgang einstellen; länger oder gehalten; Arbeitsgang ausführen	Platz oder Wert einstellen; zweiter Grad; Reihe aufrufen	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
teey	T+EE+Y	EINSTELLUNG + LANG + DIES	Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	Platz oder Wert einstellen; zweiter Grad; dieser Bildplatz	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
teodaiin	T+E+O+AIIN	EINSTELLUNG + KURZ + GANG + SOLLWERT	Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Sollmaß	Platz oder Wert einstellen; erster Grad; Reihe aufrufen; verzeichneter Sollwert	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
tey	T+E+Y	EINSTELLUNG + KURZ + DIES	Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand	Platz oder Wert einstellen; erster Grad; dieser Bildplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
to	T+O	EINSTELLUNG + GANG	Arbeitsgang einstellen; Arbeitsgang ausführen	Platz oder Wert einstellen; Reihe aufrufen	1	f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
tochso	T+O+CH+S+O	EINSTELLUNG + GANG + AUSWAHL + WAHL + GANG	Arbeitsgang einstellen; Arbeitsgang ausführen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen; Arbeitsgang ausführen	Platz oder Wert einstellen; Reihe aufrufen; Klasse oder Figur kennzeichnen; Bildklasse auswählen; Reihe aufrufen	1	f68r1	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
torchy	T+OR+Y	EINSTELLUNG + EINTRAG + DIES	Arbeitsgang einstellen; Ansatz oder Zubereitung; dieser Arbeitsgegenstand	Platz oder Wert einstellen; Eintragsklasse; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
torshor	T+OR+SH+OR	EINSTELLUNG + EINTRAG + HALT + EINTRAG	Arbeitsgang einstellen; Ansatz oder Zubereitung; Arbeitsgegenstand halten; Ansatz oder Zubereitung	Platz oder Wert einstellen; Eintragsklasse; Bezug festhalten; Eintragsklasse	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
tshey	SH+E+Y	HALT + KURZ + DIES	Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	Bezug festhalten; erster Grad; dieser Bildplatz	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
tshol	T+SH+OL	EINSTELLUNG + HALT + WEITER	Arbeitsgang einstellen; Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren	Platz oder Wert einstellen; Bezug festhalten; dieselbe Reihe fortführen	1	f11r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
tshy	T+Y	EINSTELLUNG + DIES	Arbeitsgang einstellen; dieser Arbeitsgegenstand	Platz oder Wert einstellen; dieser Bildplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
yar	Y+AR	DIES + QUELLE	dieser Arbeitsgegenstand; Entnahmestelle	dieser Bildplatz; Quell- oder Bezugsstelle	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
ycheody	Y+CHEO+D_ADDR+Y	DIES + AUSZUG + UNTER + DIES	dieser Arbeitsgegenstand; Auszug; bezeichneter Teil; dieser Arbeitsgegenstand	dieser Bildplatz; lokaler Eintrag; Unterplatz; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
ycheor	Y+CHEO+R	DIES + AUSZUG + MARKE	dieser Arbeitsgegenstand; Auszug; Zustand kennzeichnen	dieser Bildplatz; lokaler Eintrag; Zustandsmarke	1	f10r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
ychocphy	Y+CH+O+CPH+Y	DIES + AUSWAHL + GANG + GEGENLAUF + DIES	dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; umleiten; dieser Arbeitsgegenstand	dieser Bildplatz; Klasse oder Figur kennzeichnen; Reihe aufrufen; Gegenplatz; dieser Bildplatz	1	f56r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
ychty	Y+CH+T+Y	DIES + AUSWAHL + EINSTELLUNG + DIES	dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; Arbeitsgang einstellen; dieser Arbeitsgegenstand	dieser Bildplatz; Klasse oder Figur kennzeichnen; Platz oder Wert einstellen; dieser Bildplatz	1	f75r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
ydain	Y+AIN	DIES + EINHEIT	dieser Arbeitsgegenstand; Portion	dieser Bildplatz; Einheit oder Index	1	f75r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
ydal	Y+AL	DIES + ZIEL	dieser Arbeitsgegenstand; Ziel- oder Anschlussstelle	dieser Bildplatz; Zielplatz	1	f13r	HERBAL	WORKSHOP_PROSE	PROSE_ONLY
ydam	Y+DA+AM_ADDR	DIES + ZWEIT + INNEN	dieser Arbeitsgegenstand; zweite Arbeitsstufe; Innenstelle	dieser Bildplatz; zweite Bildstufe; Innenplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
ydchos	Y+D_ADDR+CH+O+S	DIES + UNTER + AUSWAHL + GANG + WAHL	dieser Arbeitsgegenstand; bezeichneter Teil; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	dieser Bildplatz; Unterplatz; Klasse oder Figur kennzeichnen; Reihe aufrufen; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
ydoly	Y+D_ADDR+OL+Y	DIES + UNTER + WEITER + DIES	dieser Arbeitsgegenstand; bezeichneter Teil; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	dieser Bildplatz; Unterplatz; dieselbe Reihe fortführen; dieser Bildplatz	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
ydy	Y+DY	DIES + ENDE	dieser Arbeitsgegenstand; Arbeitsschritt schließen	dieser Bildplatz; Bildeintrag schließen	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	PROSE_ONLY
yekees	Y+E+K+EE+S	DIES + KURZ + ZUORDNUNG + LANG + WAHL	dieser Arbeitsgegenstand; kurz oder direkt; Material zugeben; länger oder gehalten; Arbeitsvariante auswählen	dieser Bildplatz; erster Grad; Wert zuordnen; zweiter Grad; Bildklasse auswählen	1	f67r2	ZODIAC	WORKSHOP_PROSE	PROSE_ONLY
yetey	Y+E+T+E+Y	DIES + KURZ + EINSTELLUNG + KURZ + DIES	dieser Arbeitsgegenstand; kurz oder direkt; Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand	dieser Bildplatz; erster Grad; Platz oder Wert einstellen; erster Grad; dieser Bildplatz	1	f69v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
yfain	Y+LOCAL_CHAR_F+AIN	DIES + NEBENPFAD + EINHEIT	dieser Arbeitsgegenstand; über einen Nebenpfad; Portion	dieser Bildplatz; Nebenreihe oder Seitenzweig; Einheit oder Index	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	IMAGE_ONLY
