group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface_display	namespace_id	local_image_owner	local_content_class	bridge_class	matched_component_ids	matched_component_values_de	matched_character_fraction	residual_local_segments	astro_working_reading_de	orientation_rule	crosspage_rule
325	A3	f69v	f69v.2	30	A3:G070	y	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	1/1	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
326	A3	f69v	f69v.2	31	A3:G071	ykeeody	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	SINGLE_COMPONENT_BRIDGE	B13_GRADE	lange oder volle Diagrammstufe	2/7	yk/ody	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest yk/ody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
327	A3	f69v	f69v.2	32	A3:G072	chey	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	4/4	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
328	A3	f69v	f69v.2	33	A3:G073	dal	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dorthin	zum bezeichneten Zielplatz	3/3	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
329	A3	f69v	f69v.2	34	A3:G074	ody	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:kühlen	diesen Diagrammposten zuruecknehmen	3/3	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diesen Diagrammposten zuruecknehmen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
330	A3	f69v	f69v.2	35	A3:G075	airchy	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	SINGLE_COMPONENT_BRIDGE	B02_AIR_COURSE	Himmels-, Ring- oder Zeigerlauf	3/6	chy	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest chy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
331	A3	f69v	f69v.2	36	A3:G076	choky	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:Posten ansetzen	diesen Diagrammposten setzen	5/5	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diesen Diagrammposten setzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
332	A3	f69v	f69v.2	37	A3:G077	ychey	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/5	ychey	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest ychey.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
333	A3	f69v	f69v.2	38	A3:G078	chey	F69_MIDDLE_WHEEL_NS	A3_MIDDLE_WHEEL_RING_TEXT	MIDDLE_SKY_WEATHER_PROGNOSTIC_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	4/4	NONE	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
334	A3	f69v	f69v.3	1	A3:G079	doair	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	SINGLE_COMPONENT_BRIDGE	B02_AIR_COURSE	Himmels-, Ring- oder Zeigerlauf	3/5	do	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest do.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
335	A3	f69v	f69v.3	2	A3:G080	otaldal	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B09_AL_TARGET|B09_AL_TARGET	naechster Platz oder folgende Bedingung + Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld	6/7	d	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest d.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
336	A3	f69v	f69v.3	3	A3:G081	dair	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	SINGLE_COMPONENT_BRIDGE	B02_AIR_COURSE	Himmels-, Ring- oder Zeigerlauf	3/4	d	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
337	A3	f69v	f69v.3	4	A3:G082	chdy	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:umsetzen	auf den bezeichneten Diagrammplatz uebertragen	4/4	NONE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: auf den bezeichneten Diagrammplatz uebertragen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
338	A3	f69v	f69v.3	5	A3:G083	otoar	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B10_AR_SOURCE	naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert	4/5	o	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest o.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
339	A3	f69v	f69v.3	6	A3:G084	ar	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	Ausgangssektor, Ursprung oder Bezugswert	2/2	NONE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
340	A3	f69v	f69v.3	7	A3:G085	chy	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	3/3	NONE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
341	A3	f69v	f69v.3	8	A3:G086	qoteor	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B08_OR_WORKSET	naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz	4/6	q/e	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest q/e.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
342	A3	f69v	f69v.3	9	A3:G087	cho	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:Zutat	Eingangsobjekt oder Eingangsbedingung	3/3	NONE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Eingangsobjekt oder Eingangsbedingung.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
343	A3	f69v	f69v.3	10	A3:G088	qotair	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B02_AIR_COURSE	naechster Platz oder folgende Bedingung + Himmels-, Ring- oder Zeigerlauf	5/6	q	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest q.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
344	A3	f69v	f69v.3	11	A3:G089	chda	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	SINGLE_COMPONENT_BRIDGE	B16_TRANSFER	Wert oder Platzbezug uebertragen	3/4	a	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Wert oder Platzbezug uebertragen; lokaler Namensrest a.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
345	A3	f69v	f69v.3	12	A3:G090	oteeal	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B13_GRADE|B09_AL_TARGET	naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld	6/6	NONE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
346	A3	f69v	f69v.3	13	A3:G091	cheor	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	SINGLE_COMPONENT_BRIDGE	B08_OR_WORKSET	Bedingungs-, Tabellen- oder Wahlansatz	2/5	che	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
347	A3	f69v	f69v.3	14	A3:G092	ar	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	SINGLE_COMPONENT_BRIDGE	B10_AR_SOURCE	Ausgangssektor, Ursprung oder Bezugswert	2/2	NONE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
348	A3	f69v	f69v.3	15	A3:G093	air	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	SINGLE_COMPONENT_BRIDGE	B02_AIR_COURSE	Himmels-, Ring- oder Zeigerlauf	3/3	NONE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
349	A3	f69v	f69v.3	16	A3:G094	oteody	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	SINGLE_COMPONENT_BRIDGE	B06_OT_NEXT	naechster Platz oder folgende Bedingung	2/6	eody	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest eody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
350	A3	f69v	f69v.3	17	A3:G095	ytyd	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	SINGLE_COMPONENT_BRIDGE	B12_TY_PART_UNIT	Teilsektor oder Untereintrag	2/4	y/d	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Teilsektor oder Untereintrag; lokaler Namensrest y/d.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
351	A3	f69v	f69v.3	18	A3:G096	a	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/1	a	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest a.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
352	A3	f69v	f69v.3	19	A3:G097	dchy	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	LOCAL_ASTRO_NOMENCLATOR	LOCAL_NAME_OR_VALUE	gelerntes lokales Namen- oder Wertsegment	0/4	dchy	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: gelerntes lokales Namen- oder Wertsegment; lokaler Namensrest dchy.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
353	A3	f69v	f69v.3	20	A3:G098	otoly	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B07_OL_CONTINUE	naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen	4/5	y	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
354	A3	f69v	f69v.3	21	A3:G099	okeodal	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B05_OK_SET|B09_AL_TARGET	Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld	4/7	eod	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest eod.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
355	A3	f69v	f69v.3	22	A3:G100	oteoarar	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	COMPOSED_COMPONENT_BRIDGE	B06_OT_NEXT|B10_AR_SOURCE|B10_AR_SOURCE	naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert + Ausgangssektor, Ursprung oder Bezugswert	6/8	eo	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest eo.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
356	A3	f69v	f69v.3	23	A3:G101	cheteeser	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	SINGLE_COMPONENT_BRIDGE	B13_GRADE	lange oder volle Diagrammstufe	2/9	chet/ser	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest chet/ser.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
357	A3	f69v	f69v.3	24	A3:G102	dair	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	SINGLE_COMPONENT_BRIDGE	B02_AIR_COURSE	Himmels-, Ring- oder Zeigerlauf	3/4	d	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
358	A3	f69v	f69v.3	25	A3:G103	chey	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	4/4	NONE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
359	A3	f69v	f69v.3	26	A3:G104	okody	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	SINGLE_COMPONENT_BRIDGE	B05_OK_SET	Diagrammposten setzen oder aktivieren	2/5	ody	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
360	A3	f69v	f69v.3	27	A3:G105	dal	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dorthin	zum bezeichneten Zielplatz	3/3	NONE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: zum bezeichneten Zielplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
361	A3	f69v	f69v.3	28	A3:G106	oteey	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:langer Folgeposten	naechster Diagrammposten in langer Stufe	5/5	NONE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
362	A3	f69v	f69v.3	29	A3:G107	oteey	F69_RIGHT_WHEEL_NS	A3_RIGHT_WHEEL_RING_TEXT	RIGHT_LIGHT_PLANET_COMPLEXION_RUBRIC	EXACT_PROSE_SURFACE_BRIDGE	EXACT:langer Folgeposten	naechster Diagrammposten in langer Stufe	5/5	NONE	lokaler Himmels- oder Kalenderplatz A3_RIGHT_WHEEL_RING_TEXT: naechster Diagrammposten in langer Stufe.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
363	A3	f69v	f69v.4	1	A3:G108	okeey	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_01	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	EXACT_PROSE_SURFACE_BRIDGE	EXACT:länger ansetzen	in langer Stufe setzen	5/5	NONE	Radstelle A3_LEFT_RADIAL_SLOT_01: in langer Stufe setzen.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
364	A3	f69v	f69v.4	2	A3:G109	sar	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_01	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	EXACT_PROSE_SURFACE_BRIDGE	EXACT:daraus	vom bezeichneten Ausgangsplatz	3/3	NONE	Radstelle A3_LEFT_RADIAL_SLOT_01: vom bezeichneten Ausgangsplatz.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
365	A3	f69v	f69v.5	1	A3:G110	okeo	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_02	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SINGLE_COMPONENT_BRIDGE	B05_OK_SET	Diagrammposten setzen oder aktivieren	2/4	eo	Radstelle A3_LEFT_RADIAL_SLOT_02: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
366	A3	f69v	f69v.5	2	A3:G111	dy	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_02	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	EXACT_PROSE_SURFACE_BRIDGE	EXACT:dieser Posten	dieser lokale Diagrammposten	2/2	NONE	Radstelle A3_LEFT_RADIAL_SLOT_02: dieser lokale Diagrammposten.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
367	A3	f69v	f69v.6	1	A3:G112	ochoyk	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_03	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SINGLE_COMPONENT_BRIDGE	B11_HO_INPUT	Himmelsobjekt oder Eingangsbedingung	2/6	oc/yk	Radstelle A3_LEFT_RADIAL_SLOT_03: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oc/yk.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
368	A3	f69v	f69v.7	1	A3:G113	ykeey	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_04	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SINGLE_COMPONENT_BRIDGE	B13_GRADE	lange oder volle Diagrammstufe	2/5	yk/y	Radstelle A3_LEFT_RADIAL_SLOT_04: lange oder volle Diagrammstufe; lokaler Namensrest yk/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
369	A3	f69v	f69v.8	1	A3:G114	ytory	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_05	LEFT_WHEEL_LOCAL_28_PLACE_INVENTORY_ENTRY	SINGLE_COMPONENT_BRIDGE	B08_OR_WORKSET	Bedingungs-, Tabellen- oder Wahlansatz	2/5	yt/y	Radstelle A3_LEFT_RADIAL_SLOT_05: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt/y.	LOCAL_OWNER_ONLY__NO_START_OR_DIRECTION	NO_F68_F69_KEY__NO_IMPLICIT_NAMESPACE_JOIN
