global_running_ordinal	global_running_event_id	physical_page	source_panel	register	locus	source_order	source_statement_id	owner_de	surface	component_recipe	working_core_reading_de	portable_core_inventory	reading_layer	surface_status	admission_color	owner_class	owner_local_reading_de	back_projected_core_reading_de	roundtrip_exact	local_expansion_rule
4050	G407-E4050	f88v	f88v	PHARMA	f88v.25	4191	P1009-S606	zweite Gefaess-/Zutatengruppe	sheor	SH+E+OR	HALTEN · GRAD I · EINHEIT	SH|OR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ HALTEN · GRAD I · ANSATZEINHEIT	HALTEN · GRAD I · EINHEIT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4051	G407-E4051	f88v	f88v	PHARMA	f88v.25	4192	P1009-S606	zweite Gefaess-/Zutatengruppe	tos	T+O+S	EINSTELLEN · AUSFÜHRUNG · WÄHLEN	T|S	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZWERT EINSTELLEN · AUSFÜHRUNG · DROGENPOSTEN WÄHLEN	EINSTELLEN · AUSFÜHRUNG · WÄHLEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4052	G407-E4052	f88v	f88v	PHARMA	f88v.25	4193	P1009-S606	zweite Gefaess-/Zutatengruppe	checkhy	CH+E+CH+K+Y	NEHMEN · GRAD I · NEHMEN · GEBEN · POSTEN	CH|CH|K|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN NEHMEN · GRAD I · DROGENPOSTEN NEHMEN · ZUTAT ZUGEBEN · DROGENPOSTEN	NEHMEN · GRAD I · NEHMEN · GEBEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4053	G407-E4053	f88v	f88v	PHARMA	f88v.25	4194	P1009-S606	zweite Gefaess-/Zutatengruppe	dain	AIN	ANTEIL	AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENANTEIL	ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4054	G407-E4054	f88v	f88v	PHARMA	f88v.25	4195	P1009-S606	zweite Gefaess-/Zutatengruppe	cheos	CH+E+O+S	NEHMEN · GRAD I · AUSFÜHRUNG · WÄHLEN	CH|S	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN NEHMEN · GRAD I · AUSFÜHRUNG · DROGENPOSTEN WÄHLEN	NEHMEN · GRAD I · AUSFÜHRUNG · WÄHLEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4055	G407-E4055	f88v	f88v	PHARMA	f88v.25	4196	P1009-S606	zweite Gefaess-/Zutatengruppe	cheockhy	CH+E+O+CH+K+Y	NEHMEN · GRAD I · AUSFÜHRUNG · NEHMEN · GEBEN · POSTEN	CH|CH|K|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN NEHMEN · GRAD I · AUSFÜHRUNG · DROGENPOSTEN NEHMEN · ZUTAT ZUGEBEN · DROGENPOSTEN	NEHMEN · GRAD I · AUSFÜHRUNG · NEHMEN · GEBEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4056	G407-E4056	f88v	f88v	PHARMA	f88v.25	4197	P1009-S606	zweite Gefaess-/Zutatengruppe	saldy	S+AL+DY	WÄHLEN · ZIELORT · SCHLUSS	S|AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN WÄHLEN · ZIELGEFÄSS · SCHLUSS	WÄHLEN · ZIELORT · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4057	G407-E4057	f88v	f88v	PHARMA	f88v.26	4198	P1009-S607	zweite Gefaess-/Zutatengruppe	saiin	S+AIIN	WÄHLEN · WERT	S|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN WÄHLEN · MENGENWERT	WÄHLEN · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4058	G407-E4058	f88v	f88v	PHARMA	f88v.26	4199	P1009-S607	zweite Gefaess-/Zutatengruppe	choky	OK+Y	SETZEN · POSTEN	OK|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ ANSETZEN · DROGENPOSTEN	SETZEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4059	G407-E4059	f88v	f88v	PHARMA	f88v.26	4200	P1009-S607	zweite Gefaess-/Zutatengruppe	cheor	CH+E+O+R	NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	CH|R	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN MARKIEREN	NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4060	G407-E4060	f88v	f88v	PHARMA	f88v.26	4201	P1009-S607	zweite Gefaess-/Zutatengruppe	shy	Y	POSTEN	Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN	POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4061	G407-E4061	f89r	f89r1	PHARMA	f89r1.6	4211	P1009-S608	Gefäß-/Pflanzenteilgruppe A	qoar	O+AR	AUSFÜHRUNG · AUSGANG	AR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	AUSFÜHRUNG · AUSGANGSGEFÄSS	AUSFÜHRUNG · AUSGANG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4062	G407-E4062	f89r	f89r1	PHARMA	f89r1.6	4212	P1009-S608	Gefäß-/Pflanzenteilgruppe A	shar	SH+AR	HALTEN · AUSGANG	SH|AR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ HALTEN · AUSGANGSGEFÄSS	HALTEN · AUSGANG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4063	G407-E4063	f89r	f89r1	PHARMA	f89r1.6	4213	P1009-S608	Gefäß-/Pflanzenteilgruppe A	qopcholy	CARRIER_Q+O+CH+T+OL+Y	BEGINNMARKER · AUSFÜHRUNG · NEHMEN · EINSTELLEN · FORTSETZEN · POSTEN	CH|T|OL|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	BEGINNMARKER · AUSFÜHRUNG · DROGENPOSTEN NEHMEN · ANSATZWERT EINSTELLEN · ANSATZ FORTSETZEN · DROGENPOSTEN	BEGINNMARKER · AUSFÜHRUNG · NEHMEN · EINSTELLEN · FORTSETZEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4064	G407-E4064	f89r	f89r1	PHARMA	f89r1.6	4214	P1009-S608	Gefäß-/Pflanzenteilgruppe A	qokod	OK+O+D_ADDR	SETZEN · AUSFÜHRUNG · HIER	OK	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ ANSETZEN · AUSFÜHRUNG · HIER	SETZEN · AUSFÜHRUNG · HIER	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4065	G407-E4065	f89r	f89r1	PHARMA	f89r1.6	4215	P1009-S609	Gefäß-/Pflanzenteilgruppe A	chepy	CH+E+P+Y	NEHMEN · GRAD I · EINSETZEN · POSTEN	CH|P|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN NEHMEN · GRAD I · ZUTAT EINSETZEN · DROGENPOSTEN	NEHMEN · GRAD I · EINSETZEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4066	G407-E4066	f89r	f89r1	PHARMA	f89r1.6	4216	P1009-S609	Gefäß-/Pflanzenteilgruppe A	dar	D_ADDR+AR	HIER · AUSGANG	AR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	HIER · AUSGANGSGEFÄSS	HIER · AUSGANG	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4067	G407-E4067	f89r	f89r1	PHARMA	f89r1.6	4217	P1009-S609	Gefäß-/Pflanzenteilgruppe A	sheey	SH+EE+Y	HALTEN · GRAD II · POSTEN	SH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ HALTEN · GRAD II · DROGENPOSTEN	HALTEN · GRAD II · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4068	G407-E4068	f89r	f89r1	PHARMA	f89r1.6	4218	P1009-S609	Gefäß-/Pflanzenteilgruppe A	okor	OK+OR	SETZEN · EINHEIT	OK|OR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ ANSETZEN · ANSATZEINHEIT	SETZEN · EINHEIT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4069	G407-E4069	f89r	f89r1	PHARMA	f89r1.6	4219	P1009-S609	Gefäß-/Pflanzenteilgruppe A	sheeos	SH+EE+O+S	HALTEN · GRAD II · AUSFÜHRUNG · WÄHLEN	SH|S	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ HALTEN · GRAD II · AUSFÜHRUNG · DROGENPOSTEN WÄHLEN	HALTEN · GRAD II · AUSFÜHRUNG · WÄHLEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4070	G407-E4070	f89r	f89r1	PHARMA	f89r1.6	4220	P1009-S609	Gefäß-/Pflanzenteilgruppe A	oldain	OL+AIN	FORTSETZEN · ANTEIL	OL|AIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ FORTSETZEN · DROGENANTEIL	FORTSETZEN · ANTEIL	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4071	G407-E4071	f89r	f89r1	PHARMA	f89r1.7	4221	P1009-S609	Gefäß-/Pflanzenteilgruppe A	dshody	SH+O+DY	HALTEN · AUSFÜHRUNG · SCHLUSS	SH	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ HALTEN · AUSFÜHRUNG · SCHLUSS	HALTEN · AUSFÜHRUNG · SCHLUSS	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4072	G407-E4072	f89r	f89r1	PHARMA	f89r1.7	4222	P1009-S610	Gefäß-/Pflanzenteilgruppe A	qocthy	O+CH+T+Y	AUSFÜHRUNG · NEHMEN · EINSTELLEN · POSTEN	CH|T|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	AUSFÜHRUNG · DROGENPOSTEN NEHMEN · ANSATZWERT EINSTELLEN · DROGENPOSTEN	AUSFÜHRUNG · NEHMEN · EINSTELLEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4073	G407-E4073	f89r	f89r1	PHARMA	f89r1.7	4223	P1009-S610	Gefäß-/Pflanzenteilgruppe A	chockhy	HO+CH+K+Y	KLASSE · NEHMEN · GEBEN · POSTEN	CH|K|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	KLASSE · DROGENPOSTEN NEHMEN · ZUTAT ZUGEBEN · DROGENPOSTEN	KLASSE · NEHMEN · GEBEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4074	G407-E4074	f89r	f89r1	PHARMA	f89r1.7	4224	P1009-S610	Gefäß-/Pflanzenteilgruppe A	dal	AL	ZIELORT	AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ZIELGEFÄSS	ZIELORT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4075	G407-E4075	f89r	f89r1	PHARMA	f89r1.7	4225	P1009-S610	Gefäß-/Pflanzenteilgruppe A	chedy	CHD+Y	BEARBEITEN · POSTEN	CHD|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ BEARBEITEN · DROGENPOSTEN	BEARBEITEN · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4076	G407-E4076	f89r	f89r1	PHARMA	f89r1.7	4226	P1009-S610	Gefäß-/Pflanzenteilgruppe A	qokeody	OK+E+O+D_ADDR+Y	SETZEN · GRAD I · AUSFÜHRUNG · HIER · POSTEN	OK|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ ANSETZEN · GRAD I · AUSFÜHRUNG · HIER · DROGENPOSTEN	SETZEN · GRAD I · AUSFÜHRUNG · HIER · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4077	G407-E4077	f89r	f89r1	PHARMA	f89r1.7	4227	P1009-S610	Gefäß-/Pflanzenteilgruppe A	daldaiin	AL+AIIN	ZIELORT · WERT	AL|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ZIELGEFÄSS · MENGENWERT	ZIELORT · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4078	G407-E4078	f89r	f89r1	PHARMA	f89r1.7	4228	P1009-S610	Gefäß-/Pflanzenteilgruppe A	chodaiin	CH+O+D_ADDR+AIIN	NEHMEN · AUSFÜHRUNG · HIER · WERT	CH|AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN NEHMEN · AUSFÜHRUNG · HIER · MENGENWERT	NEHMEN · AUSFÜHRUNG · HIER · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4079	G407-E4079	f89r	f89r1	PHARMA	f89r1.7	4229	P1009-S610	Gefäß-/Pflanzenteilgruppe A	dal	AL	ZIELORT	AL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ZIELGEFÄSS	ZIELORT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4080	G407-E4080	f89r	f89r1	PHARMA	f89r1.8	4230	P1009-S610	Gefäß-/Pflanzenteilgruppe A	qokeol	OK+E+OL	SETZEN · GRAD I · FORTSETZEN	OK|OL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ ANSETZEN · GRAD I · ANSATZ FORTSETZEN	SETZEN · GRAD I · FORTSETZEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4081	G407-E4081	f89r	f89r1	PHARMA	f89r1.8	4231	P1009-S610	Gefäß-/Pflanzenteilgruppe A	chol	OL	FORTSETZEN	OL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ FORTSETZEN	FORTSETZEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4082	G407-E4082	f89r	f89r1	PHARMA	f89r1.8	4232	P1009-S610	Gefäß-/Pflanzenteilgruppe A	qodaiin	CARRIER_Q+O+AIIN	BEGINNMARKER · AUSFÜHRUNG · WERT	AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	BEGINNMARKER · AUSFÜHRUNG · MENGENWERT	BEGINNMARKER · AUSFÜHRUNG · WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4083	G407-E4083	f89r	f89r1	PHARMA	f89r1.8	4233	P1009-S610	Gefäß-/Pflanzenteilgruppe A	chol	OL	FORTSETZEN	OL	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ FORTSETZEN	FORTSETZEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4084	G407-E4084	f89r	f89r1	PHARMA	f89r1.8	4234	P1009-S610	Gefäß-/Pflanzenteilgruppe A	cheody	CH+E+O+Y	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	CH|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN NEHMEN · GRAD I · AUSFÜHRUNG · DROGENPOSTEN	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4085	G407-E4085	f89r	f89r1	PHARMA	f89r1.8	4235	P1009-S610	Gefäß-/Pflanzenteilgruppe A	qokechy	OK+E+Y	SETZEN · GRAD I · POSTEN	OK|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ ANSETZEN · GRAD I · DROGENPOSTEN	SETZEN · GRAD I · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4086	G407-E4086	f89r	f89r1	PHARMA	f89r1.8	4236	P1009-S610	Gefäß-/Pflanzenteilgruppe A	daiin	AIIN	WERT	AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	MENGENWERT	WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4087	G407-E4087	f89r	f89r1	PHARMA	f89r1.8	4237	P1009-S610	Gefäß-/Pflanzenteilgruppe A	ctheody	CH+T+E+O+Y	NEHMEN · EINSTELLEN · GRAD I · AUSFÜHRUNG · POSTEN	CH|T|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN NEHMEN · ANSATZWERT EINSTELLEN · GRAD I · AUSFÜHRUNG · DROGENPOSTEN	NEHMEN · EINSTELLEN · GRAD I · AUSFÜHRUNG · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4088	G407-E4088	f89r	f89r1	PHARMA	f89r1.8	4238	P1009-S610	Gefäß-/Pflanzenteilgruppe A	dam	DA+AM_ADDR	ZWEITE STUFE · HIER	NONE	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ZWEITE STUFE · HIER	ZWEITE STUFE · HIER	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4089	G407-E4089	f89r	f89r1	PHARMA	f89r1.9	4239	P1009-S610	Gefäß-/Pflanzenteilgruppe A	yshor	Y+SH+OR	POSTEN · HALTEN · EINHEIT	Y|SH|OR	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN · ANSATZ HALTEN · ANSATZEINHEIT	POSTEN · HALTEN · EINHEIT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4090	G407-E4090	f89r	f89r1	PHARMA	f89r1.9	4240	P1009-S610	Gefäß-/Pflanzenteilgruppe A	s	S	WÄHLEN	S	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	DROGENPOSTEN WÄHLEN	WÄHLEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4091	G407-E4091	f89r	f89r1	PHARMA	f89r1.9	4241	P1009-S610	Gefäß-/Pflanzenteilgruppe A	oiiin	O+IIN	AUSFÜHRUNG · STUFE	NONE	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	AUSFÜHRUNG · STUFE	AUSFÜHRUNG · STUFE	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4092	G407-E4092	f89r	f89r1	PHARMA	f89r1.9	4242	P1009-S610	Gefäß-/Pflanzenteilgruppe A	daiin	AIIN	WERT	AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	MENGENWERT	WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4093	G407-E4093	f89r	f89r1	PHARMA	f89r1.9	4243	P1009-S610	Gefäß-/Pflanzenteilgruppe A	qokeey	OK+EE+Y	SETZEN · GRAD II · POSTEN	OK|Y	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	ANSATZ ANSETZEN · GRAD II · DROGENPOSTEN	SETZEN · GRAD II · POSTEN	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
4094	G407-E4094	f89r	f89r1	PHARMA	f89r1.9	4244	P1009-S610	Gefäß-/Pflanzenteilgruppe A	daiin	AIIN	WERT	AIIN	COMPOSITIONAL_WORKING_READING__OWNER_SUPPLIES_LOCAL_CONTENT	PASS1026_SELECTED_RECIPE	GREEN_SELECTED_BASE	GEFÄSS_UND_ZUTATGRUPPE	MENGENWERT	WERT	YES	PORTABLER KERN + SICHTBARER BESITZER; KEINE ZWEITE KERNBEDEUTUNG
