stream_ordinal	event_id	statement_id	physical_page	register	owner_de	surface	component_recipe	intake_tier	ordered_literal_reading_de	order_safe_clause_de	dual_channel_reading_de	state_and_clause_match_gdt438
4491	G407-E4491	G404-S071	f95v	HERBAL	F95V_WHOLE_PLANT	qokal	OK+AL	T0_EXACT_OBSERVED	SETZEN · ZIELORT	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	Kernfolge: SETZEN · ZIELORT. Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	YES
4492	G407-E4492	G404-S071	f95v	HERBAL	F95V_WHOLE_PLANT	oty	OT+Y	T0_EXACT_OBSERVED	DANACH · POSTEN	Danach im laufenden Gang setze den Pflanzenposten im Arbeitsgang an.	Kernfolge: DANACH · POSTEN. Danach im laufenden Gang setze den Pflanzenposten im Arbeitsgang an.	YES
4493	G407-E4493	G404-S071	f95v	HERBAL	F95V_WHOLE_PLANT	shekshey	SH+E+K+SH+E+Y	T0_EXACT_OBSERVED	HALTEN · GRAD I · GEBEN · HALTEN · GRAD I · POSTEN	Halte den Pflanzenposten, gib den Pflanzenposten zu und halte den Pflanzenposten; auf Grad I und auf Grad I.	Kernfolge: HALTEN · GRAD I · GEBEN · HALTEN · GRAD I · POSTEN. Halte den Pflanzenposten, gib den Pflanzenposten zu und halte den Pflanzenposten; auf Grad I und auf Grad I.	YES
4494	G407-E4494	G404-S071	f95v	HERBAL	F95V_WHOLE_PLANT	otaldy	OT+AL+DY	T0_EXACT_OBSERVED	DANACH · ZIELORT · SCHLUSS	Danach im laufenden Gang halte den Pflanzenposten [wie zuvor]; zur Zielstelle; schließe den Schritt.	Kernfolge: DANACH · ZIELORT · SCHLUSS. Danach im laufenden Gang halte den Pflanzenposten [wie zuvor]; zur Zielstelle; schließe den Schritt.	YES
4495	G407-E4495	G404-S072	f95v	HERBAL	F95V_WHOLE_PLANT	okshey	OK+SH+E+Y	T0_EXACT_OBSERVED	SETZEN · HALTEN · GRAD I · POSTEN	Setze den Pflanzenposten im Arbeitsgang an und halte den Pflanzenposten; auf Grad I.	Kernfolge: SETZEN · HALTEN · GRAD I · POSTEN. Setze den Pflanzenposten im Arbeitsgang an und halte den Pflanzenposten; auf Grad I.	YES
4496	G407-E4496	G404-S072	f95v	HERBAL	F95V_WHOLE_PLANT	ytshedy	Y+T+SH+E+DY	T0_EXACT_OBSERVED	POSTEN · EINSTELLEN · HALTEN · GRAD I · SCHLUSS	Stelle den Pflanzenposten ein und halte den Pflanzenposten; auf Grad I; schließe den Schritt.	Kernfolge: POSTEN · EINSTELLEN · HALTEN · GRAD I · SCHLUSS. Stelle den Pflanzenposten ein und halte den Pflanzenposten; auf Grad I; schließe den Schritt.	YES
4497	G407-E4497	G404-S073	f95v	HERBAL	F95V_WHOLE_PLANT	okarar	OK+AR+AR	T0_EXACT_OBSERVED	SETZEN · AUSGANG · AUSGANG	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial [außen] und vom Ausgangsmaterial [innen].	Kernfolge: SETZEN · AUSGANG · AUSGANG. Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial [außen] und vom Ausgangsmaterial [innen].	YES
4498	G407-E4498	G404-S073	f95v	HERBAL	F95V_WHOLE_PLANT	yty	Y+T+Y	T0_EXACT_OBSERVED	POSTEN · EINSTELLEN · POSTEN	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	Kernfolge: POSTEN · EINSTELLEN · POSTEN. Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein.	YES
4499	G407-E4499	G404-S073	f95v	HERBAL	F95V_WHOLE_PLANT	chdy	CHD+Y	T0_EXACT_OBSERVED	BEARBEITEN · POSTEN	Bearbeite den Pflanzenposten.	Kernfolge: BEARBEITEN · POSTEN. Bearbeite den Pflanzenposten.	YES
4500	G407-E4500	G404-S073	f95v	HERBAL	F95V_WHOLE_PLANT	otal	OT+AL	T0_EXACT_OBSERVED	DANACH · ZIELORT	Danach im laufenden Gang bearbeite den Pflanzenposten [wie zuvor]; zur Zielstelle.	Kernfolge: DANACH · ZIELORT. Danach im laufenden Gang bearbeite den Pflanzenposten [wie zuvor]; zur Zielstelle.	YES
4501	G407-E4501	G404-S073	f95v	HERBAL	F95V_WHOLE_PLANT	shedy	SH+E+DY	T0_EXACT_OBSERVED	HALTEN · GRAD I · SCHLUSS	Halte den Pflanzenposten [wie zuvor]; auf Grad I; schließe den Schritt.	Kernfolge: HALTEN · GRAD I · SCHLUSS. Halte den Pflanzenposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES
4502	G407-E4502	G404-S074	f95v	HERBAL	F95V_WHOLE_PLANT	odaiin	O+D_ADDR+AIIN	T0_EXACT_OBSERVED	AUSFÜHRUNG · HIER · WERT	Im laufenden Gang halte den Arbeitswert; als Ausführung; an der bezeichneten Stelle.	Kernfolge: AUSFÜHRUNG · HIER · WERT. Im laufenden Gang halte den Arbeitswert; als Ausführung; an der bezeichneten Stelle.	YES
4503	G407-E4503	G404-S074	f95v	HERBAL	F95V_WHOLE_PLANT	chey	Y	T0_EXACT_OBSERVED	POSTEN	Im laufenden Gang halte den Pflanzenposten.	Kernfolge: POSTEN. Im laufenden Gang halte den Pflanzenposten.	YES
4504	G407-E4504	G404-S075	f95v	HERBAL	F95V_WHOLE_PLANT	tshdal	T+SH+D_ADDR+AL	T0_EXACT_OBSERVED	EINSTELLEN · HALTEN · HIER · ZIELORT	Stelle den Pflanzenposten [wie zuvor] ein und halte den Pflanzenposten [wie zuvor]; zur Zielstelle; an der bezeichneten Stelle.	Kernfolge: EINSTELLEN · HALTEN · HIER · ZIELORT. Stelle den Pflanzenposten [wie zuvor] ein und halte den Pflanzenposten [wie zuvor]; zur Zielstelle; an der bezeichneten Stelle.	YES
4505	G407-E4505	G404-S075	f95v	HERBAL	F95V_WHOLE_PLANT	qokshy	OK+SH+Y	T0_EXACT_OBSERVED	SETZEN · HALTEN · POSTEN	Setze den Pflanzenposten im Arbeitsgang an und halte den Pflanzenposten.	Kernfolge: SETZEN · HALTEN · POSTEN. Setze den Pflanzenposten im Arbeitsgang an und halte den Pflanzenposten.	YES
4506	G407-E4506	G404-S075	f95v	HERBAL	F95V_WHOLE_PLANT	dchdy	CHD+DY	T0_EXACT_OBSERVED	BEARBEITEN · SCHLUSS	Bearbeite den Pflanzenposten [wie zuvor]; schließe den Schritt.	Kernfolge: BEARBEITEN · SCHLUSS. Bearbeite den Pflanzenposten [wie zuvor]; schließe den Schritt.	YES
4507	G407-E4507	G404-S076	f95v	HERBAL	F95V_WHOLE_PLANT	shedy	SH+E+DY	T0_EXACT_OBSERVED	HALTEN · GRAD I · SCHLUSS	Halte den Pflanzenposten [wie zuvor]; auf Grad I; schließe den Schritt.	Kernfolge: HALTEN · GRAD I · SCHLUSS. Halte den Pflanzenposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES
4508	G407-E4508	G404-S077	f95v	HERBAL	F95V_WHOLE_PLANT	dkshey	D_ADDR+K+SH+E+Y	T0_EXACT_OBSERVED	HIER · GEBEN · HALTEN · GRAD I · POSTEN	Gib den Pflanzenposten zu und halte den Pflanzenposten; auf Grad I; an der bezeichneten Stelle.	Kernfolge: HIER · GEBEN · HALTEN · GRAD I · POSTEN. Gib den Pflanzenposten zu und halte den Pflanzenposten; auf Grad I; an der bezeichneten Stelle.	YES
4509	G407-E4509	G404-S077	f95v	HERBAL	F95V_WHOLE_PLANT	chefar	CH+E+LOCAL_CHAR_F+AR	T0_EXACT_OBSERVED	NEHMEN · GRAD I · HIER · AUSGANG	Nimm den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	Kernfolge: NEHMEN · GRAD I · HIER · AUSGANG. Nimm den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	YES
4510	G407-E4510	G404-S077	f95v	HERBAL	F95V_WHOLE_PLANT	otchdy	OT+CHD+DY	T0_EXACT_OBSERVED	DANACH · BEARBEITEN · SCHLUSS	Danach bearbeite den Pflanzenposten [wie zuvor]; schließe den Schritt.	Kernfolge: DANACH · BEARBEITEN · SCHLUSS. Danach bearbeite den Pflanzenposten [wie zuvor]; schließe den Schritt.	YES
4511	G407-E4511	G404-S078	f95v	HERBAL	F95V_WHOLE_PLANT	ol	OL	T0_EXACT_OBSERVED	FORTSETZEN	Weiter im laufenden Gang bearbeite den Pflanzenposten [wie zuvor].	Kernfolge: FORTSETZEN. Weiter im laufenden Gang bearbeite den Pflanzenposten [wie zuvor].	YES
4512	G407-E4512	G404-S078	f95v	HERBAL	F95V_WHOLE_PLANT	shedar	SH+E+D_ADDR+AR	T0_EXACT_OBSERVED	HALTEN · GRAD I · HIER · AUSGANG	Halte den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	Kernfolge: HALTEN · GRAD I · HIER · AUSGANG. Halte den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	YES
4513	G407-E4513	G404-S078	f95v	HERBAL	F95V_WHOLE_PLANT	chdam	CHD+AM_ADDR	T0_EXACT_OBSERVED	BEARBEITEN · HIER	Bearbeite den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	Kernfolge: BEARBEITEN · HIER. Bearbeite den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	YES
4514	G407-E4514	G404-S078	f95v	HERBAL	F95V_WHOLE_PLANT	dshey	D_ADDR+SH+E+Y	T0_EXACT_OBSERVED	HIER · HALTEN · GRAD I · POSTEN	Halte den Pflanzenposten; auf Grad I; an der bezeichneten Stelle.	Kernfolge: HIER · HALTEN · GRAD I · POSTEN. Halte den Pflanzenposten; auf Grad I; an der bezeichneten Stelle.	YES
4515	G407-E4515	G404-S078	f95v	HERBAL	F95V_WHOLE_PLANT	kain	K+AIN	T0_EXACT_OBSERVED	GEBEN · ANTEIL	Gib den Materialanteil zu.	Kernfolge: GEBEN · ANTEIL. Gib den Materialanteil zu.	YES
4516	G407-E4516	G404-S078	f95v	HERBAL	F95V_WHOLE_PLANT	qokar	OK+AR	T0_EXACT_OBSERVED	SETZEN · AUSGANG	Setze den Materialanteil [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	Kernfolge: SETZEN · AUSGANG. Setze den Materialanteil [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	YES
4517	G407-E4517	G404-S078	f95v	HERBAL	F95V_WHOLE_PLANT	olkar	OL+K+AR	T0_EXACT_OBSERVED	FORTSETZEN · GEBEN · AUSGANG	Weiter gib den Materialanteil [wie zuvor] zu; vom Ausgangsmaterial.	Kernfolge: FORTSETZEN · GEBEN · AUSGANG. Weiter gib den Materialanteil [wie zuvor] zu; vom Ausgangsmaterial.	YES
4518	G407-E4518	G404-S078	f95v	HERBAL	F95V_WHOLE_PLANT	chy	Y	T0_EXACT_OBSERVED	POSTEN	Im laufenden Gang gib den Pflanzenposten zu.	Kernfolge: POSTEN. Im laufenden Gang gib den Pflanzenposten zu.	YES
4519	G407-E4519	G404-S078	f95v	HERBAL	F95V_WHOLE_PLANT	tar	T+AR	T0_EXACT_OBSERVED	EINSTELLEN · AUSGANG	Stelle den Pflanzenposten [wie zuvor] ein; vom Ausgangsmaterial.	Kernfolge: EINSTELLEN · AUSGANG. Stelle den Pflanzenposten [wie zuvor] ein; vom Ausgangsmaterial.	YES
4520	G407-E4520	G404-S078	f95v	HERBAL	F95V_WHOLE_PLANT	otar	OT+AR	T0_EXACT_OBSERVED	DANACH · AUSGANG	Danach im laufenden Gang stelle den Pflanzenposten [wie zuvor] ein; vom Ausgangsmaterial.	Kernfolge: DANACH · AUSGANG. Danach im laufenden Gang stelle den Pflanzenposten [wie zuvor] ein; vom Ausgangsmaterial.	YES
4521	G407-E4521	G404-S078	f95v	HERBAL	F95V_WHOLE_PLANT	chdy	CHD+Y	T0_EXACT_OBSERVED	BEARBEITEN · POSTEN	Bearbeite den Pflanzenposten.	Kernfolge: BEARBEITEN · POSTEN. Bearbeite den Pflanzenposten.	YES
4522	G407-E4522	G404-S078	f95v	HERBAL	F95V_WHOLE_PLANT	kchdy	K+CHD+Y	T0_EXACT_OBSERVED	GEBEN · BEARBEITEN · POSTEN	Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	Kernfolge: GEBEN · BEARBEITEN · POSTEN. Gib den Pflanzenposten zu und bearbeite den Pflanzenposten.	YES
4523	G407-E4523	G404-S078	f95v	HERBAL	F95V_WHOLE_PLANT	dolkain	D_ADDR+OL+K+AIN	T0_EXACT_OBSERVED	HIER · FORTSETZEN · GEBEN · ANTEIL	Weiter gib den Materialanteil zu; an der bezeichneten Stelle.	Kernfolge: HIER · FORTSETZEN · GEBEN · ANTEIL. Weiter gib den Materialanteil zu; an der bezeichneten Stelle.	YES
4524	G407-E4524	G404-S078	f95v	HERBAL	F95V_WHOLE_PLANT	otardy	OT+AR+DY	T0_EXACT_OBSERVED	DANACH · AUSGANG · SCHLUSS	Danach im laufenden Gang gib den Materialanteil [wie zuvor] zu; vom Ausgangsmaterial; schließe den Schritt.	Kernfolge: DANACH · AUSGANG · SCHLUSS. Danach im laufenden Gang gib den Materialanteil [wie zuvor] zu; vom Ausgangsmaterial; schließe den Schritt.	YES
4525	G407-E4525	G404-S079	f95v	HERBAL	F95V_WHOLE_PLANT	dchody	D_ADDR+CH+O+DY	T0_EXACT_OBSERVED	HIER · NEHMEN · AUSFÜHRUNG · SCHLUSS	Nimm den Materialanteil [wie zuvor]; als Ausführung; an der bezeichneten Stelle; schließe den Schritt.	Kernfolge: HIER · NEHMEN · AUSFÜHRUNG · SCHLUSS. Nimm den Materialanteil [wie zuvor]; als Ausführung; an der bezeichneten Stelle; schließe den Schritt.	YES
4526	G407-E4526	G404-S080	f95v	HERBAL	F95V_WHOLE_PLANT	sheos	SH+E+O+S	T0_EXACT_OBSERVED	HALTEN · GRAD I · AUSFÜHRUNG · WÄHLEN	Halte den Materialanteil [wie zuvor] und wähle den Materialanteil [wie zuvor]; auf Grad I und als Ausführung.	Kernfolge: HALTEN · GRAD I · AUSFÜHRUNG · WÄHLEN. Halte den Materialanteil [wie zuvor] und wähle den Materialanteil [wie zuvor]; auf Grad I und als Ausführung.	YES
4527	G407-E4527	G404-S080	f95v	HERBAL	F95V_WHOLE_PLANT	qodaiin	CARRIER_Q+O+AIIN	T0_EXACT_OBSERVED	BEGINNMARKER · AUSFÜHRUNG · WERT	Im laufenden Gang wähle den Arbeitswert; als neuen Einsatz und als Ausführung.	Kernfolge: BEGINNMARKER · AUSFÜHRUNG · WERT. Im laufenden Gang wähle den Arbeitswert; als neuen Einsatz und als Ausführung.	YES
4528	G407-E4528	G404-S080	f95v	HERBAL	F95V_WHOLE_PLANT	fchodaiin	LOCAL_CHAR_F+CH+O+D_ADDR+AIIN	T0_EXACT_OBSERVED	HIER · NEHMEN · AUSFÜHRUNG · HIER · WERT	Nimm den Arbeitswert; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	Kernfolge: HIER · NEHMEN · AUSFÜHRUNG · HIER · WERT. Nimm den Arbeitswert; als Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	YES
4529	G407-E4529	G404-S080	f95v	HERBAL	F95V_WHOLE_PLANT	chtal	CH+T+AL	T0_EXACT_OBSERVED	NEHMEN · EINSTELLEN · ZIELORT	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein; zur Zielstelle.	Kernfolge: NEHMEN · EINSTELLEN · ZIELORT. Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein; zur Zielstelle.	YES
4530	G407-E4530	G404-S080	f95v	HERBAL	F95V_WHOLE_PLANT	dar	D_ADDR+AR	T0_EXACT_OBSERVED	HIER · AUSGANG	Im laufenden Gang stelle den Arbeitswert [wie zuvor] ein; vom Ausgangsmaterial; an der bezeichneten Stelle.	Kernfolge: HIER · AUSGANG. Im laufenden Gang stelle den Arbeitswert [wie zuvor] ein; vom Ausgangsmaterial; an der bezeichneten Stelle.	YES
4531	G407-E4531	G404-S080	f95v	HERBAL	F95V_WHOLE_PLANT	okedy	OK+E+DY	T0_EXACT_OBSERVED	SETZEN · GRAD I · SCHLUSS	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	Kernfolge: SETZEN · GRAD I · SCHLUSS. Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad I; schließe den Schritt.	YES
4532	G407-E4532	G404-S081	f95v	HERBAL	F95V_WHOLE_PLANT	okchedy	OK+CHD+DY	T0_EXACT_OBSERVED	SETZEN · BEARBEITEN · SCHLUSS	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an und bearbeite den Arbeitswert [wie zuvor]; schließe den Schritt.	Kernfolge: SETZEN · BEARBEITEN · SCHLUSS. Setze den Arbeitswert [wie zuvor] im Arbeitsgang an und bearbeite den Arbeitswert [wie zuvor]; schließe den Schritt.	YES
4533	G407-E4533	G404-S082	f95v	HERBAL	F95V_WHOLE_PLANT	tshey	SH+E+Y	T0_EXACT_OBSERVED	HALTEN · GRAD I · POSTEN	Halte den Pflanzenposten; auf Grad I.	Kernfolge: HALTEN · GRAD I · POSTEN. Halte den Pflanzenposten; auf Grad I.	YES
4534	G407-E4534	G404-S082	f95v	HERBAL	F95V_WHOLE_PLANT	taiin	T+AIIN	T0_EXACT_OBSERVED	EINSTELLEN · WERT	Stelle den Arbeitswert ein.	Kernfolge: EINSTELLEN · WERT. Stelle den Arbeitswert ein.	YES
4535	G407-E4535	G404-S082	f95v	HERBAL	F95V_WHOLE_PLANT	ol	OL	T0_EXACT_OBSERVED	FORTSETZEN	Weiter im laufenden Gang stelle den Arbeitswert [wie zuvor] ein.	Kernfolge: FORTSETZEN. Weiter im laufenden Gang stelle den Arbeitswert [wie zuvor] ein.	YES
4536	G407-E4536	G404-S082	f95v	HERBAL	F95V_WHOLE_PLANT	k	K	T0_EXACT_OBSERVED	GEBEN	Gib den Arbeitswert [wie zuvor] zu.	Kernfolge: GEBEN. Gib den Arbeitswert [wie zuvor] zu.	YES
4537	G407-E4537	G404-S082	f95v	HERBAL	F95V_WHOLE_PLANT	shol	SH+OL	T0_EXACT_OBSERVED	HALTEN · FORTSETZEN	Weiter halte den Arbeitswert [wie zuvor].	Kernfolge: HALTEN · FORTSETZEN. Weiter halte den Arbeitswert [wie zuvor].	YES
4538	G407-E4538	G404-S082	f95v	HERBAL	F95V_WHOLE_PLANT	kshed	K+SH+E+D_ADDR	T0_EXACT_OBSERVED	GEBEN · HALTEN · GRAD I · HIER	Gib den Arbeitswert [wie zuvor] zu und halte den Arbeitswert [wie zuvor]; auf Grad I; an der bezeichneten Stelle.	Kernfolge: GEBEN · HALTEN · GRAD I · HIER. Gib den Arbeitswert [wie zuvor] zu und halte den Arbeitswert [wie zuvor]; auf Grad I; an der bezeichneten Stelle.	YES
4539	G407-E4539	G404-S082	f95v	HERBAL	F95V_WHOLE_PLANT	qokeeod	OK+EE+O+D_ADDR	T0_EXACT_OBSERVED	SETZEN · GRAD II · AUSFÜHRUNG · HIER	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II und als Ausführung; an der bezeichneten Stelle.	Kernfolge: SETZEN · GRAD II · AUSFÜHRUNG · HIER. Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II und als Ausführung; an der bezeichneten Stelle.	YES
4540	G407-E4540	G404-S082	f95v	HERBAL	F95V_WHOLE_PLANT	raiin	R+AIIN	T0_EXACT_OBSERVED	MARKIEREN · WERT	Markiere den Arbeitswert.	Kernfolge: MARKIEREN · WERT. Markiere den Arbeitswert.	YES
4541	G407-E4541	G404-S082	f95v	HERBAL	F95V_WHOLE_PLANT	qokeey	OK+EE+Y	T0_EXACT_OBSERVED	SETZEN · GRAD II · POSTEN	Setze den Pflanzenposten im Arbeitsgang an; auf Grad II.	Kernfolge: SETZEN · GRAD II · POSTEN. Setze den Pflanzenposten im Arbeitsgang an; auf Grad II.	YES
4542	G407-E4542	G404-S082	f95v	HERBAL	F95V_WHOLE_PLANT	qoko	OK+O	T0_EXACT_OBSERVED	SETZEN · AUSFÜHRUNG	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; als Ausführung.	Kernfolge: SETZEN · AUSFÜHRUNG. Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; als Ausführung.	YES
4543	G407-E4543	G404-S082	f95v	HERBAL	F95V_WHOLE_PLANT	skchdy	S+K+CHD+DY	T0_EXACT_OBSERVED	WÄHLEN · GEBEN · BEARBEITEN · SCHLUSS	Wähle den Pflanzenposten [wie zuvor], gib den Pflanzenposten [wie zuvor] zu und bearbeite den Pflanzenposten [wie zuvor]; schließe den Schritt.	Kernfolge: WÄHLEN · GEBEN · BEARBEITEN · SCHLUSS. Wähle den Pflanzenposten [wie zuvor], gib den Pflanzenposten [wie zuvor] zu und bearbeite den Pflanzenposten [wie zuvor]; schließe den Schritt.	YES
4544	G407-E4544	G404-S083	f95v	HERBAL	F95V_WHOLE_PLANT	sain	S+AIN	T0_EXACT_OBSERVED	WÄHLEN · ANTEIL	Wähle den Materialanteil.	Kernfolge: WÄHLEN · ANTEIL. Wähle den Materialanteil.	YES
4545	G407-E4545	G404-S083	f95v	HERBAL	F95V_WHOLE_PLANT	sheyk	SH+E+Y+K	T0_EXACT_OBSERVED	HALTEN · GRAD I · POSTEN · GEBEN	Halte den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I.	Kernfolge: HALTEN · GRAD I · POSTEN · GEBEN. Halte den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I.	YES
4546	G407-E4546	G404-S083	f95v	HERBAL	F95V_WHOLE_PLANT	chody	CH+O+D_ADDR+Y	T0_EXACT_OBSERVED	NEHMEN · AUSFÜHRUNG · HIER · POSTEN	Nimm den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	Kernfolge: NEHMEN · AUSFÜHRUNG · HIER · POSTEN. Nimm den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	YES
4547	G407-E4547	G404-S083	f95v	HERBAL	F95V_WHOLE_PLANT	k	K	T0_EXACT_OBSERVED	GEBEN	Gib den Pflanzenposten [wie zuvor] zu.	Kernfolge: GEBEN. Gib den Pflanzenposten [wie zuvor] zu.	YES
4548	G407-E4548	G404-S083	f95v	HERBAL	F95V_WHOLE_PLANT	chedain	CHD+AIN	T0_EXACT_OBSERVED	BEARBEITEN · ANTEIL	Bearbeite den Materialanteil.	Kernfolge: BEARBEITEN · ANTEIL. Bearbeite den Materialanteil.	YES
4549	G407-E4549	G404-S083	f95v	HERBAL	F95V_WHOLE_PLANT	chedaiin	CHD+AIIN	T0_EXACT_OBSERVED	BEARBEITEN · WERT	Bearbeite den Arbeitswert.	Kernfolge: BEARBEITEN · WERT. Bearbeite den Arbeitswert.	YES
4550	G407-E4550	G404-S083	f95v	HERBAL	F95V_WHOLE_PLANT	otain	OT+AIN	T0_EXACT_OBSERVED	DANACH · ANTEIL	Danach im laufenden Gang bearbeite den Materialanteil.	Kernfolge: DANACH · ANTEIL. Danach im laufenden Gang bearbeite den Materialanteil.	YES
4551	G407-E4551	G404-S083	f95v	HERBAL	F95V_WHOLE_PLANT	daiin	AIIN	T0_EXACT_OBSERVED	WERT	Im laufenden Gang bearbeite den Arbeitswert.	Kernfolge: WERT. Im laufenden Gang bearbeite den Arbeitswert.	YES
4552	G407-E4552	G404-S084	f95v	HERBAL	F95V_WHOLE_PLANT	pshedar	P+SH+E+D_ADDR+AR	T0_EXACT_OBSERVED	EINSETZEN · HALTEN · GRAD I · HIER · AUSGANG	Setze den Arbeitswert [wie zuvor] ein und halte den Arbeitswert [wie zuvor]; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	Kernfolge: EINSETZEN · HALTEN · GRAD I · HIER · AUSGANG. Setze den Arbeitswert [wie zuvor] ein und halte den Arbeitswert [wie zuvor]; vom Ausgangsmaterial; auf Grad I; an der bezeichneten Stelle.	YES
4553	G407-E4553	G404-S084	f95v	HERBAL	F95V_WHOLE_PLANT	shedy	SH+E+DY	T0_EXACT_OBSERVED	HALTEN · GRAD I · SCHLUSS	Halte den Arbeitswert [wie zuvor]; auf Grad I; schließe den Schritt.	Kernfolge: HALTEN · GRAD I · SCHLUSS. Halte den Arbeitswert [wie zuvor]; auf Grad I; schließe den Schritt.	YES
4554	G407-E4554	G404-S085	f95v	HERBAL	F95V_WHOLE_PLANT	kshedy	K+SH+E+DY	T0_EXACT_OBSERVED	GEBEN · HALTEN · GRAD I · SCHLUSS	Gib den Arbeitswert [wie zuvor] zu und halte den Arbeitswert [wie zuvor]; auf Grad I; schließe den Schritt.	Kernfolge: GEBEN · HALTEN · GRAD I · SCHLUSS. Gib den Arbeitswert [wie zuvor] zu und halte den Arbeitswert [wie zuvor]; auf Grad I; schließe den Schritt.	YES
4555	G407-E4555	G404-S086	f95v	HERBAL	F95V_WHOLE_PLANT	qotches	OT+CH+E+S	T0_EXACT_OBSERVED	DANACH · NEHMEN · GRAD I · WÄHLEN	Danach nimm den Arbeitswert [wie zuvor] und wähle den Arbeitswert [wie zuvor]; auf Grad I.	Kernfolge: DANACH · NEHMEN · GRAD I · WÄHLEN. Danach nimm den Arbeitswert [wie zuvor] und wähle den Arbeitswert [wie zuvor]; auf Grad I.	YES
4556	G407-E4556	G404-S086	f95v	HERBAL	F95V_WHOLE_PLANT	or	OR	T0_EXACT_OBSERVED	EINHEIT	Im laufenden Gang wähle die Arbeitseinheit.	Kernfolge: EINHEIT. Im laufenden Gang wähle die Arbeitseinheit.	YES
4557	G407-E4557	G404-S086	f95v	HERBAL	F95V_WHOLE_PLANT	aiin	AIIN	T0_EXACT_OBSERVED	WERT	Im laufenden Gang wähle den Arbeitswert.	Kernfolge: WERT. Im laufenden Gang wähle den Arbeitswert.	YES
4558	G407-E4558	G404-S086	f95v	HERBAL	F95V_WHOLE_PLANT	shekaiin	SH+E+K+AIIN	T0_EXACT_OBSERVED	HALTEN · GRAD I · GEBEN · WERT	Halte den Arbeitswert und gib den Arbeitswert zu; auf Grad I.	Kernfolge: HALTEN · GRAD I · GEBEN · WERT. Halte den Arbeitswert und gib den Arbeitswert zu; auf Grad I.	YES
4559	G407-E4559	G404-S086	f95v	HERBAL	F95V_WHOLE_PLANT	otain	OT+AIN	T0_EXACT_OBSERVED	DANACH · ANTEIL	Danach im laufenden Gang gib den Materialanteil zu.	Kernfolge: DANACH · ANTEIL. Danach im laufenden Gang gib den Materialanteil zu.	YES
4560	G407-E4560	G404-S086	f95v	HERBAL	F95V_WHOLE_PLANT	tshes	T+SH+E+S	T0_EXACT_OBSERVED	EINSTELLEN · HALTEN · GRAD I · WÄHLEN	Stelle den Materialanteil [wie zuvor] ein, halte den Materialanteil [wie zuvor] und wähle den Materialanteil [wie zuvor]; auf Grad I.	Kernfolge: EINSTELLEN · HALTEN · GRAD I · WÄHLEN. Stelle den Materialanteil [wie zuvor] ein, halte den Materialanteil [wie zuvor] und wähle den Materialanteil [wie zuvor]; auf Grad I.	YES
4561	G407-E4561	G404-S086	f95v	HERBAL	F95V_WHOLE_PLANT	qokain	OK+AIN	T0_EXACT_OBSERVED	SETZEN · ANTEIL	Setze den Materialanteil im Arbeitsgang an.	Kernfolge: SETZEN · ANTEIL. Setze den Materialanteil im Arbeitsgang an.	YES
