event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	surface	final_recipe	gdt553_target_member	gdt553_resolution_generation	gdt553_former_queue_card	gdt553_recipe_match	gdt553_context_reading_match	slot_transition_template	explicit_action_roots	inherited_action_root	resolved_action_roots	explicit_argument_roots	inherited_argument_root	resolved_argument_roots	ordered_control_chain	portable_semantic_macro	abstract_event_template	contextual_clause_de	portable_consistency_key	guard
466	G515-E0512	G515-S064	4	f66r	SOURCE_SECTION_T	ysheeod	Y+SH+EE+O+D_ADDR	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	SH	NONE	SH	Y	NONE	Y	GRADE:II>EXEC>ADDR:D	A:SH;X:Y;C:GRADE:II>EXEC>ADDR:D	SET_A1__SET_X1|X>A>G2>EXEC>ADDR	Halte den laufenden Eintrag fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	Y+SH+EE+O+D_ADDR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
467	G515-E0513	G515-S064	5	f66r	SOURCE_SECTION_T	qoteeod	OT+EE+O+D_ADDR	YES	GDT551_SLOT_CONTRACT	YES	YES	YES	KEEP_A1__KEEP_X1	NONE	SH	SH	NONE	Y	Y	THEN>GRADE:II>EXEC>ADDR:D	A:^SH;X:^Y;C:THEN>GRADE:II>EXEC>ADDR:D	KEEP_A1__KEEP_X1|THEN>G2>EXEC>ADDR	Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	OT+EE+O+D_ADDR|IA:SH|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
468	G515-E0514	G515-S064	6	f66r	SOURCE_SECTION_T	qotol	OT+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	SH	SH	NONE	Y	Y	THEN>CONTINUE	A:^SH;X:^Y;C:THEN>CONTINUE	KEEP_A1__KEEP_X1|THEN>CONT	Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; führe fort.	OT+OL|IA:SH|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
469	G515-E0515	G515-S064	7	f66r	SOURCE_SECTION_T	qoky	OK+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	NONE	A:OK;X:Y;C:-	SET_A1__SET_X1|A>X	Trage den laufenden Eintrag ein.	OK+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
470	G515-E0516	G515-S064	8	f66r	SOURCE_SECTION_T	chckhedy	CH+CH+K+E+DY	YES	BASE_GDT548	NO	YES	YES	SET_A3__KEEP_X1	CH|CH|K	NONE	CH|CH|K	NONE	Y	Y	GRADE:I>CLOSE	A:CH+CH+K;X:^Y;C:GRADE:I>CLOSE	SET_A3__KEEP_X1|A>A>A>G1>CLOSE	Entnimm den laufenden Eintrag [wie zuvor], entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I; schließe den Schritt.	CH+CH+K+E+DY|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
471	G515-E0517	G515-S065	1	f66r	SOURCE_SECTION_T	shey	SH+E+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	SH	NONE	SH	Y	NONE	Y	GRADE:I	A:SH;X:Y;C:GRADE:I	SET_A1__SET_X1|A>G1>X	Halte den laufenden Eintrag fest; auf Grad I.	SH+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
472	G515-E0518	G515-S065	2	f66r	SOURCE_SECTION_T	dcheol	D_ADDR+CH+E+O+L	YES	BASE_GDT548	NO	YES	YES	SET_A1__KEEP_X1	CH	NONE	CH	NONE	Y	Y	ADDR:D>GRADE:I>EXEC>REL:L	A:CH;X:^Y;C:ADDR:D>GRADE:I>EXEC>REL:L	SET_A1__KEEP_X1|ADDR>A>G1>EXEC>REL	Entnimm den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	D_ADDR+CH+E+O+L|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
473	G515-E0519	G515-S065	3	f66r	SOURCE_SECTION_T	cheky	CH+K+E+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	CH|K	NONE	CH|K	Y	NONE	Y	GRADE:I	A:CH+K;X:Y;C:GRADE:I	SET_A2__SET_X1|A>A>G1>X	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	CH+K+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
474	G515-E0520	G515-S065	4	f66r	SOURCE_SECTION_T	cheo	CH+E+O	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	CH	NONE	CH	NONE	Y	Y	GRADE:I>EXEC	A:CH;X:^Y;C:GRADE:I>EXEC	SET_A1__KEEP_X1|A>G1>EXEC	Entnimm den laufenden Eintrag [wie zuvor]; auf Grad I und zur Ausführung.	CH+E+O|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
475	G515-E0521	G515-S065	5	f66r	SOURCE_SECTION_T	dor	D_ADDR+OR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	CH	CH	OR	NONE	OR	ADDR:D	A:^CH;X:OR;C:ADDR:D	KEEP_A1__SET_X1|ADDR>X	Im laufenden Satz entnimm die Eintragseinheit; an der bezeichneten Stelle.	D_ADDR+OR|IA:CH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
476	G515-E0522	G515-S065	6	f66r	SOURCE_SECTION_T	ydaiin	Y+D_ADDR+AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X2	NONE	CH	CH	Y|AIIN	NONE	Y|AIIN	ADDR:D	A:^CH;X:Y+AIIN;C:ADDR:D	KEEP_A1__SET_X2|X>ADDR>X	Im laufenden Satz entnimm den laufenden Eintrag und den Kennwert; an der bezeichneten Stelle.	Y+D_ADDR+AIIN|IA:CH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
477	G515-E0523	G515-S065	7	f66r	SOURCE_SECTION_T	shedy	SH+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	SH	NONE	SH	NONE	AIIN	AIIN	GRADE:I>CLOSE	A:SH;X:^AIIN;C:GRADE:I>CLOSE	SET_A1__KEEP_X1|A>G1>CLOSE	Halte den Kennwert [wie zuvor] fest; auf Grad I; schließe den Schritt.	SH+E+DY|IA:NONE|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
478	G515-E0524	G515-S066	1	f66r	SOURCE_SECTION_T	otchedy	OT+CHD+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__EMPTY_X	CHD	NONE	CHD	NONE	NONE	NONE	THEN>CLOSE	A:CHD;X:-;C:THEN>CLOSE	SET_A1__EMPTY_X|THEN>A>CLOSE	Danach: bearbeite; schließe den Schritt.	OT+CHD+DY|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
479	G515-E0525	G515-S067	1	f66r	SOURCE_SECTION_T	oteochey	OT+E+O+CH+E+Y	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	CH	NONE	CH	Y	NONE	Y	THEN>GRADE:I>EXEC>GRADE:I	A:CH;X:Y;C:THEN>GRADE:I>EXEC>GRADE:I	SET_A1__SET_X1|THEN>G1>EXEC>A>G1>X	Danach: entnimm den laufenden Eintrag; auf Grad I [außen], zur Ausführung und auf Grad I [innen].	OT+E+O+CH+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
480	G515-E0526	G515-S067	2	f66r	SOURCE_SECTION_T	tolchedy	T+OL+CHD+DY	YES	BASE_GDT548	NO	YES	YES	SET_A2__KEEP_X1	T|CHD	NONE	T|CHD	NONE	Y	Y	CONTINUE>CLOSE	A:T+CHD;X:^Y;C:CONTINUE>CLOSE	SET_A2__KEEP_X1|A>CONT>A>CLOSE	Lege den laufenden Eintrag [wie zuvor] fest und bearbeite den laufenden Eintrag [wie zuvor]; führe fort; schließe den Schritt.	T+OL+CHD+DY|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
481	G515-E0527	G515-S068	1	f66r	SOURCE_SECTION_T	lsheody	L+SH+E+O+D_ADDR+Y	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	SH	NONE	SH	Y	NONE	Y	REL:L>GRADE:I>EXEC>ADDR:D	A:SH;X:Y;C:REL:L>GRADE:I>EXEC>ADDR:D	SET_A1__SET_X1|REL>A>G1>EXEC>ADDR>X	Halte den laufenden Eintrag fest; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	L+SH+E+O+D_ADDR+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
482	G515-E0528	G515-S068	2	f66r	SOURCE_SECTION_T	qoky	OK+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	NONE	A:OK;X:Y;C:-	SET_A1__SET_X1|A>X	Trage den laufenden Eintrag ein.	OK+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
483	G515-E0529	G515-S068	3	f66r	SOURCE_SECTION_T	daiin	AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	OK	OK	AIIN	NONE	AIIN	NONE	A:^OK;X:AIIN;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz trage den Kennwert ein.	AIIN|IA:OK|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
484	G515-E0530	G515-S068	4	f66r	SOURCE_SECTION_T	otam	OT+AM_ADDR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	OK	OK	NONE	AIIN	AIIN	THEN>ADDR:AM	A:^OK;X:^AIIN;C:THEN>ADDR:AM	KEEP_A1__KEEP_X1|THEN>ADDR	Danach: im laufenden Satz trage den Kennwert [wie zuvor] ein; an der bezeichneten Stelle.	OT+AM_ADDR|IA:OK|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
485	G515-E0531	G515-S068	5	f66r	SOURCE_SECTION_T	tcheo	T+CH+E+O	YES	BASE_GDT548	NO	YES	YES	SET_A2__KEEP_X1	T|CH	NONE	T|CH	NONE	AIIN	AIIN	GRADE:I>EXEC	A:T+CH;X:^AIIN;C:GRADE:I>EXEC	SET_A2__KEEP_X1|A>A>G1>EXEC	Lege den Kennwert [wie zuvor] fest und entnimm den Kennwert [wie zuvor]; auf Grad I und zur Ausführung.	T+CH+E+O|IA:NONE|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
486	G515-E0532	G515-S068	6	f66r	SOURCE_SECTION_T	sheor	SH+E+OR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	SH	NONE	SH	OR	NONE	OR	GRADE:I	A:SH;X:OR;C:GRADE:I	SET_A1__SET_X1|A>G1>X	Halte die Eintragseinheit fest; auf Grad I.	SH+E+OR|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
487	G515-E0533	G515-S068	7	f66r	SOURCE_SECTION_T	oteody	OT+E+O+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	SH	SH	Y	NONE	Y	THEN>GRADE:I>EXEC	A:^SH;X:Y;C:THEN>GRADE:I>EXEC	KEEP_A1__SET_X1|THEN>G1>EXEC>X	Danach: im laufenden Satz halte den laufenden Eintrag fest; auf Grad I und zur Ausführung.	OT+E+O+Y|IA:SH|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
488	G515-E0534	G515-S068	8	f66r	SOURCE_SECTION_T	lpchees	L+P+CH+EE+S	YES	BASE_GDT548	NO	YES	YES	SET_A3__KEEP_X1	P|CH|S	NONE	P|CH|S	NONE	Y	Y	REL:L>GRADE:II	A:P+CH+S;X:^Y;C:REL:L>GRADE:II	SET_A3__KEEP_X1|REL>A>A>G2>A	Setze den laufenden Eintrag [wie zuvor] ein, entnimm den laufenden Eintrag [wie zuvor] und wähle den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad II.	L+P+CH+EE+S|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
489	G515-E0535	G515-S068	9	f66r	SOURCE_SECTION_T	ol	OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	S	S	NONE	Y	Y	CONTINUE	A:^S;X:^Y;C:CONTINUE	KEEP_A1__KEEP_X1|CONT	Im laufenden Satz wähle den laufenden Eintrag [wie zuvor]; führe fort.	OL|IA:S|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
490	G515-E0536	G515-S068	10	f66r	SOURCE_SECTION_T	ar	AR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	S	S	NONE	Y	Y	REL:AR	A:^S;X:^Y;C:REL:AR	KEEP_A1__KEEP_X1|REL	Im laufenden Satz wähle den laufenden Eintrag [wie zuvor]; von der Ausgangszeile.	AR|IA:S|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
491	G515-E0537	G515-S068	11	f66r	SOURCE_SECTION_T	alkey	AL+K+E+Y	YES	BASE_GDT548	NO	YES	YES	SET_A1__SET_X1	K	NONE	K	Y	NONE	Y	REL:AL>GRADE:I	A:K;X:Y;C:REL:AL>GRADE:I	SET_A1__SET_X1|REL>A>G1>X	Ordne den laufenden Eintrag zu; zur Zielspalte; auf Grad I.	AL+K+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
492	G515-E0538	G515-S068	12	f66r	SOURCE_SECTION_T	otey	OT+E+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	K	K	Y	NONE	Y	THEN>GRADE:I	A:^K;X:Y;C:THEN>GRADE:I	KEEP_A1__SET_X1|THEN>G1>X	Danach: im laufenden Satz ordne den laufenden Eintrag zu; auf Grad I.	OT+E+Y|IA:K|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
493	G515-E0539	G515-S068	13	f66r	SOURCE_SECTION_T	ltsholy	L+T+SH+OL+Y	YES	BASE_GDT548	NO	YES	YES	SET_A2__SET_X1	T|SH	NONE	T|SH	Y	NONE	Y	REL:L>CONTINUE	A:T+SH;X:Y;C:REL:L>CONTINUE	SET_A2__SET_X1|REL>A>A>CONT>X	Lege den laufenden Eintrag fest und halte den laufenden Eintrag fest; über die Eintragsverbindung; führe fort.	L+T+SH+OL+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
494	G515-E0540	G515-S068	14	f66r	SOURCE_SECTION_T	shecthy	SH+E+CH+T+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A3__SET_X1	SH|CH|T	NONE	SH|CH|T	Y	NONE	Y	GRADE:I	A:SH+CH+T;X:Y;C:GRADE:I	SET_A3__SET_X1|A>G1>A>A>X	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I.	SH+E+CH+T+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
495	G515-E0541	G515-S068	15	f66r	SOURCE_SECTION_T	r	R	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	R	NONE	R	NONE	Y	Y	NONE	A:R;X:^Y;C:-	SET_A1__KEEP_X1|A	Kennzeichne den laufenden Eintrag [wie zuvor].	R|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
496	G515-E0542	G515-S068	16	f66r	SOURCE_SECTION_T	ol	OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	R	R	NONE	Y	Y	CONTINUE	A:^R;X:^Y;C:CONTINUE	KEEP_A1__KEEP_X1|CONT	Im laufenden Satz kennzeichne den laufenden Eintrag [wie zuvor]; führe fort.	OL|IA:R|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
497	G515-E0543	G515-S068	17	f66r	SOURCE_SECTION_T	daiin	AIIN	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__SET_X1	NONE	R	R	AIIN	NONE	AIIN	NONE	A:^R;X:AIIN;C:-	KEEP_A1__SET_X1|X	Im laufenden Satz kennzeichne den Kennwert.	AIIN|IA:R|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
498	G515-E0544	G515-S068	18	f66r	SOURCE_SECTION_T	sheol	SH+E+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	SH	NONE	SH	NONE	AIIN	AIIN	GRADE:I>CONTINUE	A:SH;X:^AIIN;C:GRADE:I>CONTINUE	SET_A1__KEEP_X1|A>G1>CONT	Halte den Kennwert [wie zuvor] fest; auf Grad I; führe fort.	SH+E+OL|IA:NONE|IX:AIIN	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
499	G515-E0545	G515-S068	19	f66r	SOURCE_SECTION_T	qocthedy	CARRIER_Q+O+CH+T+E+Y	YES	BASE_GDT548	NO	YES	YES	SET_A2__SET_X1	CH|T	NONE	CH|T	Y	NONE	Y	BEGIN>EXEC>GRADE:I	A:CH+T;X:Y;C:BEGIN>EXEC>GRADE:I	SET_A2__SET_X1|BEGIN>EXEC>A>A>G1>X	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; mit Beginnmarker, zur Ausführung und auf Grad I.	CARRIER_Q+O+CH+T+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
500	G515-E0546	G515-S068	20	f66r	SOURCE_SECTION_T	qokedy	OK+E+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	OK	NONE	OK	NONE	Y	Y	GRADE:I>CLOSE	A:OK;X:^Y;C:GRADE:I>CLOSE	SET_A1__KEEP_X1|A>G1>CLOSE	Trage den laufenden Eintrag [wie zuvor] ein; auf Grad I; schließe den Schritt.	OK+E+DY|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
501	G515-E0547	G515-S069	1	f66r	SOURCE_SECTION_T	lchey	L+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	EMPTY_A__SET_X1	NONE	NONE	NONE	Y	NONE	Y	REL:L	A:-;X:Y;C:REL:L	EMPTY_A__SET_X1|REL>X	Bezug: den laufenden Eintrag; über die Eintragsverbindung.	L+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
502	G515-E0548	G515-S069	2	f66r	SOURCE_SECTION_T	qokaly	OK+AL+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	REL:AL	A:OK;X:Y;C:REL:AL	SET_A1__SET_X1|A>REL>X	Trage den laufenden Eintrag ein; zur Zielspalte.	OK+AL+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
503	G515-E0549	G515-S069	3	f66r	SOURCE_SECTION_T	shcthy	SH+CH+T+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A3__SET_X1	SH|CH|T	NONE	SH|CH|T	Y	NONE	Y	NONE	A:SH+CH+T;X:Y;C:-	SET_A3__SET_X1|A>A>A>X	Halte den laufenden Eintrag fest, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest.	SH+CH+T+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
504	G515-E0550	G515-S069	4	f66r	SOURCE_SECTION_T	qotal	OT+AL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	T	T	NONE	Y	Y	THEN>REL:AL	A:^T;X:^Y;C:THEN>REL:AL	KEEP_A1__KEEP_X1|THEN>REL	Danach: im laufenden Satz lege den laufenden Eintrag [wie zuvor] fest; zur Zielspalte.	OT+AL|IA:T|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
505	G515-E0551	G515-S069	5	f66r	SOURCE_SECTION_T	otchdy	OT+CHD+DY	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	CHD	NONE	CHD	NONE	Y	Y	THEN>CLOSE	A:CHD;X:^Y;C:THEN>CLOSE	SET_A1__KEEP_X1|THEN>A>CLOSE	Danach: bearbeite den laufenden Eintrag [wie zuvor]; schließe den Schritt.	OT+CHD+DY|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
506	G515-E0552	G515-S070	1	f66r	SOURCE_SECTION_T	qokey	OK+E+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__SET_X1	OK	NONE	OK	Y	NONE	Y	GRADE:I	A:OK;X:Y;C:GRADE:I	SET_A1__SET_X1|A>G1>X	Trage den laufenden Eintrag ein; auf Grad I.	OK+E+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
507	G515-E0553	G515-S070	2	f66r	SOURCE_SECTION_T	ar	AR	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	KEEP_A1__KEEP_X1	NONE	OK	OK	NONE	Y	Y	REL:AR	A:^OK;X:^Y;C:REL:AR	KEEP_A1__KEEP_X1|REL	Im laufenden Satz trage den laufenden Eintrag [wie zuvor] ein; von der Ausgangszeile.	AR|IA:OK|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
508	G515-E0554	G515-S070	3	f66r	SOURCE_SECTION_T	olkeol	OL+K+E+OL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	K	NONE	K	NONE	Y	Y	CONTINUE>GRADE:I>CONTINUE	A:K;X:^Y;C:CONTINUE>GRADE:I>CONTINUE	SET_A1__KEEP_X1|CONT>A>G1>CONT	Ordne den laufenden Eintrag [wie zuvor] zu; auf Grad I; führe 2-mal fort.	OL+K+E+OL|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
509	G515-E0555	G515-S070	4	f66r	SOURCE_SECTION_T	qokal	OK+AL	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A1__KEEP_X1	OK	NONE	OK	NONE	Y	Y	REL:AL	A:OK;X:^Y;C:REL:AL	SET_A1__KEEP_X1|A>REL	Trage den laufenden Eintrag [wie zuvor] ein; zur Zielspalte.	OK+AL|IA:NONE|IX:Y	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
510	G515-E0556	G515-S070	5	f66r	SOURCE_SECTION_T	cheoky	CH+E+O+K+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X1	CH|K	NONE	CH|K	Y	NONE	Y	GRADE:I>EXEC	A:CH+K;X:Y;C:GRADE:I>EXEC	SET_A2__SET_X1|A>G1>EXEC>A>X	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung.	CH+E+O+K+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
511	G515-E0557	G515-S070	6	f66r	SOURCE_SECTION_T	ykchdy	Y+K+CHD+Y	NO	OUTSIDE_GDT553	OUTSIDE_GDT553	NOT_APPLICABLE	NOT_APPLICABLE	SET_A2__SET_X2	K|CHD	NONE	K|CHD	Y|Y	NONE	Y|Y	NONE	A:K+CHD;X:Y+Y;C:-	SET_A2__SET_X2|X>A>A>X	Ordne den laufenden Eintrag [außen] und den laufenden Eintrag [innen] zu und bearbeite den laufenden Eintrag [außen] und den laufenden Eintrag [innen].	Y+K+CHD+Y|IA:NONE|IX:NONE	HORIZONTAL_WORKING_TEMPLATE__NO_PLAINTEXT_OR_NEW_MEANING
