local_card_ordinal	local_card_host_key	source_partition	source_layer	source_event_id	physical_page	register	locus	owner_de	surface	component_recipe	component_count	source_local_role	record_id	record_governor_key	bundle_id	bundle_governor_key	active_local_model	guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt582_guard
610	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1392	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1392	f82r	BIOLOGICAL	f82r.34	mehrere lokale Bad- und Leitungsstationen	okor	OK+OR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:OK=Beschicke oder bereite vor|LOCAL_COMPONENT:P912-E1392@1|LOCAL_ACTION:P912-E1392@1:OK] [2:OR=Becken- oder Körpereinheit|LOCAL_COMPONENT:P912-E1392@2|LOCAL_ACTION:P912-E1392@1:OK]	Beschicke oder bereite vor: Becken- oder Körpereinheit.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
611	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1393	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1393	f82r	BIOLOGICAL	f82r.35	mehrere lokale Bad- und Leitungsstationen	darol	DA+R+OL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:DA=im zweiten Durchgang|LOCAL_COMPONENT:P912-E1393@1|LOCAL_ACTION:P912-E1393@2:R] [2:R=Kennzeichne oder prüfe|LOCAL_COMPONENT:P912-E1393@2|LOCAL_ACTION:P912-E1393@2:R] [3:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1393@3|LOCAL_CONTROL:P912-E1393@3:OL]	Kennzeichne oder prüfe: im zweiten Durchgang; im Rahmen [LOCAL_CONTROL:P912-E1393@3:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
612	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1394	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1394	f82r	BIOLOGICAL	f82r.36	mehrere lokale Bad- und Leitungsstationen	okal	OK+AL	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:OK=Beschicke oder bereite vor|LOCAL_COMPONENT:P912-E1394@1|LOCAL_ACTION:P912-E1394@1:OK] [2:AL=zur Zielstation oder ins Zielbecken|LOCAL_COMPONENT:P912-E1394@2|LOCAL_ACTION:P912-E1394@1:OK]	Beschicke oder bereite vor: zur Zielstation oder ins Zielbecken.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
613	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1395	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1395	f82r	BIOLOGICAL	f82r.37	mehrere lokale Bad- und Leitungsstationen	okaldy	OK+AL+DY	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:OK=Beschicke oder bereite vor|LOCAL_COMPONENT:P912-E1395@1|LOCAL_ACTION:P912-E1395@1:OK] [2:AL=zur Zielstation oder ins Zielbecken|LOCAL_COMPONENT:P912-E1395@2|LOCAL_ACTION:P912-E1395@1:OK] [3:DY=Arbeitsgang abschließen|LOCAL_COMPONENT:P912-E1395@3|LOCAL_CONTROL:P912-E1395@3:DY]	Beschicke oder bereite vor: zur Zielstation oder ins Zielbecken; im Rahmen [LOCAL_CONTROL:P912-E1395@3:DY]: Arbeitsgang abschließen.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
614	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1396	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1396	f82r	BIOLOGICAL	f82r.38	mehrere lokale Bad- und Leitungsstationen	darary	DA+R+AR+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	4	0	[1:DA=im zweiten Durchgang|LOCAL_COMPONENT:P912-E1396@1|LOCAL_ACTION:P912-E1396@2:R] [2:R=Kennzeichne oder prüfe|LOCAL_COMPONENT:P912-E1396@2|LOCAL_ACTION:P912-E1396@2:R] [3:AR=von der Ausgangsstation oder aus dem Ausgangsbecken|LOCAL_COMPONENT:P912-E1396@3|LOCAL_ACTION:P912-E1396@2:R] [4:Y=Stationsansatz|LOCAL_COMPONENT:P912-E1396@4|LOCAL_ACTION:P912-E1396@2:R]	Kennzeichne oder prüfe: im zweiten Durchgang, von der Ausgangsstation oder aus dem Ausgangsbecken, Stationsansatz.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
615	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1397	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1397	f82r	BIOLOGICAL	f82r.39	mehrere lokale Bad- und Leitungsstationen	okairady	OK+AIR+A_ADDR+D_ADDR+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	5	0	[1:OK=Beschicke oder bereite vor|LOCAL_COMPONENT:P912-E1397@1|LOCAL_ACTION:P912-E1397@1:OK] [2:AIR=entlang des Stationswegs oder Kanals|LOCAL_COMPONENT:P912-E1397@2|LOCAL_ACTION:P912-E1397@1:OK] [3:A_ADDR=an der Stations-Hauptstelle|LOCAL_COMPONENT:P912-E1397@3|LOCAL_ACTION:P912-E1397@1:OK] [4:D_ADDR=an der Stations-Arbeitsstelle|LOCAL_COMPONENT:P912-E1397@4|LOCAL_ACTION:P912-E1397@1:OK] [5:Y=Stationsansatz|LOCAL_COMPONENT:P912-E1397@5|LOCAL_ACTION:P912-E1397@1:OK]	Beschicke oder bereite vor: entlang des Stationswegs oder Kanals, an der Stations-Hauptstelle, an der Stations-Arbeitsstelle, Stationsansatz.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
616	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1398	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1398	f82r	BIOLOGICAL	f82r.40	mehrere lokale Bad- und Leitungsstationen	sororl	S+OR+OR+L	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	4	0	[1:S=Wähle oder leite um|LOCAL_COMPONENT:P912-E1398@1|LOCAL_ACTION:P912-E1398@1:S] [2:OR=Becken- oder Körpereinheit|LOCAL_COMPONENT:P912-E1398@2|LOCAL_ACTION:P912-E1398@1:S] [3:OR=Becken- oder Körpereinheit|LOCAL_COMPONENT:P912-E1398@3|LOCAL_ACTION:P912-E1398@1:S] [4:L=über den Stationskontakt oder die Leitung|LOCAL_COMPONENT:P912-E1398@4|LOCAL_ACTION:P912-E1398@1:S]	Wähle oder leite um: Becken- oder Körpereinheit, Becken- oder Körpereinheit, über den Stationskontakt oder die Leitung.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
617	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1399	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1399	f82r	BIOLOGICAL	f82r.41	mehrere lokale Bad- und Leitungsstationen	olkoky	OL+K+OK+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	3	1	[1:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1399@1|LOCAL_CONTROL:P912-E1399@1:OL] [2:K=Führe zu|LOCAL_COMPONENT:P912-E1399@2|LOCAL_ACTION:P912-E1399@2:K] [3:OK=Beschicke oder bereite vor|LOCAL_COMPONENT:P912-E1399@3|LOCAL_ACTION:P912-E1399@3:OK] [4:Y=Stationsansatz|LOCAL_COMPONENT:P912-E1399@4|LOCAL_ACTION:P912-E1399@3:OK]	im Rahmen [LOCAL_CONTROL:P912-E1399@1:OL]: weiter im selben Arbeitsgang; Führe zu; Beschicke oder bereite vor: Stationsansatz.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
618	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1400	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1400	f82r	BIOLOGICAL	f82r.42	mehrere lokale Bad- und Leitungsstationen	sokoly	S+OK+OL+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	3	1	[1:S=Wähle oder leite um|LOCAL_COMPONENT:P912-E1400@1|LOCAL_ACTION:P912-E1400@1:S] [2:OK=Beschicke oder bereite vor|LOCAL_COMPONENT:P912-E1400@2|LOCAL_ACTION:P912-E1400@2:OK] [3:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1400@3|LOCAL_CONTROL:P912-E1400@3:OL] [4:Y=Stationsansatz|LOCAL_COMPONENT:P912-E1400@4|LOCAL_ACTION:P912-E1400@2:OK]	Wähle oder leite um; Beschicke oder bereite vor: Stationsansatz; im Rahmen [LOCAL_CONTROL:P912-E1400@3:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
619	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1401	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1401	f82r	BIOLOGICAL	f82r.43	mehrere lokale Bad- und Leitungsstationen	dolol	D_ADDR+OL+OL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	1	2	[1:D_ADDR=an der Stations-Arbeitsstelle|LOCAL_COMPONENT:P912-E1401@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1401] [2:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1401@2|LOCAL_CONTROL:P912-E1401@2:OL] [3:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1401@3|LOCAL_CONTROL:P912-E1401@3:OL]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1401]: an der Stations-Arbeitsstelle; im Rahmen [LOCAL_CONTROL:P912-E1401@2:OL]: weiter im selben Arbeitsgang; im Rahmen [LOCAL_CONTROL:P912-E1401@3:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
620	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1402	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1402	f82r	BIOLOGICAL	f82r.44	mehrere lokale Bad- und Leitungsstationen	olaiin	OL+AIIN	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	1	1	[1:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1402@1|LOCAL_CONTROL:P912-E1402@1:OL] [2:AIIN=Stations- oder Badmaß|LOCAL_COMPONENT:P912-E1402@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1402]	im Rahmen [LOCAL_CONTROL:P912-E1402@1:OL]: weiter im selben Arbeitsgang; auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1402]: Stations- oder Badmaß.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
621	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1403	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1403	f82r	BIOLOGICAL	f82r.45	mehrere lokale Bad- und Leitungsstationen	okeear	OK+EE+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:OK=Beschicke oder bereite vor|LOCAL_COMPONENT:P912-E1403@1|LOCAL_ACTION:P912-E1403@1:OK] [2:EE=auf Grad II|LOCAL_COMPONENT:P912-E1403@2|LOCAL_ACTION:P912-E1403@1:OK] [3:AR=von der Ausgangsstation oder aus dem Ausgangsbecken|LOCAL_COMPONENT:P912-E1403@3|LOCAL_ACTION:P912-E1403@1:OK]	Beschicke oder bereite vor: auf Grad II, von der Ausgangsstation oder aus dem Ausgangsbecken.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
622	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1718	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1718	f83r	BIOLOGICAL	f83r.45	lokale Becken-, Figuren- und Verbindungsstationen	chtorol	CH+T+OR+OL	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	3	1	[1:CH=Entnimm oder lass ab|LOCAL_COMPONENT:P912-E1718@1|LOCAL_ACTION:P912-E1718@1:CH] [2:T=Reguliere oder temperiere|LOCAL_COMPONENT:P912-E1718@2|LOCAL_ACTION:P912-E1718@2:T] [3:OR=Becken- oder Körpereinheit|LOCAL_COMPONENT:P912-E1718@3|LOCAL_ACTION:P912-E1718@2:T] [4:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1718@4|LOCAL_CONTROL:P912-E1718@4:OL]	Entnimm oder lass ab; Reguliere oder temperiere: Becken- oder Körpereinheit; im Rahmen [LOCAL_CONTROL:P912-E1718@4:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
623	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1719	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1719	f83r	BIOLOGICAL	f83r.46	lokale Becken-, Figuren- und Verbindungsstationen	olsaiin	OL+S+AIIN	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1719@1|LOCAL_CONTROL:P912-E1719@1:OL] [2:S=Wähle oder leite um|LOCAL_COMPONENT:P912-E1719@2|LOCAL_ACTION:P912-E1719@2:S] [3:AIIN=Stations- oder Badmaß|LOCAL_COMPONENT:P912-E1719@3|LOCAL_ACTION:P912-E1719@2:S]	im Rahmen [LOCAL_CONTROL:P912-E1719@1:OL]: weiter im selben Arbeitsgang; Wähle oder leite um: Stations- oder Badmaß.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
624	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1731	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1731	f83r	BIOLOGICAL	f83r.50	lokale Becken-, Figuren- und Verbindungsstationen	sasoldal	S+A_ADDR+S+OL+DA+L	6	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	6	5	1	[1:S=Wähle oder leite um|LOCAL_COMPONENT:P912-E1731@1|LOCAL_ACTION:P912-E1731@1:S] [2:A_ADDR=an der Stations-Hauptstelle|LOCAL_COMPONENT:P912-E1731@2|LOCAL_ACTION:P912-E1731@1:S] [3:S=Wähle oder leite um|LOCAL_COMPONENT:P912-E1731@3|LOCAL_ACTION:P912-E1731@3:S] [4:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1731@4|LOCAL_CONTROL:P912-E1731@4:OL] [5:DA=im zweiten Durchgang|LOCAL_COMPONENT:P912-E1731@5|LOCAL_ACTION:P912-E1731@3:S] [6:L=über den Stationskontakt oder die Leitung|LOCAL_COMPONENT:P912-E1731@6|LOCAL_ACTION:P912-E1731@3:S]	Wähle oder leite um: an der Stations-Hauptstelle; Wähle oder leite um: im zweiten Durchgang, über den Stationskontakt oder die Leitung; im Rahmen [LOCAL_CONTROL:P912-E1731@4:OL]: weiter im selben Arbeitsgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
625	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1732	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1732	f83r	BIOLOGICAL	f83r.51	lokale Becken-, Figuren- und Verbindungsstationen	darolsy	DA+R+OL+S+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	4	1	[1:DA=im zweiten Durchgang|LOCAL_COMPONENT:P912-E1732@1|LOCAL_ACTION:P912-E1732@2:R] [2:R=Kennzeichne oder prüfe|LOCAL_COMPONENT:P912-E1732@2|LOCAL_ACTION:P912-E1732@2:R] [3:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1732@3|LOCAL_CONTROL:P912-E1732@3:OL] [4:S=Wähle oder leite um|LOCAL_COMPONENT:P912-E1732@4|LOCAL_ACTION:P912-E1732@4:S] [5:Y=Stationsansatz|LOCAL_COMPONENT:P912-E1732@5|LOCAL_ACTION:P912-E1732@4:S]	Kennzeichne oder prüfe: im zweiten Durchgang; im Rahmen [LOCAL_CONTROL:P912-E1732@3:OL]: weiter im selben Arbeitsgang; Wähle oder leite um: Stationsansatz.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
626	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2362	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2362	f88r	PHARMA	f88r.1	WURZELBÜNDEL	otorchety	OT+OR+CH+E+T+Y	6	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	6	5	1	[1:OT=danach / neuer Arbeitsgang|LOCAL_COMPONENT:P912-E2362@1|LOCAL_CONTROL:P912-E2362@1:OT] [2:OR=Gefäß- oder Arbeitseinheit|LOCAL_COMPONENT:P912-E2362@2|LOCAL_ACTION:P912-E2362@3:CH] [3:CH=Entnimm oder ziehe aus|LOCAL_COMPONENT:P912-E2362@3|LOCAL_ACTION:P912-E2362@3:CH] [4:E=auf Grad I|LOCAL_COMPONENT:P912-E2362@4|LOCAL_ACTION:P912-E2362@3:CH] [5:T=Stelle ein oder temperiere|LOCAL_COMPONENT:P912-E2362@5|LOCAL_ACTION:P912-E2362@5:T] [6:Y=Drogencharge|LOCAL_COMPONENT:P912-E2362@6|LOCAL_ACTION:P912-E2362@5:T]	im Rahmen [LOCAL_CONTROL:P912-E2362@1:OT]: danach / neuer Arbeitsgang; Entnimm oder ziehe aus: Gefäß- oder Arbeitseinheit, auf Grad I; Stelle ein oder temperiere: Drogencharge.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
627	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2363	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2363	f88r	PHARMA	f88r.2	SPINDELWURZEL	osal	O+S+AL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:O=in Arzneiform|LOCAL_COMPONENT:P912-E2363@1|LOCAL_ACTION:P912-E2363@2:S] [2:S=Wähle oder trenne ab|LOCAL_COMPONENT:P912-E2363@2|LOCAL_ACTION:P912-E2363@2:S] [3:AL=ins Aufnahme- oder Zielgefäß|LOCAL_COMPONENT:P912-E2363@3|LOCAL_ACTION:P912-E2363@2:S]	Wähle oder trenne ab: in Arzneiform, ins Aufnahme- oder Zielgefäß.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
628	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2364	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2364	f88r	PHARMA	f88r.3	FASERWURZELBÜNDEL	orald	OR+AL+D_ADDR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	3	0	[1:OR=Gefäß- oder Arbeitseinheit|LOCAL_COMPONENT:P912-E2364@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2364] [2:AL=ins Aufnahme- oder Zielgefäß|LOCAL_COMPONENT:P912-E2364@2|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2364] [3:D_ADDR=an der Drogen-Arbeitsstelle|LOCAL_COMPONENT:P912-E2364@3|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2364]	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2364]: Gefäß- oder Arbeitseinheit, ins Aufnahme- oder Zielgefäß, an der Drogen-Arbeitsstelle.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
629	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2365	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2365	f88r	PHARMA	f88r.4	KNOLLENWURZEL	oldar	OL+DA+R	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E2365@1|LOCAL_CONTROL:P912-E2365@1:OL] [2:DA=im zweiten Durchgang|LOCAL_COMPONENT:P912-E2365@2|LOCAL_ACTION:P912-E2365@3:R] [3:R=Kennzeichne oder prüfe|LOCAL_COMPONENT:P912-E2365@3|LOCAL_ACTION:P912-E2365@3:R]	im Rahmen [LOCAL_CONTROL:P912-E2365@1:OL]: weiter im selben Arbeitsgang; Kennzeichne oder prüfe: im zweiten Durchgang.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED
