unified_serial	compiler_mode	page	unit_id	local_address	visible_identity	registered_identity	short_default_de	continuous_reading_de	owner_or_namespace
702	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G321	A3:G066	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
703	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G322	A3:G067	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
704	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G323	A3:G068	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
705	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G324	A3:G069	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
706	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G325	A3:G070	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
707	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G326	A3:G071	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
708	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G327	A3:G072	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
709	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G328	A3:G073	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
710	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G329	A3:G074	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
711	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G330	A3:G075	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
712	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G331	A3:G076	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
713	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G332	A3:G077	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
714	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.2:G333	A3:G078	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_MIDDLE_WHEEL_RING_TEXT
715	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G334	A3:G079	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
716	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G335	A3:G080	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
717	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G336	A3:G081	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
718	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G337	A3:G082	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
719	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G338	A3:G083	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
720	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G339	A3:G084	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
721	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G340	A3:G085	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
722	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G341	A3:G086	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
723	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G342	A3:G087	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
724	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G343	A3:G088	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
725	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G344	A3:G089	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
726	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G345	A3:G090	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
727	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G346	A3:G091	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
728	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G347	A3:G092	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
729	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G348	A3:G093	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
730	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G349	A3:G094	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
731	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G350	A3:G095	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
732	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G351	A3:G096	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
733	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G352	A3:G097	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
734	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G353	A3:G098	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
735	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G354	A3:G099	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
736	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G355	A3:G100	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
737	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G356	A3:G101	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
738	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G357	A3:G102	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
739	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G358	A3:G103	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
740	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G359	A3:G104	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
741	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G360	A3:G105	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
742	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G361	A3:G106	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
743	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.3:G362	A3:G107	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_RIGHT_WHEEL_RING_TEXT
744	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.4:G363	A3:G108	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_RADIAL_SLOT_01
745	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.4:G364	A3:G109	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_RADIAL_SLOT_01
746	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.5:G365	A3:G110	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_RADIAL_SLOT_02
747	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.5:G366	A3:G111	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_RADIAL_SLOT_02
748	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.6:G367	A3:G112	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_RADIAL_SLOT_03
749	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.7:G368	A3:G113	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_RADIAL_SLOT_04
750	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.8:G369	A3:G114	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_RADIAL_SLOT_05
751	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.9:G370	A3:G115	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_RADIAL_SLOT_06
752	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.10:G371	A3:G116	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_RADIAL_SLOT_07
753	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.11:G372	A3:G117	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_RADIAL_SLOT_08
754	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.12:G373	A3:G118	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_RADIAL_SLOT_09
755	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.13:G374	A3:G119	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_RADIAL_SLOT_10
756	LOCAL_ASTRO_NOMENCLATOR	f69v	A3	f69v.14:G375	A3:G120	A3_LEFT_WHEEL_ONLY	örtliches Kalenderzeichen	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	A3_LEFT_RADIAL_SLOT_11
